task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
4,0.175,2.068,1.884,4.032,1.031,2.291,1.859,3.683,0.879
1,0.341,2.031,1.764,4.355,0.687,2.362,1.943,4.136,0.723
2,0.874,2.011,1.562,4.774,0.788,2.039,1.989,3.799,0.822
3,0.973,2.165,1.388,5.619,0.789,2.255,1.748,5.818,0.823
4,1.047,1.78,1.743,3.783,0.979,1.818,1.519,4.662,1.053
2,1.14,2.607,2.056,3.854,0.843,2.229,1.807,4.542,0.758
1,1.252,2.42,1.546,4.994,0.695,2.24,1.618,4.967,0.781
4,1.269,2.039,1.742,4.043,0.791,2.112,1.374,4.377,0.891
1,1.336,2.012,1.603,4.412,0.754,2.528,1.877,4.219,0.83
3,1.342,2.072,1.596,5.003,0.748,1.89,1.297,4.473,0.918
2,1.446,2.155,2.005,4.941,0.823,2.55,1.539,4.106,0.953
1,1.534,2.52,1.662,4.517,0.652,1.988,1.893,4.622,0.641
4,1.982,1.807,1.601,4.713,1.02,1.947,1.827,3.641,1.019
2,2.366,2.601,2.009,4.321,0.956,2.155,1.602,4.111,0.964
3,2.39,2.306,1.701,5.668,1.008,1.733,1.792,4.813,0.723
3,2.4,1.95,1.374,5.968,0.728,2.088,1.331,5.08,0.806
2,2.522,2.022,2.115,5.073,0.921,2.29,1.544,4.873,0.904
1,2.759,1.935,1.497,4.418,0.644,2.002,1.794,3.669,0.74
1,3.349,1.914,1.716,4.612,0.86,2.24,1.719,4.249,0.765
1,3.669,2.517,1.663,3.937,0.649,2.585,1.549,4.454,0.704
1,3.71,2.226,1.655,4.065,0.672,2.006,1.482,4.072,0.751
1,3.754,2.454,1.872,4.167,0.726,2.568,1.408,4.312,0.661
4,4.109,2.109,1.597,3.94,1.016,2.026,1.697,4.557,1.01
2,4.56,2.251,1.999,3.922,0.981,2.556,1.656,4.235,0.926
3,4.564,1.953,1.719,5.343,0.821,1.876,1.401,4.32,0.794
4,5.115,1.958,1.822,4.896,0.949,2.028,1.565,3.707,0.946
3,5.472,1.789,1.387,4.779,0.752,1.832,1.603,5.271,0.923
2,5.696,2.302,1.554,4.871,0.867,2.533,1.63,4.49,0.804
4,5.729,2.118,1.541,4.341,0.771,2.146,1.707,3.891,0.842
4,6.256,2.217,1.745,3.999,1.032,2.442,1.898,4.105,0.99
1,6.289,2.101,1.524,4.825,0.616,2.502,1.627,3.989,0.843
1,6.344,2.559,1.685,4.454,0.627,2.383,1.617,4.352,0.862
4,6.477,2.093,1.705,4.049,0.979,1.812,1.456,4.922,0.955
4,7.211,2.153,1.503,5.016,0.824,1.849,1.561,4.896,0.759
1,7.476,2.219,1.639,4.196,0.61,2.045,1.707,4.564,0.847
1,7.705,2.179,1.714,3.628,0.757,2.451,1.988,3.61,0.712
4,8.189,1.852,1.737,4.24,0.817,2.39,1.694,4.967,0.789
1,8.319,2.451,1.677,5.096,0.747,1.964,1.505,3.984,0.783
2,8.394,2.409,1.821,3.797,0.916,1.948,2.036,4.956,0.966
2,8.402,1.961,1.726,5.028,0.852,2.26,1.637,5.097,0.76
4,8.523,2.273,1.549,4.113,0.931,2.136,1.529,4.615,0.948
4,8.625,2.389,1.799,4.887,0.983,1.809,1.396,4.615,0.767
4,8.642,1.947,1.66,3.682,0.81,2.037,1.836,4.039,1.0
1,8.652,2.319,1.418,4.194,0.787,2.483,1.61,4.618,0.643
4,8.717,2.086,1.584,4.939,0.761,2.074,1.419,3.883,0.972
1,9.179,1.964,1.589,3.685,0.68,2.616,1.601,4.402,0.837
1,9.328,1.946,1.467,4.307,0.75,2.6,1.786,4.505,0.86
2,9.501,1.943,1.963,3.854,0.836,2.136,1.784,4.331,0.891
1,9.822,2.286,1.862,3.982,0.709,2.065,1.827,4.04,0.783
2,9.826,2.633,1.825,4.135,0.888,2.257,2.047,4.946,0.787
1,9.849,2.476,1.98,3.993,0.751,2.174,1.799,4.353,0.768
3,9.909,2.361,1.509,4.639,0.772,1.851,1.338,4.806,0.744
3,10.081,1.977,1.382,4.415,0.868,2.361,1.351,4.323,0.744
3,10.387,2.318,1.536,4.54,0.729,1.805,1.43,5.313,0.868
3,10.475,2.26,1.437,5.876,0.845,1.743,1.514,4.451,0.786
3,10.678,2.238,1.679,5.528,0.8,2.088,1.736,4.938,0.986
2,10.896,2.632,2.113,3.936,0.914,2.394,1.526,4.243,0.834
2,11.195,2.063,1.949,3.875,0.914,2.176,2.012,4.265,0.794
1,11.302,2.371,1.598,4.217,0.763,1.951,1.738,4.491,0.763
2,11.306,2.392,1.881,4.664,0.79,2.19,1.63,4.369,0.779
3,11.368,2.101,1.777,4.496,0.905,2.028,1.529,5.474,0.748
2,11.502,2.324,1.832,4.131,0.787,2.164,1.531,4.472,0.913
2,11.804,1.888,1.654,4.123,0.954,2.135,1.869,5.109,0.722
2,11.879,2.504,2.01,3.633,0.912,2.313,1.906,4.325,0.898
1,11.975,2.351,1.46,4.433,0.779,2.474,1.725,4.563,0.633
1,12.017,2.012,1.73,3.719,0.819,2.264,1.709,4.386,0.801
4,12.038,2.001,1.598,4.116,0.756,1.958,1.489,3.934,1.042
3,12.336,1.883,1.674,5.726,0.971,2.179,1.758,5.004,0.994
2,12.383,2.078,1.992,3.626,1.004,2.443,1.823,3.709,0.781
2,12.516,2.446,1.735,4.638,0.932,2.645,1.736,4.416,0.994
4,12.537,2.228,1.504,3.873,0.979,1.923,1.606,4.331,1.013
4,12.598,2.25,1.412,4.932,1.039,1.961,1.483,4.89,0.803
3,12.625,1.883,1.48,5.783,0.746,2.365,1.327,5.173,0.735
3,13.327,2.083,1.763,5.147,0.719,2.101,1.55,4.982,0.801
4,13.532,2.289,1.65,5.049,1.046,1.775,1.765,3.838,1.063
1,13.704,1.88,1.907,4.816,0.693,2.233,1.89,4.042,0.65
4,13.741,1.873,1.576,5.082,0.888,1.899,1.792,3.746,0.823
3,13.978,2.234,1.333,5.174,0.785,2.194,1.28,4.785,0.978
3,14.182,1.807,1.749,5.35,0.909,1.875,1.773,4.468,0.981
1,14.302,2.511,1.445,4.354,0.759,2.552,1.974,4.431,0.837
2,14.414,2.264,2.06,4.626,0.916,2.06,2.032,3.878,0.803
4,14.426,1.899,1.478,5.018,0.764,2.165,1.751,3.752,0.955
1,14.526,2.309,1.982,4.62,0.841,2.31,1.668,4.966,0.799
2,14.558,2.585,1.726,3.837,0.933,2.309,1.856,4.335,0.991
1,14.945,1.99,1.667,4.541,0.716,2.069,1.728,4.677,0.611
2,15.134,2.109,1.546,4.466,0.769,1.984,1.69,3.685,0.966
2,15.181,2.151,1.546,4.293,0.869,2.381,1.546,4.351,0.914
1,15.38,1.872,1.689,4.562,0.825,2.511,1.423,4.235,0.861
1,15.543,1.879,1.476,4.115,0.616,2.206,1.639,4.392,0.822
2,15.721,2.63,1.868,4.649,0.815,2.134,1.767,5.114,0.844
3,15.775,2.068,1.679,4.229,0.888,1.823,1.578,5.379,0.834
4,15.859,2.419,1.386,3.696,0.989,2.003,1.767,4.394,0.921
3,16.001,1.808,1.416,4.822,0.796,2.224,1.42,4.82,0.787
4,16.594,1.919,1.706,4.777,0.769,1.861,1.614,4.636,0.941
2,16.801,2.078,1.747,4.83,0.776,2.037,1.792,4.935,0.868
1,17.228,2.278,1.976,4.661,0.625,2.291,1.655,4.555,0.662
3,17.885,2.209,1.6,4.68,0.887,1.726,1.603,4.738,0.779
3,18.024,1.859,1.513,4.515,0.749,1.835,1.395,4.528,0.87
2,18.084,1.888,1.863,3.926,0.803,2.056,2.046,4.881,0.788
3,18.159,2.347,1.558,4.817,0.911,2.266,1.363,4.463,0.752
4,18.308,2.005,1.847,3.867,0.924,2.355,1.841,3.891,0.937
2,18.4,2.4,1.805,5.098,0.963,2.209,1.562,4.927,0.993
1,18.573,2.061,1.803,4.325,0.76,1.86,1.948,3.86,0.614
3,18.882,2.122,1.693,4.367,0.745,1.947,1.703,4.309,0.865
4,19.142,2.273,1.875,4.614,0.812,1.793,1.828,4.873,1.063
1,19.144,2.192,1.491,4.575,0.76,2.157,1.61,3.626,0.623
1,19.377,2.325,1.453,4.529,0.642,1.982,1.929,3.776,0.7
4,19.499,2.317,1.389,4.109,0.958,2.312,1.806,3.869,0.847
3,19.669,1.837,1.462,4.86,0.727,2.315,1.299,5.043,0.742
1,19.715,2.455,1.616,3.939,0.691,2.517,1.868,4.719,0.848
2,19.72,2.625,2.027,3.972,0.847,2.341,2.127,3.888,0.822
1,19.852,2.003,1.53,3.668,0.682,2.525,1.948,4.31,0.733
1,20.155,1.937,1.648,4.353,0.681,1.867,1.934,4.075,0.709
3,20.216,2.268,1.504,4.692,0.72,2.416,1.271,4.363,0.958
4,20.216,2.063,1.822,4.926,0.92,2.369,1.678,4.01,0.776
4,20.262,1.826,1.632,3.909,0.873,2.227,1.745,3.883,0.946
1,20.281,2.379,1.906,3.776,0.667,2.166,1.973,3.628,0.647
4,20.326,2.067,1.81,4.74,1.061,2.17,1.412,3.656,1.068
3,20.332,2.269,1.289,5.0,0.75,1.892,1.638,5.508,0.994
2,20.657,2.137,1.798,3.978,0.719,1.887,1.627,4.167,0.985
1,20.862,2.131,1.738,3.854,0.703,2.234,1.461,3.878,0.696
4,21.193,2.276,1.766,4.222,0.936,2.41,1.625,4.587,1.061
3,21.197,2.128,1.584,4.72,0.834,1.995,1.748,5.8,0.875
1,21.339,2.125,1.656,4.781,0.695,2.513,1.465,4.677,0.799
2,21.356,2.34,1.636,4.931,0.894,2.169,1.815,4.984,0.927
2,22.021,2.001,1.571,4.864,0.72,2.364,1.823,3.707,0.814
2,22.639,1.984,1.872,4.321,0.808,2.169,1.891,4.686,0.752
1,22.672,2.049,1.698,5.073,0.711,2.581,1.836,4.275,0.807
2,22.928,2.01,2.127,4.111,0.865,2.103,1.73,4.886,0.89
3,22.929,2.38,1.663,5.817,0.792,1.926,1.536,5.888,1.004
2,22.964,2.052,1.578,3.96,0.817,1.903,1.595,5.092,0.851
1,23.779,2.143,1.515,4.38,0.848,2.458,1.598,3.624,0.682
4,24.118,2.078,1.38,3.734,0.955,1.754,1.662,4.167,0.802
3,24.302,2.248,1.63,5.749,0.756,2.035,1.277,4.874,0.904
2,24.459,2.439,1.904,3.799,0.729,2.601,1.791,4.15,0.829
3,24.527,1.918,1.654,4.571,0.751,2.38,1.372,5.762,0.821
2,24.987,2.038,2.132,4.679,0.931,1.883,1.967,4.759,1.014
2,25.137,2.276,1.532,4.495,0.806,2.023,2.113,4.541,0.991
4,25.347,2.146,1.779,4.694,0.973,2.018,1.406,3.974,1.047
