task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,0.221,2.128,1.892,5.029,0.843,2.208,1.689,3.774,0.961
2,0.371,2.264,1.587,4.933,0.981,2.438,1.91,4.9,0.91
1,0.438,2.125,1.423,4.838,0.798,2.006,1.631,4.54,0.863
2,0.443,2.569,1.621,3.751,0.736,2.028,1.556,3.793,0.9
4,0.68,2.437,1.476,4.501,1.038,2.419,1.825,3.94,1.032
1,0.848,2.5,1.978,4.873,0.629,2.048,1.793,4.677,0.829
4,1.021,1.798,1.576,4.86,0.881,2.244,1.57,3.746,1.014
3,1.224,2.396,1.7,5.171,1.004,2.358,1.618,5.629,0.967
2,1.264,2.211,1.691,4.207,0.745,2.516,2.109,4.472,0.85
1,1.276,1.867,1.48,4.803,0.613,2.279,1.652,4.471,0.768
3,1.559,2.188,1.416,4.488,0.947,1.844,1.429,5.904,0.993
2,1.752,2.587,2.098,5.06,0.861,2.285,1.677,4.963,0.951
3,1.771,1.923,1.64,5.362,0.891,2.313,1.474,5.126,0.841
4,1.835,2.269,1.573,4.947,1.042,2.393,1.883,4.746,0.973
3,1.838,2.123,1.767,5.411,0.87,2.095,1.75,5.647,0.947
3,1.839,1.801,1.604,4.957,1.002,2.03,1.576,5.397,0.859
1,2.36,1.925,1.893,3.902,0.807,2.525,1.896,4.067,0.815
1,3.163,2.08,1.958,3.776,0.661,2.559,1.786,5.095,0.668
3,3.36,2.398,1.451,5.523,0.97,2.395,1.425,4.864,0.718
1,3.523,2.429,1.776,4.217,0.802,2.479,1.815,4.611,0.816
1,3.597,2.086,1.463,4.902,0.835,2.507,1.806,4.242,0.827
4,3.731,2.065,1.526,3.932,0.93,2.083,1.79,3.846,1.061
1,3.877,2.528,1.872,3.877,0.707,2.232,1.642,3.882,0.812
3,3.975,2.253,1.575,4.738,0.956,2.432,1.52,5.583,0.968
1,4.141,2.162,1.738,4.674,0.756,2.354,1.862,3.778,0.637
3,4.148,1.914,1.609,5.502,0.79,2.219,1.67,4.672,0.892
2,4.308,2.571,1.645,3.93,0.822,1.891,1.927,3.888,1.003
4,4.32,1.845,1.57,3.925,0.918,2.212,1.383,4.171,0.811
2,4.467,2.447,2.055,4.22,0.731,2.416,1.832,3.886,0.913
1,4.654,2.052,1.719,4.327,0.819,2.074,1.892,3.628,0.835
2,4.909,2.181,1.882,5.01,0.89,2.459,1.692,4.86,0.928
2,4.942,1.914,1.641,3.919,0.794,2.364,1.788,3.973,1.011
1,5.186,2.55,1.638,4.614,0.693,2.123,1.98,4.055,0.661
3,5.502,1.931,1.605,4.957,0.84,1.814,1.529,5.281,0.772
4,5.75,2.08,1.74,3.825,1.018,1.774,1.674,4.269,1.003
2,5.78,2.397,1.989,4.44,0.804,2.508,1.772,4.836,0.771
4,5.858,2.235,1.641,4.971,0.996,1.779,1.369,4.536,0.885
2,6.0,2.226,2.127,4.344,0.911,2.558,1.999,3.683,0.788
2,6.032,2.011,1.824,4.274,0.808,1.972,1.853,4.075,0.985
4,6.163,2.197,1.808,4.651,0.955,2.168,1.347,4.467,0.852
2,6.667,2.201,1.914,4.581,1.008,2.172,1.673,3.774,0.914
2,6.707,1.914,2.0,5.021,0.763,2.192,1.869,4.887,0.834
2,6.713,2.503,2.017,3.94,0.941,2.364,1.94,3.776,1.006
3,7.019,1.893,1.372,5.75,0.723,2.069,1.631,5.852,0.964
1,7.383,1.935,1.655,4.817,0.772,2.116,1.534,4.632,0.663
4,7.574,2.4,1.374,3.824,0.932,2.051,1.88,4.183,0.856
1,8.079,2.467,1.673,4.167,0.691,1.925,1.835,4.634,0.847
2,8.12,2.629,1.979,3.726,0.805,2.433,1.705,5.05,0.79
4,8.345,2.007,1.708,4.375,0.983,2.175,1.646,4.51,1.015
4,8.643,2.07,1.789,4.639,0.903,2.099,1.629,4.502,0.998
4,8.678,1.884,1.519,4.575,0.777,2.125,1.737,3.881,0.948
3,8.925,2.218,1.287,5.615,0.925,2.123,1.461,5.953,0.964
2,8.937,2.61,2.098,4.651,0.933,2.566,1.539,4.815,0.787
1,9.162,2.165,1.762,3.676,0.631,2.348,1.451,4.48,0.668
1,9.45,2.07,1.98,4.267,0.841,2.383,1.677,4.999,0.862
2,9.551,2.028,1.721,4.111,0.816,1.95,1.748,3.888,0.849
2,9.588,2.264,2.098,4.259,0.933,2.549,2.088,4.962,0.848
4,9.857,2.329,1.692,3.827,0.946,2.092,1.809,4.724,0.775
4,10.028,1.852,1.698,5.104,0.899,2.131,1.525,4.417,0.766
2,10.088,2.062,1.762,5.021,0.916,2.194,1.828,4.543,0.766
1,10.121,2.548,1.601,5.006,0.858,2.424,1.714,3.904,0.619
3,10.164,2.252,1.36,4.771,0.819,2.291,1.323,5.748,0.931
4,10.321,1.945,1.599,4.939,0.829,2.265,1.56,4.982,1.06
2,10.634,2.333,1.714,4.213,0.747,2.438,1.99,3.744,0.836
