task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.192,0.95,0.779,1.304,0.995
2,0.209,8.652,1.522,7.507,1.21
2,0.524,5.219,1.791,3.176,1.42
2,0.834,7.266,1.426,5.059,1.178
2,1.61,4.781,2.912,5.649,1.391
1,1.674,1.017,0.841,1.093,1.29
1,2.228,1.25,1.217,1.925,0.859
2,2.452,4.555,2.444,4.174,0.896
1,2.954,1.128,0.924,1.391,0.961
2,3.776,8.809,1.58,5.43,1.093
2,3.942,1.591,0.673,3.492,1.998
1,4.1,2.18,0.629,1.275,0.854
2,4.706,3.163,2.705,3.382,2.899
2,5.017,12.079,1.926,1.962,0.974
1,6.474,1.987,0.847,2.374,0.967
2,6.644,8.715,1.319,7.287,0.687
2,6.986,10.361,0.691,11.132,0.905
1,7.296,0.948,1.246,1.415,1.236
2,7.396,7.431,0.741,8.478,1.082
2,8.717,3.902,1.601,7.758,1.172
2,9.657,5.219,0.686,3.279,1.53
1,9.978,1.242,1.238,1.331,1.383
1,10.578,1.304,0.91,1.791,0.886
2,11.027,5.927,1.74,4.023,3.425
1,11.309,2.176,0.62,1.283,0.957
1,11.604,1.084,1.132,2.112,0.884
1,12.489,1.791,0.653,2.099,1.458
2,12.927,2.143,1.701,4.779,0.689
2,12.94,3.445,0.745,11.905,1.043
2,13.208,10.021,1.164,7.115,2.016
1,13.698,2.305,1.107,1.26,0.911
2,13.704,12.348,1.504,3.176,2.221
1,14.76,1.025,0.632,1.871,0.872
1,15.175,1.826,0.734,1.274,0.884
2,15.337,4.554,1.415,13.219,1.95
1,15.407,1.005,0.884,1.318,0.732
2,15.816,6.718,2.366,8.036,3.422
1,16.92,1.422,0.901,1.273,0.591
1,17.278,1.104,0.897,1.006,1.137
1,17.365,2.018,1.342,1.407,0.954
1,17.788,1.019,1.149,2.142,0.785
1,18.457,1.436,0.722,1.825,1.141
2,19.319,2.941,0.667,1.484,1.76
2,19.863,2.15,1.046,7.326,1.42
1,21.644,2.072,1.231,1.442,1.128
2,21.824,3.21,1.667,11.813,1.937
1,22.441,1.213,0.824,1.42,0.62
2,22.648,5.089,1.723,8.062,2.989
1,22.717,1.303,0.893,2.04,1.086
2,23.357,12.982,1.667,2.637,1.394
1,23.388,1.516,1.128,1.344,0.999
2,23.797,3.133,0.865,10.841,1.255
2,23.851,7.084,1.365,9.144,1.217
1,25.005,1.248,1.329,1.024,0.874
1,25.019,1.189,0.835,1.966,1.527
2,25.188,10.061,1.556,10.367,0.799
1,25.818,1.2,0.866,1.935,1.144
1,26.337,1.097,1.158,1.218,0.812
1,26.337,1.303,0.935,1.407,1.236
1,26.436,1.767,0.825,1.193,0.871
1,26.701,2.025,0.997,1.841,0.727
2,26.967,5.927,1.103,10.367,1.535
2,27.122,5.062,1.594,3.288,1.754
1,28.604,1.412,1.113,1.42,1.082
1,28.658,1.058,0.965,1.295,0.897
2,28.889,5.327,1.168,3.219,0.673
1,29.003,1.311,0.727,1.737,0.797
1,29.278,1.272,0.837,1.102,0.893
2,29.491,8.036,1.771,7.431,2.221
2,30.204,1.955,2.751,1.872,0.811
1,30.62,1.2,0.934,1.154,0.929
1,31.281,1.102,0.885,1.25,0.878
1,32.096,0.933,0.983,0.966,1.383
2,32.145,2.54,2.298,3.109,0.952
1,32.197,1.478,0.885,1.189,0.865
1,32.261,1.054,0.944,1.522,0.88
1,32.273,1.032,0.873,1.032,1.191
1,32.772,0.939,0.828,1.506,1.199
1,33.863,1.275,0.627,1.134,0.614
1,35.281,1.019,0.618,1.921,0.619
1,35.58,1.299,1.227,2.02,0.903
2,36.406,4.516,1.302,4.289,2.412
2,36.62,8.464,3.433,3.074,0.959
2,36.814,11.813,1.552,2.864,2.632
2,36.889,1.9,1.648,6.948,0.667
1,36.976,1.097,0.585,1.326,0.79
1,37.82,1.289,1.44,1.412,1.264
1,38.178,1.935,0.945,1.815,1.396
1,38.944,1.503,0.817,1.018,0.862
1,39.009,1.288,1.222,1.812,1.441
2,39.596,7.377,2.26,2.496,2.603
1,39.662,1.232,1.115,2.126,0.621
2,40.392,6.047,2.811,4.379,0.809
1,40.602,2.046,0.885,1.013,0.998
1,40.694,2.105,0.997,1.439,0.935
2,40.857,6.406,3.085,4.529,1.639
2,44.854,2.662,3.015,3.634,3.015
2,45.025,4.554,1.667,4.507,2.574
2,45.209,7.031,1.989,1.794,1.222
1,45.22,1.5,1.09,1.274,1.389
2,46.412,4.041,3.064,7.019,0.988
2,46.619,9.122,0.833,6.143,0.625
1,46.897,1.244,1.107,1.51,1.237
1,46.907,1.03,0.917,1.253,1.431
