task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.476,2.103,0.932,1.244,1.25
2,0.546,2.637,2.525,3.279,0.952
2,0.9,9.48,3.037,1.898,0.74
2,1.261,2.838,3.294,12.036,1.787
2,2.229,13.868,0.767,7.543,3.465
2,2.656,8.337,2.236,5.97,1.036
1,2.884,1.275,0.785,1.243,1.144
1,3.494,1.25,1.09,0.964,1.078
2,4.373,4.554,1.175,3.643,0.767
1,4.658,2.179,0.902,1.412,1.246
2,4.889,6.04,3.162,8.337,1.135
2,5.553,7.326,0.761,2.45,0.733
1,6.225,1.507,1.082,1.023,0.638
1,7.52,1.821,1.228,1.227,0.871
1,7.637,1.2,0.936,1.007,0.879
2,7.7,3.653,1.061,11.459,1.436
1,7.734,2.067,0.87,1.966,0.883
1,8.13,1.198,1.073,2.179,1.216
2,8.315,4.612,2.405,2.952,1.597
2,8.317,4.055,1.075,6.12,0.601
2,8.963,2.197,1.675,2.819,0.961
1,9.007,1.15,1.117,1.319,1.123
1,9.265,1.335,0.927,1.272,1.12
1,9.355,1.321,1.119,1.316,1.377
2,9.795,1.526,1.119,1.973,0.542
2,10.109,8.879,1.217,10.601,2.162
1,10.661,1.412,0.857,1.288,0.9
2,11.143,5.538,3.203,4.389,2.232
2,11.344,2.689,1.618,4.103,1.606
2,12.205,2.097,0.846,7.13,1.7
1,12.518,1.237,0.917,2.043,0.62
1,12.614,0.973,1.148,1.321,1.116
1,12.889,1.257,0.731,2.032,1.476
1,13.058,1.418,1.134,1.82,0.893
2,13.348,1.967,0.743,12.35,1.414
2,13.937,1.562,0.807,11.458,1.124
1,14.102,1.291,0.894,1.533,1.401
1,14.954,1.324,0.593,1.203,0.614
2,15.374,9.122,1.522,7.326,1.692
1,16.375,1.115,0.922,1.778,0.903
1,16.406,1.226,0.879,1.006,0.613
1,17.149,2.04,0.607,1.204,0.965
2,17.215,2.737,1.723,5.715,1.26
2,17.366,7.031,1.229,1.591,1.001
1,17.56,2.025,1.044,1.543,0.933
1,17.73,1.124,0.856,1.224,0.611
2,17.73,3.75,0.916,2.119,1.217
1,18.557,2.051,1.119,1.273,0.811
1,18.605,1.248,0.999,1.514,0.894
1,18.97,1.15,1.323,0.993,0.85
1,19.374,1.363,1.335,1.511,0.947
2,19.632,8.012,0.771,1.818,1.783
2,19.7,5.97,1.176,3.121,1.043
1,19.763,1.227,0.82,1.08,1.223
1,20.516,1.926,0.924,1.244,0.854
1,20.811,0.943,0.873,1.256,0.878
2,21.398,2.838,3.113,4.113,0.531
2,21.553,4.373,0.987,11.794,2.609
1,21.761,1.275,1.401,1.328,1.223
1,22.798,1.403,0.947,1.389,1.234
1,23.701,2.027,0.917,1.529,1.142
2,23.748,4.369,0.727,1.862,3.488
2,23.825,12.565,2.972,9.789,0.807
