task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,0.081,2.073,2.001,4.623,0.837,2.552,1.651,4.614,0.734
4,0.089,2.002,1.522,4.557,0.979,2.078,1.349,4.34,1.067
1,0.128,2.566,1.516,4.495,0.675,2.492,1.898,4.236,0.707
2,0.176,2.115,2.089,4.767,0.863,2.581,1.953,4.803,0.88
4,0.192,2.322,1.421,4.203,0.944,2.07,1.38,4.11,0.993
3,0.227,1.801,1.331,5.748,0.88,2.185,1.275,4.582,0.999
4,0.229,2.367,1.732,4.557,0.97,1.915,1.753,3.867,1.008
1,0.272,1.98,1.662,4.258,0.638,2.507,1.662,3.861,0.689
1,0.347,1.938,1.689,3.913,0.801,2.175,1.658,3.615,0.736
2,0.384,2.079,1.689,4.604,0.988,2.01,1.923,4.142,0.944
4,0.394,2.075,1.774,4.807,1.014,2.441,1.589,4.208,0.86
2,0.464,2.238,1.726,4.145,0.804,2.187,2.005,3.714,0.984
2,0.472,2.59,1.541,4.388,0.719,2.221,1.519,4.001,0.815
1,0.486,2.238,1.601,3.858,0.655,1.948,1.838,4.474,0.678
3,0.487,2.381,1.27,5.34,0.815,2.182,1.281,5.697,0.802
2,0.51,2.197,1.847,5.076,0.81,2.249,1.626,4.771,0.995
1,0.513,1.988,1.871,4.181,0.742,2.346,1.521,4.128,0.735
3,0.579,1.79,1.468,4.442,0.792,2.016,1.6,5.697,0.783
3,0.603,2.261,1.301,5.092,0.74,2.225,1.431,4.306,0.735
3,0.611,2.183,1.715,5.849,0.876,1.745,1.621,5.954,0.723
4,0.651,1.973,1.392,4.899,0.905,1.947,1.897,4.349,0.983
3,0.68,1.807,1.396,5.26,0.847,1.814,1.347,5.374,0.998
2,0.724,2.115,1.78,3.927,0.984,2.062,1.657,4.364,0.724
3,0.819,1.893,1.344,5.436,0.976,2.12,1.664,4.985,0.805
1,0.837,2.622,1.478,4.35,0.789,2.07,1.949,4.71,0.805
4,0.923,2.383,1.854,5.068,0.932,2.068,1.473,5.097,0.922
1,0.934,2.455,1.462,4.099,0.647,2.318,1.858,3.835,0.616
3,0.957,2.317,1.632,5.715,0.786,2.431,1.288,5.468,0.737
4,0.964,1.862,1.376,4.342,0.99,2.15,1.558,4.838,0.874
1,0.985,1.968,1.929,4.395,0.819,2.451,1.442,4.922,0.811
1,1.004,2.218,1.551,4.233,0.798,1.923,1.974,4.07,0.81
4,1.029,2.175,1.473,5.094,0.944,1.73,1.365,4.167,0.876
4,1.047,1.74,1.561,4.377,0.827,2.207,1.408,4.013,0.818
3,1.139,2.414,1.748,4.869,0.985,2.31,1.307,5.031,0.986
4,1.156,2.163,1.403,4.472,1.067,2.204,1.343,4.62,1.008
2,1.27,2.24,1.599,4.495,0.863,1.895,1.888,5.06,0.768
4,1.29,2.435,1.561,4.807,0.8,2.265,1.604,4.264,0.822
2,1.29,2.03,1.535,3.873,0.792,2.333,2.113,4.661,0.904
2,1.298,1.97,1.684,3.79,0.936,2.502,2.04,4.935,0.797
4,1.34,2.167,1.432,4.614,0.815,1.817,1.772,4.33,0.902
2,1.343,2.251,1.625,5.073,0.826,2.316,1.537,4.182,0.823
1,1.353,2.162,1.527,4.044,0.791,2.467,1.723,4.566,0.625
2,1.384,1.976,1.636,4.902,0.763,2.453,1.587,4.001,0.753
1,1.431,2.0,1.836,4.492,0.696,2.147,1.728,4.858,0.806
2,1.485,2.256,1.789,4.651,0.82,2.051,2.101,4.929,0.986
1,1.519,1.937,1.619,4.946,0.664,2.451,1.679,3.628,0.616
3,1.568,2.335,1.593,5.976,0.985,2.405,1.301,5.647,0.72
1,1.57,2.072,1.651,4.136,0.639,2.252,1.755,3.861,0.685
4,1.645,1.931,1.511,4.782,0.77,1.742,1.584,4.44,0.983
3,1.666,2.131,1.301,5.003,0.875,1.862,1.422,4.952,0.869
4,1.739,2.167,1.508,4.747,0.851,2.366,1.536,4.195,1.045
2,1.837,2.296,1.708,4.102,0.814,1.904,1.766,4.97,0.744
4,1.942,1.95,1.623,4.932,0.8,2.077,1.599,3.696,0.973
2,1.952,2.628,1.853,3.861,0.98,2.548,1.702,4.474,0.776
2,2.156,2.118,1.512,4.15,0.819,2.584,1.546,4.729,0.98
3,2.165,1.995,1.502,5.595,0.856,2.046,1.512,5.581,0.945
3,2.172,2.157,1.727,5.384,0.731,1.723,1.639,4.764,0.717
4,2.186,2.318,1.357,4.064,0.927,1.852,1.84,4.975,1.067
3,2.286,1.832,1.748,5.278,0.882,1.838,1.351,5.26,0.719
1,2.289,2.124,1.784,5.077,0.779,1.899,1.633,4.361,0.734
4,2.294,1.807,1.682,3.788,0.981,2.157,1.854,4.317,1.021
1,2.299,2.082,1.41,4.747,0.714,2.447,1.553,4.64,0.755
4,2.326,2.367,1.667,4.193,0.846,1.793,1.485,3.683,0.801
1,2.336,1.852,1.829,3.669,0.789,2.388,1.89,4.925,0.646
1,2.341,2.261,1.874,3.792,0.621,2.147,1.822,3.871,0.854
4,2.412,2.413,1.766,4.459,0.761,2.42,1.401,5.001,0.823
2,2.502,2.626,1.949,3.807,0.817,2.119,1.916,4.652,0.909
2,2.69,2.544,1.819,4.242,0.926,2.253,1.711,4.492,0.756
2,2.739,2.59,2.002,3.86,0.833,2.403,1.808,3.707,0.721
1,2.767,2.044,1.646,4.283,0.662,2.559,1.776,4.515,0.671
3,2.789,2.235,1.72,5.515,0.962,2.057,1.619,5.938,0.99
