task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.026,11.47,1.08,1.0,98.07,101.17,1.14,97.57,9.8,10.88,1.13,1.02,104.62,101.82,1.14,109.06,9.74
T3,0.073,10.66,1.18,1.07,104.74,98.08,1.09,104.03,10.36,11.58,1.14,1.12,96.9,113.52,1.11,102.25,10.4
T2,0.09,10.48,1.15,0.98,109.47,104.89,1.17,95.85,10.2,10.34,1.15,0.98,102.65,105.51,1.03,108.48,10.72
T2,0.147,10.07,1.03,1.02,102.42,107.01,1.18,93.02,11.39,10.22,1.16,1.02,99.39,107.85,1.07,108.52,10.58
T1,0.418,10.9,0.99,1.1,108.75,93.82,1.13,117.08,11.49,10.07,1.04,1.08,109.56,93.82,1.0,102.24,10.09
T2,0.525,9.34,1.11,1.07,105.71,101.34,1.14,98.73,10.88,10.62,0.99,1.05,111.97,109.81,1.06,102.78,10.53
T2,0.928,10.74,1.14,1.05,98.77,102.23,1.18,105.8,10.47,10.98,1.15,0.99,101.03,102.46,1.0,106.78,10.26
T2,1.074,10.5,1.15,0.94,97.42,103.24,1.07,104.81,10.47,9.9,1.02,0.94,107.72,109.48,1.18,104.15,11.1
T2,1.139,10.9,0.99,0.96,100.12,94.78,1.08,102.16,11.52,10.3,0.99,0.93,98.63,102.55,1.09,96.14,11.06
T2,1.227,9.74,1.04,1.05,104.14,100.37,1.0,95.26,10.82,10.12,1.0,1.08,96.09,101.87,1.04,101.84,11.4
T4,1.344,10.85,0.97,0.99,108.99,106.34,1.02,91.66,10.17,11.26,0.95,1.08,103.96,106.87,1.06,102.47,11.69
T2,1.556,9.68,1.05,1.05,96.33,111.62,1.01,95.4,10.06,9.87,1.15,1.02,102.74,106.55,1.18,105.24,10.56
T1,1.711,9.98,1.09,1.06,107.72,95.61,1.03,101.03,10.46,9.51,1.17,1.15,111.46,103.8,1.01,105.09,10.25
T3,1.975,11.37,1.09,1.04,92.76,110.82,1.12,108.61,11.29,10.11,1.04,1.02,96.29,110.5,1.11,96.14,9.72
T3,2.145,10.13,1.04,1.08,100.35,107.9,1.09,98.76,11.1,10.15,1.06,1.09,96.18,113.52,1.03,98.56,11.19
T4,2.339,11.78,1.03,0.94,100.28,117.21,1.13,98.72,11.57,11.47,1.04,0.96,111.97,112.34,0.99,100.49,10.77
T3,2.355,11.08,1.14,0.98,104.11,100.56,1.09,93.46,9.74,10.28,1.0,1.11,103.25,102.04,1.03,100.88,11.0
T3,2.488,10.38,1.14,1.02,97.74,108.17,1.1,105.19,10.9,10.61,1.05,1.0,100.51,101.98,1.13,110.13,10.47
T3,2.644,10.68,1.04,1.11,98.27,97.26,0.98,100.42,11.4,10.47,1.18,1.1,99.42,114.43,1.07,98.14,11.24
T4,2.677,11.13,1.06,1.03,97.97,102.75,1.07,99.16,11.61,9.99,0.98,1.0,108.05,102.5,0.97,101.06,11.36
T3,2.678,11.48,1.1,1.03,108.99,113.18,1.11,101.31,10.54,10.69,1.13,1.0,105.34,105.62,1.08,93.93,9.63
T4,2.831,10.3,1.07,1.11,100.6,101.37,0.96,101.69,11.01,11.23,1.05,0.97,115.74,115.5,1.08,101.8,10.21
T1,2.876,10.51,0.99,1.16,105.03,104.55,1.12,104.25,10.72,10.33,1.16,1.14,119.02,104.47,1.13,106.3,10.16
T1,2.942,9.33,1.09,1.02,101.14,95.35,1.17,118.25,10.49,9.98,1.05,1.02,101.89,97.84,1.01,115.8,9.89
T2,3.613,10.79,1.02,1.06,106.92,107.83,1.07,95.8,10.7,9.37,1.06,1.07,111.92,104.88,1.09,98.54,10.02
T3,3.707,10.83,1.12,1.06,108.45,96.81,1.05,100.11,10.86,10.47,1.14,1.09,101.74,101.31,1.01,95.36,11.37
T2,3.828,10.34,1.01,0.92,107.13,101.34,1.17,103.89,11.34,9.68,1.04,0.96,106.24,105.56,1.05,101.74,10.9
T1,3.962,9.84,1.15,1.15,117.25,107.52,1.12,103.69,11.22,9.61,1.05,1.11,103.97,94.15,1.18,113.69,10.2
T1,4.119,10.16,1.11,1.06,114.35,105.7,1.07,115.83,10.24,10.94,1.14,1.14,104.82,103.2,1.11,116.29,10.32
T4,5.485,10.35,0.99,1.0,112.39,117.88,1.13,92.19,11.79,10.92,1.0,0.94,104.23,110.0,1.07,95.06,11.79
T2,5.562,10.57,1.07,1.08,96.4,100.71,1.07,96.05,10.34,10.7,1.05,1.09,103.76,101.43,1.02,93.69,10.23
T1,5.645,10.45,1.12,1.03,118.1,101.82,1.04,103.15,10.14,10.82,0.99,1.07,116.29,97.11,1.12,106.38,10.96
T2,5.696,9.34,1.05,0.99,110.9,105.77,1.09,109.57,11.01,10.38,1.13,1.04,98.2,100.92,1.13,99.18,10.24
T4,5.746,10.14,1.07,1.06,100.19,111.9,1.07,95.77,11.07,10.18,1.0,0.97,100.7,110.91,1.04,93.36,10.95
T1,5.801,9.64,1.08,1.01,117.23,108.13,1.01,108.09,10.48,10.45,1.15,1.1,100.42,92.37,1.01,107.87,10.16
T3,6.108,9.88,1.08,1.04,108.45,111.11,1.13,103.14,11.07,9.84,1.16,1.02,108.42,114.48,1.02,109.7,10.78
T3,6.22,10.25,1.13,1.06,97.98,110.68,1.03,93.46,9.99,10.94,1.16,1.01,102.21,110.87,1.03,96.84,9.98
T4,6.234,10.03,1.05,1.04,103.07,111.77,1.04,97.78,10.38,11.21,1.08,1.05,100.25,105.58,1.08,103.3,11.31
T1,6.548,10.08,1.1,1.05,101.52,95.52,1.18,108.84,11.41,10.38,1.17,1.09,102.44,106.42,1.1,104.04,11.02
T2,6.754,10.01,1.05,0.95,104.91,105.51,1.03,108.68,11.6,10.63,1.02,0.94,111.15,95.15,1.02,101.18,10.46
T1,6.908,9.74,1.05,1.04,114.77,100.53,1.13,114.1,10.48,10.4,1.12,1.15,115.02,102.62,1.07,104.8,11.3
T3,7.097,9.95,1.05,1.1,104.16,102.04,1.06,101.77,11.02,10.98,1.12,0.97,92.74,108.14,1.01,103.61,9.96
T4,7.17,11.16,0.98,1.04,116.04,100.03,1.09,92.42,10.24,10.14,0.97,1.04,108.77,116.96,1.11,100.86,10.4
T3,7.424,10.49,1.02,1.0,93.55,99.11,1.01,108.9,11.17,10.05,1.09,0.98,93.83,101.81,1.11,99.56,11.24
T2,7.683,10.0,0.99,1.07,100.29,110.49,1.12,106.3,11.32,9.29,1.14,1.1,111.16,96.45,1.05,104.11,9.9
T3,7.824,11.01,1.06,1.05,95.81,115.05,1.03,108.05,10.26,9.85,1.13,1.04,106.02,109.5,1.0,98.41,9.98
T1,7.842,10.19,1.02,1.11,104.66,107.81,1.15,118.0,11.16,9.56,1.06,1.06,109.06,104.94,1.08,106.96,10.7
T4,7.917,11.69,1.04,1.1,112.35,113.61,1.06,106.06,9.96,11.7,0.97,1.07,116.05,111.37,1.12,104.27,10.22
T1,8.017,9.82,1.09,1.08,105.16,99.4,1.04,113.17,11.34,10.7,1.04,1.0,115.56,109.08,1.01,116.68,11.45
T4,8.035,10.46,0.98,1.1,115.27,107.64,1.02,91.84,11.07,10.04,0.99,1.06,97.77,108.53,1.05,96.68,10.29
T3,8.243,11.12,1.17,1.02,97.24,103.97,1.14,105.79,10.01,11.18,1.06,1.09,103.76,97.57,1.14,95.04,9.65
T2,8.278,9.73,1.04,1.08,109.77,105.2,1.14,109.73,10.23,10.58,1.06,1.02,99.23,103.17,1.13,102.62,10.89
T4,8.387,10.6,1.01,1.07,113.58,109.13,0.98,101.06,10.38,11.58,1.11,0.94,107.21,108.78,1.11,108.03,11.14
T4,8.632,10.92,1.06,1.1,106.96,107.91,1.13,94.07,10.13,11.45,0.99,0.97,109.77,109.47,1.13,103.07,10.83
T4,8.844,11.21,0.96,1.01,110.97,116.93,1.08,105.49,11.5,11.18,1.09,1.01,98.63,105.51,1.06,105.72,10.66
T1,9.055,9.76,1.06,1.08,103.37,94.59,1.17,100.4,10.89,9.97,1.04,1.07,106.67,100.26,1.03,112.74,10.49
T3,9.07,10.62,1.17,1.02,109.17,99.82,1.03,101.58,11.27,9.91,1.1,0.98,96.19,107.51,1.12,96.95,10.84
T2,9.187,10.98,1.11,1.02,103.11,102.33,1.03,95.73,9.91,10.43,1.16,1.07,109.94,106.57,1.08,106.8,10.88
T1,9.773,9.53,1.06,1.15,104.82,104.43,1.16,104.06,10.47,9.8,1.17,1.09,109.11,101.54,1.05,110.51,11.02
T3,9.798,10.16,1.16,0.96,109.4,107.76,1.08,95.15,10.96,10.33,1.18,1.03,93.08,105.81,1.13,109.47,10.94
T1,9.923,9.56,1.03,1.16,111.82,102.53,1.04,111.82,9.73,9.74,1.11,1.06,117.02,107.76,1.18,112.99,11.25
T4,10.036,11.5,1.06,0.95,102.48,104.03,1.12,95.27,11.74,10.6,1.09,1.02,106.36,117.19,1.06,98.55,11.36
T2,10.084,10.73,1.03,1.05,104.42,104.43,1.05,106.64,11.58,10.33,1.16,1.06,102.31,100.82,1.08,103.26,10.73
T1,10.129,10.24,1.07,1.07,107.12,102.97,1.19,115.46,11.35,9.76,1.17,0.99,114.64,106.64,1.05,117.34,10.69
T3,10.29,11.21,1.03,0.96,106.16,101.64,1.0,108.89,10.19,10.62,1.1,1.13,102.56,97.9,0.97,104.43,10.89
T2,10.525,9.43,1.0,1.0,99.65,94.09,1.03,100.71,10.16,9.52,1.13,1.06,96.86,106.55,1.04,103.67,10.71
T3,11.054,9.82,1.16,0.97,101.96,100.89,0.98,98.06,9.62,10.16,1.15,0.99,104.11,105.99,1.0,103.84,11.18
T1,11.165,10.54,1.17,1.1,115.89,95.3,1.13,111.35,10.52,10.17,0.99,1.14,114.67,95.54,1.19,99.8,11.02
T1,11.167,9.46,1.0,1.15,103.43,101.33,1.1,100.03,10.0,9.43,1.03,1.0,114.42,97.1,1.08,116.95,11.35
T4,11.267,10.12,1.01,1.06,108.17,102.45,1.11,98.4,10.76,11.58,0.94,1.05,111.17,106.17,1.11,104.75,10.11
T4,11.505,10.81,1.08,1.02,101.43,105.13,1.06,99.64,10.59,11.1,0.94,1.02,106.36,105.47,1.0,93.06,11.08
T4,11.536,11.11,1.12,1.06,110.34,110.0,1.11,91.66,10.75,10.66,1.05,0.99,101.24,110.18,0.97,93.45,10.35
T2,11.944,10.08,1.03,0.98,107.7,95.45,1.05,103.62,10.71,9.87,1.02,1.0,109.94,101.7,1.03,93.99,9.97
T4,12.056,11.77,1.09,0.96,101.01,111.72,1.0,103.03,11.31,10.87,1.07,1.08,114.7,114.96,1.06,93.37,10.14
T1,12.081,11.02,1.05,1.15,113.1,102.62,1.16,114.98,10.76,9.47,1.1,1.06,106.67,104.49,1.1,100.7,10.49
T4,12.333,10.89,1.03,0.99,105.21,104.53,0.96,103.63,10.76,11.57,0.97,1.04,109.38,108.45,0.97,95.65,10.51
T4,12.479,10.08,1.05,1.09,99.76,116.54,1.0,92.13,10.45,10.86,1.06,1.04,107.26,101.1,0.97,103.4,10.76
T2,12.512,10.14,1.08,1.01,98.74,94.21,1.02,105.43,11.64,10.63,1.16,1.09,111.97,95.45,1.04,102.66,11.43
T1,12.591,9.32,1.17,1.11,112.98,96.16,1.02,111.49,10.39,10.45,1.03,1.06,114.26,104.78,1.06,111.04,10.33
T2,12.598,10.94,1.02,1.05,99.49,100.43,1.03,100.26,10.31,10.63,1.16,0.96,112.46,107.96,1.0,105.99,11.62
T1,12.708,9.49,1.16,1.1,116.17,93.42,1.12,100.66,10.31,10.21,1.07,1.09,108.07,108.17,1.09,115.31,9.72
T1,12.731,10.06,1.15,1.12,116.42,109.37,1.17,106.47,10.69,10.92,1.03,1.14,104.46,107.43,1.18,112.31,11.2
T4,13.005,9.98,1.1,0.98,101.79,117.12,0.97,94.96,10.1,10.68,1.0,1.0,99.67,102.28,1.04,100.05,10.65
T2,13.083,11.0,1.09,1.08,95.84,110.7,1.13,96.7,11.7,9.86,1.11,1.07,106.54,105.67,1.07,100.83,11.6
T2,13.26,10.93,1.06,0.97,111.41,109.92,1.15,94.01,10.81,10.56,0.99,1.04,107.23,100.84,1.01,100.23,11.64
T3,13.581,10.04,1.11,0.98,104.28,108.14,1.03,106.1,10.9,11.32,1.01,0.95,104.55,109.88,1.05,97.7,11.4
T2,13.728,9.59,1.08,0.98,102.92,109.76,1.05,93.49,10.08,9.37,1.09,0.92,104.43,104.72,1.18,105.96,10.4
T3,13.789,11.09,1.14,0.97,101.62,109.25,1.09,94.64,10.67,11.13,1.08,1.0,107.51,98.66,1.08,108.52,10.01
T2,13.875,9.76,1.0,1.07,104.64,97.05,1.16,106.41,11.45,9.68,1.13,1.1,96.16,94.48,1.1,106.87,10.58
T2,14.007,9.55,1.03,1.1,97.52,106.79,1.12,102.12,10.79,10.48,1.05,0.96,98.85,101.91,1.02,100.49,11.53
T4,14.012,10.2,1.02,1.09,105.78,117.2,1.1,104.73,9.97,10.79,1.1,1.06,103.93,107.56,0.98,103.82,11.07
T3,14.152,10.16,1.08,1.04,104.99,103.87,1.09,109.46,9.87,11.11,1.16,1.02,107.91,110.75,1.07,99.26,10.38
T4,14.213,10.78,1.02,0.98,104.02,111.48,1.1,100.23,10.45,10.25,1.0,1.08,104.14,112.31,1.07,101.32,11.81
T2,14.326,10.48,1.02,1.05,112.32,104.88,1.08,101.9,11.01,9.6,1.01,1.08,99.23,96.28,1.06,96.02,10.45
T4,14.328,11.05,1.11,1.05,103.2,101.26,1.1,92.06,10.41,10.34,1.09,0.96,101.37,110.66,0.97,97.04,11.84
T2,14.452,9.7,1.11,1.06,97.42,97.75,1.09,100.84,10.0,9.52,1.09,0.95,109.38,103.91,1.07,101.74,11.34
T2,14.457,9.6,1.1,0.98,102.82,100.86,1.02,95.8,11.38,9.79,1.03,1.07,108.43,98.88,1.03,100.53,10.63
T4,14.619,10.92,1.02,0.95,105.87,113.82,1.02,106.69,10.24,11.74,1.1,1.04,108.18,102.45,1.02,106.37,11.35
T2,14.821,9.54,1.02,1.0,110.08,103.59,1.0,106.65,11.32,10.59,1.05,0.95,107.95,110.09,1.18,101.96,10.89
T2,14.859,9.84,1.0,0.94,95.38,105.49,1.17,97.74,11.16,9.65,1.09,1.05,112.85,96.52,1.0,109.04,10.82
T4,15.211,11.2,0.98,0.94,112.11,115.53,1.0,103.65,10.99,11.37,1.1,1.06,99.88,115.39,0.98,105.22,11.7
T1,15.227,9.78,1.16,1.14,112.8,94.72,1.18,108.86,10.03,10.41,1.14,1.03,112.49,94.73,1.16,111.14,11.04
T2,15.237,9.99,1.11,1.02,108.85,100.14,1.13,96.9,10.74,10.84,1.01,1.04,102.94,108.76,1.05,108.22,10.95
T2,15.43,10.77,1.02,1.09,101.93,105.58,1.05,98.79,10.46,9.61,1.02,0.96,100.64,109.76,1.15,95.03,11.53
T2,15.519,10.31,1.15,1.04,102.98,103.01,1.03,98.55,10.63,9.63,1.06,1.0,100.34,98.87,1.03,94.8,11.16
T4,16.022,11.57,1.09,1.02,101.94,116.48,1.08,96.32,10.76,10.34,1.08,0.96,103.5,111.31,1.12,99.59,11.57
T4,16.138,10.03,0.99,1.02,109.1,107.22,1.09,99.64,11.55,11.07,0.96,1.01,99.08,116.42,1.01,96.97,11.25
T2,16.245,10.98,1.17,1.09,107.88,106.04,1.02,105.99,10.84,9.32,1.06,0.93,108.25,110.58,1.04,105.92,11.37
T2,16.356,9.31,1.07,1.08,100.96,98.44,1.12,98.74,10.78,9.93,1.05,1.08,107.99,95.69,1.02,98.57,10.74
T3,16.593,10.14,1.16,1.04,97.8,106.28,1.1,94.83,10.16,10.56,1.14,0.96,103.21,112.4,1.12,95.47,11.35
T4,16.769,11.48,1.01,0.94,100.45,102.15,1.02,94.49,10.18,11.2,1.0,1.01,107.08,107.52,1.04,92.81,10.13
