task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,0.167,98.79,10.13,1.0,98.98,9.85,1.01
T1,0.497,99.83,99.21,9.85,99.79,100.87,9.86
T1,0.546,98.52,98.99,9.91,101.63,99.58,10.17
T3,0.963,99.14,0.99,10.06,99.0,1.0,9.9
T3,1.12,101.4,0.98,9.92,98.31,0.99,10.1
T2,1.304,101.25,10.07,1.01,99.12,10.09,1.01
T1,2.102,100.33,100.27,10.04,98.44,99.12,10.09
T3,4.885,100.45,0.98,9.94,98.59,0.98,10.07
T3,5.034,100.42,1.0,10.12,101.1,1.0,10.05
T1,5.328,101.12,101.73,10.09,101.16,98.85,10.17
T3,5.446,99.12,0.99,9.87,100.04,0.99,10.17
T2,5.559,100.2,10.17,0.99,101.69,10.1,0.98
T2,5.632,100.8,10.14,0.99,98.91,10.04,1.0
T2,6.4,101.6,10.12,1.01,98.72,10.09,1.0
T2,6.574,101.45,9.99,1.0,100.03,10.15,0.99
T1,6.691,99.67,100.1,10.06,100.5,98.69,9.9
T2,7.774,98.77,9.9,1.01,98.43,9.87,1.01
T1,8.352,98.52,99.47,9.94,99.65,100.47,9.9
T1,8.384,101.61,100.54,10.1,100.97,98.88,10.0
T3,8.533,100.15,1.0,10.03,101.41,1.0,9.84
T3,9.239,100.42,0.99,9.84,99.94,0.98,10.15
T1,10.055,101.56,99.04,10.14,100.19,99.47,9.86
T2,11.408,99.46,10.1,0.99,101.19,10.1,1.0
T2,12.636,100.77,10.1,0.98,98.6,10.03,1.0
T3,12.92,99.7,0.98,9.99,99.57,0.99,10.12
T2,15.556,101.7,9.99,0.99,98.53,10.1,0.99
T2,15.797,101.05,10.15,0.99,98.6,10.09,0.98
T1,17.165,100.66,98.74,9.99,98.65,99.25,9.93
T3,21.234,98.34,1.0,9.98,101.08,0.99,9.99
T1,21.921,98.5,99.94,10.05,101.47,101.28,10.07
T2,22.531,99.7,10.14,1.0,98.66,10.08,1.02
T2,23.008,99.46,9.92,0.99,99.81,10.11,1.01
T3,23.043,100.02,0.99,10.04,99.47,1.01,9.98
T2,23.662,99.7,10.08,1.01,99.86,9.89,0.99
T3,24.389,98.77,0.99,9.84,100.9,0.99,10.05
T1,25.194,98.82,98.67,9.85,101.12,99.07,9.99
T1,25.482,101.54,100.97,10.13,98.78,100.6,10.0
T3,25.498,99.55,1.01,9.98,99.18,1.0,10.02
T2,25.945,99.33,9.94,1.01,101.12,9.91,1.0
T3,26.185,100.95,1.0,10.11,100.91,0.99,10.15
T3,27.457,99.63,1.0,9.93,101.51,1.01,10.03
T3,29.644,98.9,0.98,10.01,99.4,0.99,9.84
T3,29.884,98.63,0.99,10.06,101.54,1.0,9.84
T1,31.09,101.43,100.47,10.05,98.44,100.84,10.01
T2,32.588,98.98,10.1,1.0,98.28,10.1,1.02
T3,33.953,99.21,1.0,10.03,101.45,1.01,10.01
T3,35.213,99.56,1.0,10.11,99.92,1.0,10.17
T1,35.955,98.44,100.95,9.94,99.64,100.9,9.83
T1,36.406,100.35,99.87,10.16,101.69,101.7,10.13
T2,37.331,100.02,9.9,1.0,100.4,10.06,0.99
T1,38.908,101.11,98.82,9.91,100.7,100.52,9.93
T1,38.959,100.48,100.83,9.87,99.77,100.89,10.09
T1,39.27,101.34,99.91,9.85,99.81,100.69,9.94
T3,39.771,100.14,0.99,10.0,98.46,1.01,9.97
T1,40.221,98.71,99.04,9.9,98.69,101.04,10.1
T1,40.65,98.44,99.04,9.99,101.28,100.9,9.93
T3,41.464,100.63,1.0,10.17,101.52,1.0,10.04
T1,44.207,98.29,100.3,9.98,100.18,99.1,9.85
T3,44.588,99.44,1.01,9.88,99.1,1.0,10.14
T1,48.471,99.65,100.1,10.02,99.4,99.1,10.02
T3,48.933,100.81,0.99,10.17,100.5,1.02,10.03
T2,49.074,99.9,10.1,0.98,101.19,10.14,1.0
T1,49.527,99.43,100.46,9.9,98.47,99.24,9.95
T1,50.487,100.36,98.82,9.87,100.01,100.48,9.86
T3,50.759,98.71,1.0,10.04,98.4,0.99,9.9
T1,50.783,98.3,98.93,9.94,101.59,99.94,9.83
T1,51.002,101.45,100.1,9.96,98.47,98.52,9.92
T3,52.428,99.27,0.99,9.88,100.25,1.0,9.91
T3,53.309,99.26,1.01,10.0,98.69,1.01,9.85
T2,53.821,101.68,10.02,0.99,100.22,9.93,0.99
T1,54.12,100.73,100.08,9.85,99.81,99.23,9.9
T3,55.252,98.76,0.99,10.0,99.76,1.0,9.94
T2,55.437,100.92,10.09,1.02,98.71,10.08,1.0
T1,56.408,100.67,100.52,9.84,101.68,101.4,10.08
T1,56.551,100.41,98.73,10.16,98.8,100.68,9.96
T3,56.808,101.24,1.01,10.08,99.7,1.0,10.17
T2,57.189,99.28,10.12,0.99,99.27,9.86,1.01
T1,58.185,99.5,101.24,9.94,98.52,100.34,9.97
T1,59.469,98.71,101.15,10.05,100.07,100.75,10.09
T3,59.728,99.57,1.0,9.93,99.8,1.02,10.1
T3,60.08,101.7,0.98,10.11,98.7,0.99,10.02
T2,61.354,98.91,9.87,0.98,100.12,9.84,0.98
T2,62.406,101.33,10.11,0.98,99.09,9.86,1.0
T1,64.179,101.61,99.38,9.83,101.33,101.43,10.03
T3,64.587,100.02,0.99,9.99,100.53,1.01,9.93
T1,67.342,98.52,98.43,9.96,98.82,98.93,9.88
T2,68.822,99.58,10.1,1.0,98.29,10.09,1.0
T1,69.645,99.3,98.58,9.99,99.96,99.02,10.13
T1,71.655,99.8,99.33,9.9,98.74,100.66,9.99
T2,76.968,100.07,9.9,1.01,100.05,9.97,0.99
T1,79.1,99.95,99.85,9.98,100.89,99.54,10.02
T2,81.736,99.94,10.01,0.98,100.73,9.83,1.0
T2,84.159,101.58,9.96,0.98,100.79,10.06,0.99
T2,84.772,98.77,9.86,1.01,98.98,9.99,1.0
T2,85.954,101.13,9.89,1.01,99.05,9.85,1.0
T2,87.068,99.79,10.17,1.0,101.51,9.9,0.98
T1,89.895,99.4,101.6,9.97,101.4,98.69,9.97
T1,90.926,99.9,101.71,10.13,101.61,101.64,9.93
T1,91.612,101.12,100.88,9.89,99.56,99.21,10.11
T1,95.591,98.48,101.26,10.08,101.48,99.85,10.03
