task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.067,108.99,97.46,9.71,1.01,1.09,104.85,10.69,106.33,113.72,113.86,10.66,1.03,1.02,105.75,10.03,99.28
T2,0.149,98.39,96.83,10.7,1.08,1.11,108.05,9.61,98.9,106.06,100.67,11.15,1.06,1.07,97.93,9.81,93.3
T2,0.204,99.39,97.18,10.18,1.02,1.02,101.28,10.8,100.0,111.0,108.8,11.28,0.94,1.06,108.15,9.81,96.24
T4,0.265,102.22,102.75,10.5,1.05,1.07,95.13,9.97,109.3,96.62,108.7,10.24,1.01,1.1,96.05,9.3,107.69
T2,0.277,98.4,114.08,9.98,1.0,1.16,101.73,9.48,101.45,101.6,99.95,9.78,1.04,1.09,102.02,10.35,97.31
T1,0.282,98.91,95.99,10.96,1.11,1.12,110.89,10.1,110.23,112.25,101.16,11.54,1.11,1.12,104.04,10.78,99.51
T4,0.409,97.11,95.83,9.86,1.01,1.09,96.85,10.16,104.4,97.65,112.53,10.51,1.04,1.05,93.82,10.69,103.37
T3,0.414,96.2,92.01,9.83,1.05,1.13,111.15,11.39,115.57,106.08,101.01,10.93,1.18,1.1,101.99,10.71,113.38
T1,0.539,107.55,104.76,10.57,1.0,1.04,100.11,10.17,109.32,100.17,97.5,10.17,1.14,0.96,106.5,11.0,99.13
T4,0.654,102.28,99.88,9.8,0.93,0.99,93.82,10.0,115.24,113.17,97.36,10.23,1.04,1.09,105.05,9.19,106.99
T3,0.992,99.86,107.02,9.69,1.12,1.13,109.18,11.14,119.19,91.86,104.09,10.18,1.12,1.02,106.52,9.65,114.02
T2,1.104,101.03,104.48,11.09,1.05,1.11,109.12,9.54,103.94,105.61,98.46,10.16,1.02,1.03,106.8,9.49,102.2
T3,1.206,104.53,92.09,9.87,1.0,1.05,104.65,10.19,103.23,92.23,92.24,9.76,1.15,1.06,113.04,10.36,104.39
T3,1.388,104.98,98.92,10.36,1.16,1.02,113.55,10.88,117.16,105.75,94.93,10.91,1.03,1.0,100.58,10.82,106.09
T2,1.394,110.72,108.67,10.88,0.93,1.04,97.84,10.06,107.75,102.92,104.7,10.99,1.05,1.16,97.45,9.7,105.72
T4,1.581,112.26,108.84,10.53,1.06,1.11,94.92,10.38,107.96,98.16,112.67,10.14,0.93,1.03,101.6,9.78,101.3
T3,1.631,95.26,94.61,9.35,1.02,1.14,104.11,10.46,115.32,104.43,106.76,10.8,1.06,1.11,108.82,10.32,118.5
