task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
4,0.105,98.529,9.772,101.596,0.943,10.003,1.046,1.002,103.026,9.422,115.253,0.972,9.548,1.103,1.092
4,0.466,101.578,10.173,117.808,0.929,10.565,1.093,1.083,100.434,10.229,100.747,0.962,10.232,0.972,1.124
1,0.827,110.28,0.958,1.078,11.261,108.1,100.649,10.579,103.06,1.056,0.993,11.039,108.382,108.274,10.158
1,0.927,95.829,1.022,1.119,10.689,99.825,101.783,10.62,109.388,1.004,1.138,11.066,107.165,107.762,10.035
2,1.367,111.479,101.206,1.031,111.757,109.138,105.792,1.155,105.336,108.196,1.02,108.345,105.586,101.568,1.031
4,1.994,100.33,9.707,116.786,0.917,10.759,0.97,1.069,108.807,10.362,100.735,0.982,9.512,1.099,1.082
1,2.109,102.58,0.948,1.092,10.521,104.478,114.518,10.948,95.219,1.066,1.112,10.149,111.203,109.584,10.546
2,2.354,103.558,98.645,0.963,99.77,99.81,102.218,1.006,100.803,95.732,0.989,104.605,95.814,108.81,1.013
1,2.384,108.113,0.96,1.012,10.264,101.006,106.682,9.904,98.773,1.111,1.03,11.008,96.881,102.737,10.62
4,2.696,98.004,9.307,109.174,1.013,10.66,1.022,0.994,105.487,10.448,113.849,1.039,10.977,1.031,1.06
4,2.816,102.957,9.987,102.087,0.986,9.711,0.965,1.063,106.756,9.331,109.727,1.043,10.45,1.091,1.017
4,2.924,97.248,9.287,112.949,0.985,10.062,0.986,1.035,95.905,9.321,117.642,0.989,9.589,0.97,1.124
3,2.949,98.943,118.397,102.985,104.503,10.606,1.042,97.447,98.726,117.849,98.865,101.336,9.451,1.063,105.453
3,3.206,108.473,100.387,104.502,106.423,9.397,0.988,107.473,93.05,115.626,103.774,94.094,10.373,1.072,95.817
2,3.417,107.082,110.232,1.005,104.589,100.971,96.001,1.134,101.983,110.217,1.017,111.697,105.383,98.882,1.16
3,4.109,104.482,108.007,100.59,99.092,10.708,1.03,100.239,108.294,106.426,101.664,98.175,10.736,1.028,111.184
2,4.654,98.217,101.123,1.039,107.325,101.724,108.068,1.027,105.022,104.545,1.078,106.463,96.049,104.099,1.017
3,4.668,100.466,105.545,95.841,101.276,10.925,0.931,109.937,104.46,102.82,102.479,95.592,10.462,0.965,110.557
4,4.925,107.556,10.219,108.636,0.982,10.078,0.954,1.096,107.292,9.956,113.801,0.939,10.563,0.949,1.061
1,5.047,104.728,1.101,1.087,10.574,94.024,111.517,11.251,100.699,1.029,1.009,9.902,108.503,111.348,11.149
1,5.725,104.841,0.961,1.14,11.244,101.821,102.563,10.142,95.282,1.07,1.145,11.299,100.444,100.551,10.767
3,6.112,104.748,113.932,99.479,109.504,10.332,1.054,102.345,105.637,113.71,111.463,101.446,9.521,1.057,110.468
3,6.115,96.659,106.5,101.905,105.148,10.276,0.993,102.672,95.739,100.438,99.641,107.831,10.888,1.03,99.759
1,6.218,94.897,1.043,0.996,10.905,97.028,115.189,11.272,93.475,0.959,1.106,10.19,104.478,113.086,9.761
1,6.277,102.081,0.955,1.096,11.532,107.793,100.759,9.956,106.283,1.007,1.071,10.731,98.628,99.838,10.589
2,6.532,109.916,109.704,0.938,109.327,94.356,93.976,1.008,102.42,112.182,1.06,106.753,104.802,110.454,1.059
3,6.558,110.252,116.137,106.013,101.276,10.72,0.946,97.875,102.697,105.228,101.664,95.587,9.577,0.931,105.358
4,6.906,104.414,10.101,103.927,0.972,9.508,1.083,0.994,100.929,9.465,106.793,0.989,9.544,1.001,1.109
4,7.415,105.947,9.306,110.033,0.983,9.723,1.086,1.092,99.123,10.657,112.145,0.924,9.345,1.083,1.014
1,7.798,108.154,1.12,1.117,10.433,104.029,114.815,9.778,95.44,1.112,0.999,11.428,108.841,100.842,11.199
2,8.256,97.503,108.024,1.103,107.945,93.508,97.405,0.995,103.637,108.478,0.982,100.439,92.716,95.162,1.0
1,8.776,104.339,0.952,1.136,10.581,110.15,107.344,10.103,96.341,1.013,1.094,10.91,109.757,115.957,10.226
4,8.792,103.089,9.923,119.029,1.04,11.039,1.084,1.082,93.221,9.459,101.153,1.029,9.614,1.063,0.987
