task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
3,0.09,105.067,93.9,104.859,107.166,11.675,93.933,107.966,106.416,94.083,98.885,113.593,10.783,102.835,106.977
2,0.331,98.385,105.8,9.177,101.923,118.15,108.922,104.995,105.429,101.996,10.426,106.389,103.207,103.49,106.358
3,0.614,99.247,100.356,100.205,112.863,10.282,100.335,105.663,94.572,105.302,99.992,100.566,10.505,103.601,96.103
1,0.672,92.524,1.129,109.525,113.67,1.039,108.88,113.622,107.325,1.081,111.702,99.433,0.982,108.781,102.399
2,0.771,104.775,101.744,10.087,100.16,107.699,108.97,106.878,97.876,105.073,9.378,116.657,100.843,114.25,105.233
4,0.798,105.401,108.702,104.349,110.051,112.934,104.969,101.008,113.401,94.461,109.945,112.596,104.119,100.499,103.175
1,1.077,98.391,1.073,99.832,99.944,0.976,108.11,97.443,105.721,1.117,99.865,101.216,0.956,100.044,109.988
3,1.128,102.994,95.812,104.423,101.493,10.337,110.377,94.387,102.815,104.744,107.418,108.804,9.999,103.803,99.484
1,1.154,102.455,0.991,108.917,110.913,0.926,103.096,97.751,103.603,0.985,101.743,99.024,0.96,113.23,108.736
2,1.235,105.049,99.984,9.319,102.186,116.395,104.625,106.689,102.083,108.825,10.859,107.551,106.703,104.044,108.143
3,1.27,96.103,108.442,110.889,100.312,11.562,103.154,94.508,96.73,100.257,110.086,110.205,9.993,98.61,93.899
4,1.46,109.329,108.704,107.946,109.122,104.95,95.166,108.773,110.303,97.637,116.66,114.421,97.973,105.373,102.451
2,1.715,109.385,106.755,10.425,99.897,107.67,116.14,106.701,107.817,100.361,9.696,115.433,116.852,112.69,103.995
3,1.719,100.983,103.266,98.623,106.175,10.383,100.715,96.453,104.438,100.695,108.44,107.122,11.617,101.361,94.253
2,1.765,100.231,116.399,9.837,103.915,106.56,116.098,99.499,100.099,106.672,9.222,99.844,113.602,101.407,97.03
1,2.019,109.234,1.118,112.229,115.001,1.055,107.076,101.353,95.173,1.106,101.82,108.902,0.995,108.536,112.537
2,2.071,102.536,114.434,10.106,103.641,108.873,105.633,93.152,102.116,117.881,10.659,104.805,110.402,107.162,98.528
4,2.093,107.91,98.162,107.721,100.859,114.465,106.089,99.884,105.509,94.998,105.53,113.81,101.9,100.569,116.273
4,2.237,104.693,110.753,110.105,114.15,114.852,95.292,111.484,114.621,104.612,107.296,108.401,113.848,99.841,110.773
4,2.502,100.382,99.484,111.117,107.551,106.247,109.473,110.163,106.541,107.901,111.927,110.815,114.185,96.922,111.398
1,3.098,97.6,1.024,104.295,102.485,1.017,100.248,110.001,92.715,0.987,111.753,101.288,1.017,112.064,105.972
4,3.214,109.405,103.198,108.489,101.351,112.353,111.78,111.061,111.36,104.829,116.704,113.511,104.769,111.184,116.485
