#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,157.0,0.0,2.857,0.155,0.155,2.991,0.429,0.091
2,2,232.0,1.916,6.556,1.127,1.127,6.39,1.46,1.039
3,2,115.0,2.836,6.309,1.277,1.277,5.509,1.121,1.04
4,2,143.0,3.406,6.999,1.121,1.121,5.062,1.021,1.122
5,2,82.0,10.54,5.856,1.315,1.315,6.757,1.214,1.189
6,2,324.0,16.433,5.207,1.067,1.067,6.025,1.187,1.037
7,2,120.0,21.481,5.838,1.204,1.204,5.509,1.118,1.088
8,2,261.0,23.276,6.265,1.33,1.33,6.133,1.326,0.857
9,2,88.0,26.452,6.066,1.18,1.18,5.047,1.215,0.888
10,2,85.0,28.122,5.801,1.329,1.329,6.309,1.189,0.811
11,2,45.0,32.998,6.733,1.156,1.156,5.741,1.312,0.899
12,2,67.0,34.322,5.767,1.276,1.276,5.772,1.437,0.947
13,1,512.0,34.813,2.78,0.465,0.465,2.907,0.416,0.184
14,2,271.0,37.784,5.37,1.135,1.135,6.994,1.268,1.12
15,1,559.0,39.04,1.258,0.29,0.29,1.635,0.49,0.139
16,2,235.0,39.845,5.25,1.422,1.422,6.429,1.199,0.807
17,2,130.0,43.353,6.471,1.451,1.451,6.174,1.347,0.927
18,2,115.0,44.733,6.772,1.149,1.149,6.08,1.123,1.093
19,1,126.0,50.773,2.306,0.437,0.437,2.163,0.166,0.139
20,2,330.0,51.169,6.967,1.108,1.108,5.922,1.369,0.872
21,1,157.0,51.861,1.958,0.498,0.498,2.866,0.462,0.153
22,2,189.0,52.163,6.268,1.061,1.061,5.358,1.102,1.147
23,2,146.0,62.784,6.273,1.436,1.436,6.165,1.369,0.936
24,1,7.0,63.153,2.828,0.243,0.243,2.735,0.432,0.2
25,1,44.0,63.943,1.046,0.121,0.121,1.136,0.243,0.19
26,2,187.0,64.185,6.033,1.127,1.127,6.0,1.136,1.186
27,2,295.0,67.028,6.999,1.2,1.2,5.886,1.41,1.003
28,2,339.0,67.838,6.893,1.064,1.064,5.306,1.203,1.197
29,2,65.0,69.839,6.027,1.215,1.215,5.318,1.46,0.87
30,1,447.0,72.974,1.327,0.255,0.255,1.835,0.209,0.182
31,2,166.0,73.992,5.158,1.409,1.409,6.923,1.463,0.833
32,2,138.0,74.429,5.866,1.44,1.44,5.054,1.276,0.993
33,1,10.0,74.837,2.758,0.307,0.307,2.14,0.365,0.121
34,1,512.0,79.197,2.261,0.211,0.211,1.016,0.461,0.174
