#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,169.0,0.0,2.079,0.354,0.354,1.175,0.464,0.09
2,1,13.0,0.0,1.631,0.292,0.292,1.241,0.387,0.131
3,1,387.0,0.0,2.993,0.296,0.296,1.653,0.116,0.103
4,1,44.0,1.527,1.405,0.334,0.334,2.649,0.332,0.137
5,2,95.0,2.967,5.48,1.301,1.301,6.022,1.241,0.936
6,2,76.0,5.023,6.933,1.444,1.444,6.456,1.27,1.056
7,2,128.0,12.873,6.577,1.315,1.315,5.851,1.004,1.099
8,2,154.0,13.398,5.141,1.457,1.457,5.203,1.187,0.933
9,2,75.0,18.835,6.033,1.369,1.369,5.139,1.29,1.033
10,2,155.0,19.336,6.072,1.058,1.058,5.784,1.162,0.892
11,2,196.0,19.54,6.574,1.226,1.226,6.932,1.151,0.846
12,2,86.0,19.865,5.176,1.397,1.397,6.148,1.13,0.964
13,2,189.0,20.948,6.974,1.033,1.033,6.08,1.259,0.966
14,2,88.0,23.904,6.091,1.496,1.496,5.93,1.032,0.822
15,2,223.0,24.113,5.382,1.077,1.077,6.216,1.276,0.837
16,2,258.0,24.143,5.943,1.055,1.055,6.764,1.452,0.931
17,2,272.0,25.639,5.162,1.44,1.44,6.563,1.286,0.933
18,2,239.0,25.768,6.085,1.057,1.057,6.727,1.311,1.059
19,2,70.0,33.145,6.573,1.347,1.347,6.821,1.335,1.01
20,2,107.0,35.556,5.563,1.104,1.104,5.355,1.276,1.185
21,2,171.0,35.854,5.2,1.337,1.337,6.999,1.399,0.82
22,2,63.0,35.994,6.108,1.351,1.351,6.636,1.014,1.07
23,1,95.0,36.994,2.427,0.377,0.377,1.034,0.201,0.102
24,2,115.0,37.079,5.639,1.083,1.083,5.494,1.078,1.097
25,2,74.0,37.222,5.102,1.177,1.177,6.948,1.165,1.174
26,1,447.0,38.735,1.411,0.306,0.306,1.554,0.142,0.196
27,1,13.0,40.426,2.135,0.428,0.428,2.615,0.286,0.104
28,1,120.0,43.258,2.607,0.273,0.273,2.121,0.425,0.087
29,2,217.0,44.999,5.172,1.349,1.349,6.618,1.452,1.048
30,2,120.0,45.591,5.273,1.277,1.277,5.317,1.334,1.15
31,2,154.0,46.34,5.856,1.461,1.461,6.717,1.472,0.917
32,1,90.0,49.669,1.498,0.221,0.221,1.427,0.438,0.119
33,2,296.0,49.85,5.34,1.176,1.176,5.649,1.183,0.865
34,2,158.0,52.395,6.814,1.021,1.021,5.614,1.139,0.981
35,2,227.0,55.798,5.958,1.107,1.107,5.03,1.313,0.863
36,2,35.0,57.723,5.695,1.292,1.292,5.636,1.265,0.881
37,2,121.0,62.864,5.135,1.299,1.299,6.543,1.011,1.023
38,1,103.0,63.492,2.029,0.161,0.161,2.806,0.189,0.199
39,2,36.0,66.379,6.708,1.429,1.429,5.637,1.232,1.148
40,2,217.0,67.364,5.432,1.028,1.028,5.318,1.041,0.814
41,2,234.0,68.671,6.471,1.341,1.341,5.767,1.138,1.098
42,2,90.0,69.109,6.033,1.473,1.473,5.889,1.325,0.841
43,1,6.0,71.232,1.346,0.455,0.455,2.97,0.106,0.095
44,2,230.0,72.365,6.206,1.241,1.241,6.025,1.48,0.811
45,2,338.0,75.692,5.204,1.426,1.426,6.991,1.014,0.923
46,1,6.0,75.874,2.531,0.326,0.326,2.168,0.414,0.158
47,2,166.0,77.671,5.25,1.296,1.296,5.151,1.418,0.989
48,2,134.0,78.959,6.667,1.454,1.454,6.872,1.346,0.839
49,2,346.0,84.159,6.563,1.077,1.077,6.599,1.413,0.966
50,2,67.0,84.263,5.81,1.079,1.079,6.927,1.164,0.87
51,2,131.0,84.751,5.989,1.007,1.007,6.056,1.105,1.04
52,1,30.0,84.951,1.521,0.22,0.22,2.744,0.411,0.111
53,2,162.0,85.12,5.409,1.466,1.466,6.171,1.159,0.872
54,1,6.0,85.217,1.172,0.315,0.315,2.658,0.471,0.184
55,2,188.0,85.54,5.703,1.436,1.436,6.324,1.161,0.824
56,1,157.0,85.94,1.323,0.172,0.172,1.708,0.46,0.147
57,2,100.0,90.944,6.033,1.033,1.033,5.691,1.105,1.174
58,1,447.0,91.015,2.599,0.183,0.183,1.874,0.421,0.119
59,1,28.0,91.917,1.099,0.286,0.286,1.935,0.36,0.112
60,1,6.0,94.37,1.296,0.282,0.282,1.917,0.244,0.104
61,1,120.0,95.208,2.76,0.415,0.415,1.62,0.409,0.108
62,2,55.0,95.416,6.521,1.211,1.211,5.898,1.149,1.176
63,2,266.0,95.597,5.168,1.416,1.416,5.087,1.467,1.115
64,1,512.0,96.523,2.005,0.232,0.232,2.779,0.369,0.166
65,1,28.0,97.244,1.863,0.34,0.34,2.325,0.312,0.095
66,2,65.0,98.382,5.03,1.3,1.3,5.866,1.426,1.115
67,1,90.0,99.189,1.337,0.225,0.225,1.321,0.324,0.107
68,1,30.0,99.63,2.651,0.389,0.389,2.029,0.327,0.115
69,2,162.0,102.038,6.066,1.393,1.393,5.024,1.172,0.956
70,1,379.0,102.515,2.13,0.336,0.336,2.433,0.13,0.117
71,2,131.0,102.849,6.922,1.334,1.334,6.063,1.423,0.955
72,1,95.0,103.066,1.261,0.202,0.202,1.615,0.176,0.157
73,1,90.0,105.277,2.436,0.112,0.112,1.674,0.445,0.12
74,1,169.0,105.375,1.568,0.284,0.284,1.841,0.282,0.147
75,2,95.0,105.704,5.009,1.282,1.282,6.789,1.198,1.044
76,2,198.0,109.304,5.949,1.336,1.336,5.345,1.055,0.938
77,2,288.0,111.525,5.003,1.164,1.164,5.131,1.005,1.06
78,2,315.0,112.728,5.788,1.116,1.116,6.044,1.197,1.042
79,2,289.0,114.372,5.661,1.353,1.353,5.892,1.467,0.852
80,1,7.0,115.15,2.18,0.358,0.358,2.415,0.348,0.19
81,1,90.0,115.967,2.594,0.368,0.368,1.914,0.185,0.081
82,1,7.0,116.9,1.612,0.109,0.109,2.325,0.289,0.17
83,1,90.0,117.042,2.058,0.327,0.327,2.167,0.164,0.147
84,1,146.0,117.445,1.824,0.445,0.445,1.259,0.208,0.142
85,1,16.0,118.643,2.26,0.213,0.213,2.497,0.317,0.104
86,1,387.0,118.748,2.83,0.427,0.427,2.705,0.214,0.183
87,1,44.0,119.708,1.849,0.291,0.291,1.829,0.198,0.125
88,1,447.0,122.326,1.929,0.364,0.364,2.659,0.368,0.139
89,1,90.0,122.862,2.76,0.327,0.327,1.751,0.282,0.131
90,1,7.0,123.803,2.835,0.482,0.482,1.584,0.206,0.193
91,2,234.0,126.129,5.322,1.01,1.01,5.92,1.12,0.94
92,1,126.0,126.882,2.678,0.41,0.41,2.311,0.34,0.106
93,1,44.0,128.024,1.074,0.224,0.224,1.78,0.14,0.104
94,1,16.0,129.273,1.712,0.467,0.467,1.779,0.481,0.109
95,2,200.0,131.096,6.056,1.185,1.185,6.967,1.175,1.16
96,2,161.0,131.356,5.548,1.451,1.451,5.181,1.103,0.829
97,2,232.0,131.706,5.157,1.232,1.232,6.569,1.0,1.186
98,1,169.0,132.451,1.981,0.361,0.361,1.409,0.326,0.172
99,2,125.0,132.883,6.979,1.422,1.422,5.109,1.303,1.041
100,1,6.0,132.886,2.142,0.257,0.257,1.158,0.327,0.195
101,2,77.0,134.419,5.795,1.494,1.494,5.693,1.094,0.878
102,1,44.0,135.005,2.138,0.387,0.387,2.779,0.287,0.186
103,1,59.0,136.628,2.641,0.284,0.284,2.805,0.348,0.14
104,2,199.0,136.71,6.672,1.382,1.382,5.107,1.278,0.973
105,1,559.0,137.042,2.686,0.282,0.282,2.112,0.189,0.103
106,1,7.0,138.985,2.266,0.227,0.227,1.186,0.302,0.192
107,2,281.0,139.838,5.658,1.468,1.468,6.008,1.303,0.936
108,1,44.0,140.844,1.164,0.385,0.385,1.89,0.13,0.083
109,1,49.0,141.151,1.983,0.316,0.316,1.048,0.222,0.138
110,1,120.0,142.76,1.83,0.15,0.15,1.608,0.225,0.194
111,1,7.0,144.409,1.258,0.286,0.286,2.611,0.475,0.189
112,2,282.0,144.815,6.668,1.339,1.339,5.176,1.231,1.127
113,1,16.0,145.177,1.839,0.477,0.477,2.801,0.222,0.16
114,2,264.0,146.421,6.318,1.433,1.433,5.517,1.424,1.099
115,1,16.0,147.094,2.458,0.143,0.143,2.235,0.417,0.151
116,1,379.0,147.155,2.121,0.388,0.388,2.123,0.225,0.112
117,1,16.0,147.162,1.349,0.126,0.126,2.973,0.24,0.099
118,1,157.0,148.534,2.043,0.26,0.26,2.439,0.388,0.185
119,1,10.0,149.489,1.236,0.432,0.432,1.094,0.164,0.121
120,2,83.0,149.862,6.349,1.297,1.297,6.832,1.43,0.828
121,1,7.0,150.444,1.77,0.391,0.391,1.679,0.169,0.137
122,1,6.0,151.257,2.037,0.369,0.369,2.585,0.445,0.187
123,1,447.0,151.268,1.038,0.263,0.263,1.95,0.106,0.119
124,1,44.0,153.292,1.296,0.199,0.199,2.719,0.432,0.187
125,1,95.0,154.209,1.364,0.359,0.359,1.241,0.232,0.157
126,1,157.0,155.075,2.83,0.318,0.318,1.709,0.445,0.117
127,1,7.0,155.3,1.595,0.357,0.357,2.163,0.349,0.154
128,1,498.0,156.52,1.592,0.486,0.486,1.751,0.377,0.194
129,1,559.0,156.782,2.492,0.475,0.475,2.965,0.473,0.144
130,1,559.0,157.585,1.608,0.29,0.29,1.76,0.426,0.117
131,1,16.0,157.647,2.289,0.219,0.219,1.5,0.228,0.15
132,1,59.0,157.657,1.631,0.15,0.15,2.437,0.281,0.146
133,1,13.0,158.316,2.767,0.315,0.315,2.278,0.121,0.187
134,1,44.0,159.024,1.121,0.251,0.251,1.258,0.194,0.084
135,1,7.0,161.453,1.295,0.195,0.195,2.641,0.457,0.136
136,1,7.0,161.506,1.808,0.413,0.413,1.327,0.222,0.101
137,1,95.0,161.951,2.91,0.192,0.192,2.267,0.222,0.149
138,1,120.0,163.443,1.397,0.358,0.358,2.751,0.184,0.102
139,1,387.0,164.227,2.651,0.381,0.381,1.938,0.182,0.15
140,2,125.0,164.867,6.976,1.305,1.305,5.747,1.044,0.882
141,1,95.0,165.006,2.418,0.376,0.376,2.265,0.11,0.094
142,1,59.0,165.62,2.418,0.254,0.254,2.825,0.12,0.17
143,1,90.0,165.679,2.436,0.396,0.396,1.671,0.292,0.145
144,2,201.0,166.366,5.83,1.206,1.206,6.641,1.46,1.154
145,1,447.0,167.491,1.063,0.121,0.121,2.12,0.224,0.14
146,2,152.0,167.616,6.518,1.097,1.097,5.794,1.127,1.064
147,1,28.0,168.057,2.461,0.192,0.192,2.594,0.468,0.153
148,2,160.0,168.092,5.155,1.323,1.323,6.918,1.452,0.938
149,2,112.0,168.209,5.631,1.176,1.176,5.303,1.28,1.102
150,1,146.0,170.352,1.63,0.467,0.467,1.295,0.348,0.087
151,1,157.0,170.578,1.983,0.384,0.384,1.709,0.233,0.136
152,1,44.0,171.897,1.413,0.129,0.129,1.678,0.463,0.182
153,1,6.0,173.098,1.796,0.115,0.115,1.076,0.196,0.145
154,1,7.0,173.231,2.709,0.275,0.275,2.39,0.462,0.199
155,1,447.0,173.606,1.024,0.221,0.221,2.096,0.166,0.154
156,1,7.0,173.907,2.686,0.203,0.203,2.719,0.119,0.117
157,1,28.0,174.357,1.136,0.39,0.39,2.363,0.122,0.189
158,1,379.0,175.742,1.674,0.381,0.381,1.412,0.282,0.197
159,2,267.0,175.831,5.2,1.168,1.168,5.517,1.361,1.171
160,1,7.0,177.197,1.282,0.15,0.15,2.155,0.169,0.095
161,1,379.0,177.946,1.421,0.115,0.115,2.888,0.349,0.19
162,1,379.0,178.115,2.979,0.121,0.121,2.649,0.121,0.199
163,1,28.0,178.73,1.931,0.206,0.206,2.149,0.378,0.101
164,1,120.0,180.331,1.45,0.255,0.255,2.554,0.339,0.123
165,1,103.0,180.356,1.016,0.47,0.47,1.71,0.313,0.116
166,1,447.0,180.405,1.523,0.356,0.356,2.402,0.418,0.092
167,1,28.0,180.991,1.23,0.475,0.475,1.075,0.388,0.105
168,1,214.0,181.277,2.755,0.349,0.349,2.31,0.466,0.172
169,1,30.0,181.463,2.817,0.24,0.24,2.419,0.31,0.086
170,1,146.0,182.67,1.804,0.36,0.36,1.132,0.367,0.096
171,2,140.0,183.585,5.283,1.459,1.459,5.432,1.01,1.0
172,1,387.0,183.84,2.855,0.211,0.211,1.418,0.45,0.146
173,1,28.0,184.373,1.582,0.377,0.377,2.058,0.169,0.173
174,1,169.0,184.549,2.956,0.22,0.22,2.868,0.252,0.159
175,1,7.0,184.72,2.615,0.339,0.339,1.765,0.155,0.1
176,1,120.0,185.306,2.148,0.284,0.284,2.264,0.115,0.091
177,1,120.0,185.951,2.419,0.186,0.186,2.651,0.436,0.179
178,2,214.0,187.162,5.892,1.37,1.37,6.683,1.463,0.834
179,1,157.0,190.152,2.281,0.366,0.366,1.4,0.454,0.095
180,1,49.0,190.192,1.779,0.177,0.177,2.027,0.133,0.106
181,1,59.0,190.207,2.617,0.137,0.137,2.779,0.381,0.17
182,1,30.0,193.354,1.671,0.194,0.194,1.465,0.466,0.091
183,1,447.0,193.585,2.157,0.396,0.396,1.795,0.304,0.159
184,2,77.0,193.874,6.048,1.05,1.05,5.43,1.268,1.006
185,2,273.0,194.12,6.907,1.246,1.246,6.14,1.099,1.05
186,1,6.0,194.35,2.306,0.486,0.486,2.791,0.419,0.162
187,1,512.0,195.225,1.399,0.15,0.15,2.586,0.248,0.145
188,1,512.0,195.478,1.238,0.135,0.135,1.125,0.164,0.12
189,1,49.0,195.559,2.129,0.243,0.243,1.232,0.389,0.113
190,1,512.0,195.688,2.3,0.161,0.161,1.265,0.134,0.139
191,1,7.0,196.003,1.991,0.24,0.24,2.581,0.377,0.124
192,1,6.0,196.44,1.765,0.213,0.213,1.57,0.472,0.196
193,2,118.0,198.194,6.46,1.153,1.153,5.107,1.423,0.96
194,1,59.0,199.33,1.472,0.102,0.102,1.671,0.168,0.192
195,1,498.0,199.543,1.635,0.36,0.36,1.125,0.296,0.096
196,1,95.0,199.632,1.399,0.135,0.135,2.823,0.168,0.159
197,2,146.0,201.132,5.467,1.437,1.437,5.838,1.396,1.062
198,1,447.0,201.559,2.864,0.1,0.1,1.448,0.131,0.186
199,1,44.0,202.79,2.144,0.348,0.348,1.853,0.411,0.092
200,1,44.0,203.159,2.058,0.2,0.2,2.074,0.314,0.148
201,1,13.0,203.682,1.327,0.138,0.138,2.743,0.198,0.189
202,1,146.0,204.083,2.467,0.128,0.128,2.281,0.158,0.163
203,1,214.0,204.337,2.557,0.158,0.158,1.612,0.377,0.104
204,1,28.0,204.902,1.039,0.452,0.452,2.956,0.447,0.118
205,1,214.0,205.134,2.338,0.467,0.467,2.404,0.449,0.175
206,1,7.0,205.194,2.151,0.361,0.361,2.744,0.222,0.164
207,1,7.0,205.279,1.448,0.341,0.341,2.964,0.426,0.119
208,2,130.0,205.594,6.573,1.466,1.466,5.62,1.349,0.825
209,1,169.0,205.796,2.31,0.411,0.411,1.765,0.458,0.183
210,1,6.0,206.113,2.427,0.198,0.198,2.144,0.462,0.124
211,1,59.0,206.32,1.361,0.491,0.491,1.808,0.445,0.11
212,1,16.0,206.631,2.436,0.11,0.11,2.857,0.108,0.085
213,1,103.0,208.385,1.399,0.186,0.186,2.822,0.147,0.146
214,2,143.0,208.999,6.581,1.359,1.359,5.784,1.348,1.087
215,1,7.0,209.106,2.399,0.168,0.168,1.235,0.466,0.187
216,1,30.0,210.006,1.039,0.369,0.369,2.032,0.194,0.108
217,1,7.0,210.01,1.076,0.24,0.24,2.642,0.348,0.191
218,2,125.0,210.42,6.34,1.485,1.485,6.033,1.498,1.107
219,1,512.0,210.754,2.162,0.332,0.332,1.449,0.38,0.134
220,1,120.0,211.154,2.471,0.126,0.126,2.86,0.267,0.127
221,1,7.0,211.237,2.286,0.413,0.413,1.805,0.409,0.088
222,1,13.0,211.242,2.141,0.144,0.144,2.815,0.143,0.189
223,1,214.0,211.751,1.674,0.383,0.383,2.095,0.337,0.193
224,1,379.0,211.972,2.713,0.191,0.191,1.492,0.211,0.133
225,1,6.0,212.051,1.041,0.191,0.191,1.451,0.217,0.16
226,1,44.0,212.214,1.768,0.383,0.383,1.724,0.471,0.183
227,1,95.0,213.268,2.658,0.475,0.475,1.679,0.339,0.121
228,1,120.0,213.282,1.728,0.495,0.495,2.387,0.408,0.141
229,1,103.0,213.864,2.362,0.269,0.269,2.074,0.133,0.101
230,1,169.0,213.946,2.974,0.337,0.337,1.28,0.287,0.105
231,2,131.0,213.95,5.102,1.123,1.123,5.166,1.174,1.188
232,1,157.0,214.513,2.818,0.173,0.173,1.241,0.377,0.162
233,1,44.0,214.618,2.561,0.477,0.477,1.541,0.327,0.179
234,1,559.0,214.951,1.116,0.488,0.488,1.288,0.125,0.094
235,1,7.0,216.915,1.368,0.27,0.27,2.458,0.492,0.149
