#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,95.0,0.0,2.289,0.287,0.287,2.244,0.153,0.137
2,2,290.0,0.765,5.619,1.175,1.175,5.693,1.237,0.964
3,2,55.0,3.036,5.322,1.088,1.088,5.627,1.146,0.886
4,2,132.0,3.608,5.56,1.292,1.292,6.004,1.18,0.867
5,2,118.0,5.786,6.976,1.496,1.496,5.45,1.306,0.821
6,2,67.0,11.898,5.019,1.459,1.459,5.173,1.467,1.181
7,1,146.0,12.143,1.799,0.441,0.441,2.868,0.405,0.081
8,2,91.0,12.176,6.033,1.119,1.119,6.382,1.14,0.857
9,1,7.0,17.303,2.363,0.428,0.428,1.981,0.376,0.196
10,2,138.0,18.688,6.685,1.35,1.35,5.487,1.049,0.883
11,2,44.0,22.072,6.31,1.429,1.429,5.57,1.093,1.038
12,2,93.0,25.024,5.63,1.451,1.451,6.508,1.215,0.989
13,1,13.0,26.407,2.074,0.262,0.262,2.944,0.415,0.082
14,2,224.0,27.88,6.925,1.148,1.148,5.889,1.102,0.985
15,1,120.0,35.58,2.878,0.319,0.319,2.098,0.323,0.107
16,2,64.0,36.323,6.056,1.363,1.363,6.907,1.135,1.028
17,2,164.0,36.605,5.062,1.242,1.242,5.863,1.406,1.14
18,2,190.0,36.872,5.067,1.312,1.312,6.821,1.38,0.881
19,1,146.0,38.616,1.834,0.369,0.369,1.852,0.14,0.086
20,1,169.0,38.801,1.537,0.433,0.433,1.116,0.275,0.102
21,2,150.0,41.061,6.187,1.108,1.108,5.619,1.063,1.005
22,1,169.0,41.349,1.766,0.164,0.164,2.586,0.24,0.137
23,2,109.0,44.409,5.509,1.485,1.485,5.455,1.12,0.89
24,1,120.0,44.811,1.134,0.387,0.387,2.174,0.121,0.104
25,2,241.0,45.999,6.324,1.158,1.158,5.866,1.238,0.991
26,2,217.0,50.372,5.972,1.105,1.105,6.298,1.175,0.927
27,1,7.0,51.664,1.251,0.316,0.316,2.3,0.491,0.195
28,1,90.0,51.893,1.116,0.32,0.32,1.985,0.333,0.112
29,2,136.0,55.773,6.286,1.415,1.415,6.202,1.381,0.974
30,2,96.0,55.931,5.958,1.304,1.304,6.549,1.415,1.004
31,2,117.0,59.383,5.155,1.046,1.046,5.203,1.212,1.189
32,1,10.0,60.904,2.787,0.11,0.11,2.658,0.13,0.182
33,2,192.0,66.055,5.772,1.139,1.139,6.308,1.493,1.093
34,1,49.0,66.532,2.013,0.44,0.44,1.985,0.121,0.113
35,1,44.0,66.714,1.349,0.442,0.442,2.956,0.282,0.152
36,1,28.0,66.934,1.147,0.49,0.49,2.674,0.481,0.136
37,1,7.0,68.464,2.25,0.326,0.326,2.294,0.305,0.14
38,1,7.0,68.548,1.253,0.24,0.24,1.617,0.256,0.187
39,2,285.0,68.607,6.518,1.088,1.088,6.303,1.313,0.97
40,2,207.0,73.452,5.198,1.451,1.451,5.276,1.231,1.183
41,1,498.0,76.368,2.607,0.394,0.394,1.168,0.162,0.084
