#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,387.0,0.0,2.812,0.315,0.315,1.626,0.257,0.187
2,1,30.0,2.176,2.475,0.457,0.457,1.894,0.476,0.172
3,2,166.0,2.975,5.5,1.345,1.345,5.591,1.046,0.813
4,2,129.0,6.785,6.007,1.497,1.497,6.383,1.454,0.874
5,1,44.0,10.301,1.872,0.324,0.324,2.939,0.469,0.181
6,2,107.0,12.571,6.883,1.229,1.229,6.375,1.325,1.071
7,2,190.0,14.103,5.803,1.403,1.403,6.966,1.066,0.816
8,2,237.0,18.461,6.874,1.239,1.239,5.556,1.22,1.111
9,2,105.0,20.169,6.34,1.218,1.218,5.206,1.049,1.039
10,2,140.0,21.89,6.387,1.232,1.232,5.744,1.309,0.985
11,2,75.0,23.478,5.477,1.455,1.455,5.091,1.353,0.958
12,2,144.0,24.664,6.002,1.305,1.305,6.053,1.35,1.13
13,2,162.0,26.327,6.946,1.438,1.438,6.238,1.078,1.067
14,1,7.0,32.253,1.369,0.201,0.201,1.651,0.308,0.112
15,2,102.0,33.079,5.303,1.275,1.275,6.08,1.379,0.943
16,2,65.0,37.276,5.812,1.312,1.312,6.582,1.047,1.153
17,1,10.0,40.872,2.256,0.464,0.464,1.93,0.191,0.099
18,2,206.0,42.108,6.893,1.053,1.053,6.757,1.307,0.816
19,2,130.0,43.203,5.769,1.11,1.11,6.048,1.229,1.168
20,2,162.0,47.762,6.589,1.303,1.303,5.982,1.324,1.081
21,2,204.0,49.187,6.58,1.034,1.034,6.233,1.198,0.948
22,1,7.0,49.207,2.058,0.219,0.219,1.889,0.191,0.126
23,2,230.0,52.284,6.549,1.239,1.239,5.769,1.303,0.943
24,2,231.0,52.315,6.839,1.277,1.277,5.599,1.155,1.147
25,1,512.0,52.429,2.431,0.407,0.407,1.241,0.433,0.172
26,1,28.0,52.654,2.386,0.291,0.291,2.095,0.472,0.133
27,2,146.0,53.257,5.405,1.181,1.181,5.599,1.385,1.022
28,2,256.0,55.983,5.196,1.341,1.341,5.418,1.156,0.854
29,1,13.0,56.586,1.876,0.426,0.426,1.983,0.339,0.094
30,2,158.0,58.566,6.403,1.385,1.385,5.713,1.303,0.813
31,2,204.0,61.676,6.31,1.327,1.327,5.352,1.129,1.028
32,2,230.0,61.922,5.093,1.175,1.175,5.003,1.495,0.827
33,2,176.0,62.696,5.394,1.213,1.213,6.887,1.156,1.183
34,1,30.0,64.191,2.416,0.217,0.217,1.628,0.396,0.16
35,2,191.0,64.835,6.764,1.36,1.36,5.919,1.196,0.881
