#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,6.0,0.0,1.655,0.448,0.448,2.402,0.263,0.158
2,1,6.0,0.0,2.574,0.175,0.175,2.098,0.437,0.193
3,2,179.0,0.19,6.894,1.053,1.053,6.204,1.123,1.048
4,2,83.0,3.073,5.788,1.278,1.278,5.126,1.313,0.829
5,2,73.0,4.659,5.399,1.269,1.269,6.579,1.245,0.88
6,2,270.0,5.116,6.953,1.019,1.019,6.991,1.307,0.945
7,2,172.0,7.76,6.949,1.476,1.476,5.501,1.173,1.169
8,1,559.0,8.252,2.323,0.275,0.275,1.22,0.141,0.103
9,2,88.0,9.593,6.786,1.275,1.275,5.115,1.148,0.883
10,2,341.0,11.324,5.009,1.433,1.433,5.957,1.077,1.094
11,2,146.0,22.92,6.237,1.125,1.125,6.723,1.053,0.82
12,2,138.0,23.345,6.37,1.217,1.217,6.204,1.032,0.855
13,2,172.0,26.453,6.717,1.343,1.343,5.841,1.374,0.904
14,2,215.0,30.527,5.772,1.139,1.139,5.713,1.173,1.111
15,1,13.0,31.664,2.828,0.413,0.413,1.671,0.308,0.182
16,2,252.0,32.045,6.669,1.152,1.152,5.961,1.152,1.136
17,2,163.0,33.136,5.374,1.369,1.369,5.169,1.044,1.183
18,2,139.0,36.999,6.085,1.128,1.128,5.596,1.391,1.045
19,1,559.0,39.784,1.835,0.226,0.226,2.397,0.252,0.169
20,2,116.0,41.976,6.429,1.072,1.072,6.457,1.007,0.966
21,1,7.0,44.39,2.672,0.433,0.433,2.583,0.452,0.164
22,2,280.0,44.502,5.729,1.447,1.447,5.409,1.06,0.857
23,1,6.0,46.112,2.696,0.132,0.132,1.151,0.315,0.157
24,2,133.0,46.36,6.717,1.315,1.315,6.55,1.208,0.933
25,2,215.0,46.989,5.433,1.363,1.363,6.953,1.005,1.085
26,2,93.0,48.827,6.065,1.12,1.12,5.276,1.451,1.156
27,2,108.0,50.114,5.863,1.492,1.492,5.997,1.035,0.866
28,2,268.0,50.801,5.731,1.436,1.436,5.563,1.477,0.932
29,2,205.0,53.259,5.667,1.295,1.295,5.816,1.194,1.169
30,2,296.0,56.317,6.912,1.093,1.093,5.062,1.032,0.941
31,1,379.0,60.842,2.363,0.284,0.284,2.303,0.248,0.184
32,2,133.0,62.633,5.769,1.46,1.46,5.982,1.031,0.858
33,1,7.0,63.914,1.928,0.209,0.209,2.082,0.39,0.191
34,2,119.0,64.682,5.736,1.278,1.278,5.269,1.214,1.144
35,2,89.0,67.971,6.918,1.055,1.055,6.126,1.058,1.046
36,2,90.0,68.35,5.925,1.286,1.286,5.33,1.219,0.891
37,1,103.0,70.688,2.685,0.486,0.486,1.492,0.299,0.105
38,1,379.0,72.47,2.27,0.151,0.151,2.436,0.228,0.103
