task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
4,0.16,97.41,103.64,108.6,106.79,104.08,1.03,9.49,1.13,102.99,117.02,108.4,97.72,107.05,1.13,10.53,1.14
2,0.297,112.03,98.64,116.32,106.32,103.04,0.95,10.18,1.04,96.61,105.44,103.31,105.69,108.6,1.03,11.28,1.14
1,0.807,111.44,101.67,96.59,99.81,95.14,1.04,11.34,1.06,114.51,107.04,112.32,102.73,96.16,0.93,10.78,1.01
4,0.913,106.9,105.96,108.42,101.62,116.44,1.12,9.64,1.05,107.74,100.94,100.1,106.43,98.65,1.08,10.51,1.12
1,1.312,100.67,104.31,107.58,104.5,106.98,1.0,10.52,0.96,115.59,98.23,103.34,102.68,107.72,1.08,10.14,1.01
1,1.361,116.14,105.37,102.1,104.1,93.33,0.93,11.08,1.07,117.09,98.93,96.35,100.53,108.08,1.03,10.61,0.97
2,1.448,109.44,103.98,111.72,108.14,103.7,1.01,10.77,1.13,110.1,99.16,108.54,110.74,108.29,1.07,10.36,1.09
4,1.594,100.96,108.09,95.02,99.63,101.58,1.05,10.31,1.09,97.03,115.9,92.62,106.79,105.0,0.98,10.31,0.97
4,1.651,106.64,105.7,107.04,94.74,107.03,1.1,10.58,1.0,107.19,114.98,97.57,101.76,108.76,1.15,9.59,1.01
3,1.91,100.06,102.47,110.82,110.25,110.38,1.0,10.27,1.0,105.28,112.6,100.03,112.39,106.77,1.04,11.05,1.1
3,1.987,107.37,104.4,106.02,108.81,96.4,1.08,10.64,1.02,97.73,102.52,108.5,107.63,101.05,0.99,10.52,1.07
1,2.107,101.89,104.31,104.72,116.64,92.53,1.0,10.73,1.08,114.98,108.99,108.35,104.07,92.41,1.03,10.88,0.95
1,2.273,100.31,114.12,111.02,116.65,109.09,1.02,10.62,0.92,105.34,113.05,108.55,111.13,99.83,1.08,11.83,0.94
4,2.336,107.53,110.12,96.59,94.25,115.03,1.03,10.06,1.12,99.17,115.03,107.73,94.96,110.16,0.98,10.5,0.98
2,2.538,104.1,98.6,113.59,102.06,105.81,0.95,9.86,1.06,110.5,106.06,99.37,97.78,103.52,1.1,10.51,1.04
1,2.966,106.42,103.22,112.7,104.78,94.57,0.97,10.19,1.05,113.17,110.01,112.19,110.57,102.84,0.98,10.71,1.01
1,3.262,105.97,111.48,95.77,101.14,97.41,1.01,10.42,1.05,115.14,112.71,111.98,104.83,106.09,1.0,11.04,1.08
4,3.984,106.46,110.36,93.72,100.47,111.11,1.07,9.77,0.97,103.37,116.06,104.36,94.47,108.31,1.08,9.94,1.11
2,4.039,104.87,96.15,102.14,112.3,97.76,1.01,9.78,1.1,97.05,103.0,110.24,115.63,105.36,1.09,10.13,1.16
1,4.045,105.05,109.44,101.6,109.58,100.64,1.06,10.68,1.1,109.68,98.64,105.66,116.81,107.12,1.01,11.18,1.01
4,4.234,103.15,105.96,95.8,92.97,111.31,1.07,9.89,1.03,106.74,104.96,106.42,93.6,105.88,1.12,10.62,1.14
3,4.24,113.03,114.37,99.18,101.82,99.59,1.08,10.82,1.02,106.39,105.96,103.68,99.38,99.79,1.04,9.92,1.01
3,4.814,105.73,111.1,99.91,111.89,96.82,0.98,9.93,1.07,111.92,106.12,112.35,96.69,104.6,0.95,11.16,1.09
1,4.84,111.51,112.73,111.45,116.64,94.68,0.94,10.52,0.94,115.37,114.64,105.21,101.17,101.86,1.01,11.72,1.09
4,4.918,103.49,116.21,104.09,94.87,110.44,1.08,11.18,1.11,97.54,103.57,92.82,93.92,104.08,1.02,11.11,1.01
3,4.951,105.75,112.66,111.27,109.02,102.13,1.03,10.26,0.98,105.74,106.21,100.43,106.17,107.91,0.94,9.63,1.03
1,5.096,110.15,101.67,101.62,100.99,102.27,0.96,10.22,1.02,107.62,107.54,108.45,105.31,96.35,1.04,10.66,1.04
1,5.19,102.88,105.6,110.85,110.99,107.32,0.92,11.34,0.94,117.28,105.53,111.16,105.55,93.5,0.92,11.51,1.06
4,5.653,97.11,106.99,91.79,92.58,103.85,0.99,10.01,1.15,107.01,107.76,97.31,109.47,115.48,1.06,10.77,0.99
1,5.791,100.67,110.03,99.88,109.94,101.59,0.93,10.54,0.97,104.07,107.19,98.61,102.09,96.9,0.95,10.94,0.98
2,5.796,107.6,94.26,102.52,103.39,109.43,1.06,9.53,1.14,101.66,101.4,114.96,99.95,112.72,0.97,10.89,1.07
3,5.808,102.7,103.39,108.78,112.86,110.24,0.98,9.93,1.01,98.92,104.02,104.68,105.8,94.12,1.04,10.31,1.07
4,5.983,100.76,118.0,107.51,103.76,111.78,1.1,10.5,1.1,97.48,100.2,95.08,103.86,98.05,1.06,10.99,1.12
2,6.237,108.31,106.48,104.9,109.31,113.48,1.08,11.04,1.13,105.82,96.4,101.28,100.31,105.36,0.99,9.6,1.06
2,6.726,106.32,105.47,116.45,113.26,101.69,0.94,11.04,1.12,106.9,102.69,114.65,101.83,114.29,0.97,11.25,1.12
1,7.275,107.83,109.77,96.74,115.33,100.55,0.98,11.52,0.98,115.43,97.37,100.22,112.93,108.28,1.04,10.07,0.93
