task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.021,102.9,93.53,102.41,101.03,114.05,0.93,9.98,1.13,103.47,97.58,116.9,115.33,103.96,1.0,11.14,1.04
4,0.634,100.07,102.21,100.11,92.8,112.56,1.08,10.0,0.97,93.12,115.74,107.93,102.58,106.12,1.08,9.45,0.97
2,0.644,114.15,104.71,100.59,101.95,105.94,1.02,10.36,1.02,110.13,97.2,117.21,101.58,105.72,0.98,10.14,1.01
1,1.061,109.82,105.53,101.07,112.64,103.31,0.98,11.23,1.0,102.94,114.27,107.42,111.06,108.48,1.02,10.7,0.94
2,1.569,111.92,104.14,101.13,100.6,101.9,1.02,9.94,1.03,98.44,110.77,102.13,99.31,103.84,1.04,10.12,1.04
3,2.176,113.04,99.65,108.41,97.96,97.29,1.08,9.43,1.05,109.68,97.04,110.28,108.95,110.13,0.95,10.6,1.08
4,2.393,100.06,114.74,103.73,103.85,112.56,1.15,9.79,1.01,101.31,113.52,92.54,105.28,99.05,1.11,10.22,0.97
1,2.593,115.08,100.42,106.19,101.89,104.44,1.06,11.78,1.0,110.75,110.68,108.64,109.03,94.32,1.06,11.74,1.08
4,2.885,101.85,107.81,91.73,96.46,107.22,1.15,10.01,1.11,109.39,106.45,105.32,108.54,101.52,1.05,11.17,1.1
4,2.918,103.69,116.82,101.78,105.49,104.23,1.08,9.94,1.14,96.24,105.77,106.27,108.07,102.69,1.12,11.16,1.03
3,3.118,101.54,110.66,113.1,104.16,101.07,0.94,9.49,1.06,107.02,106.34,105.8,97.48,107.1,1.03,10.54,1.04
2,3.125,107.3,102.25,110.93,114.56,115.96,1.01,10.31,1.12,97.02,107.22,104.35,100.47,102.38,0.94,10.34,1.06
3,3.689,113.13,110.27,105.78,109.9,103.22,1.02,9.58,1.01,103.89,114.45,100.09,106.46,103.98,1.05,10.49,1.03
2,4.199,110.48,99.91,106.97,99.56,107.08,0.98,10.5,1.1,105.59,95.06,100.57,108.72,105.8,0.96,10.12,1.12
4,4.241,107.22,116.55,107.62,99.35,112.89,1.0,10.24,1.05,103.67,113.04,108.1,94.26,106.77,1.01,10.42,0.99
4,4.291,98.32,110.53,94.45,106.85,115.48,0.98,9.54,1.03,102.16,101.79,92.28,103.96,102.67,1.1,11.2,1.02
4,5.14,101.48,109.32,99.46,92.77,98.07,1.03,9.88,1.01,107.26,102.0,100.18,95.02,107.69,1.07,10.23,1.01
