task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
3,0.414,2.022,1.735,4.752,0.759,2.42,1.502,4.38,0.94
3,0.449,1.975,1.428,4.214,0.964,2.292,1.369,5.913,0.937
4,0.493,1.852,1.889,4.18,0.948,2.345,1.666,4.821,0.789
2,0.58,2.313,1.917,3.876,1.018,2.161,1.864,3.898,0.83
2,0.996,1.87,2.073,3.92,0.887,2.255,1.643,5.06,0.733
1,1.053,2.104,1.933,3.61,0.661,2.41,1.469,4.841,0.784
3,1.378,1.894,1.438,4.745,0.893,2.326,1.791,5.069,0.788
2,1.468,2.442,1.673,4.48,0.94,2.075,2.067,3.886,0.93
4,2.437,1.775,1.868,4.659,1.013,2.049,1.774,3.633,0.779
1,2.685,1.982,1.932,4.219,0.689,2.428,1.716,4.505,0.687
2,3.064,2.186,1.655,4.995,0.886,2.63,1.902,4.33,0.874
4,4.085,1.849,1.529,4.838,0.903,2.22,1.759,3.82,0.922
1,4.536,2.373,1.897,3.761,0.691,2.429,1.565,4.549,0.863
1,6.2,2.1,1.846,4.112,0.712,2.193,1.408,4.225,0.78
1,7.307,2.248,1.738,3.851,0.798,2.215,1.549,4.726,0.623
4,9.83,2.328,1.638,4.922,0.871,2.174,1.852,5.138,0.797
4,10.024,2.388,1.736,5.139,0.815,2.406,1.788,5.054,0.916
4,10.394,1.885,1.529,5.082,0.785,2.026,1.707,4.397,0.783
2,10.518,2.465,1.723,4.317,1.002,2.415,1.603,4.338,0.765
1,10.555,2.098,1.653,3.888,0.742,2.482,1.613,3.628,0.773
3,10.631,1.876,1.543,4.32,0.801,2.074,1.403,4.471,0.738
1,11.507,2.287,1.631,4.541,0.672,1.857,1.876,3.972,0.641
1,11.511,2.041,1.985,3.729,0.714,2.624,1.658,3.847,0.838
4,11.918,2.193,1.515,4.967,0.781,2.276,1.846,4.51,0.786
3,12.028,2.078,1.431,5.079,0.844,2.129,1.474,5.33,0.798
2,12.356,2.15,2.005,5.083,0.74,2.074,1.98,4.7,0.866
2,12.703,2.636,1.798,4.321,0.93,1.904,1.615,3.892,0.941
3,14.584,2.277,1.591,5.08,0.967,2.214,1.365,5.346,0.814
4,14.734,2.063,1.852,3.896,0.975,1.732,1.401,4.945,0.765
1,14.735,2.12,1.902,4.325,0.775,2.507,1.69,4.624,0.647
3,14.757,2.0,1.544,4.682,0.799,2.355,1.626,5.936,0.814
2,14.793,2.361,1.609,3.652,0.913,2.526,1.868,4.128,0.951
1,14.94,1.879,1.87,4.597,0.703,2.337,1.958,3.797,0.703
4,15.077,2.119,1.578,4.742,0.965,2.032,1.717,4.426,0.845
2,15.812,1.903,2.046,4.274,0.816,2.584,1.723,3.731,0.838
2,15.985,2.633,1.802,4.543,0.863,2.383,1.667,4.389,0.923
1,16.196,1.987,1.623,4.053,0.818,2.475,1.512,4.325,0.627
3,16.237,1.959,1.765,5.229,1.002,2.292,1.459,4.615,0.884
2,17.739,2.633,2.113,4.61,0.858,2.409,1.636,4.587,0.907
