task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.204,1.294,0.935,1.102,0.96
2,0.823,10.361,1.535,9.02,1.093
1,1.516,1.241,0.613,1.223,1.506
1,1.544,1.029,1.011,2.159,1.141
1,1.572,1.774,1.238,1.035,0.933
1,2.54,1.262,1.196,2.124,0.879
1,2.727,2.032,1.434,1.536,0.88
2,2.899,4.378,2.71,4.58,2.992
1,3.054,1.566,0.859,1.772,1.231
1,3.773,1.934,1.401,2.072,0.872
1,5.116,2.119,1.359,1.093,0.621
1,5.328,1.262,0.854,1.297,1.143
1,6.127,1.841,1.335,1.238,0.872
1,7.285,0.944,0.674,1.2,0.825
1,8.296,1.315,1.401,1.921,0.889
2,8.672,4.634,2.038,3.337,1.036
1,9.577,1.217,1.227,1.231,0.89
1,10.208,0.986,1.157,1.442,0.929
2,10.889,13.39,0.961,7.287,0.853
2,10.926,3.165,1.737,2.558,1.255
1,11.085,1.244,0.927,1.335,1.223
1,11.298,2.149,1.216,1.012,0.903
2,11.528,12.565,0.656,5.594,0.818
2,11.602,5.068,2.064,1.417,2.221
1,11.96,1.019,0.904,1.294,0.86
2,12.833,4.852,0.713,3.634,1.312
2,13.538,2.553,1.389,10.061,2.05
1,15.257,1.316,0.869,1.038,0.621
1,15.338,0.948,0.617,2.019,0.994
1,16.326,1.949,0.871,1.221,0.874
2,17.135,5.444,1.176,3.873,1.397
2,17.684,3.219,0.863,10.721,2.601
1,19.491,1.239,1.128,1.426,0.9
2,20.097,3.176,0.999,3.527,0.855
2,20.381,5.184,1.335,2.796,2.903
1,21.302,0.956,0.879,0.987,0.628
2,21.697,2.207,1.043,5.335,0.819
2,22.846,4.322,1.348,6.348,1.232
2,23.603,5.661,1.512,3.032,1.924
1,23.873,1.29,0.611,2.121,0.957
1,24.036,1.798,1.234,1.024,1.12
1,24.323,1.767,0.628,1.309,1.242
1,25.577,2.114,0.884,1.227,0.935
1,26.261,1.111,1.154,1.019,0.629
2,26.296,10.607,2.384,2.197,2.412
2,26.577,7.758,1.107,2.082,1.11
2,27.01,6.82,1.638,2.486,3.343
1,27.428,1.239,1.245,2.147,0.634
1,27.627,1.433,0.905,2.025,0.834
1,27.665,1.321,1.085,1.019,0.727
2,30.982,5.094,0.706,6.369,0.743
2,31.298,5.594,1.317,5.18,1.1
1,31.942,1.429,0.82,2.179,0.915
2,31.991,2.304,1.46,10.731,2.232
2,32.293,1.48,3.151,7.853,1.242
1,32.564,0.983,0.858,2.412,0.73
1,32.668,1.214,1.386,1.237,0.944
2,34.008,13.021,0.974,1.495,3.203
1,34.367,1.253,1.209,1.391,1.16
1,34.436,1.201,0.937,0.936,0.897
2,34.611,3.787,0.781,2.46,1.701
1,34.722,1.98,0.971,1.309,0.971
2,34.832,5.585,0.727,3.653,0.865
1,35.633,2.056,0.873,1.442,1.157
1,36.037,1.943,1.153,2.05,1.377
2,36.63,2.457,0.697,6.153,3.142
1,37.614,1.316,0.997,1.834,1.164
1,38.094,1.093,1.516,2.372,0.907
2,38.781,11.772,2.173,12.036,1.159
2,39.606,6.447,1.721,3.21,0.905
1,40.061,1.312,1.227,1.227,1.132
1,40.172,1.435,0.869,2.193,1.192
2,40.331,11.268,1.5,6.372,0.675
1,41.399,1.255,1.234,2.069,0.912
2,42.907,2.184,2.017,4.373,2.998
2,43.155,5.69,2.379,7.598,0.666
2,43.205,1.899,1.32,11.821,2.139
2,43.323,9.53,1.011,4.016,2.508
2,44.185,10.526,1.471,6.358,1.956
1,44.568,0.989,0.837,1.328,0.781
1,44.753,0.983,1.07,1.417,0.972
1,45.055,1.791,1.073,1.926,1.228
1,45.362,2.032,0.729,1.93,1.144
2,45.524,1.818,1.176,5.661,0.968
1,46.8,1.273,0.913,1.793,0.967
1,47.198,1.499,1.142,1.328,1.29
1,47.247,1.205,0.885,1.203,0.634
2,47.399,5.064,3.085,1.807,1.436
1,48.196,1.005,0.935,1.541,0.849
1,48.68,1.454,0.967,1.227,0.964
1,48.856,0.937,1.227,0.981,1.093
2,50.176,2.197,0.917,4.113,2.167
1,50.293,1.778,0.898,1.935,0.764
2,50.578,8.055,0.796,4.684,1.53
1,51.671,1.447,0.617,2.027,0.627
2,52.014,9.861,0.837,2.215,1.598
1,52.851,1.437,1.233,1.2,1.241
1,53.531,1.323,0.822,1.925,0.613
2,53.692,4.195,2.838,5.068,2.903
2,54.183,1.848,1.366,1.954,1.953
2,55.001,4.548,2.26,2.082,2.232
1,55.018,2.023,0.89,1.894,0.823
1,56.537,1.024,1.385,2.024,0.75
2,56.823,2.864,1.639,5.986,1.281
2,56.931,4.341,1.194,4.239,1.639
1,57.204,1.032,1.113,1.123,1.131
2,57.702,6.188,1.953,3.046,1.429
1,58.27,1.885,0.862,1.26,1.597
2,59.496,10.601,1.172,5.47,1.518
1,59.616,1.429,1.392,2.416,0.681
1,59.674,1.288,0.849,1.227,1.209
1,59.712,1.794,0.95,1.437,1.087
2,59.98,7.084,1.212,3.88,1.502
2,61.076,12.36,3.084,12.713,0.929
1,61.152,1.433,0.779,1.25,0.847
2,62.952,7.584,1.74,2.086,0.737
2,64.376,10.636,0.965,2.742,1.106
1,65.999,2.149,1.247,1.48,0.935
2,66.385,5.488,2.199,2.119,0.811
1,66.844,1.81,0.923,1.415,0.654
2,67.789,4.174,1.106,7.714,1.263
2,67.974,3.626,0.675,7.125,1.601
1,67.995,1.007,1.173,1.202,0.86
1,68.71,1.211,0.627,1.835,0.865
2,68.769,11.529,0.947,6.492,3.335
1,70.047,0.94,1.25,2.103,1.178
2,70.399,2.03,3.085,3.121,0.916
1,70.688,1.791,0.611,0.961,1.257
1,70.875,1.327,0.864,1.328,0.889
1,70.907,1.248,0.895,2.03,0.92
1,71.023,1.213,1.157,1.178,1.236
1,71.616,2.279,0.91,1.26,0.939
1,73.169,2.012,1.245,1.247,0.82
2,73.899,4.195,0.567,11.821,1.58
2,74.543,3.923,1.597,10.721,1.637
2,75.9,11.794,1.061,10.601,1.791
1,76.293,1.407,0.913,1.305,0.788
2,78.644,9.016,0.884,2.271,1.981
1,78.664,2.036,1.181,1.319,1.213
1,80.015,1.257,1.387,1.253,1.241
2,80.295,4.792,1.688,3.297,1.46
2,80.532,5.653,2.989,3.295,2.609
2,80.79,6.064,0.837,4.456,2.119
1,80.97,1.207,0.967,2.149,0.905
2,81.11,13.016,1.217,2.023,0.715
1,81.373,2.333,0.614,1.239,0.912
1,81.839,1.737,0.816,2.122,0.929
2,82.104,3.845,0.591,2.486,1.086
2,82.431,2.808,1.247,1.532,3.113
2,83.762,10.576,0.715,10.367,1.375
1,85.187,1.193,0.952,1.007,0.9
1,85.452,0.945,1.266,2.397,0.788
1,85.643,1.272,0.972,1.262,0.619
2,86.038,1.898,1.319,2.286,1.094
2,86.278,11.765,3.105,3.888,0.941
1,87.271,2.204,1.187,2.02,1.143
2,87.539,3.756,1.085,5.094,1.133
2,88.124,8.233,1.415,6.601,2.984
2,88.232,2.864,1.262,8.101,1.793
1,88.682,1.252,0.932,1.08,0.865
2,88.774,2.258,1.737,4.051,1.452
2,88.797,6.195,0.759,1.794,2.998
2,89.232,1.504,3.167,9.082,1.706
1,89.988,0.976,1.093,2.305,0.861
1,90.054,1.29,0.617,2.371,1.549
2,91.981,7.758,1.403,3.501,1.42
1,92.114,1.292,0.876,2.333,1.249
2,92.197,7.031,0.663,7.338,1.329
1,92.276,1.108,0.638,1.299,1.123
2,92.305,4.081,1.21,3.1,1.352
1,93.266,1.233,0.898,1.935,1.213
1,93.268,1.286,0.824,1.13,0.84
2,93.326,11.641,1.066,9.48,3.563
2,93.452,6.477,2.705,3.821,0.992
2,94.38,9.015,1.793,2.504,0.699
1,94.497,1.216,1.177,1.288,1.228
1,95.664,1.994,0.591,1.253,0.853
2,95.873,11.765,2.064,5.61,0.8
2,96.041,3.273,2.912,2.831,1.927
1,96.313,2.361,0.858,1.501,0.739
1,97.712,1.51,1.109,1.257,1.171
1,97.836,1.334,0.825,1.128,0.722
2,98.897,5.715,1.924,5.748,1.853
2,99.019,1.812,0.946,4.179,1.107
2,99.256,5.649,1.853,8.293,2.508
1,100.61,2.015,0.734,2.116,0.932
1,100.637,1.798,0.94,1.439,0.621
2,100.794,5.965,1.236,2.64,1.404
2,100.824,3.742,0.771,2.46,3.422
1,101.938,1.426,0.828,1.467,0.879
2,102.53,5.915,0.941,7.338,2.59
1,102.548,1.406,1.183,2.051,0.611
1,102.798,1.268,0.982,2.37,1.246
1,102.884,1.201,1.339,0.976,0.993
2,102.911,1.939,1.484,3.133,1.838
1,103.533,2.039,0.939,1.288,0.787
2,104.042,3.036,0.809,3.282,2.632
