task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
2,0.053,9.651,111.894,10.657,114.349,10.554,102.377,106.742,10.304,112.639,10.123,111.599,10.862,104.411,104.565
3,0.298,114.24,107.638,0.965,95.43,102.958,103.868,101.628,103.348,98.038,1.042,105.866,107.468,103.286,97.857
4,0.458,104.651,11.555,10.8,1.035,106.048,96.978,115.834,115.763,10.445,10.586,1.01,99.742,97.977,101.749
3,0.878,109.239,106.338,1.061,94.97,97.91,105.438,96.72,107.914,96.022,0.974,105.628,99.361,99.024,106.75
1,1.025,99.309,109.824,106.096,97.048,114.8,0.987,103.859,97.538,107.134,107.785,98.683,107.702,1.076,105.281
2,1.064,10.022,103.717,9.704,101.176,9.553,100.934,102.187,10.145,105.086,10.109,105.895,9.743,98.603,104.959
3,1.492,116.462,96.443,1.025,108.58,110.217,97.257,102.653,118.179,96.022,1.076,101.328,95.978,101.321,96.45
1,1.765,103.647,99.648,109.496,108.292,116.362,1.062,103.766,105.422,117.681,96.928,105.857,104.155,1.033,104.183
4,2.136,113.164,11.245,11.073,1.048,110.716,99.739,114.592,105.93,10.52,9.841,1.131,107.323,106.009,104.605
3,2.476,100.723,99.085,1.017,104.483,98.733,99.221,97.488,112.05,108.265,0.946,97.08,109.933,112.348,99.348
3,2.63,116.247,97.553,1.052,101.91,104.631,112.46,110.611,114.699,104.203,1.056,106.791,95.069,99.637,103.548
1,2.732,99.699,108.584,96.183,108.551,114.389,1.055,106.217,95.854,113.079,105.347,105.3,108.613,1.042,109.482
4,2.81,113.846,11.462,11.037,1.119,111.139,96.946,109.621,99.312,10.153,10.466,1.067,104.394,97.995,106.05
3,2.822,103.468,99.576,0.979,100.641,95.49,112.202,106.758,103.611,104.44,0.954,96.57,99.951,112.362,101.453
3,2.852,118.339,96.022,0.937,100.612,100.499,108.149,111.494,104.581,109.364,0.952,105.55,103.95,96.214,95.654
2,3.197,10.961,97.143,10.912,111.977,9.624,107.51,102.777,10.685,98.511,10.995,104.501,10.706,107.335,105.043
4,3.389,97.512,10.046,10.569,1.008,109.416,110.344,119.228,107.737,10.312,10.295,1.035,100.009,98.637,118.701
1,4.073,105.606,117.755,100.968,113.958,107.613,0.996,100.868,98.741,113.324,98.178,99.319,102.52,1.063,95.158
1,4.301,99.082,116.84,98.307,110.414,103.801,1.136,105.612,93.379,110.29,110.142,111.119,116.335,1.035,98.5
1,4.507,99.897,112.937,100.199,99.003,101.493,1.042,97.692,94.728,108.875,103.684,113.518,116.429,1.095,107.148
4,4.686,107.228,10.666,10.059,0.973,106.398,104.242,112.045,110.563,11.222,10.725,1.044,94.359,105.299,104.272
2,5.143,10.211,112.542,10.628,99.57,9.726,100.094,111.6,10.38,111.641,10.69,109.249,9.949,96.598,103.356
2,5.368,10.58,100.582,10.59,101.147,9.854,96.656,114.414,11.111,95.911,10.868,106.968,9.84,96.366,109.132
2,5.787,11.314,102.825,9.88,98.068,9.63,95.89,112.358,10.635,96.022,10.059,115.05,9.355,108.33,100.299
3,5.85,110.838,106.068,1.041,97.072,93.417,96.263,111.494,102.53,99.577,1.007,94.714,96.163,100.539,108.542
3,6.891,116.906,107.781,0.936,100.494,106.696,109.027,99.612,116.247,96.838,1.035,108.54,93.47,98.974,107.543
4,7.49,106.3,10.089,9.991,1.093,111.007,95.442,107.444,115.041,10.713,11.012,1.056,97.522,109.888,118.95
1,8.034,110.017,106.724,99.416,115.061,108.309,1.012,102.215,101.277,111.008,111.454,105.566,103.234,1.103,105.569
1,8.237,93.351,116.957,103.828,111.455,103.452,0.998,101.819,96.806,106.739,95.631,104.976,103.795,1.045,105.069
1,8.273,93.263,107.495,99.418,109.917,114.492,1.06,109.286,99.902,100.669,96.759,102.88,102.014,1.038,105.824
3,8.436,110.045,101.093,1.015,99.592,106.739,107.468,96.257,106.837,103.909,1.053,95.245,108.127,105.939,105.98
1,8.656,104.087,105.742,97.526,101.737,111.093,1.023,103.264,93.3,101.976,107.967,111.909,108.863,1.091,112.348
4,8.767,100.068,11.463,10.175,1.064,109.197,100.801,103.573,103.909,11.613,9.794,1.073,104.394,107.702,113.648
2,8.814,10.274,102.405,10.214,103.201,10.343,101.802,108.677,9.755,97.945,10.761,110.487,10.425,103.305,109.603
2,9.6,10.151,100.216,9.88,97.234,10.562,99.652,115.276,11.433,106.249,11.217,104.147,9.629,103.784,110.456
2,9.863,11.193,111.516,10.986,99.463,9.788,96.559,105.066,10.869,103.746,10.192,113.214,9.225,100.934,100.699
1,9.986,100.741,117.813,102.227,97.366,103.578,1.003,110.205,96.71,115.42,105.544,114.105,99.559,0.975,100.13
2,10.672,10.129,97.773,9.95,103.125,10.11,97.833,103.116,10.574,100.393,10.868,98.386,9.984,111.059,110.007
1,11.135,98.768,101.53,105.341,112.776,108.17,1.123,97.269,107.455,109.459,108.596,108.662,107.051,1.121,98.308
3,11.181,118.664,99.035,0.938,110.584,102.665,97.346,100.175,104.647,96.842,1.009,108.54,107.811,102.162,98.284
4,11.587,105.176,11.283,9.876,1.129,108.254,109.323,116.556,107.229,11.161,10.965,1.127,104.33,100.122,112.073
1,11.609,96.505,111.018,108.088,111.602,108.805,0.974,106.571,93.831,111.457,107.964,103.682,113.243,1.119,111.187
4,11.75,106.894,10.917,10.737,1.133,97.266,105.076,114.813,114.643,11.431,10.973,1.006,106.289,105.695,115.46
2,11.854,10.091,100.666,11.474,100.736,10.306,99.301,109.971,9.731,102.357,11.204,100.891,10.37,99.98,107.055
2,12.088,10.024,96.8,10.495,111.006,9.539,106.581,102.316,11.141,111.629,10.837,112.623,9.39,110.979,115.434
1,12.188,94.363,103.729,107.778,98.622,116.467,0.981,103.783,100.355,100.979,98.48,99.929,100.877,1.1,97.222
3,13.397,117.575,106.162,1.054,107.528,96.56,100.563,107.421,110.428,99.428,1.077,94.205,106.606,106.818,103.457
1,13.892,93.222,105.682,112.896,98.542,100.66,0.982,110.915,95.766,107.138,103.223,110.749,102.296,1.001,108.858
1,14.01,109.25,108.542,96.727,111.76,99.145,1.115,106.452,93.409,115.179,102.574,108.883,106.418,1.035,100.348
2,14.339,11.356,101.179,10.44,111.62,9.873,100.094,116.852,11.115,100.837,11.358,114.448,10.034,107.487,108.459
1,14.525,98.721,114.191,98.436,108.493,113.385,1.025,99.134,107.218,114.017,99.496,109.808,116.574,1.103,107.207
2,14.788,9.751,108.193,11.412,101.425,10.66,106.307,114.414,9.773,106.451,10.318,114.164,9.422,100.134,107.391
3,14.868,107.549,99.486,0.93,95.006,109.137,105.531,97.267,105.337,107.878,1.027,94.835,110.318,102.557,108.779
2,14.941,9.787,113.249,11.484,97.875,10.362,105.859,98.956,10.551,98.557,10.789,98.262,9.542,101.923,112.427
3,15.343,108.248,96.86,1.041,104.67,97.465,104.889,111.265,113.412,108.021,1.025,109.283,99.784,107.697,111.02
4,16.533,109.942,10.359,10.04,0.97,108.973,93.187,110.705,115.559,10.712,9.875,1.045,95.827,107.074,107.688
2,16.536,9.7,112.517,10.02,104.211,10.522,109.966,110.111,11.342,98.014,10.138,101.013,9.572,111.693,111.186
4,16.612,103.259,9.915,10.201,1.133,105.947,99.676,101.909,113.355,11.579,10.633,1.061,103.178,105.539,112.19
3,17.129,118.67,102.997,0.968,96.57,101.297,102.656,98.937,110.39,107.832,0.974,95.245,93.625,103.834,109.819
1,17.154,96.891,104.601,97.664,103.883,105.772,0.975,107.431,95.568,113.037,95.583,106.92,114.737,0.981,95.094
4,17.155,111.676,10.482,9.947,1.071,99.636,104.7,115.82,112.656,10.431,10.596,1.131,111.116,93.953,115.839
2,17.671,10.497,104.829,10.517,101.375,10.635,101.444,108.542,10.848,96.377,9.817,103.311,10.514,99.036,116.001
4,17.968,99.988,11.613,10.667,1.133,103.992,109.384,105.833,109.047,10.06,9.909,0.954,100.114,98.896,115.676
4,18.246,109.711,11.111,10.123,0.988,111.328,98.443,110.775,109.668,10.654,11.194,1.019,98.304,102.323,104.588
2,18.456,10.763,96.964,10.962,99.783,10.008,106.18,99.533,10.588,110.943,10.695,99.486,10.387,108.45,104.67
2,18.589,10.511,106.908,10.233,106.517,9.186,103.305,107.023,9.925,112.802,10.211,105.313,9.742,103.337,108.392
4,18.703,113.551,10.265,10.795,1.101,104.559,100.257,104.896,103.443,10.162,9.953,1.051,96.185,100.767,110.056
1,19.562,98.397,106.317,110.598,103.709,110.044,1.061,95.158,93.181,110.788,103.732,112.844,114.919,0.979,94.986
2,20.249,10.495,102.01,10.56,101.176,10.047,97.82,107.76,11.389,113.121,11.091,101.213,10.559,100.095,106.22
2,20.836,10.586,109.876,11.046,101.774,10.37,105.885,105.408,9.694,100.502,11.368,97.201,9.27,105.337,109.472
4,20.893,102.083,9.858,10.915,1.05,103.305,97.739,105.995,114.394,11.617,10.037,1.068,108.236,99.63,107.292
3,21.742,111.945,104.575,1.063,106.61,109.137,106.897,107.053,115.228,99.035,0.974,106.275,101.402,108.17,103.678
3,22.157,114.601,99.035,1.049,110.673,94.527,108.817,104.301,112.063,98.311,1.089,94.802,100.207,103.908,97.011
4,22.173,115.148,10.04,9.99,1.019,95.058,104.986,118.503,105.176,11.293,9.904,1.054,102.916,97.469,115.027
1,22.323,104.027,102.507,100.515,99.571,104.512,0.968,111.515,106.572,100.199,103.221,108.192,110.96,1.051,100.868
2,22.762,11.273,104.38,10.23,106.54,9.248,107.305,103.976,11.245,108.558,11.205,115.519,9.643,97.694,109.655
3,23.698,108.871,95.437,0.999,100.553,106.418,110.729,106.967,118.331,105.011,0.922,101.704,110.812,100.194,105.083
4,23.849,99.389,10.853,10.177,1.061,99.678,96.23,116.534,99.95,10.698,10.368,1.005,95.53,96.558,110.705
4,24.341,113.663,10.659,9.977,1.079,105.618,95.797,104.4,102.158,10.066,9.639,1.133,109.405,108.689,102.891
3,24.614,110.858,109.064,1.042,109.04,108.78,109.474,104.304,113.806,109.523,0.946,95.232,107.852,105.007,110.357
2,24.901,9.809,108.233,10.826,102.499,9.743,108.732,107.506,9.839,103.872,10.618,115.145,10.343,102.347,105.577
2,26.056,11.349,97.648,11.051,98.815,10.115,99.301,102.827,10.12,106.581,10.652,109.456,10.522,96.381,115.258
1,26.558,107.719,107.964,100.247,113.426,100.325,1.019,110.205,94.199,113.734,104.428,100.475,105.838,1.096,94.625
4,26.899,114.353,11.254,10.522,1.116,104.487,109.662,118.764,98.336,11.365,10.77,1.091,110.431,105.076,118.105
4,27.017,100.004,10.711,11.123,0.998,94.392,107.726,108.904,109.72,10.409,10.576,1.001,111.3,109.252,118.558
2,27.161,9.91,97.329,10.455,112.328,10.754,97.48,102.607,11.275,100.597,10.123,115.265,9.607,109.418,102.607
3,29.071,106.704,95.524,0.974,110.444,107.125,112.829,98.367,106.161,100.822,1.027,106.251,106.592,110.91,101.808
1,29.174,109.06,104.082,110.197,108.361,102.292,0.978,94.789,107.448,102.987,97.251,102.902,102.658,1.034,99.968
1,29.404,103.334,111.914,101.037,106.949,109.866,1.014,100.636,108.348,112.083,103.73,108.186,112.441,1.012,101.704
1,29.71,109.824,108.221,111.21,105.481,114.663,1.038,95.853,105.185,108.853,106.975,110.736,108.6,1.106,95.716
4,30.053,113.481,10.72,10.633,1.045,102.184,96.54,112.104,99.265,10.682,9.62,1.05,97.266,94.286,106.189
4,30.126,103.711,10.422,9.647,1.041,108.183,94.677,119.252,110.442,11.646,10.177,0.995,108.813,106.675,101.135
3,30.206,102.405,97.316,0.967,107.223,100.844,98.323,103.881,104.309,104.923,1.037,96.765,105.625,100.947,109.787
1,30.384,97.873,112.985,104.098,97.996,99.12,1.059,111.908,105.324,118.271,108.126,99.708,115.502,1.018,110.77
1,30.596,103.072,108.853,112.478,113.685,100.294,1.046,108.975,109.091,116.903,95.568,107.718,113.585,1.123,105.516
3,30.608,115.645,109.072,1.0,94.714,102.881,105.299,112.737,118.47,96.499,1.068,109.093,93.44,100.672,105.056
4,31.154,99.71,10.964,9.892,1.035,109.132,104.477,104.466,107.382,11.23,10.495,1.077,108.844,93.149,112.578
3,31.198,101.677,101.635,1.027,104.036,100.108,96.567,98.506,113.829,109.787,0.94,103.143,98.159,110.316,101.414
3,31.395,100.34,99.072,0.933,107.888,98.654,106.897,102.653,100.189,100.326,1.06,107.127,99.784,113.279,105.25
4,32.204,105.068,9.925,11.112,1.029,108.565,93.141,103.543,100.344,11.702,10.258,1.101,101.749,102.4,111.163
4,32.35,103.81,10.311,10.548,1.085,94.604,110.155,106.018,111.141,10.22,9.955,0.982,101.963,101.105,108.093
3,32.546,103.545,104.326,0.966,101.855,105.128,103.211,97.931,112.352,104.715,0.922,100.325,108.763,105.804,103.974
2,32.608,10.404,110.783,10.002,105.123,9.648,110.919,115.315,10.13,98.192,9.9,112.388,9.236,108.784,111.659
4,33.332,103.739,10.513,9.744,0.988,108.72,108.284,112.042,98.942,9.86,9.763,1.049,100.04,100.928,114.386
2,33.443,10.181,104.811,10.05,101.71,9.468,105.34,105.066,10.901,98.369,9.86,106.108,10.173,95.932,114.716
3,33.571,109.516,107.599,1.078,102.989,98.171,110.581,113.067,109.812,97.694,0.954,101.08,95.625,101.557,103.524
1,33.678,106.697,111.16,112.372,103.381,103.801,1.06,101.951,94.9,106.931,100.968,114.875,108.613,1.107,111.84
3,34.314,104.062,109.787,0.991,93.265,104.059,108.789,99.406,110.144,98.858,1.036,109.445,102.261,98.672,103.294
1,35.088,102.299,100.409,108.721,109.262,101.284,1.099,105.517,105.531,109.637,109.457,106.194,105.483,1.126,94.648
3,35.534,101.322,105.263,0.928,100.926,107.551,110.911,103.294,118.522,96.637,0.98,94.994,104.398,96.641,106.05
3,35.737,112.021,97.188,0.994,107.564,109.901,111.738,104.767,115.857,100.108,1.067,97.812,105.694,103.119,111.128
2,35.832,9.807,98.237,10.828,114.965,10.856,97.024,98.956,10.024,96.881,10.783,97.46,9.441,104.237,114.532
2,36.008,9.702,107.677,10.78,100.668,9.72,108.066,108.04,10.84,101.819,11.111,112.202,10.453,106.091,98.489
2,36.677,11.152,110.813,9.732,109.491,9.229,98.401,108.789,10.469,109.534,10.332,105.907,9.995,94.85,106.767
3,36.691,110.948,103.8,0.967,97.603,107.693,109.682,101.638,109.516,109.14,0.967,101.891,104.832,100.606,111.376
3,36.735,110.406,99.258,0.95,97.284,106.207,99.691,95.286,117.496,103.954,0.928,97.922,103.416,100.063,111.395
4,37.078,103.362,10.317,10.286,1.082,105.742,103.668,110.362,106.205,11.176,11.153,1.012,101.123,102.986,105.643
4,37.898,101.907,10.433,10.875,1.011,110.235,93.547,107.904,100.165,10.582,10.711,1.027,94.297,110.336,106.065
3,38.412,113.008,99.213,1.086,94.194,109.847,104.092,100.535,112.026,106.162,1.065,108.477,97.063,108.027,102.943
4,38.417,115.817,9.871,10.0,1.01,103.074,101.691,115.645,97.563,10.376,9.782,1.068,104.268,106.414,106.432
2,40.323,10.327,112.426,10.379,104.455,10.716,96.275,112.217,10.104,96.865,11.29,111.701,9.316,98.044,109.78
3,40.748,103.545,99.476,0.932,103.65,108.78,111.485,99.805,105.746,100.243,1.087,93.187,102.857,96.71,110.333
3,41.024,111.484,106.169,1.009,110.319,106.606,105.939,112.79,114.074,97.783,1.003,102.344,109.725,107.453,111.359
4,41.049,100.165,10.714,10.728,1.085,95.753,100.07,106.646,115.223,11.016,9.883,1.096,109.285,109.228,115.015
4,41.087,103.512,10.526,9.835,1.078,102.688,107.705,106.862,98.119,11.259,11.109,1.119,102.704,106.049,118.408
4,41.119,112.346,11.024,10.963,1.0,101.032,95.471,109.713,98.643,11.634,9.783,1.044,104.302,110.191,115.426
2,41.293,9.897,97.139,11.499,110.254,9.534,99.728,104.767,10.012,104.451,10.601,99.148,9.685,103.7,107.043
2,41.431,9.694,101.765,9.804,109.986,10.015,105.053,109.545,10.594,99.014,11.222,115.145,9.357,111.659,110.097
2,41.577,10.175,113.529,10.052,103.405,9.732,96.887,99.514,10.402,107.281,10.818,110.147,10.478,108.377,106.058
3,42.062,107.313,98.311,0.924,101.631,95.211,112.085,104.364,108.218,107.583,1.037,104.55,96.372,97.211,101.536
4,42.843,107.163,11.216,10.088,1.079,109.371,104.407,109.233,104.614,10.431,10.949,1.09,105.615,92.929,116.088
3,43.235,114.199,99.997,0.967,102.467,102.939,106.274,102.424,102.788,109.106,0.933,96.882,96.487,110.722,102.03
2,43.557,10.469,101.755,11.287,107.505,9.257,102.673,103.48,10.459,99.771,10.91,97.146,9.422,104.237,104.581
4,43.736,103.368,11.666,10.402,1.027,105.959,105.63,107.616,104.651,10.736,10.588,1.065,98.514,104.136,102.108
4,43.819,110.309,10.744,9.562,1.027,98.331,99.163,117.937,103.673,11.529,10.185,0.974,103.574,104.066,114.222
4,44.237,113.549,10.345,9.905,1.053,95.56,98.088,108.467,102.022,11.135,9.586,1.044,107.237,99.938,113.065
2,45.343,11.29,98.911,11.243,103.572,9.805,103.575,99.49,11.143,113.073,9.685,112.688,9.945,96.729,113.535
4,45.418,103.81,11.55,10.479,0.993,105.128,102.636,106.492,115.481,11.188,10.392,1.027,101.871,101.173,117.295
1,45.573,96.413,109.757,108.683,99.678,110.851,1.108,111.577,107.678,101.677,99.568,113.987,100.227,1.044,100.996
1,45.803,105.923,107.872,95.911,102.668,110.722,0.977,109.416,93.953,101.98,96.876,99.979,110.96,1.062,107.527
2,46.084,10.702,108.744,10.122,111.43,9.774,111.938,102.437,9.888,111.641,9.912,106.759,10.559,111.227,104.142
1,46.502,108.504,108.716,95.506,100.412,115.512,1.035,97.693,107.678,108.152,101.947,97.975,101.864,0.977,95.207
4,46.848,98.01,11.36,10.516,1.056,96.393,95.568,109.846,103.556,11.294,9.764,1.069,111.25,96.6,107.946
2,46.944,9.648,103.746,11.264,106.54,10.655,109.966,100.711,10.594,107.802,10.967,102.332,10.128,101.409,101.785
1,47.198,99.303,113.285,111.915,114.567,102.768,1.018,96.018,109.06,106.107,99.218,103.716,103.866,0.966,107.888
4,47.294,109.545,9.961,9.551,1.04,104.465,95.126,114.971,112.809,10.904,11.131,1.071,103.247,105.84,112.718
4,47.754,103.647,10.21,10.678,1.125,109.506,93.404,104.512,99.988,10.924,9.581,1.043,107.541,106.607,115.428
4,47.803,103.964,11.195,10.582,1.072,104.447,95.843,108.748,103.419,10.798,9.999,0.974,94.018,99.163,114.783
2,47.897,11.227,111.469,10.935,99.463,9.526,100.058,108.953,11.338,109.671,10.154,112.113,9.266,95.785,102.777
1,48.512,95.436,107.572,107.684,101.923,104.291,0.972,111.946,104.027,118.151,101.693,112.691,114.941,0.982,108.718
1,48.521,105.223,103.232,112.622,102.57,105.196,0.987,97.541,101.272,109.119,109.992,102.075,103.855,0.977,110.022
3,49.151,109.178,93.319,0.991,93.435,95.765,107.453,97.673,107.906,94.173,1.018,96.15,109.47,98.556,103.655
3,49.207,104.298,94.834,1.041,93.487,100.923,97.287,97.212,104.785,105.533,0.942,109.257,106.598,99.637,112.102
3,49.349,111.63,109.248,0.974,101.91,106.739,108.337,97.288,118.401,107.322,1.0,104.67,109.193,101.174,111.106
3,49.561,110.834,107.651,1.038,98.564,96.667,97.043,99.046,115.631,98.787,1.053,96.843,93.411,96.298,111.944
1,50.347,100.347,117.955,97.263,108.953,104.638,1.018,107.489,109.426,102.987,98.524,107.773,108.608,1.038,99.58
1,50.485,100.237,107.558,96.698,100.324,100.331,1.142,107.889,98.699,106.157,101.717,107.63,107.051,1.037,105.517
4,50.54,104.282,9.945,9.747,0.973,101.862,107.612,119.309,105.998,11.701,9.581,0.956,105.537,93.713,106.685
1,50.671,95.677,108.011,99.583,108.428,112.769,1.028,95.902,97.884,105.698,96.149,98.75,103.892,0.988,110.765
2,50.988,9.864,97.239,11.102,104.847,10.663,98.752,99.668,10.696,102.467,10.927,107.252,10.527,94.85,110.174
1,51.235,105.329,102.494,99.222,104.957,98.488,1.031,100.381,93.58,113.705,112.478,114.714,102.935,1.105,109.546
1,51.575,107.704,108.908,101.126,108.48,115.405,1.039,99.848,100.916,104.842,109.784,99.815,106.948,1.13,95.793
1,52.369,103.769,102.131,103.753,108.565,112.289,1.035,101.649,106.165,115.565,95.844,97.628,99.398,1.063,110.685
4,52.537,98.841,10.407,9.986,1.0,97.818,108.39,107.902,105.77,10.918,9.469,0.974,101.23,96.767,109.454
4,52.538,105.387,11.121,10.541,1.083,100.346,109.4,100.622,104.34,9.992,10.022,0.974,98.659,106.218,110.164
2,52.999,10.493,109.449,11.483,114.502,10.037,101.69,109.635,10.389,104.055,9.841,110.643,10.614,109.386,104.055
3,53.467,107.2,103.8,0.946,96.719,98.211,105.233,104.301,109.736,105.87,1.03,98.353,110.536,110.076,96.088
4,54.853,115.559,10.784,9.654,1.105,105.363,108.357,117.729,101.76,10.929,10.495,1.056,107.373,98.844,112.591
1,55.15,107.865,109.154,112.49,104.413,112.495,0.976,101.611,94.874,102.09,106.874,115.088,102.889,0.992,106.22
2,55.871,10.792,105.915,10.1,111.964,9.977,105.337,100.299,10.923,111.267,10.843,99.712,9.861,107.545,112.788
2,55.959,10.086,111.516,10.218,114.816,10.703,103.441,99.648,10.297,106.757,11.198,112.069,10.793,103.766,101.919
4,56.16,114.241,10.452,11.196,1.116,99.755,96.41,108.974,98.545,10.288,9.583,1.086,99.803,101.632,112.248
3,56.468,110.519,100.822,0.967,94.965,101.394,101.218,106.038,115.471,97.75,0.959,99.965,110.282,111.307,97.267
1,56.559,97.039,117.019,106.527,105.546,101.648,1.142,95.815,102.44,118.151,105.988,102.199,103.52,0.989,105.281
1,56.914,109.649,105.648,112.987,102.645,105.727,0.984,106.199,106.697,106.359,102.086,103.26,103.395,1.115,102.578
3,56.95,116.913,99.093,1.032,93.91,93.472,96.543,112.836,110.166,107.48,1.069,94.957,106.799,102.918,95.861
2,57.451,10.296,109.247,11.249,100.463,10.362,103.18,101.919,11.107,105.616,9.782,113.674,10.83,110.339,106.27
2,57.451,10.019,107.696,10.858,98.173,9.618,94.287,107.023,10.301,111.405,11.152,114.719,9.739,97.576,107.632
1,57.456,98.694,104.208,101.283,107.02,104.203,0.975,96.221,108.774,114.964,104.024,111.455,101.345,1.011,101.105
2,57.575,10.45,109.056,11.308,115.481,10.541,97.628,113.154,10.887,99.443,10.852,104.239,10.015,105.538,112.193
2,58.028,10.404,104.084,10.233,105.748,9.871,94.246,104.761,10.538,104.789,11.185,115.09,9.351,96.604,100.673
4,58.432,99.197,11.317,10.496,1.066,102.919,109.538,110.775,108.653,10.071,10.668,1.002,101.793,95.465,113.752
4,58.584,107.899,10.444,10.281,0.998,105.661,109.488,119.174,107.33,10.805,9.6,0.976,108.492,106.253,103.105
1,59.567,101.482,104.934,107.104,106.757,105.736,1.076,102.001,109.69,99.998,98.903,109.564,116.981,1.057,106.476
3,59.937,112.278,100.543,0.955,101.899,97.5,113.645,96.284,107.028,107.599,1.0,96.854,95.211,108.995,104.142
2,60.009,10.9,107.792,10.862,104.98,9.424,104.673,115.272,10.639,96.377,10.921,99.215,9.952,99.063,103.356
1,60.928,94.45,109.989,103.357,103.251,105.468,1.131,95.814,107.03,109.414,100.337,114.753,109.491,1.136,107.223
3,61.131,100.897,106.599,1.052,108.687,108.82,100.064,100.475,107.028,99.428,0.952,105.05,95.805,96.149,102.461
3,61.51,111.877,96.838,1.028,98.534,97.389,101.134,102.943,109.793,94.217,1.087,94.836,95.195,107.537,104.364
1,61.877,109.947,99.615,98.848,104.024,109.396,0.98,111.742,101.7,102.49,103.763,101.848,102.9,1.079,107.357
1,62.063,100.741,116.926,110.122,110.631,106.741,1.132,110.568,94.125,109.643,110.216,109.917,113.385,1.094,94.9
3,62.24,117.487,100.255,0.927,105.314,100.323,106.617,107.026,108.79,97.503,1.024,99.587,103.388,111.814,99.53
1,62.488,101.759,110.349,98.461,104.91,114.053,1.069,98.69,104.027,105.522,110.237,99.003,110.358,1.077,101.611
4,63.882,104.961,10.688,11.163,1.126,98.881,108.761,103.296,114.47,10.772,11.254,1.087,95.038,109.809,105.581
2,64.165,10.197,105.168,10.244,101.034,9.685,105.883,111.938,11.079,97.279,11.239,112.04,9.687,98.138,116.995
2,64.212,10.417,99.713,9.989,101.982,9.968,104.996,101.644,10.903,100.432,10.884,100.736,10.554,94.805,99.366
4,64.41,99.197,11.015,11.122,1.12,106.812,108.26,102.588,112.146,11.421,10.931,0.976,106.882,96.612,102.59
3,64.742,108.387,104.37,0.939,95.98,99.335,105.439,104.509,109.04,102.92,1.044,101.084,98.805,109.599,105.835
4,64.747,115.148,11.271,9.863,1.09,97.238,109.418,118.546,106.557,10.59,11.181,0.97,94.67,97.718,117.25
1,64.853,100.803,116.979,106.296,98.32,107.608,0.977,101.315,96.458,109.961,97.107,110.414,109.975,1.026,107.232
4,65.144,99.988,10.381,10.051,1.113,103.862,97.151,109.88,98.447,11.068,10.495,1.125,100.182,94.125,107.817
4,65.321,106.4,11.475,9.693,0.978,104.349,93.187,105.23,98.473,10.864,9.723,1.129,104.301,94.512,106.685
2,65.494,11.1,109.449,11.286,110.939,9.222,109.372,99.086,10.092,108.489,9.846,108.909,10.754,100.389,110.874
1,65.625,96.825,115.666,111.342,99.638,110.992,1.09,100.868,107.241,114.138,99.758,99.526,109.14,1.075,104.682
