task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,0.053,1.964,1.011,1.938,1.089
1,0.34,1.9,1.036,1.964,1.037
1,0.814,1.925,1.092,1.93,1.071
2,1.07,3.05,5.935,3.032,5.946
1,2.212,1.948,1.037,1.931,1.098
2,2.769,3.095,5.948,3.067,5.966
2,3.052,3.051,5.987,3.001,5.999
1,3.24,1.952,1.018,1.935,1.005
1,3.488,1.989,1.084,1.926,1.054
1,3.622,1.97,1.086,1.967,1.041
1,4.243,1.96,1.061,1.99,1.041
1,4.602,1.909,1.089,1.907,1.081
1,5.245,1.925,1.097,1.924,1.032
1,6.24,1.941,1.063,1.908,1.044
2,6.26,3.007,5.939,3.078,5.937
2,6.27,3.076,5.909,3.092,5.92
2,6.577,3.022,5.9,3.069,5.92
1,8.802,1.958,1.048,1.946,1.038
1,8.859,1.937,1.092,1.987,1.081
2,9.354,3.079,5.913,3.094,5.929
1,9.812,1.925,1.018,1.963,1.035
1,10.448,1.91,1.018,1.903,1.051
1,11.125,1.968,1.052,1.942,1.055
1,11.952,1.915,1.071,1.925,1.0
1,12.223,1.961,1.092,1.97,1.086
1,12.225,1.992,1.081,1.996,1.063
2,12.331,3.035,5.985,3.016,5.957
1,13.512,1.907,1.057,1.963,1.029
1,14.482,1.927,1.071,1.903,1.06
2,14.83,3.096,5.969,3.002,5.909
1,16.198,1.952,1.02,1.901,1.073
2,16.768,3.023,5.912,3.041,5.998
1,17.168,1.905,1.091,1.931,1.044
1,17.171,1.988,1.064,1.972,1.049
2,17.181,3.032,5.934,3.048,5.934
2,17.427,3.062,5.927,3.013,5.994
1,17.532,1.905,1.038,1.981,1.054
1,17.651,1.941,1.028,1.941,1.033
1,18.009,1.915,1.098,1.982,1.032
1,19.111,1.968,1.037,1.929,1.024
2,20.549,3.038,5.981,3.09,5.95
2,23.863,3.066,5.95,3.04,5.943
1,24.876,1.905,1.057,1.996,1.028
2,25.437,3.09,5.978,3.09,5.923
1,26.696,1.969,1.065,1.931,1.076
1,27.178,1.935,1.054,1.955,1.092
1,27.756,1.929,1.069,1.918,1.073
1,30.577,1.963,1.077,1.932,1.011
1,32.029,1.902,1.035,1.906,1.09
1,32.043,1.938,1.008,1.93,1.002
1,32.056,1.914,1.008,1.97,1.088
1,32.171,1.924,1.079,1.913,1.053
1,32.308,1.998,1.022,1.965,1.092
1,33.023,1.913,1.038,1.989,1.026
1,33.269,1.946,1.038,1.998,1.011
2,33.812,3.042,5.94,3.019,5.996
2,34.43,3.074,5.972,3.064,5.929
1,34.549,1.909,1.087,1.977,1.085
1,35.651,1.981,1.096,1.954,1.042
2,37.013,3.026,5.928,3.002,6.0
1,37.172,1.975,1.091,1.985,1.056
2,37.444,3.049,5.995,3.068,5.939
1,37.645,1.95,1.061,1.978,1.06
1,37.757,1.957,1.072,1.974,1.087
1,38.51,1.958,1.09,1.923,1.097
1,39.221,1.935,1.028,1.906,1.091
1,39.671,1.921,1.063,1.978,1.0
1,40.539,1.941,1.024,1.948,1.059
1,40.683,1.907,1.09,1.944,1.042
2,40.868,3.013,5.947,3.015,5.984
2,40.908,3.034,5.996,3.096,5.921
1,41.096,1.996,1.017,1.996,1.091
1,41.116,1.96,1.064,1.928,1.063
1,42.409,1.996,1.037,1.968,1.096
1,42.569,1.979,1.006,1.91,1.077
2,44.782,3.056,5.935,3.023,5.96
1,45.36,1.934,1.036,1.979,1.015
1,45.378,1.902,1.024,1.999,1.042
1,45.561,1.951,1.027,1.967,1.0
1,46.218,1.901,1.087,1.977,1.055
1,46.294,1.942,1.094,1.996,1.063
1,47.772,1.945,1.03,1.999,1.017
2,47.844,3.088,5.992,3.08,5.909
