task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,0.665,1.99,1.097,1.922,1.005
1,0.74,1.915,1.075,1.992,1.017
1,1.044,1.986,1.096,1.931,1.086
1,1.086,1.904,1.011,1.963,1.042
1,1.18,1.916,1.091,1.953,1.025
1,1.327,1.946,1.091,1.998,1.066
2,2.333,3.008,5.965,3.044,5.963
1,4.851,1.99,1.051,1.979,1.083
1,5.034,1.975,1.07,1.959,1.004
1,5.879,1.924,1.043,1.912,1.017
1,5.905,1.941,1.093,1.955,1.041
1,6.272,1.925,1.04,1.985,1.054
1,7.432,1.939,1.003,1.941,1.091
1,8.529,1.964,1.043,1.981,1.004
1,9.327,1.984,1.072,1.93,1.042
1,10.035,1.93,1.092,1.958,1.024
1,11.231,1.936,1.041,1.914,1.046
1,12.195,1.903,1.004,1.902,1.027
1,13.632,1.994,1.004,1.994,1.084
2,14.931,3.013,5.96,3.075,5.922
1,15.078,1.961,1.042,1.906,1.063
1,15.334,1.947,1.072,1.948,1.043
2,16.755,3.04,5.95,3.091,5.936
2,17.041,3.046,5.964,3.056,5.977
1,18.324,1.928,1.089,1.966,1.049
1,18.333,1.946,1.065,1.989,1.005
1,18.85,1.91,1.058,1.951,1.095
1,19.314,1.91,1.065,1.993,1.084
2,19.977,3.099,5.945,3.008,5.995
1,20.045,1.941,1.096,1.923,1.05
1,20.694,1.998,1.078,1.966,1.037
1,21.225,1.997,1.021,1.939,1.037
1,21.562,1.939,1.099,1.954,1.06
1,21.797,1.996,1.017,1.982,1.087
1,21.806,1.967,1.06,1.956,1.03
1,22.025,1.941,1.073,1.979,1.058
1,22.118,1.923,1.025,1.93,1.012
1,22.37,1.931,1.041,1.917,1.03
1,22.648,1.987,1.042,1.917,1.012
2,22.737,3.033,5.947,3.012,5.948
1,23.175,1.998,1.038,1.932,1.094
1,23.855,1.967,1.081,1.974,1.043
1,24.437,1.969,1.077,1.972,1.036
1,25.464,1.981,1.042,1.946,1.092
2,25.527,3.017,5.946,3.079,5.961
1,26.3,1.998,1.047,1.924,1.072
1,26.533,1.966,1.075,1.964,1.015
2,27.349,3.0,5.936,3.099,5.963
1,27.841,1.926,1.077,1.905,1.097
1,28.128,1.972,1.033,1.926,1.072
1,28.816,1.926,1.077,1.918,1.073
1,28.954,1.967,1.01,1.998,1.086
1,29.236,1.957,1.046,1.918,1.056
2,29.556,3.084,5.973,3.053,5.932
1,29.656,1.998,1.043,1.955,1.058
1,29.986,1.944,1.092,1.976,1.044
1,30.686,1.975,1.077,1.936,1.077
1,30.897,1.938,1.062,1.928,1.073
1,31.583,1.955,1.003,1.993,1.041
1,33.36,1.905,1.006,1.99,1.09
1,34.299,1.978,1.087,1.968,1.004
2,34.756,3.099,5.997,3.032,5.915
1,35.875,1.942,1.055,1.918,1.061
1,37.133,1.938,1.063,1.927,1.06
2,37.597,3.086,5.969,3.096,5.954
2,39.417,3.04,5.997,3.038,5.933
1,39.774,1.997,1.096,1.919,1.072
1,40.522,1.918,1.083,1.941,1.099
2,41.362,3.002,5.989,3.021,5.957
2,42.327,3.096,5.963,3.008,5.942
1,43.047,1.974,1.084,1.915,1.05
1,43.126,1.988,1.024,1.964,1.039
1,43.172,1.95,1.089,1.981,1.079
2,45.501,3.016,5.942,3.004,5.903
1,45.562,1.916,1.026,1.916,1.095
1,46.533,1.944,1.071,1.964,1.045
1,47.659,1.909,1.001,1.968,1.089
1,47.772,1.94,1.082,1.926,1.041
2,49.972,3.041,5.999,3.008,5.982
2,50.386,3.029,5.905,3.087,5.978
2,50.39,3.041,5.979,3.071,5.916
1,51.051,1.917,1.058,1.948,1.094
1,51.088,1.961,1.006,1.902,1.019
2,51.444,3.057,5.96,3.013,5.901
2,51.491,3.043,5.911,3.077,5.926
2,52.071,3.002,5.907,3.027,5.966
1,52.643,1.973,1.048,1.922,1.035
1,52.676,1.901,1.097,1.996,1.047
1,52.91,1.941,1.085,1.92,1.041
1,54.143,1.958,1.092,1.912,1.034
1,54.475,1.993,1.075,1.911,1.058
1,54.568,1.936,1.004,1.957,1.044
2,54.77,3.031,5.924,3.047,5.927
1,55.466,1.993,1.089,1.954,1.037
1,56.129,1.979,1.015,1.975,1.094
2,56.277,3.054,5.94,3.042,5.958
1,57.228,1.99,1.096,1.992,1.016
1,58.253,1.926,1.066,1.961,1.06
1,58.985,1.975,1.05,1.939,1.033
1,59.089,1.928,1.092,1.943,1.097
1,59.469,1.941,1.081,1.918,1.063
1,59.638,1.916,1.087,1.946,1.001
1,59.775,1.904,1.001,1.97,1.027
1,59.933,1.991,1.087,1.965,1.095
2,60.065,3.013,5.985,3.032,5.929
1,61.201,1.917,1.004,1.984,1.033
2,62.226,3.096,5.906,3.056,5.946
1,62.395,1.957,1.014,1.931,1.098
1,62.722,1.967,1.033,1.963,1.091
1,63.331,1.975,1.008,1.936,1.04
1,64.257,1.982,1.054,1.902,1.082
1,65.408,1.922,1.095,1.982,1.053
1,65.412,1.918,1.082,1.927,1.059
1,65.627,1.942,1.025,1.986,1.067
1,65.627,1.928,1.063,1.993,1.096
1,65.642,1.939,1.003,1.979,1.095
2,65.796,3.04,5.903,3.029,5.909
1,66.085,1.944,1.072,1.939,1.019
1,66.795,1.912,1.015,1.991,1.092
1,67.12,1.977,1.003,1.913,1.081
1,67.349,1.917,1.08,1.941,1.03
1,67.371,1.936,1.018,1.982,1.002
1,67.386,1.96,1.092,1.993,1.018
1,68.708,1.957,1.054,1.987,1.041
1,69.148,1.913,1.042,1.916,1.088
1,70.028,1.981,1.021,1.969,1.022
1,70.329,1.926,1.005,1.966,1.047
1,71.997,1.992,1.091,1.919,1.054
2,72.771,3.097,5.98,3.036,5.913
2,73.847,3.03,5.923,3.041,5.931
1,74.226,1.91,1.047,1.904,1.023
1,75.645,1.923,1.001,1.978,1.1
1,75.664,1.979,1.062,1.917,1.089
1,76.071,1.915,1.08,1.966,1.042
2,76.392,3.079,5.924,3.09,5.902
1,76.565,1.994,1.083,1.917,1.056
1,77.214,1.995,1.02,1.948,1.074
2,77.383,3.042,5.928,3.048,5.945
1,77.638,1.946,1.041,1.928,1.046
2,77.731,3.091,5.966,3.047,5.987
1,77.832,1.998,1.022,1.942,1.001
1,78.01,1.94,1.061,1.954,1.003
1,78.383,1.997,1.007,1.99,1.096
1,78.538,1.918,1.06,1.951,1.042
1,79.019,1.961,1.028,1.998,1.062
1,80.018,1.967,1.074,1.937,1.083
1,80.373,1.942,1.057,1.968,1.038
1,80.859,1.943,1.037,1.987,1.031
1,80.897,1.979,1.0,1.906,1.094
2,81.001,3.09,5.957,3.046,5.907
1,81.214,1.992,1.055,1.978,1.055
1,81.58,1.996,1.098,1.946,1.006
1,81.77,1.953,1.077,1.945,1.033
1,83.705,1.975,1.049,2.0,1.093
1,84.186,1.975,1.041,1.964,1.093
2,87.274,3.001,5.954,3.04,5.975
2,87.342,3.034,5.912,3.044,5.936
1,87.927,1.95,1.087,1.984,1.081
1,88.222,1.965,1.094,1.946,1.096
1,89.742,1.925,1.026,1.977,1.018
2,89.901,3.095,5.979,3.075,5.983
2,90.125,3.077,5.946,3.094,5.951
2,91.778,3.054,5.988,3.026,5.914
1,92.722,1.92,1.033,1.932,1.045
2,92.732,3.067,5.975,3.0,5.978
2,92.806,3.052,5.948,3.022,5.934
1,93.097,1.966,1.049,1.943,1.022
1,95.358,1.918,1.027,1.986,1.057
1,95.628,1.98,1.006,1.997,1.006
1,96.009,1.992,1.094,1.978,1.098
2,96.301,3.075,5.962,3.077,5.939
2,97.348,3.037,5.964,3.074,5.948
1,97.421,2.0,1.098,1.98,1.084
1,97.8,1.915,1.061,1.967,1.055
2,98.524,3.079,5.967,3.028,5.937
1,98.885,1.966,1.01,1.957,1.065
1,99.011,1.918,1.07,1.989,1.067
2,99.741,3.056,5.971,3.076,5.923
1,100.426,1.947,1.071,1.941,1.004
1,103.046,1.916,1.055,1.983,1.017
1,104.789,1.952,1.079,1.939,1.025
1,104.919,1.964,1.025,1.967,1.029
1,106.144,1.95,1.04,1.955,1.084
1,106.222,1.987,1.038,1.979,1.061
1,106.339,1.994,1.011,1.916,1.022
1,106.694,1.904,1.024,1.94,1.095
1,107.165,1.998,1.003,1.902,1.024
1,107.44,1.923,1.079,1.946,1.048
1,108.296,1.957,1.05,1.952,1.044
1,108.847,1.903,1.091,1.906,1.007
2,109.225,3.089,5.975,3.072,5.958
1,109.512,1.998,1.069,1.942,1.044
1,109.558,1.936,1.049,1.92,1.036
1,110.23,1.902,1.023,1.991,1.051
2,110.345,3.092,5.944,3.036,5.927
1,110.857,1.907,1.024,1.934,1.031
2,111.595,3.014,5.911,3.072,6.0
1,112.778,1.993,1.061,1.996,1.074
1,112.827,1.95,1.1,1.927,1.076
2,113.453,3.09,5.986,3.058,5.96
2,113.538,3.055,5.974,3.066,5.96
1,113.623,1.943,1.07,1.909,1.052
1,113.949,1.941,1.046,1.99,1.096
1,114.036,1.918,1.015,1.923,1.065
