task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.531,4.081,1.506,2.432,0.614
2,0.709,3.527,1.518,11.941,1.087
1,0.742,0.948,1.132,1.18,0.906
1,0.868,1.351,1.231,1.102,1.236
1,0.922,1.822,0.621,1.959,0.617
1,2.332,1.825,1.255,2.001,1.178
2,2.438,5.965,0.914,9.015,0.983
1,2.44,1.249,0.635,1.183,0.912
1,2.689,1.038,0.833,1.303,0.952
2,2.858,9.34,0.919,4.79,1.438
2,3.316,2.939,1.926,1.967,1.135
2,3.541,9.861,1.319,9.818,0.738
1,3.613,1.405,0.618,1.437,0.972
1,3.922,1.82,1.082,1.258,1.09
2,4.134,6.317,0.961,2.572,1.082
2,4.448,2.395,1.194,12.106,2.912
1,4.453,1.123,0.655,0.976,0.929
1,4.462,2.305,1.157,1.772,0.618
2,4.536,5.661,0.917,6.153,0.677
1,4.544,1.255,0.727,1.328,1.405
1,4.941,2.119,0.788,1.304,1.233
1,4.956,1.247,1.236,1.183,0.618
2,4.971,5.018,2.139,2.313,1.682
2,5.546,12.341,0.853,3.748,3.244
2,5.569,7.853,1.54,3.21,1.194
1,5.84,1.426,1.12,2.179,0.969
1,5.858,1.316,0.908,1.301,0.627
1,6.204,1.422,1.359,1.294,0.927
1,6.213,1.299,0.961,2.103,0.94
1,6.637,1.217,0.905,0.973,0.892
2,6.683,3.654,1.535,5.734,1.446
1,7.023,1.759,0.896,1.008,0.909
2,7.2,11.381,0.96,6.143,1.255
1,7.872,1.491,1.25,1.242,1.259
1,7.899,1.442,0.976,2.138,1.1
1,7.968,1.272,1.143,1.478,0.953
1,8.389,1.412,0.872,1.273,0.911
2,8.61,12.341,2.0,4.507,2.405
2,8.667,2.131,0.918,8.099,1.253
1,8.688,1.815,1.109,1.021,1.073
1,8.919,0.948,1.246,2.37,0.884
2,9.002,11.718,0.819,3.643,2.427
1,9.089,1.221,1.216,1.786,0.863
2,9.423,4.041,3.162,1.926,1.336
2,9.908,2.694,0.89,7.156,2.929
1,10.064,0.944,0.898,1.011,0.615
2,10.083,5.1,1.943,2.486,2.4
1,10.183,1.791,1.426,0.944,1.192
