task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.223,1.228,1.527,2.072,0.884
1,0.599,1.292,1.25,1.426,1.449
1,0.85,1.267,0.865,1.541,0.936
1,1.53,1.242,1.223,1.765,0.956
2,1.695,3.0,3.25,8.852,1.231
2,2.063,2.119,1.065,5.255,1.414
2,2.085,2.941,1.559,7.46,1.667
1,2.779,1.205,0.727,1.924,1.527
2,3.104,9.635,1.403,4.501,0.787
1,3.493,1.5,0.811,1.469,0.782
1,3.638,1.435,0.863,1.035,1.123
1,3.805,1.292,1.387,1.295,0.868
2,4.161,4.422,1.236,3.028,2.444
1,4.226,1.235,1.213,1.223,1.105
1,4.283,1.095,1.134,2.025,1.082
1,4.906,1.327,1.237,1.885,1.342
1,4.927,1.242,0.678,1.826,0.827
1,4.954,1.539,0.607,1.25,1.242
2,4.967,3.121,0.983,9.48,1.776
2,6.06,4.422,1.74,7.46,0.819
1,6.469,1.505,1.11,1.293,0.964
2,7.103,4.322,1.688,2.737,1.275
1,7.641,1.232,0.858,1.437,1.332
1,7.661,1.019,0.869,1.255,0.948
1,7.913,1.248,0.935,1.054,1.171
1,8.095,2.106,0.884,2.144,0.903
1,8.099,1.018,0.904,2.06,0.998
1,8.338,1.916,0.891,1.111,1.417
2,8.446,4.612,2.59,5.594,1.663
1,8.948,1.921,0.615,2.114,1.261
1,9.249,1.316,1.184,1.295,0.903
1,9.442,1.753,0.719,1.26,1.191
1,9.565,1.293,0.911,1.221,1.189
1,10.015,1.218,0.63,1.262,0.616
1,10.08,1.024,0.839,1.024,0.935
1,10.34,1.294,0.908,1.273,0.897
1,10.722,1.213,0.889,1.253,1.329
1,11.009,1.198,1.389,1.301,1.214
2,11.421,2.25,0.622,3.949,0.959
1,11.432,1.476,0.72,2.074,0.904
1,11.447,1.79,0.922,1.87,0.887
2,11.874,5.806,0.699,1.81,0.952
1,11.962,1.021,0.732,1.193,0.874
2,12.103,6.932,1.131,7.102,1.943
1,12.15,1.242,1.377,1.25,1.134
1,12.166,1.41,1.239,1.273,0.948
2,12.384,7.584,0.905,4.327,1.688
1,12.452,1.801,1.232,2.164,1.054
2,12.677,3.105,1.414,7.403,0.8
1,12.791,1.277,0.614,0.969,0.623
1,12.859,1.403,0.618,1.111,0.618
1,13.01,0.964,1.209,1.516,0.927
2,13.029,2.689,1.826,2.086,1.28
2,13.081,3.134,1.559,4.445,0.669
1,13.594,1.442,1.337,1.254,1.342
1,13.763,1.475,1.09,1.288,1.183
1,14.03,1.321,0.953,1.822,0.893
1,14.378,0.936,1.129,1.248,1.131
2,14.746,5.812,1.694,3.139,0.601
2,14.823,2.864,1.956,1.818,1.168
2,14.899,6.796,0.946,2.696,0.551
1,15.149,0.944,1.203,1.291,0.726
2,15.281,11.226,1.212,1.95,1.117
2,15.381,1.939,0.885,3.654,1.217
2,15.427,6.082,1.518,7.156,2.199
2,15.552,6.475,1.601,4.074,1.247
1,15.711,1.42,0.794,1.101,0.666
2,15.887,2.727,0.687,6.132,0.791
2,15.925,7.178,0.621,2.365,1.512
2,16.209,6.769,1.173,3.12,1.807
1,16.384,1.414,0.85,1.024,0.949
1,16.453,1.791,0.619,0.953,0.967
1,16.472,1.239,0.929,1.799,1.441
1,16.516,2.04,0.889,1.407,0.895
2,16.743,1.962,3.465,9.855,1.891
2,16.833,9.016,2.067,2.127,1.564
1,16.928,2.002,0.86,1.814,1.143
1,16.954,2.138,1.385,0.957,0.985
1,17.45,0.964,0.611,1.025,0.866
1,17.843,1.319,0.612,1.453,0.873
2,17.885,4.76,1.364,5.488,2.0
1,18.122,1.813,0.858,1.997,1.255
1,18.877,1.414,0.896,1.219,0.939
1,19.017,1.241,1.132,1.336,1.401
2,19.055,1.562,0.588,4.32,1.694
2,19.478,2.808,3.137,2.873,0.873
1,19.78,1.815,1.459,1.541,0.925
1,20.331,1.437,0.843,1.82,0.998
1,20.798,1.267,0.91,2.34,0.635
1,20.801,1.255,1.107,1.032,1.214
2,20.893,4.081,1.926,2.864,0.824
2,21.558,7.084,2.142,12.385,2.335
1,21.592,2.123,0.82,1.793,0.867
2,22.139,2.43,2.669,3.163,0.993
1,22.47,1.289,0.913,1.813,0.841
2,23.142,11.518,1.989,2.694,2.0
2,23.268,13.219,1.446,4.684,2.822
2,23.652,3.381,1.455,8.728,3.276
2,23.744,6.132,0.72,3.752,2.091
1,23.924,1.212,0.958,1.411,0.926
1,24.597,1.99,0.878,1.514,0.876
2,24.765,11.813,1.364,3.643,1.159
2,25.291,8.387,1.499,7.67,0.84
1,25.564,1.29,1.252,1.259,0.833
1,25.816,1.384,0.868,0.939,1.179
1,25.868,1.406,0.874,1.227,1.234
2,26.052,3.295,1.638,5.83,0.919
1,27.042,1.134,1.1,1.006,0.953
1,27.609,1.817,1.459,1.053,0.887
2,27.821,2.43,0.611,1.743,2.766
1,28.193,1.411,0.835,0.999,0.794
1,28.54,1.249,1.332,1.254,1.333
2,28.812,2.881,1.927,2.864,1.5
1,29.094,0.976,0.788,1.422,0.824
2,29.666,1.918,0.567,13.751,0.917
2,29.747,9.53,2.444,11.284,0.766
1,30.198,2.312,1.179,1.006,1.181
1,30.351,1.241,1.434,1.223,0.96
1,30.617,1.216,0.789,1.282,0.85
1,31.006,1.468,0.611,1.111,0.591
1,31.16,1.803,0.642,1.216,0.884
2,31.244,3.028,0.929,6.047,1.261
2,31.438,13.409,1.217,4.705,2.751
1,31.547,1.019,0.913,1.835,0.929
1,31.608,1.267,0.587,1.259,0.985
2,31.644,6.12,0.929,1.81,0.832
2,31.761,9.692,0.741,11.941,1.631
2,31.827,3.643,0.67,1.94,1.598
2,32.03,5.736,2.458,2.064,1.26
2,32.052,2.485,0.944,13.378,1.587
1,32.276,1.315,0.943,1.248,0.96
2,32.296,12.422,0.533,2.055,1.9
1,32.578,1.514,0.861,1.966,0.898
2,33.177,2.578,1.085,7.115,0.814
2,33.197,1.748,0.992,4.041,1.403
1,33.303,1.797,0.623,1.318,0.857
1,33.515,2.097,0.935,2.016,0.924
2,33.716,2.611,0.796,4.612,1.232
1,33.827,1.256,1.173,1.407,0.872
1,33.901,2.459,1.137,1.439,0.817
1,34.03,1.957,1.387,1.004,0.949
1,34.161,1.501,1.12,1.109,0.864
2,34.34,11.268,0.759,11.37,0.93
2,34.39,4.501,0.981,5.805,2.774
1,34.447,1.15,1.078,1.28,1.181
1,34.512,1.014,0.74,1.932,0.929
2,34.889,1.962,0.543,5.68,1.061
2,35.169,4.327,1.179,3.295,0.567
1,35.261,1.566,1.405,0.95,1.216
2,35.563,12.383,1.787,2.838,0.621
2,35.728,9.123,1.658,5.743,0.543
1,36.257,1.815,0.909,1.327,0.993
1,36.495,0.961,1.436,1.208,1.1
1,36.841,1.265,0.901,1.293,1.583
2,37.017,3.109,0.607,3.194,1.642
2,37.275,2.064,0.855,11.132,0.771
2,37.282,2.553,0.974,3.134,0.691
1,37.378,2.032,0.73,2.397,0.892
1,37.386,1.752,1.1,1.305,0.86
1,37.437,2.087,0.914,2.016,0.928
1,37.58,1.019,0.998,1.228,0.873
2,37.837,5.146,0.836,5.488,1.69
2,38.305,5.141,0.656,8.515,0.807
2,38.538,1.683,1.998,2.515,0.715
2,38.592,4.852,1.663,6.718,0.731
1,38.788,1.095,0.895,1.314,0.789
1,38.905,1.244,0.958,1.221,0.906
2,38.967,11.813,1.404,1.872,3.424
1,39.2,1.299,0.91,1.048,0.911
1,39.812,2.02,0.861,1.272,1.233
1,39.96,1.403,1.22,1.77,0.911
2,40.663,7.542,3.276,4.132,2.166
1,40.88,1.095,0.74,1.293,0.943
1,41.124,1.749,0.886,1.244,0.871
2,41.215,6.133,2.091,1.899,0.983
1,41.321,1.274,0.731,0.956,0.611
2,41.324,4.324,1.675,10.367,1.215
2,41.358,4.456,0.907,2.481,1.98
1,41.622,2.412,0.889,1.424,0.91
