#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,387.0,1.872,1.222,0.112,0.112,1.096,0.13,0.104
2,2,332.0,2.816,11.159,1.119,1.119,13.3,1.169,1.049
3,2,298.0,3.207,11.618,1.003,1.003,13.201,1.007,1.098
4,2,63.0,4.099,11.656,1.216,1.216,11.205,1.195,1.078
5,2,73.0,5.48,12.049,1.298,1.298,11.51,1.102,1.072
6,2,190.0,6.587,13.228,1.141,1.141,13.209,1.283,1.071
7,2,172.0,6.857,12.708,1.135,1.135,12.475,1.34,1.097
8,1,90.0,7.331,1.05,0.135,0.135,1.247,0.102,0.102
9,1,28.0,8.317,1.266,0.112,0.112,1.105,0.12,0.106
10,2,133.0,10.479,11.248,1.24,1.24,12.016,1.149,1.029
11,2,239.0,11.893,11.789,1.219,1.219,13.158,1.049,1.079
12,2,241.0,13.433,12.71,1.29,1.29,11.835,1.326,1.086
13,2,138.0,14.741,11.528,1.025,1.025,11.598,1.219,1.088
14,2,105.0,18.722,10.126,1.027,1.027,12.159,1.324,1.032
15,1,13.0,21.966,1.24,0.104,0.104,1.131,0.118,0.117
16,2,172.0,22.18,12.7,1.03,1.03,11.969,1.3,1.017
17,1,30.0,23.577,1.329,0.1,0.1,1.215,0.139,0.11
18,1,120.0,23.816,1.21,0.127,0.127,1.226,0.111,0.12
19,2,111.0,23.914,11.314,1.318,1.318,10.382,1.32,1.071
20,2,197.0,24.744,11.321,1.278,1.278,13.459,1.084,1.013
21,2,157.0,26.023,11.706,1.205,1.205,11.502,1.088,1.043
22,2,129.0,28.52,10.419,1.306,1.306,11.759,1.191,1.09
23,1,379.0,28.581,1.208,0.128,0.128,1.181,0.113,0.11
24,2,80.0,29.19,11.314,1.107,1.107,11.079,1.209,1.031
25,2,176.0,29.414,11.07,1.071,1.071,13.38,1.161,1.026
26,1,49.0,29.527,1.346,0.132,0.132,1.243,0.129,0.113
27,2,184.0,29.994,12.188,1.114,1.114,12.278,1.047,1.053
28,1,559.0,31.02,1.255,0.116,0.116,1.258,0.119,0.11
29,1,16.0,31.343,1.283,0.125,0.125,1.29,0.117,0.118
30,2,264.0,32.666,12.963,1.093,1.093,11.444,1.195,1.005
31,1,7.0,32.944,1.107,0.122,0.122,1.279,0.138,0.116
32,2,125.0,33.202,10.245,1.314,1.314,12.935,1.197,1.079
33,1,44.0,33.633,1.336,0.115,0.115,1.256,0.133,0.111
34,1,7.0,34.009,1.305,0.133,0.133,1.111,0.121,0.107
35,2,211.0,34.364,12.056,1.257,1.257,10.52,1.299,1.016
36,2,246.0,34.449,11.853,1.211,1.211,10.248,1.119,1.058
