#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,44.0,0.0,1.29,0.109,0.109,1.048,0.139,0.11
2,2,95.0,0.524,10.702,1.151,1.151,12.047,1.157,1.077
3,2,176.0,3.596,12.052,1.064,1.064,12.88,1.314,1.059
4,1,6.0,7.305,1.161,0.116,0.116,1.301,0.101,0.109
5,2,133.0,7.672,11.779,1.311,1.311,11.205,1.35,1.036
6,2,109.0,7.809,13.325,1.288,1.288,11.435,1.321,1.077
7,2,78.0,8.258,13.066,1.333,1.333,10.398,1.246,1.086
8,2,158.0,8.457,11.912,1.235,1.235,12.675,1.111,1.09
9,2,116.0,8.663,10.487,1.035,1.035,10.256,1.301,1.019
10,2,249.0,8.834,10.998,1.087,1.087,12.862,1.109,1.02
11,1,44.0,10.325,1.156,0.111,0.111,1.02,0.14,0.104
12,2,102.0,12.494,12.295,1.114,1.114,11.467,1.172,1.012
13,2,228.0,13.893,12.271,1.279,1.279,11.959,1.098,1.088
14,2,209.0,17.675,11.964,1.259,1.259,12.211,1.3,1.042
15,2,133.0,18.965,12.138,1.139,1.139,12.731,1.095,1.071
16,2,148.0,21.525,12.77,1.185,1.185,11.629,1.188,1.069
17,1,447.0,22.404,1.298,0.111,0.111,1.059,0.108,0.12
18,1,559.0,23.014,1.04,0.113,0.113,1.317,0.125,0.114
19,2,149.0,24.058,13.079,1.062,1.062,12.047,1.003,1.047
20,1,126.0,24.674,1.285,0.131,0.131,1.107,0.115,0.119
21,2,124.0,25.709,11.959,1.027,1.027,12.118,1.236,1.049
22,2,182.0,25.858,13.201,1.13,1.13,12.77,1.286,1.035
23,2,126.0,27.242,11.205,1.049,1.049,12.963,1.101,1.013
24,2,243.0,27.916,12.099,1.347,1.347,12.486,1.329,1.074
25,2,112.0,29.203,12.983,1.279,1.279,10.406,1.051,1.072
26,2,172.0,30.186,12.901,1.196,1.196,12.621,1.11,1.017
27,1,169.0,30.263,1.316,0.114,0.114,1.06,0.12,0.113
28,1,49.0,32.707,1.326,0.122,0.122,1.262,0.112,0.118
29,2,104.0,32.795,10.034,1.314,1.314,10.969,1.211,1.092
30,2,76.0,33.871,13.426,1.237,1.237,13.445,1.284,1.034
31,2,122.0,36.878,11.682,1.292,1.292,13.326,1.096,1.07
32,1,7.0,37.533,1.321,0.103,0.103,1.307,0.137,0.118
33,2,75.0,37.926,10.686,1.322,1.322,13.428,1.255,1.074
