#, task_type_id, size, arrival_time,expected_time_cpu,expected_time_gpu,expected_time_CLOUD,execution_time_cpu,execution_time_gpu,execution_time_CLOUD
1,1,214.0,0.0,1.131,0.138,0.138,1.32,0.125,0.107
2,1,95.0,0.11,1.179,0.127,0.127,1.096,0.103,0.113
3,2,73.0,0.634,11.721,1.245,1.245,11.444,1.135,1.089
4,1,7.0,1.919,1.256,0.115,0.115,1.286,0.119,0.118
5,2,112.0,2.034,13.124,1.284,1.284,11.159,1.081,1.094
6,2,141.0,3.709,11.052,1.227,1.227,13.275,1.067,1.067
7,2,136.0,5.006,10.447,1.137,1.137,10.71,1.267,1.035
8,2,277.0,10.096,11.428,1.156,1.156,11.857,1.031,1.063
9,2,157.0,11.499,13.262,1.053,1.053,12.401,1.091,1.035
10,2,175.0,12.339,12.311,1.316,1.316,13.098,1.154,1.07
11,2,176.0,12.839,12.612,1.341,1.341,10.656,1.007,1.043
12,2,264.0,14.419,10.437,1.308,1.308,13.013,1.317,1.035
13,2,98.0,15.491,13.009,1.203,1.203,10.88,1.311,1.038
14,2,249.0,16.023,13.149,1.285,1.285,11.695,1.146,1.076
15,1,30.0,16.546,1.03,0.111,0.111,1.03,0.118,0.119
16,1,559.0,17.566,1.136,0.121,0.121,1.135,0.121,0.109
17,2,229.0,17.696,12.512,1.105,1.105,11.719,1.29,1.026
18,2,171.0,18.787,10.567,1.29,1.29,10.785,1.216,1.027
19,2,137.0,20.624,12.712,1.256,1.256,12.894,1.049,1.089
20,2,144.0,24.972,10.764,1.058,1.058,12.615,1.093,1.023
21,1,16.0,25.574,1.136,0.101,0.101,1.015,0.108,0.108
22,2,130.0,25.695,12.587,1.282,1.282,12.09,1.125,1.091
23,2,103.0,25.853,10.884,1.299,1.299,10.213,1.273,1.072
24,1,157.0,26.327,1.04,0.13,0.13,1.296,0.135,0.109
25,2,127.0,27.949,13.126,1.185,1.185,11.277,1.116,1.044
26,2,197.0,30.222,12.795,1.276,1.276,10.429,1.22,1.046
27,2,121.0,30.259,10.71,1.251,1.251,10.667,1.276,1.072
28,2,103.0,30.831,11.145,1.21,1.21,12.136,1.273,1.024
29,1,95.0,31.86,1.204,0.129,0.129,1.192,0.14,0.116
30,2,268.0,31.878,13.354,1.001,1.001,12.909,1.299,1.066
31,1,30.0,31.888,1.028,0.101,0.101,1.263,0.134,0.102
32,1,16.0,33.499,1.216,0.125,0.125,1.216,0.138,0.101
33,2,249.0,34.107,10.987,1.202,1.202,10.019,1.094,1.097
34,2,114.0,34.431,12.741,1.341,1.341,11.463,1.126,1.005
35,1,103.0,34.448,1.286,0.128,0.128,1.257,0.137,0.118
36,2,120.0,34.594,10.926,1.106,1.106,12.489,1.126,1.032
37,2,132.0,34.845,12.378,1.211,1.211,10.617,1.262,1.061
38,2,121.0,36.443,11.577,1.091,1.091,11.857,1.283,1.044
39,1,28.0,36.835,1.252,0.134,0.134,1.242,0.111,0.115
40,2,157.0,38.432,10.831,1.032,1.032,10.665,1.226,1.087
41,2,110.0,39.103,11.369,1.294,1.294,12.206,1.128,1.036
42,2,154.0,39.625,12.347,1.322,1.322,13.086,1.233,1.031
43,2,183.0,40.049,13.29,1.026,1.026,12.2,1.128,1.01
44,1,6.0,42.31,1.034,0.139,0.139,1.21,0.102,0.115
45,1,498.0,42.541,1.264,0.107,0.107,1.247,0.113,0.117
46,1,7.0,44.958,1.195,0.107,0.107,1.037,0.102,0.101
47,1,157.0,45.942,1.086,0.123,0.123,1.011,0.135,0.101
48,1,13.0,45.996,1.289,0.137,0.137,1.258,0.125,0.101
49,1,512.0,46.109,1.032,0.134,0.134,1.32,0.129,0.11
50,1,59.0,46.485,1.19,0.124,0.124,1.296,0.126,0.119
51,2,222.0,48.433,11.707,1.292,1.292,10.017,1.083,1.089
52,2,68.0,48.669,12.478,1.011,1.011,11.999,1.024,1.081
53,1,90.0,49.298,1.134,0.138,0.138,1.247,0.119,0.1
54,1,59.0,49.307,1.098,0.112,0.112,1.278,0.115,0.108
55,2,96.0,49.494,10.431,1.185,1.185,11.593,1.026,1.031
56,1,7.0,49.509,1.061,0.121,0.121,1.043,0.125,0.107
57,2,193.0,50.537,12.684,1.051,1.051,10.098,1.134,1.005
58,1,13.0,50.603,1.116,0.109,0.109,1.016,0.132,0.112
59,2,160.0,50.675,12.185,1.115,1.115,12.347,1.347,1.055
60,1,49.0,51.308,1.242,0.106,0.106,1.104,0.106,0.104
61,1,120.0,51.416,1.297,0.111,0.111,1.249,0.137,0.109
62,1,120.0,51.749,1.287,0.134,0.134,1.141,0.137,0.114
63,1,7.0,52.244,1.099,0.13,0.13,1.031,0.124,0.113
64,2,211.0,52.992,10.241,1.068,1.068,10.955,1.246,1.008
65,1,28.0,54.355,1.056,0.133,0.133,1.059,0.124,0.11
66,2,104.0,54.386,12.777,1.195,1.195,10.703,1.104,1.003
67,2,210.0,54.587,10.463,1.229,1.229,10.132,1.317,1.081
68,1,10.0,54.627,1.179,0.112,0.112,1.028,0.111,0.116
69,1,512.0,55.763,1.039,0.111,0.111,1.106,0.125,0.119
70,1,103.0,56.523,1.085,0.119,0.119,1.013,0.126,0.117
71,1,498.0,56.892,1.027,0.102,0.102,1.309,0.117,0.119
72,2,115.0,57.383,12.588,1.065,1.065,10.54,1.3,1.085
73,1,169.0,58.942,1.319,0.103,0.103,1.188,0.129,0.115
74,2,96.0,59.244,10.948,1.145,1.145,11.699,1.277,1.088
75,1,512.0,60.345,1.24,0.138,0.138,1.257,0.105,0.11
76,2,149.0,62.254,12.587,1.238,1.238,12.951,1.115,1.055
77,1,559.0,62.284,1.15,0.139,0.139,1.004,0.107,0.104
78,1,157.0,63.86,1.195,0.116,0.116,1.069,0.114,0.108
79,1,6.0,63.867,1.056,0.136,0.136,1.195,0.138,0.103
80,2,192.0,64.474,11.595,1.05,1.05,12.441,1.211,1.08
81,2,109.0,64.581,12.332,1.041,1.041,10.96,1.054,1.012
82,1,7.0,65.247,1.105,0.116,0.116,1.012,0.111,0.11
83,2,70.0,65.491,13.126,1.253,1.253,13.126,1.254,1.001
84,1,120.0,65.731,1.249,0.108,0.108,1.016,0.126,0.102
85,2,233.0,66.77,10.948,1.266,1.266,13.409,1.203,1.011
86,1,126.0,67.429,1.254,0.113,0.113,1.24,0.138,0.118
87,1,146.0,67.542,1.289,0.115,0.115,1.195,0.119,0.119
88,1,30.0,67.959,1.185,0.138,0.138,1.12,0.118,0.118
89,1,44.0,67.984,1.046,0.118,0.118,1.291,0.136,0.115
90,1,6.0,68.296,1.226,0.101,0.101,1.188,0.128,0.11
91,1,59.0,68.606,1.049,0.123,0.123,1.195,0.124,0.11
92,1,512.0,68.771,1.327,0.109,0.109,1.01,0.137,0.106
93,1,498.0,68.852,1.307,0.136,0.136,1.105,0.102,0.105
94,1,146.0,68.88,1.271,0.129,0.129,1.008,0.136,0.12
95,1,59.0,70.227,1.207,0.115,0.115,1.114,0.108,0.113
