task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.481,2.47,0.995,2.416,1.203
1,0.977,1.213,0.991,1.316,0.824
1,1.207,2.088,0.875,1.245,1.449
1,1.479,2.046,1.132,1.351,0.944
1,1.986,1.262,0.883,1.349,1.234
2,2.227,4.039,1.559,2.234,0.973
1,3.339,1.261,0.633,1.455,1.132
1,4.571,1.289,0.837,2.138,1.218
2,4.866,6.225,0.791,4.327,2.899
1,6.047,0.95,0.996,1.227,0.611
2,7.59,8.728,0.476,2.25,0.557
2,8.101,7.011,0.855,8.728,3.142
1,8.133,1.289,1.618,1.216,0.87
2,8.822,13.868,1.156,1.641,1.159
1,8.854,2.103,0.93,1.294,0.626
1,9.691,1.747,1.173,1.434,1.597
2,10.713,4.289,0.959,2.578,3.113
1,11.351,1.753,0.623,1.319,0.789
2,11.427,1.899,1.397,2.313,0.747
1,12.826,2.043,0.849,1.32,0.957
1,13.614,1.466,0.969,1.021,1.264
1,13.996,2.016,0.617,1.328,0.994
2,14.243,4.07,1.124,1.73,1.663
2,14.984,10.526,0.846,12.508,1.334
1,15.093,1.01,0.884,1.501,1.07
1,16.75,1.302,0.956,2.103,0.832
2,18.362,3.698,1.813,8.464,0.865
2,18.366,4.548,0.873,6.492,1.934
1,19.119,1.391,1.282,0.957,0.719
2,19.714,5.594,1.639,3.299,1.152
1,20.855,1.812,0.958,1.441,0.73
1,21.572,1.501,0.732,1.777,0.624
1,21.688,1.199,1.109,1.048,1.522
2,23.477,3.279,1.857,2.369,1.232
1,24.208,1.539,0.869,1.767,0.905
1,25.05,1.284,1.396,1.438,0.981
1,26.245,1.213,0.884,1.193,1.128
1,26.539,2.277,0.624,2.436,0.877
2,26.957,6.553,0.992,3.032,0.699
1,28.011,1.091,0.85,2.305,0.785
1,29.315,1.235,0.831,1.091,0.619
1,30.16,1.32,1.113,1.134,1.266
1,30.54,2.191,1.264,1.398,0.903
2,31.304,3.134,0.84,4.13,1.194
1,32.681,1.435,0.857,2.119,0.617
2,32.957,5.064,0.809,2.434,1.601
1,33.059,1.363,0.937,1.98,0.789
2,33.661,3.028,1.717,6.156,1.399
1,35.517,1.406,0.949,1.312,0.828
1,35.713,1.247,1.434,1.15,0.951
2,35.79,12.341,3.335,3.658,1.236
2,37.0,4.516,0.601,5.488,1.703
1,37.025,1.096,1.458,1.032,0.968
2,38.513,2.199,0.601,9.635,1.236
2,39.012,4.684,0.567,3.223,1.21
2,39.623,11.077,1.199,2.997,1.194
1,39.742,1.11,0.935,1.018,0.993
1,39.756,1.232,0.827,1.309,0.929
1,39.927,1.426,1.342,1.207,1.109
1,40.344,2.436,0.909,1.311,0.853
2,42.361,4.039,1.637,3.188,2.232
1,44.086,1.277,0.729,1.512,0.621
1,44.166,1.2,0.623,1.315,1.337
1,45.308,1.251,0.994,1.009,0.968
2,46.242,1.48,3.112,3.297,0.811
2,47.73,5.748,0.73,1.973,0.656
1,47.787,1.425,0.614,1.99,1.437
2,48.623,9.602,1.194,10.867,2.221
2,49.386,5.698,0.738,3.443,0.761
2,49.387,2.193,2.4,2.578,1.066
2,49.453,5.43,2.84,6.769,1.366
2,49.561,4.852,0.737,4.99,1.1
2,49.709,6.635,0.907,3.029,1.639
1,55.303,1.154,0.958,1.766,1.115
2,55.357,2.234,1.232,2.446,0.691
2,55.801,2.684,2.213,11.459,3.343
1,57.613,1.309,0.732,1.09,1.192
2,58.571,3.028,1.934,3.24,0.983
1,58.822,1.259,0.613,1.488,0.623
1,60.234,1.297,1.215,1.255,1.347
2,60.245,4.858,3.43,6.287,1.011
2,60.72,1.75,3.012,3.263,1.76
1,61.155,1.541,0.863,1.216,0.676
2,61.206,6.358,0.588,11.641,0.9
2,62.317,7.238,1.345,4.287,2.091
2,62.383,5.376,1.145,2.085,2.873
1,62.867,1.22,1.247,1.221,0.917
2,63.068,4.324,1.688,5.206,1.335
2,65.272,5.661,0.901,1.074,0.825
2,66.838,2.055,1.414,5.106,0.856
1,68.328,1.278,0.867,1.26,0.619
2,68.846,11.71,0.918,7.67,1.014
1,69.161,1.318,1.246,1.943,0.611
1,70.032,2.079,1.121,2.069,1.339
1,71.658,1.489,0.935,2.025,0.946
2,72.025,5.106,1.011,10.731,3.11
1,72.857,1.255,0.88,2.037,0.875
1,73.263,1.803,1.116,1.091,0.764
2,73.414,4.529,1.641,3.929,0.661
2,73.798,4.341,0.621,11.548,1.302
2,73.87,3.435,1.061,7.13,0.929
2,74.253,5.212,1.822,10.361,3.169
1,79.517,1.252,1.346,0.991,1.196
2,80.021,4.922,0.884,3.538,1.966
1,80.837,2.459,1.216,2.116,0.934
2,81.073,5.298,1.317,7.372,2.751
2,82.454,3.984,2.119,4.379,1.969
2,82.679,13.021,0.804,9.53,1.131
1,83.178,1.237,0.804,1.475,0.867
2,83.481,3.622,0.669,6.948,1.236
1,83.838,1.98,0.732,1.273,0.954
1,86.471,2.186,1.405,1.329,0.948
1,86.751,1.417,1.258,2.04,0.907
1,87.315,1.438,0.629,1.006,0.912
1,87.983,1.104,0.825,1.943,0.971
2,88.13,3.234,1.085,6.979,2.574
1,89.151,1.255,0.638,0.987,0.62
2,89.616,7.429,0.992,7.304,1.737
2,89.675,4.735,1.162,12.508,2.854
