task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.002,5.58,5.65,1.01,111.83,107.63,106.09,5.55,10.74,5.08,5.25,0.93,102.14,101.09,101.8,5.46,10.69
T4,0.004,5.31,5.38,1.1,102.38,106.88,94.65,5.29,10.63,5.8,5.58,1.05,107.65,102.29,110.46,5.32,10.56
T1,0.005,4.99,5.29,1.02,105.39,105.52,96.36,5.01,10.34,4.69,4.93,1.03,115.22,104.01,108.0,5.15,10.01
T10,0.015,5.53,4.62,1.04,99.8,108.91,108.8,5.26,10.74,5.26,4.82,1.06,103.6,113.92,107.16,5.13,10.58
T9,0.032,5.13,4.98,1.05,116.57,102.69,98.04,4.99,10.88,5.14,5.41,1.06,106.8,99.35,96.13,5.52,9.87
T6,0.041,4.66,5.35,0.99,102.08,102.63,112.48,5.59,10.04,5.28,4.64,1.06,108.27,98.28,112.14,5.19,10.18
T2,0.042,5.91,5.05,0.99,102.09,100.75,99.24,5.02,9.75,5.1,5.14,1.17,101.86,95.07,116.1,5.62,10.73
T2,0.043,5.51,5.37,1.1,104.78,94.75,107.24,5.81,10.49,5.31,5.6,1.11,105.02,100.42,116.44,5.15,9.85
T4,0.048,5.83,5.56,1.04,112.52,96.01,109.06,5.34,11.7,5.36,5.53,1.01,113.26,109.19,109.37,4.96,10.16
T2,0.054,5.08,5.56,1.1,105.09,101.0,104.65,5.46,10.1,5.13,5.72,1.09,96.19,99.11,116.29,5.24,9.84
T3,0.056,5.0,5.29,1.0,100.19,107.06,103.87,5.8,11.34,5.6,5.45,0.97,108.33,105.37,111.72,5.8,9.84
T1,0.072,4.84,5.27,1.05,112.58,107.56,99.4,5.39,9.22,4.82,5.66,1.01,111.94,106.75,98.45,4.94,9.84
T9,0.074,5.67,5.03,1.01,116.99,105.94,102.43,5.5,11.3,5.33,4.83,0.96,101.28,106.36,94.35,4.95,11.17
T3,0.09,5.35,5.41,0.93,110.37,113.11,110.11,5.58,9.91,5.32,5.05,1.08,100.06,112.78,112.96,5.65,11.02
T7,0.093,5.33,5.33,1.05,103.96,103.63,97.65,4.76,11.26,5.03,5.28,1.07,105.59,106.08,105.22,5.21,10.72
T1,0.121,5.15,5.08,1.07,113.66,107.92,100.66,5.75,10.88,5.42,5.06,1.06,108.19,104.96,98.77,4.93,9.89
T7,0.149,5.02,5.67,1.03,109.48,93.41,107.1,4.9,10.27,5.56,5.54,1.15,106.63,99.19,113.95,5.4,11.16
T1,0.161,4.86,5.6,1.03,112.61,103.11,93.96,5.34,10.91,5.49,4.8,1.18,103.29,107.78,98.54,5.73,10.3
T6,0.164,5.22,5.43,1.03,106.45,105.6,98.65,4.79,11.25,5.33,5.01,1.02,107.62,111.39,101.09,5.08,11.54
T8,0.169,4.92,5.14,1.11,113.89,111.44,103.14,4.64,11.11,5.67,5.35,1.05,111.67,96.36,103.0,5.36,9.61
T6,0.175,5.22,5.35,1.09,98.0,105.04,97.72,5.65,9.94,5.28,4.97,0.96,108.12,111.7,97.85,5.13,10.29
T4,0.175,5.08,5.44,0.97,104.08,104.06,106.45,4.92,10.68,5.53,5.24,1.07,110.41,102.1,94.85,5.58,11.21
T6,0.195,4.67,5.04,1.01,113.51,96.24,112.79,5.11,11.12,5.33,5.25,1.05,104.83,111.21,97.93,4.93,9.85
T10,0.228,5.4,5.08,1.05,97.59,114.79,102.38,5.3,10.77,5.05,5.16,1.09,103.19,108.73,100.21,5.38,10.41
T2,0.237,5.5,5.69,0.99,96.01,100.77,102.32,5.03,10.08,5.58,5.58,1.14,105.82,101.5,111.01,5.55,10.13
T4,0.238,5.26,4.93,0.97,98.38,109.75,110.09,5.17,11.14,5.46,5.32,1.06,102.38,103.93,105.07,5.53,10.13
T1,0.263,5.12,4.97,1.02,110.77,96.67,110.53,5.78,10.09,5.4,4.92,1.02,112.82,100.39,100.97,5.79,10.02
T6,0.272,5.12,4.58,0.95,102.04,100.92,98.67,4.88,11.12,5.45,4.73,1.07,103.36,113.38,105.96,5.6,10.86
T9,0.276,5.12,5.62,1.02,103.07,98.73,101.0,5.49,11.26,5.34,5.05,0.94,106.92,104.26,101.29,5.62,9.86
T1,0.276,4.94,5.38,1.1,116.12,97.77,111.59,5.5,9.26,5.33,5.53,1.01,104.03,95.16,95.95,5.16,10.67
T7,0.279,5.71,5.47,1.17,105.72,105.02,97.1,5.03,10.23,5.4,4.93,1.08,104.43,108.9,114.51,4.96,11.46
T9,0.286,5.84,5.54,0.98,105.26,109.78,108.31,4.96,10.7,5.53,5.25,0.95,100.93,106.15,94.48,5.55,10.23
T4,0.287,5.61,5.03,0.97,98.73,105.75,94.64,5.52,10.55,5.3,5.47,1.05,108.92,109.08,109.37,5.44,10.84
T4,0.295,5.51,5.3,1.0,108.09,98.04,104.19,5.42,10.49,5.1,5.06,1.06,112.93,103.94,107.62,5.13,10.5
T1,0.303,4.98,5.54,1.14,109.45,92.55,93.93,4.93,9.87,5.2,5.37,1.08,103.98,100.17,100.77,5.59,10.3
T7,0.33,5.53,4.92,1.1,107.83,94.28,111.67,5.2,10.25,5.54,5.19,1.07,103.72,94.78,97.26,5.47,11.33
T2,0.345,5.56,5.28,1.12,102.82,108.64,108.68,5.83,10.91,5.86,5.66,1.14,94.21,95.07,116.14,5.56,9.86
T1,0.346,4.84,5.46,1.0,107.14,94.66,110.89,5.07,9.79,5.46,5.26,1.14,99.84,108.89,109.45,5.45,10.73
T10,0.352,5.31,5.29,0.95,102.06,99.88,105.26,5.86,11.45,5.37,5.03,1.05,104.2,115.82,102.35,5.29,10.49
T5,0.357,5.06,5.2,1.13,109.29,111.32,95.18,4.97,10.65,4.89,5.1,1.13,97.96,103.9,97.39,5.15,11.68
T9,0.368,5.26,5.37,0.96,116.19,96.21,98.38,5.15,9.92,5.1,5.26,1.06,110.47,101.58,102.11,5.59,11.37
T2,0.37,5.92,5.42,1.14,99.41,97.48,104.0,5.21,9.68,5.17,5.66,1.08,92.81,105.3,108.47,5.22,10.29
T1,0.374,5.26,5.04,1.07,100.4,97.4,98.83,5.26,9.8,5.35,5.58,1.18,99.95,107.91,109.86,4.94,10.24
T9,0.388,5.72,4.82,1.07,106.72,104.59,107.34,5.48,10.87,5.71,5.6,0.93,105.94,101.58,93.21,4.96,10.25
T5,0.391,5.22,5.36,1.04,112.48,105.25,94.19,4.97,11.2,5.16,4.76,1.09,98.22,99.92,101.49,5.15,11.6
T6,0.41,4.74,5.1,0.97,112.44,101.25,106.52,5.3,11.23,5.37,4.96,0.98,101.11,97.01,106.85,4.91,9.8
T5,0.411,5.35,5.52,1.03,108.25,108.02,110.33,4.95,11.23,5.45,4.73,1.02,114.98,110.62,106.68,4.68,11.48
T9,0.417,5.7,5.29,1.05,104.05,100.07,100.37,5.01,9.75,5.01,5.11,1.04,101.09,97.38,105.18,5.5,11.38
T8,0.418,4.86,5.38,1.05,99.57,105.49,106.75,4.69,9.73,5.23,5.13,1.03,111.67,106.98,103.43,4.97,11.26
T9,0.431,5.29,5.52,0.99,115.9,97.54,106.36,5.08,10.25,5.73,5.12,0.93,114.96,102.35,105.49,5.73,9.7
T7,0.436,5.59,4.83,1.08,113.01,109.76,97.58,4.82,10.27,5.15,5.45,1.07,97.85,106.92,108.29,5.53,10.81
T7,0.444,5.26,5.32,1.15,107.53,103.97,102.96,5.23,10.31,5.27,5.59,1.09,113.61,94.64,110.21,4.75,10.16
T2,0.444,5.4,5.04,1.12,100.71,103.75,104.33,5.19,9.64,5.66,5.54,1.13,107.99,98.82,111.96,5.02,10.5
T10,0.445,5.29,5.38,1.1,98.98,111.81,104.07,5.57,11.11,5.19,4.83,0.96,98.24,100.03,103.36,5.89,10.91
T9,0.452,5.63,5.0,0.95,102.66,111.12,109.38,5.57,10.92,5.57,5.17,0.93,117.36,106.05,106.99,5.5,11.26
T6,0.46,5.22,4.89,0.93,113.69,110.62,97.46,5.21,10.86,5.22,4.89,1.0,104.61,110.45,98.65,5.68,11.36
T2,0.469,5.65,5.51,1.08,107.46,92.38,111.68,5.54,11.22,5.27,5.78,1.17,109.11,109.35,109.17,5.66,10.89
T3,0.471,5.03,5.25,1.02,110.53,111.24,104.49,5.13,10.08,4.99,5.79,0.93,108.04,112.95,116.53,5.84,9.95
T10,0.478,5.42,5.11,0.97,106.16,98.0,101.9,5.71,10.74,5.32,5.36,1.01,96.46,106.29,98.48,5.0,11.2
T8,0.479,5.33,4.96,1.15,106.09,109.81,106.78,4.89,11.28,5.01,4.88,1.13,116.62,102.42,97.22,5.31,10.15
T1,0.479,5.15,4.84,1.05,102.47,97.95,106.88,5.7,10.73,4.73,4.98,1.12,114.64,105.26,97.76,4.9,10.12
T4,0.491,5.49,5.02,1.04,112.06,98.2,106.86,4.95,11.67,5.38,5.37,1.03,104.51,105.11,107.65,5.03,10.03
T7,0.495,5.63,5.0,1.05,100.37,110.36,100.43,5.24,10.25,5.51,5.09,0.99,96.34,97.09,99.45,5.14,10.94
T5,0.497,5.56,5.24,1.16,103.02,100.55,94.89,5.42,10.35,4.94,4.97,1.12,97.44,114.81,109.86,5.44,11.77
T6,0.505,4.65,4.59,1.01,103.36,103.05,100.74,5.64,10.97,5.08,5.07,1.01,98.24,107.92,97.02,4.95,10.32
T7,0.506,4.9,5.2,1.15,98.73,95.87,100.2,5.01,10.95,5.54,5.35,1.16,106.27,99.84,101.01,5.1,10.15
T1,0.53,5.34,5.26,1.17,101.75,98.12,99.06,5.51,10.33,4.95,5.56,1.04,103.39,94.27,95.02,5.13,10.92
T5,0.532,5.06,4.83,1.02,98.7,105.9,104.44,5.45,11.35,4.87,5.02,1.02,108.99,110.09,95.21,5.24,10.24
T6,0.558,4.68,5.44,1.07,103.12,103.39,110.45,5.39,10.65,4.69,5.21,1.01,101.96,102.36,99.4,5.44,11.31
T5,0.564,5.33,4.98,1.18,111.37,110.4,102.06,4.65,10.62,4.95,5.25,1.06,111.03,108.67,111.35,4.9,11.05
T6,0.576,5.32,4.82,1.08,106.28,97.14,105.99,4.8,11.12,4.76,5.19,0.94,103.14,106.74,102.44,5.14,10.94
T10,0.581,5.48,4.66,1.11,107.11,103.06,93.55,5.41,10.41,5.36,5.39,1.03,105.34,111.4,100.46,5.36,11.72
T4,0.584,5.35,5.18,1.03,113.06,109.77,99.35,5.03,10.74,5.17,4.8,1.04,98.21,102.98,106.4,5.26,11.37
T3,0.598,5.06,5.13,1.09,101.5,105.89,109.65,5.09,11.03,5.05,5.86,0.96,100.81,111.77,112.54,5.47,10.89
T10,0.598,5.4,5.0,1.0,103.36,106.42,94.66,5.19,11.38,4.98,5.06,1.12,107.58,99.1,105.25,5.69,10.4
T6,0.6,4.85,5.32,0.95,102.58,96.47,113.73,4.84,9.82,4.89,4.88,1.07,107.45,113.66,97.66,5.43,11.08
T5,0.601,5.06,4.65,1.06,97.32,103.08,101.96,5.44,11.77,5.43,4.83,1.13,109.39,109.09,96.2,5.46,10.02
T1,0.608,5.4,5.5,1.12,111.34,92.52,104.78,5.71,10.07,5.44,4.89,1.08,98.72,104.59,97.14,5.53,10.28
T1,0.619,5.28,5.28,1.09,115.88,106.68,99.24,4.95,9.66,5.18,5.41,1.05,107.4,92.6,104.28,5.42,10.88
T10,0.627,4.96,5.0,1.06,96.25,107.52,107.15,5.32,10.26,4.71,5.09,0.98,98.97,113.38,93.88,5.8,10.57
T6,0.629,5.44,4.8,1.04,104.01,111.16,112.28,5.39,10.43,4.88,5.27,1.05,97.59,105.64,99.72,5.0,10.2
T3,0.65,5.01,5.09,1.0,98.67,104.36,106.8,5.3,10.54,5.18,5.08,1.0,102.92,111.95,114.7,5.59,10.57
T7,0.666,5.62,5.07,1.16,113.73,106.88,107.62,4.92,10.54,5.15,5.16,1.0,113.31,102.26,109.37,5.59,10.29
T7,0.667,5.77,5.32,1.06,110.13,109.63,109.01,4.77,10.47,4.94,5.64,1.08,100.82,99.36,104.9,5.38,10.56
T9,0.67,5.13,4.83,1.0,114.26,98.69,94.78,5.27,11.34,5.26,5.24,1.08,103.26,101.02,92.37,5.54,11.07
T9,0.69,5.47,5.42,1.0,111.75,96.38,92.59,4.9,9.8,5.22,5.65,1.04,107.79,104.85,92.36,5.53,10.45
T9,0.707,5.64,5.38,1.02,109.16,99.84,107.04,5.43,10.79,5.08,5.47,1.03,115.69,111.58,102.74,5.18,9.74
T9,0.71,5.24,4.89,1.09,110.48,108.39,96.58,5.34,11.04,5.76,5.39,1.04,118.2,100.65,103.97,5.5,10.51
T4,0.752,4.97,5.12,0.97,101.25,95.79,104.74,4.89,9.95,5.14,5.33,1.11,109.5,102.44,107.88,5.7,10.36
T6,0.768,4.89,4.7,1.03,97.52,109.26,113.93,4.92,10.53,5.41,5.4,0.97,105.95,105.9,105.43,4.8,9.91
T8,0.78,5.13,4.7,1.14,116.38,105.12,112.39,5.26,11.15,5.03,5.24,1.09,106.66,95.4,110.81,5.47,9.88
T9,0.781,5.61,5.22,0.99,104.35,100.46,107.53,5.22,11.39,4.99,5.26,1.04,115.93,99.88,100.05,5.25,10.95
T8,0.784,5.44,5.31,1.1,112.31,107.44,101.7,5.23,9.89,4.86,4.83,1.14,100.37,96.08,114.54,5.44,11.17
T5,0.785,5.53,5.09,1.05,110.59,114.45,95.06,5.15,10.74,4.79,5.18,1.06,101.67,110.59,101.34,5.32,11.54
T8,0.797,5.38,5.26,1.05,115.52,99.79,109.77,4.73,10.81,5.34,5.16,1.08,118.03,108.13,109.13,5.26,9.62
T9,0.822,5.29,5.18,0.95,101.06,107.86,104.32,5.06,10.45,5.63,5.42,0.95,101.75,111.78,108.34,5.13,10.76
T6,0.852,5.41,4.81,1.02,106.41,110.3,105.87,4.88,11.28,4.88,5.11,1.06,99.92,104.35,109.46,4.85,10.64
T1,0.87,5.2,5.0,1.08,115.61,92.94,110.95,5.75,10.73,4.84,5.56,1.1,98.56,105.61,100.07,5.73,10.87
T5,0.87,4.87,5.42,1.11,104.68,106.38,95.12,5.4,11.54,4.83,5.18,1.08,109.46,100.32,102.06,5.12,11.19
T3,0.873,5.68,5.43,0.93,108.11,111.02,103.18,5.56,10.85,5.11,5.02,0.96,97.09,112.52,109.51,5.76,10.56
T5,0.876,5.44,4.7,1.02,112.11,112.27,99.04,4.79,10.58,4.97,5.11,1.1,113.89,103.72,94.05,4.71,11.81
T3,0.892,5.64,5.04,0.97,98.13,97.26,108.96,5.78,11.08,5.68,5.55,1.09,104.84,107.5,108.85,5.32,11.3
T2,0.898,5.67,5.66,1.05,97.85,102.79,114.64,4.95,10.27,5.88,5.59,1.08,105.14,94.43,110.99,5.84,10.5
T3,0.915,5.6,5.2,0.93,99.21,100.4,116.39,5.75,10.14,5.11,5.47,0.96,107.62,108.35,112.33,4.93,11.56
T6,0.923,4.62,4.94,1.03,102.96,103.43,100.9,4.93,10.37,5.11,4.95,1.04,105.8,98.91,97.19,5.24,10.12
T9,0.927,5.32,5.04,1.05,116.05,96.18,95.6,5.46,11.23,5.57,4.96,1.0,113.63,101.94,99.2,5.31,11.32
T10,0.947,5.5,4.9,1.1,102.05,112.87,96.38,5.54,11.76,5.28,4.78,1.07,94.48,101.51,98.99,4.99,10.72
T4,0.947,5.16,5.38,1.11,107.84,103.0,103.23,4.93,11.57,5.77,4.88,0.97,102.15,104.75,96.09,5.24,11.37
T2,0.948,5.42,5.78,1.05,100.29,94.96,104.98,5.31,10.55,5.91,5.62,1.06,98.52,97.79,104.71,5.54,10.8
T1,0.964,5.15,5.56,1.09,106.7,95.45,101.51,5.8,9.89,5.45,5.38,1.04,106.77,106.33,107.08,5.5,10.14
T8,0.992,4.93,5.07,1.05,113.63,99.76,104.8,4.95,11.25,5.4,4.86,1.16,115.22,100.66,113.03,4.67,10.73
T2,0.997,5.58,5.22,1.12,100.25,101.63,114.9,5.44,9.76,5.76,5.8,1.01,95.63,102.4,109.26,5.75,11.14
T9,1.007,5.37,4.99,1.0,112.6,113.62,99.39,5.28,11.03,5.33,5.53,1.06,101.26,111.53,96.32,5.17,10.5
T1,1.019,5.07,5.0,1.06,111.3,94.86,108.27,5.4,9.91,4.93,4.94,1.1,98.1,104.32,100.1,5.45,10.04
T4,1.054,5.3,5.31,0.95,100.41,97.79,99.64,4.88,9.9,5.78,5.44,1.1,111.31,104.69,104.49,5.02,11.3
T1,1.054,4.84,5.27,1.17,106.81,107.23,101.92,5.52,9.58,4.84,4.79,1.03,111.93,93.95,100.97,5.67,10.26
T6,1.056,4.67,5.38,1.0,112.02,111.29,111.24,5.06,10.0,4.84,4.96,0.98,104.87,97.4,106.68,5.11,10.71
