task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
4,0.138,2.413,1.555,4.394,0.892,1.731,1.609,4.377,0.821
4,0.392,2.123,1.459,4.804,0.907,1.734,1.551,3.895,0.872
1,0.469,1.857,1.538,4.88,0.818,2.011,1.779,4.412,0.779
1,0.749,1.97,1.905,4.88,0.76,2.343,1.459,4.373,0.791
4,0.775,2.322,1.636,4.046,0.957,2.067,1.41,4.417,0.874
2,0.835,2.585,2.088,4.462,1.002,2.114,1.793,5.016,0.74
4,0.884,1.809,1.606,4.468,0.952,2.056,1.786,4.916,0.973
2,0.985,1.95,2.049,4.44,0.782,2.437,1.705,4.22,0.999
4,1.248,1.857,1.648,4.209,0.942,1.747,1.473,3.707,0.786
2,1.251,2.587,1.949,3.972,0.733,1.95,1.571,4.327,0.817
2,1.354,2.155,2.108,4.919,0.871,2.01,1.556,4.592,0.741
4,1.389,1.905,1.57,4.973,0.989,1.826,1.657,4.856,0.901
4,1.462,2.063,1.529,4.62,0.973,2.353,1.483,4.989,0.966
1,1.533,2.582,1.874,4.753,0.842,2.474,1.68,3.765,0.619
3,1.818,2.188,1.551,4.784,0.735,2.174,1.431,4.565,0.749
1,1.868,2.049,1.579,4.027,0.753,2.045,1.476,4.34,0.752
4,2.46,2.291,1.342,4.029,0.835,1.904,1.72,4.925,0.948
4,2.47,2.385,1.892,5.049,1.022,2.376,1.794,3.978,1.071
4,2.484,2.414,1.85,3.961,1.066,1.986,1.794,4.838,0.829
1,2.573,2.6,1.667,3.847,0.822,2.591,1.582,4.361,0.751
2,2.887,2.163,1.678,5.025,0.928,2.076,1.808,4.933,0.756
2,3.003,2.243,1.898,3.978,0.745,1.873,1.91,4.76,0.768
2,3.189,2.215,1.938,5.134,0.981,2.587,2.065,3.721,1.007
3,3.466,1.967,1.604,5.818,0.987,2.2,1.358,4.336,0.875
4,3.522,2.421,1.868,4.67,0.878,2.234,1.708,4.123,0.876
2,4.126,2.218,1.92,3.885,0.955,2.095,1.625,4.107,0.951
3,4.195,1.789,1.736,4.338,0.733,1.721,1.748,5.488,0.964
2,4.265,2.405,1.821,5.11,0.772,2.614,1.618,3.978,0.85
4,4.565,1.797,1.39,4.809,1.014,1.773,1.513,4.615,0.941
4,4.58,2.383,1.578,4.003,0.824,2.125,1.464,4.353,0.949
2,4.732,2.208,1.525,4.62,0.955,2.624,1.762,3.751,0.863
3,4.865,2.214,1.308,4.577,0.873,2.281,1.451,5.384,0.921
1,4.954,2.317,1.87,4.076,0.662,2.513,1.434,4.775,0.818
3,5.0,2.422,1.689,5.413,0.826,2.26,1.374,5.48,0.734
4,5.382,1.74,1.674,4.77,0.911,2.353,1.485,3.907,0.775
3,5.403,2.34,1.521,4.356,0.868,1.993,1.714,5.087,0.992
4,5.421,2.223,1.499,4.907,0.871,2.076,1.593,4.976,0.759
2,5.43,2.256,1.636,3.93,0.751,2.368,1.804,3.622,0.763
1,5.566,2.192,1.735,3.972,0.86,1.989,1.517,4.301,0.742
2,5.611,2.215,1.795,4.919,0.804,2.426,1.654,4.982,0.72
3,5.648,2.051,1.784,4.702,0.978,1.807,1.622,4.947,0.849
4,5.652,1.985,1.701,4.557,0.778,1.798,1.7,4.916,0.871
1,5.778,2.548,1.866,3.769,0.806,2.051,1.771,4.386,0.755
1,5.791,2.015,1.97,4.246,0.826,1.947,1.515,4.851,0.773
