task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.178,101.81,98.89,1.01,10.68,108.01,100.79,11.21,104.47,113.42,100.73,1.11,9.78,107.45,105.12,10.23,108.58
T2,0.484,101.64,98.09,1.07,9.74,99.32,108.16,10.18,104.23,99.18,102.1,1.06,11.45,97.53,107.35,10.53,93.55
T2,0.787,107.65,106.16,1.13,11.2,96.51,93.14,9.98,97.46,106.59,104.14,1.06,10.09,94.15,101.26,10.31,108.2
T2,0.817,108.44,106.96,1.05,10.64,111.58,98.08,10.76,96.11,107.53,111.24,1.04,10.51,103.41,108.03,9.43,93.25
T3,0.869,114.58,107.25,1.15,11.44,105.45,110.38,11.13,110.12,114.08,109.96,1.15,10.76,107.45,99.72,10.76,107.95
T1,1.125,102.09,109.92,1.03,10.22,100.44,105.58,9.9,96.11,106.4,107.65,0.98,9.96,103.6,97.18,9.19,100.9
T4,1.146,95.19,102.44,1.02,10.48,96.56,101.6,11.33,99.53,102.32,103.17,0.97,10.73,103.16,100.36,10.6,111.1
T4,1.192,97.23,107.52,1.08,10.34,102.29,101.38,10.36,96.32,107.89,103.64,0.92,10.52,111.23,106.77,10.56,108.54
T2,1.264,106.53,100.76,1.16,9.78,96.71,107.54,10.42,108.61,102.88,99.32,1.16,10.14,98.22,102.06,10.67,98.21
T2,1.364,103.28,108.89,1.03,9.81,108.05,91.92,9.89,96.83,102.29,102.37,1.01,10.88,94.66,93.0,9.87,93.66
T3,1.523,107.59,109.28,1.03,10.31,99.91,111.93,9.79,109.57,109.08,104.38,1.1,11.14,95.75,112.74,9.65,110.99
T1,1.619,104.87,117.36,1.07,11.36,99.9,103.44,9.89,109.75,113.62,118.59,1.01,11.74,100.14,107.82,9.97,106.0
