task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
2,0.617,3.078,6.0,3.07,5.961
2,0.624,3.033,5.909,3.013,5.952
1,0.808,1.969,1.024,1.956,1.002
2,1.526,3.003,5.91,3.064,5.994
1,1.932,1.913,1.019,1.913,1.058
1,2.258,1.99,1.081,1.911,1.06
1,2.47,1.967,1.01,1.984,1.004
1,2.737,1.975,1.091,1.996,1.067
1,3.978,1.927,1.04,1.973,1.057
2,5.519,3.087,5.97,3.048,5.977
2,5.762,3.023,5.947,3.016,5.962
1,7.867,1.983,1.061,1.998,1.029
1,8.818,1.934,1.042,1.954,1.095
2,9.672,3.072,5.905,3.027,5.985
1,9.861,1.92,1.033,1.933,1.07
1,10.013,1.924,1.077,1.907,1.073
2,11.231,3.032,5.972,3.038,5.909
2,11.305,3.005,5.922,3.013,5.937
2,11.321,3.096,5.946,3.073,5.981
1,11.479,1.922,1.068,1.983,1.018
2,11.571,3.02,5.969,3.021,5.914
2,12.417,3.099,5.932,3.028,5.926
1,12.938,1.925,1.026,1.929,1.089
1,13.748,1.905,1.083,1.965,1.051
2,14.246,3.072,5.992,3.072,5.953
2,15.343,3.026,5.941,3.094,5.957
2,15.538,3.084,5.949,3.055,5.902
2,15.613,3.059,5.983,3.039,5.928
2,15.912,3.056,5.935,3.013,5.948
2,15.984,3.038,5.931,3.09,5.988
2,16.373,3.093,5.962,3.043,5.902
2,17.436,3.06,5.933,3.043,5.961
2,19.263,3.003,5.949,3.002,5.909
2,19.378,3.043,5.916,3.03,5.97
1,19.515,1.953,1.065,1.906,1.063
1,20.06,1.986,1.034,1.973,1.055
1,20.2,1.958,1.084,1.943,1.02
2,21.868,3.027,5.983,3.05,5.934
2,22.376,3.077,5.943,3.042,5.988
1,22.382,1.911,1.004,1.919,1.022
1,23.306,1.977,1.052,1.931,1.062
1,23.684,1.993,1.011,1.966,1.006
1,24.071,1.925,1.018,1.977,1.036
1,26.348,1.91,1.008,1.916,1.057
1,27.766,1.973,1.06,1.985,1.022
2,29.741,3.013,5.972,3.078,5.936
2,29.91,3.083,5.985,3.036,5.945
1,30.57,1.932,1.081,1.902,1.086
1,31.253,1.949,1.072,1.993,1.047
1,31.73,1.995,1.086,1.979,1.058
2,32.398,3.034,5.951,3.079,5.965
1,33.416,1.922,1.055,1.927,1.044
1,33.564,1.984,1.063,1.902,1.02
1,33.691,1.979,1.093,1.958,1.042
1,33.727,1.994,1.055,1.942,1.057
1,34.999,1.949,1.079,1.955,1.083
1,35.107,1.984,1.037,1.997,1.049
2,35.45,3.046,5.952,3.032,5.972
1,35.563,1.928,1.061,1.99,1.065
2,35.637,3.071,5.951,3.091,5.922
2,36.052,3.09,6.0,3.064,5.913
2,36.933,3.041,5.974,3.021,5.971
2,38.052,3.054,5.91,3.023,5.987
1,38.444,1.902,1.043,1.958,1.06
1,38.992,1.919,1.082,1.934,1.027
1,40.164,1.942,1.021,1.935,1.039
2,41.141,3.041,5.959,3.079,5.962
2,41.57,3.078,5.91,3.075,5.941
2,41.733,3.04,5.957,3.075,5.92
1,45.0,1.981,1.028,1.958,1.05
1,45.296,1.931,1.019,1.925,1.042
1,45.979,1.941,1.042,1.965,1.031
2,46.067,3.041,5.938,3.001,5.909
1,46.279,1.989,1.074,1.943,1.03
1,46.831,1.986,1.025,1.982,1.077
2,47.227,3.069,5.949,3.043,5.993
2,47.528,3.013,5.996,3.094,5.957
2,47.656,3.03,5.988,3.018,5.928
1,48.043,1.905,1.025,1.918,1.057
2,48.196,3.005,5.939,3.085,5.917
1,48.429,1.987,1.066,1.932,1.023
2,50.09,3.051,5.937,3.091,5.979
2,50.383,3.04,5.999,3.073,5.995
2,50.946,3.04,5.911,3.048,5.928
2,51.627,3.079,5.982,3.089,5.975
2,52.1,3.071,5.971,3.012,5.947
2,52.788,3.046,5.957,3.002,5.995
2,53.991,3.091,5.996,3.011,5.948
1,54.169,1.96,1.068,1.93,1.072
2,54.421,3.068,5.962,3.077,5.911
2,55.649,3.01,5.943,3.003,5.943
1,55.713,1.978,1.008,1.942,1.078
2,55.718,3.074,5.963,3.005,5.944
1,56.62,1.984,1.015,1.961,1.03
1,57.767,1.993,1.081,1.9,1.06
1,58.122,1.92,1.029,1.984,1.07
2,58.928,3.093,5.968,3.094,5.946
2,61.392,3.065,5.991,3.032,5.949
1,61.721,1.964,1.054,1.965,1.049
1,62.252,1.956,1.004,1.974,1.048
1,62.3,1.947,1.098,1.937,1.004
1,62.328,1.903,1.006,1.909,1.052
1,62.348,1.951,1.041,1.927,1.04
1,62.411,1.94,1.055,1.959,1.032
1,62.466,1.959,1.08,1.913,1.025
2,62.712,3.047,5.984,3.027,5.915
