task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
1,0.072,98.99,107.44,106.3,109.32,95.49,11.05,1.09,109.84,98.68,104.88,106.29,108.54,93.62,10.54,1.12,108.67
3,0.08,109.61,111.44,105.21,107.22,101.13,10.3,1.01,104.23,112.29,106.03,110.33,100.71,105.77,9.67,1.04,107.04
4,0.25,97.26,101.23,99.81,112.92,100.88,9.65,1.01,103.29,112.87,107.27,111.1,113.71,101.6,10.61,0.99,96.82
3,0.292,106.37,109.98,106.7,109.74,98.77,11.03,1.09,93.04,104.46,98.86,99.5,103.58,109.73,10.59,1.11,98.18
3,0.465,98.5,104.84,101.0,101.49,113.51,9.7,1.06,110.05,114.34,111.94,105.52,110.15,97.38,10.96,1.07,106.9
4,0.683,98.95,115.4,101.67,99.8,109.37,10.62,1.14,96.35,106.05,102.12,102.62,102.52,105.34,9.96,1.13,101.49
3,0.903,105.68,103.03,103.25,111.23,101.9,10.78,0.99,97.52,108.73,104.48,100.14,95.65,99.68,9.62,1.0,101.79
1,1.545,100.89,107.87,109.14,108.66,98.46,11.54,1.05,113.84,105.78,98.42,112.24,109.72,105.74,9.84,1.14,116.46
2,1.634,102.88,113.48,101.01,118.0,108.52,11.71,1.04,97.19,99.04,111.16,114.11,112.91,97.29,10.86,1.05,108.46
2,1.73,105.86,100.36,114.95,113.7,108.18,11.6,1.11,110.19,108.31,106.01,99.7,110.63,96.22,11.77,1.04,100.18
3,1.85,102.16,113.18,98.06,112.08,110.09,10.55,1.09,101.85,113.78,106.61,97.96,107.59,103.07,9.62,1.06,106.44
4,2.197,103.06,113.14,104.15,108.96,116.75,10.99,1.12,104.13,107.55,118.27,102.24,107.79,109.31,10.39,0.99,91.99
4,2.757,112.52,116.43,104.91,104.94,109.25,9.91,1.06,104.35,110.97,116.77,102.03,113.41,100.72,10.88,1.11,97.95
4,2.819,101.48,106.33,95.68,106.13,114.23,9.71,1.12,100.65,113.32,101.15,102.01,101.56,109.82,9.61,1.11,103.86
4,2.849,105.52,116.57,105.48,107.88,100.17,9.53,1.07,103.01,111.84,100.86,102.99,112.98,110.77,10.93,1.06,96.85
4,3.09,105.23,116.87,103.09,106.1,100.2,9.77,1.12,105.53,101.08,106.3,104.93,110.49,106.76,10.48,1.02,105.79
3,3.221,107.38,114.65,113.66,108.71,98.6,9.84,1.0,92.75,110.51,102.55,101.06,101.9,110.77,11.11,1.0,97.91
1,3.324,99.13,108.66,105.81,106.76,100.96,10.41,1.08,116.61,96.07,98.92,107.72,98.89,105.07,10.14,1.05,116.46
2,4.009,104.45,110.83,102.25,104.79,103.39,11.44,1.0,104.05,114.75,103.9,116.44,101.3,103.69,10.53,1.17,97.58
1,4.042,100.44,105.28,97.37,100.56,106.51,11.2,1.12,102.76,96.43,99.2,113.58,94.84,96.93,10.17,1.03,114.26
3,4.422,97.12,115.83,110.55,97.23,99.09,10.12,1.04,96.6,99.77,108.36,106.96,102.89,98.54,11.15,1.03,105.73
3,4.484,113.54,113.12,110.7,107.64,101.92,10.42,1.06,107.2,112.74,104.3,104.41,104.42,103.61,10.33,1.02,106.04
3,4.599,99.92,107.54,98.95,106.76,108.54,10.25,1.01,95.6,107.02,110.58,113.42,96.04,96.13,10.98,1.14,108.98
2,4.746,102.35,110.39,110.15,102.23,110.64,10.41,1.09,107.93,107.87,110.05,116.59,106.91,101.04,10.95,1.11,103.28
4,4.798,109.49,110.86,96.96,109.04,100.34,10.65,1.01,94.38,105.52,105.37,94.16,105.05,110.58,9.41,1.02,104.42
2,5.008,106.4,118.55,105.96,111.25,112.24,10.99,1.08,107.17,102.05,116.53,112.51,115.94,107.59,11.69,1.11,111.06
3,5.08,104.36,112.07,104.1,104.15,106.36,10.89,1.06,104.04,105.84,104.75,98.09,107.47,107.89,10.37,1.0,104.32
2,5.33,102.88,106.55,101.06,100.62,97.27,10.5,1.04,105.8,114.72,109.58,107.49,103.92,109.76,10.76,1.12,107.28
2,5.431,115.89,111.64,108.24,107.02,97.87,10.45,0.99,104.12,110.49,116.52,107.15,104.7,104.13,10.47,1.02,106.4
3,6.025,101.5,99.23,106.6,100.87,97.01,9.94,1.09,93.6,99.72,114.92,100.32,107.15,96.65,10.8,1.08,94.65
1,6.043,110.32,109.57,113.12,97.4,110.07,9.84,1.04,113.04,99.07,107.94,115.02,108.76,103.2,10.21,1.05,117.36
3,6.225,104.37,99.88,115.14,99.77,105.38,10.99,1.03,100.31,110.54,111.09,111.79,111.69,99.41,9.84,1.01,99.6
3,6.264,98.6,106.34,106.63,99.19,112.86,10.19,1.0,99.51,102.34,103.7,114.6,110.78,105.66,9.64,1.03,97.74
4,6.364,102.98,111.62,97.94,112.58,102.02,10.72,1.07,107.85,113.65,116.41,105.47,108.84,113.39,10.03,1.17,93.76
2,6.501,113.83,106.98,102.62,107.92,100.29,10.23,1.08,108.44,114.94,102.36,104.66,113.54,103.93,10.56,1.03,113.74
2,6.925,110.99,111.59,100.32,105.3,97.88,10.16,1.03,97.52,114.58,108.91,107.24,118.72,112.87,11.62,1.02,100.14
4,8.034,114.39,113.28,103.26,99.42,108.38,10.52,1.1,106.46,110.13,106.11,109.49,105.0,105.75,9.8,1.07,102.78
3,8.507,107.86,113.3,106.76,98.07,105.39,9.6,1.1,105.3,105.54,114.56,98.92,96.8,106.51,9.84,1.13,100.77
