task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.284,10.32,105.71,115.91,1.07,105.85,103.74,108.21,10.62,11.5,111.08,108.95,0.96,96.48,106.4,112.42,10.19
4,0.383,9.82,107.58,115.63,1.06,110.51,93.92,109.03,10.58,11.31,103.45,106.56,0.93,103.27,102.57,110.25,9.98
2,0.468,9.98,116.84,110.49,0.99,106.6,99.77,112.05,11.4,11.52,114.31,113.74,1.04,100.99,99.99,109.97,10.16
4,0.647,11.47,108.89,103.59,0.95,99.61,107.21,105.27,9.73,11.2,96.04,101.4,1.02,107.07,108.37,116.0,10.71
4,0.978,10.86,98.83,103.01,1.07,97.38,101.92,102.2,10.9,11.11,107.38,114.64,1.03,100.29,103.64,109.31,9.93
2,1.088,10.65,101.98,107.51,1.1,107.65,103.1,117.56,10.28,11.1,105.85,105.46,1.01,98.29,100.91,100.76,11.41
4,1.132,9.76,94.78,118.78,1.04,110.15,94.16,115.83,10.62,11.38,101.9,112.35,0.96,99.44,99.99,114.38,9.58
2,1.232,10.79,104.51,101.32,1.09,101.12,100.89,108.37,11.37,10.92,105.85,107.42,1.08,97.61,105.71,100.31,10.24
4,1.382,9.93,100.11,101.09,1.08,102.19,102.26,103.82,9.31,10.25,99.51,118.31,1.05,95.94,94.43,102.44,10.1
4,1.466,10.33,104.15,110.19,1.02,104.5,98.61,106.62,9.51,10.97,98.91,113.0,0.95,110.49,103.03,116.18,9.33
2,1.65,11.22,106.27,115.25,1.0,101.37,109.23,115.13,11.22,10.72,106.28,108.95,1.1,108.48,97.53,102.03,10.89
2,2.193,10.18,104.31,106.06,1.1,99.25,104.2,111.93,11.27,11.45,111.69,112.95,1.08,111.46,97.76,117.05,10.24
3,2.454,10.68,112.83,104.76,1.07,97.13,103.12,94.57,10.11,11.08,111.11,104.84,1.11,104.8,102.59,106.27,11.07
1,2.612,10.07,106.54,115.17,1.02,105.29,105.86,105.16,9.88,11.51,100.47,116.62,0.93,101.17,115.52,107.94,10.23
1,3.184,10.16,98.65,104.94,1.05,99.88,113.31,115.0,10.71,10.1,97.99,103.33,1.06,101.44,99.1,100.33,9.88
2,3.223,10.27,115.45,111.64,1.05,100.4,104.38,115.74,11.84,11.41,117.33,117.11,0.96,96.67,105.1,117.51,11.45
3,3.449,11.09,112.05,97.42,0.99,100.78,100.87,100.24,9.98,9.44,116.04,106.16,1.08,100.42,110.7,101.95,10.64
1,3.768,11.69,97.54,106.87,1.03,113.93,100.52,103.13,11.38,11.87,100.62,110.01,0.96,99.74,113.44,100.59,10.87
1,4.159,10.56,106.11,110.21,1.06,104.39,108.29,100.45,11.72,11.34,97.22,112.83,0.98,109.9,111.02,113.3,10.49
3,4.16,10.7,113.39,106.29,1.14,99.34,117.68,99.21,10.32,10.82,104.9,108.38,1.03,106.52,107.01,102.84,10.88
3,4.214,11.12,105.83,103.02,1.13,98.75,116.93,92.04,11.21,10.99,106.0,100.27,1.07,97.92,102.46,104.65,10.02
3,4.255,10.75,104.65,110.87,1.0,100.45,101.07,104.26,10.27,10.42,116.24,104.54,1.14,107.21,99.37,101.38,10.28
4,4.323,10.91,94.54,104.94,1.01,98.39,100.98,108.81,9.86,10.9,97.29,115.57,1.04,99.17,94.73,110.31,9.3
4,4.872,10.61,108.06,112.65,1.0,105.09,109.19,106.83,9.33,9.96,104.85,111.66,1.1,95.13,106.06,106.93,9.72
3,5.577,10.04,110.6,99.38,1.12,104.57,103.96,103.26,11.32,10.38,110.6,100.24,0.98,104.8,115.06,99.76,10.01
2,5.872,10.68,108.11,100.87,1.1,102.08,114.65,113.56,10.02,10.72,111.18,102.1,1.05,104.56,103.1,106.94,10.24
4,6.013,11.24,110.12,105.84,1.04,103.94,101.11,110.42,10.36,10.31,99.35,101.81,0.98,109.76,102.22,105.19,10.33
2,6.504,10.33,105.15,99.72,1.1,96.89,109.72,114.36,11.24,10.48,111.08,100.94,0.99,104.48,100.07,100.1,10.85
3,6.674,10.0,111.63,93.7,1.1,110.75,106.38,104.31,9.9,9.63,105.89,100.03,1.05,110.98,108.3,106.37,11.0
1,6.704,11.18,100.53,106.69,1.08,110.47,113.47,113.23,10.04,10.39,114.52,115.0,1.09,98.18,109.73,101.87,11.63
1,7.994,10.1,111.3,106.45,0.96,112.89,111.91,104.91,10.76,10.8,110.69,113.64,1.05,102.38,99.42,110.55,10.93
1,8.166,11.12,109.66,102.74,1.0,98.14,101.5,108.98,10.39,10.64,104.98,116.18,0.94,96.68,112.66,109.55,10.49
1,8.328,11.19,102.6,98.97,1.08,102.73,106.92,111.47,11.66,10.26,99.24,105.67,1.06,105.14,107.24,105.23,10.91
3,8.551,9.85,117.49,96.98,1.13,99.7,109.9,101.28,9.98,9.44,102.22,107.66,1.0,102.92,112.97,102.41,11.33
3,8.71,11.18,117.01,98.46,1.07,101.76,112.52,105.06,10.63,10.88,102.82,108.76,1.1,98.67,111.83,108.26,11.08
1,8.998,10.55,113.15,112.65,1.01,97.49,114.58,114.98,10.23,10.76,112.4,102.9,0.96,97.6,115.02,98.99,9.93
