task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
1,0.224,11.69,111.37,106.31,1.04,104.08,104.36,99.84,10.38,10.92,97.75,110.68,1.01,113.09,114.41,103.31,11.74
1,0.623,11.64,112.53,108.37,1.1,97.19,104.47,102.88,10.05,11.87,103.11,111.95,0.96,105.66,108.48,101.8,9.91
4,0.742,10.74,100.93,119.1,0.98,102.1,105.51,103.01,9.65,10.12,96.99,102.38,1.05,98.37,108.05,108.85,10.08
4,0.864,10.24,106.95,102.29,1.01,97.88,96.79,118.0,10.32,10.55,108.24,113.32,1.06,104.18,98.14,101.05,9.4
2,0.947,10.48,99.83,109.02,1.06,107.53,104.94,110.04,10.92,10.6,104.0,112.38,1.09,102.62,103.87,105.46,11.27
1,0.975,11.01,101.19,100.52,1.04,102.38,105.87,102.69,11.2,10.41,100.07,116.49,1.08,110.9,101.11,115.38,10.16
1,1.073,11.61,111.98,100.62,1.05,113.11,100.58,113.23,11.43,10.03,114.45,106.11,1.08,99.49,110.24,102.99,10.84
2,1.132,11.83,105.76,100.5,0.94,102.33,111.43,101.09,11.54,10.42,105.7,108.43,0.99,103.64,103.56,112.87,10.02
1,1.478,11.28,102.1,107.18,0.98,106.66,100.98,103.83,11.06,11.59,110.37,107.69,1.08,103.32,100.05,113.62,10.66
2,1.705,11.02,99.84,103.29,1.06,106.51,100.56,107.05,11.54,11.29,105.84,108.95,1.0,100.37,98.81,112.24,10.95
4,1.709,10.34,106.6,112.65,1.1,102.55,94.06,105.15,10.68,11.58,99.99,118.23,0.97,96.34,106.73,107.63,10.2
4,2.229,10.53,108.46,107.39,1.04,105.78,103.29,117.13,9.58,11.48,98.16,117.13,1.07,100.33,105.51,102.69,9.31
4,2.43,11.21,100.98,116.73,1.02,105.74,101.57,105.87,10.3,10.46,106.71,102.99,0.98,110.43,106.5,112.79,10.43
3,2.494,9.51,115.82,97.09,0.97,109.08,111.75,99.02,11.1,11.1,102.77,106.87,1.04,97.04,108.44,96.32,9.83
4,2.601,10.39,108.73,112.02,1.03,94.36,95.69,108.55,10.61,10.95,93.89,110.14,0.97,109.83,101.17,110.64,10.89
1,2.77,11.79,110.49,116.86,1.06,103.82,110.84,108.65,11.47,10.95,105.6,110.52,0.97,107.73,101.05,103.98,11.71
4,2.985,10.2,108.6,112.56,1.08,109.69,100.19,118.39,10.02,11.6,95.46,108.28,1.0,98.55,96.31,100.12,10.52
2,3.172,10.11,105.37,102.16,1.04,99.68,105.95,104.23,10.23,10.83,116.38,115.62,1.07,101.72,106.13,105.17,10.4
3,3.233,10.36,104.91,107.66,1.06,100.24,99.13,105.83,9.93,10.1,106.41,105.78,0.99,98.62,100.41,104.72,11.13
3,3.277,11.13,104.86,108.65,1.11,101.04,108.19,91.62,11.0,10.24,108.9,94.81,1.11,111.78,102.33,104.74,11.32
