task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.082,26.07,10.04,103.12,23.08,111.2,0.95,102.26,5.66,25.56,9.9,112.57,27.01,118.17,1.11,113.06,5.78
T2,0.129,25.64,11.04,95.32,29.0,102.77,1.04,97.3,4.85,27.34,10.19,105.95,25.48,110.78,1.06,95.54,5.36
T3,0.328,27.52,9.82,104.89,23.04,100.87,1.1,100.31,5.24,26.61,10.66,105.98,26.86,109.73,0.94,111.56,5.2
T9,0.418,27.42,10.39,100.28,26.97,102.79,1.09,101.66,5.15,24.64,11.35,96.36,24.59,100.41,1.04,105.59,5.11
T1,0.683,26.03,11.33,104.43,28.96,112.6,1.01,98.15,5.01,25.2,10.32,108.82,28.61,103.64,1.08,95.65,5.43
T6,0.695,25.56,9.34,105.51,26.16,97.48,1.1,106.81,5.46,25.35,10.13,111.21,27.59,102.45,1.09,107.15,4.76
T3,0.772,27.53,9.37,109.46,26.87,102.64,0.94,108.6,5.81,24.11,10.59,103.53,24.09,116.3,1.04,109.25,5.13
T7,1.117,24.56,9.8,109.54,28.12,104.59,0.99,112.21,5.24,26.39,10.73,112.9,25.44,97.53,1.0,103.2,5.52
T8,1.173,24.9,10.65,102.18,24.37,98.61,1.14,109.26,5.36,27.44,9.38,101.04,25.66,111.43,1.06,105.77,5.26
T5,1.284,27.62,9.37,98.53,27.26,106.44,0.93,97.15,5.04,26.11,9.87,92.62,25.02,113.72,1.1,113.23,5.27
T7,1.306,24.21,10.18,118.18,25.95,114.17,1.09,106.94,5.28,25.82,10.32,105.2,24.44,106.96,1.11,106.67,5.29
T2,1.338,24.21,9.63,104.39,27.99,93.38,1.14,95.27,4.81,26.81,10.39,106.71,28.74,106.52,1.12,105.66,5.23
T2,1.424,24.95,10.93,98.84,29.0,102.18,1.05,97.27,4.81,27.24,9.88,108.21,27.05,96.92,1.01,100.98,5.46
T5,1.447,27.25,10.26,96.62,26.28,100.59,1.03,102.42,5.23,26.4,10.56,92.83,28.31,105.26,1.01,113.61,5.47
T6,1.48,26.44,9.68,99.89,27.53,107.68,1.04,102.14,4.83,27.57,10.98,112.18,27.52,105.71,1.0,95.28,5.31
