task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
4,0.13,2.275,1.865,3.925,0.832,2.233,1.465,4.952,0.806
2,0.183,2.637,1.784,3.978,1.003,2.512,1.801,4.135,0.759
4,0.346,2.389,1.864,3.769,0.945,1.75,1.835,4.417,0.954
1,0.419,2.592,1.558,3.617,0.819,1.885,1.452,4.128,0.809
4,0.483,1.784,1.405,4.817,0.9,2.067,1.833,4.765,0.896
3,0.49,1.834,1.397,4.956,0.767,2.253,1.571,5.362,0.752
4,0.839,2.247,1.62,4.691,1.043,2.155,1.348,4.195,0.766
2,0.842,2.243,1.964,4.365,0.836,2.43,1.894,3.835,0.931
2,0.935,2.545,1.768,4.477,0.769,1.878,2.127,4.508,0.777
2,0.962,2.094,1.82,4.765,0.829,2.548,1.757,4.739,0.897
3,1.061,2.254,1.706,5.091,0.822,2.343,1.423,4.992,0.743
4,1.315,2.074,1.348,4.348,0.794,1.986,1.753,4.784,0.831
3,1.797,1.86,1.583,5.281,0.89,2.283,1.625,5.013,0.998
3,2.098,2.294,1.782,4.624,1.004,1.746,1.739,4.72,0.832
2,2.333,2.514,1.943,4.549,1.0,2.177,1.525,3.671,0.862
4,2.562,2.383,1.706,3.746,1.001,1.819,1.709,4.76,1.06
1,2.577,2.446,1.638,4.874,0.762,2.555,1.905,4.912,0.696
1,2.86,2.163,1.735,4.727,0.671,2.581,1.499,5.11,0.647
1,3.078,1.922,1.973,3.665,0.691,1.881,1.939,4.429,0.649
4,3.441,2.198,1.853,3.757,0.766,2.124,1.513,4.648,0.927
2,3.82,2.127,2.028,4.569,0.967,2.38,2.03,4.364,0.744
1,3.973,2.351,1.891,4.233,0.784,2.31,1.868,3.724,0.703
4,4.09,2.393,1.709,4.83,1.061,1.989,1.807,4.709,0.996
2,4.32,2.369,1.91,3.631,0.88,2.529,1.61,5.115,0.811
3,4.908,1.967,1.556,5.507,0.845,2.108,1.374,4.23,0.818
2,5.185,2.492,1.878,3.96,0.778,2.494,1.658,5.116,1.007
1,5.259,2.231,1.855,4.938,0.672,2.563,1.801,4.429,0.736
3,5.412,2.228,1.386,5.222,1.002,2.209,1.611,4.712,0.972
1,5.543,1.896,1.834,3.877,0.65,1.991,1.613,4.567,0.843
1,5.648,2.119,1.757,3.929,0.81,2.382,1.445,4.725,0.672
1,5.857,1.995,1.732,4.341,0.683,1.978,1.647,4.716,0.772
4,6.186,2.335,1.636,3.726,0.957,1.785,1.573,5.135,1.0
2,6.409,2.182,1.955,4.621,0.88,1.925,1.875,4.125,0.983
3,6.469,1.833,1.757,5.107,0.957,2.222,1.792,4.817,0.985
2,6.527,2.612,1.519,4.887,0.814,2.025,1.709,4.444,0.751
3,6.889,1.743,1.357,4.463,0.8,2.328,1.55,5.767,0.837
1,6.92,2.452,1.402,3.785,0.726,2.373,1.868,4.225,0.76
1,7.321,2.412,1.804,4.538,0.822,2.102,1.618,4.542,0.791
4,7.499,2.098,1.883,4.86,1.065,1.787,1.676,4.859,1.031
4,7.885,2.194,1.545,4.076,0.935,2.366,1.841,4.118,0.933
1,8.101,2.167,1.627,5.1,0.646,2.049,1.972,4.689,0.687
2,8.354,2.207,2.04,4.37,0.814,1.972,2.02,4.866,0.938
1,8.477,2.233,1.755,4.112,0.819,2.029,1.892,4.118,0.695
4,8.524,2.254,1.356,4.996,0.885,2.029,1.382,4.139,1.013
1,9.01,1.995,1.79,3.719,0.755,2.118,1.453,4.495,0.626
4,9.184,2.394,1.737,4.925,0.853,2.309,1.567,4.879,0.765
4,9.592,1.933,1.892,4.816,1.049,1.925,1.768,3.816,0.95
3,9.788,1.811,1.654,4.459,0.796,2.289,1.739,4.881,0.788
1,10.107,2.373,1.763,3.717,0.696,2.031,1.797,3.761,0.767
1,10.318,2.574,1.462,4.477,0.695,2.124,1.908,4.059,0.72
2,10.759,2.024,1.935,4.611,0.841,2.005,1.783,4.231,0.784
4,11.135,1.899,1.822,4.941,0.986,2.367,1.771,3.757,1.055
2,11.237,1.921,2.089,3.751,0.954,2.48,1.632,3.685,0.88
1,11.379,2.561,1.565,4.108,0.61,2.581,1.967,4.005,0.776
2,11.441,2.644,1.931,4.729,0.964,2.479,1.673,4.706,0.984
2,11.447,2.481,2.122,3.86,1.006,2.508,1.999,5.052,0.883
3,11.955,1.953,1.584,5.376,0.985,2.397,1.666,4.38,0.95
1,12.033,2.211,1.8,3.633,0.855,1.894,1.898,4.219,0.832
1,12.433,2.286,1.459,4.554,0.766,2.165,1.844,4.888,0.681
3,12.932,1.909,1.675,4.263,0.779,2.056,1.58,5.342,0.927
3,12.984,2.046,1.391,5.589,0.735,1.872,1.446,4.83,0.721
4,13.014,2.247,1.673,4.967,0.875,2.419,1.77,4.362,0.817
4,13.145,2.277,1.404,4.537,0.941,1.985,1.887,4.639,0.952
3,13.217,2.163,1.538,4.417,0.815,2.095,1.396,4.895,0.935
3,13.307,2.003,1.501,5.607,0.79,2.26,1.552,5.018,0.818
2,13.549,1.904,2.104,3.831,0.846,2.361,1.917,3.772,0.888
