task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T5,0.013,11.3,27.59,27.46,115.68,10.38,96.62,98.54,114.05,9.84,25.13,24.2,111.09,10.57,101.36,106.11,105.68
T4,0.025,10.89,27.0,26.74,100.24,11.4,94.53,107.59,106.16,9.31,25.27,25.74,97.25,10.57,96.59,100.18,99.74
T6,0.051,10.73,25.69,28.08,108.56,9.84,108.96,101.4,108.45,9.91,27.44,26.1,113.68,10.44,106.88,94.99,100.86
T4,0.053,9.74,26.05,28.62,94.96,11.48,97.76,108.68,100.94,10.79,26.48,25.81,94.0,11.04,100.05,99.96,111.29
T3,0.062,11.38,25.04,25.11,109.4,10.04,104.48,100.31,99.08,10.39,26.11,25.28,100.89,10.63,105.3,108.24,103.33
T10,0.071,9.69,27.13,25.52,98.39,9.43,106.16,110.77,105.17,10.54,26.5,23.82,109.3,10.92,106.75,108.12,112.72
T5,0.079,9.85,27.54,23.31,104.5,9.57,106.56,92.96,101.89,9.99,28.34,25.47,98.91,9.75,103.0,93.78,113.74
T3,0.086,9.75,27.49,26.59,114.86,9.74,93.74,105.41,100.38,11.48,24.57,25.74,112.84,10.58,98.17,97.78,106.67
T6,0.093,11.08,23.36,26.91,101.81,9.52,97.31,99.44,110.01,10.58,26.06,25.25,102.66,10.42,108.94,93.12,100.24
T8,0.118,11.0,27.64,25.67,108.63,11.14,102.64,106.19,115.47,9.72,25.53,27.16,109.98,11.64,102.17,110.18,100.13
T9,0.119,10.97,29.01,24.68,102.25,10.48,96.33,111.2,95.23,9.56,27.36,24.84,98.97,9.64,104.22,97.82,97.46
T3,0.123,10.39,24.03,24.86,105.2,11.07,103.55,98.31,104.81,11.2,24.42,24.64,114.16,9.41,106.82,95.77,102.47
T4,0.133,10.68,26.56,26.96,99.05,10.38,99.34,98.39,108.0,10.35,25.71,24.84,108.2,11.27,91.57,99.82,99.48
T2,0.149,10.68,25.96,26.97,99.8,9.67,115.89,108.52,104.24,9.86,28.82,26.65,102.24,10.94,110.38,104.14,100.49
T10,0.184,11.22,26.76,27.94,108.0,9.58,114.93,104.91,109.58,9.71,25.1,25.54,100.05,9.83,104.68,106.13,103.0
T7,0.184,11.37,27.89,28.38,105.24,10.98,117.68,110.83,106.54,10.66,26.42,25.8,106.98,10.38,99.03,100.23,115.25
T10,0.188,10.05,23.74,28.13,104.26,10.27,110.25,109.87,100.14,9.89,25.96,27.34,109.84,9.63,100.72,105.85,112.2
T8,0.204,9.72,25.8,25.32,94.98,10.69,102.31,101.84,108.48,9.89,24.56,25.22,93.14,11.81,112.62,104.72,108.38
T5,0.209,10.85,26.41,26.2,109.03,9.88,94.39,105.85,100.54,10.7,29.48,24.98,112.7,11.04,102.47,96.2,113.95
T8,0.212,9.81,26.52,27.74,96.31,11.47,105.97,105.49,105.62,9.64,26.23,27.72,98.55,11.16,104.99,99.24,101.11
T3,0.222,9.69,26.78,26.63,118.1,10.36,97.41,109.48,107.21,9.88,27.62,26.07,116.27,10.66,103.28,93.76,103.46
T4,0.225,9.27,26.24,27.08,104.65,10.77,106.34,105.91,105.51,10.13,23.58,26.59,106.54,11.34,95.67,104.63,116.41
T10,0.227,10.38,27.46,23.93,110.65,10.74,111.44,104.15,97.77,10.56,27.11,25.76,97.42,10.24,101.16,101.0,110.33
T3,0.229,10.17,24.49,24.0,112.68,9.7,100.86,103.6,95.66,10.58,27.28,25.08,104.56,10.49,100.42,99.52,105.08
T10,0.23,9.79,24.87,24.21,110.33,9.35,107.82,108.52,102.35,10.04,23.73,25.1,110.66,10.81,111.0,99.23,98.88
T6,0.247,11.05,24.88,25.38,118.51,11.11,109.76,105.35,107.45,10.45,26.95,26.72,100.99,11.06,105.9,93.68,97.4
