task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.111,110.61,9.72,0.96,112.41,101.34,10.83,1.01,112.6,99.66,10.4,1.02,110.54,103.75,10.22,1.02,111.75
T2,0.248,107.07,9.8,1.08,113.9,100.4,10.18,1.09,107.79,102.1,10.66,1.07,113.16,108.36,10.81,1.01,107.99
T2,0.34,106.73,9.39,0.95,99.59,108.59,10.34,1.02,117.65,101.79,10.86,1.08,112.45,96.87,10.87,1.0,112.07
T4,0.442,104.04,10.46,1.05,104.28,105.61,9.51,1.16,100.42,97.78,10.57,0.96,106.81,113.19,10.78,1.07,95.95
T2,0.462,96.58,10.52,0.95,114.47,104.0,11.02,0.93,117.12,98.36,9.63,0.99,115.71,107.7,10.01,1.06,112.58
T1,0.47,99.26,11.45,1.03,107.81,101.76,10.57,1.06,113.54,110.81,10.99,0.95,99.57,109.32,9.52,0.96,116.34
T4,0.681,105.54,9.77,0.94,99.91,105.82,9.71,1.0,105.08,96.75,10.09,1.0,105.88,101.86,9.75,1.13,97.25
T3,0.689,108.06,10.88,1.01,105.76,105.27,10.61,1.05,100.09,108.14,10.84,1.08,102.96,103.51,10.8,1.0,101.78
T1,0.899,103.84,11.17,1.05,98.32,107.1,9.56,1.06,119.0,96.15,9.94,1.05,102.07,103.06,11.02,1.06,101.64
T4,1.09,107.29,9.64,1.06,105.36,106.51,9.75,1.12,97.82,104.76,10.5,1.09,96.24,105.95,10.78,1.08,102.03
T3,1.654,98.39,10.52,1.06,103.52,98.69,11.66,1.04,102.73,110.96,11.31,1.09,104.61,101.47,11.76,0.96,99.78
T2,1.84,108.64,9.85,0.98,106.33,104.24,9.89,1.1,101.99,104.75,9.41,1.05,100.06,106.41,10.32,1.05,109.07
T3,2.011,108.88,10.14,0.99,107.97,96.51,11.34,1.1,92.75,100.53,11.6,0.98,95.16,94.2,11.42,0.94,105.62
T3,2.313,99.7,10.73,1.1,97.65,104.05,10.42,0.96,106.69,111.79,11.25,1.05,106.24,108.83,10.22,1.07,92.32
T2,2.323,96.14,9.73,1.07,108.93,101.18,10.83,1.07,100.1,105.32,10.86,1.08,113.66,97.43,10.48,0.99,109.12
T4,2.634,92.32,10.9,0.92,102.66,114.28,10.2,1.08,99.23,109.46,11.07,0.95,103.57,102.01,9.62,1.07,106.31
T3,2.719,100.96,10.77,1.11,96.48,102.9,10.45,1.07,104.27,104.01,10.03,1.1,106.5,106.49,11.41,0.98,99.84
T2,3.19,97.37,10.31,1.05,113.12,107.99,11.01,1.05,104.61,100.69,9.26,1.06,106.41,97.7,10.63,0.99,107.46
T2,3.242,101.78,9.2,1.08,106.16,107.86,11.16,1.09,105.39,103.88,10.68,1.05,98.91,106.24,10.89,0.94,101.62
T1,3.539,109.21,9.82,0.92,101.3,103.0,10.14,1.1,103.54,102.04,10.92,0.95,100.88,99.31,11.03,1.03,100.7
T1,3.569,100.96,10.28,0.96,96.73,108.61,10.34,1.08,118.4,103.86,10.21,1.02,101.08,94.34,10.01,1.04,118.5
T1,3.571,101.7,10.2,1.09,101.03,100.09,10.92,1.12,114.59,108.88,11.36,0.93,97.0,104.3,10.67,0.95,117.07
T2,3.807,96.6,10.68,1.06,100.25,107.82,10.99,0.98,111.85,106.87,10.05,1.04,106.85,109.16,11.68,1.02,115.12
T2,4.504,99.94,10.58,1.08,101.66,109.19,9.9,0.97,113.71,108.27,9.59,0.95,110.65,95.58,10.02,1.03,101.79
T4,4.763,108.04,10.9,1.03,105.74,102.7,9.83,1.06,92.36,108.55,10.31,1.0,107.82,103.46,10.51,1.07,107.11
T3,5.045,105.63,10.49,1.14,97.03,99.27,10.23,1.06,106.65,103.08,10.31,0.97,102.35,102.73,11.61,1.05,97.96
T1,5.103,108.42,10.41,1.03,98.84,93.11,9.61,0.99,105.58,103.63,10.88,1.0,109.99,99.83,9.96,1.09,106.0
T1,5.146,111.09,10.37,0.97,111.88,95.26,9.72,1.0,116.87,103.79,10.71,0.98,95.91,96.98,10.66,1.02,113.06
T3,5.496,104.58,11.22,1.07,102.54,108.7,10.52,0.98,93.11,100.43,10.51,1.07,107.06,105.06,11.53,0.94,92.53
T3,5.502,104.29,11.53,1.14,95.29,108.55,10.69,0.94,101.75,111.41,11.31,1.03,95.82,93.14,10.62,0.97,94.52
T1,5.796,104.98,11.48,0.94,107.77,101.13,9.84,1.04,110.81,97.88,10.6,1.05,105.41,109.25,9.83,1.02,109.51
T2,6.144,108.87,9.55,1.02,101.85,109.13,11.58,0.99,112.22,99.12,9.52,1.03,112.75,92.73,10.27,1.06,104.92
T1,6.245,108.31,10.1,1.07,96.08,96.35,10.42,1.09,114.32,109.44,10.27,1.02,107.43,97.21,9.6,0.95,115.72
T4,6.756,92.78,9.85,1.06,100.36,105.75,10.33,1.07,93.26,95.42,10.05,1.03,107.7,110.49,10.2,1.07,101.37
T4,7.274,97.19,9.93,1.03,101.49,108.29,10.08,1.16,108.56,101.15,10.84,0.97,110.26,112.35,9.9,1.04,105.04
T2,7.826,95.25,9.41,1.08,114.11,105.47,10.71,1.09,106.66,109.01,9.57,1.13,104.8,96.69,10.97,1.07,117.58
T2,8.229,112.7,10.12,1.01,114.34,92.84,11.41,1.09,111.81,110.08,10.15,1.05,114.77,107.27,11.05,0.94,104.28
T4,8.233,107.73,9.53,1.07,98.83,113.12,10.2,0.99,108.62,109.07,9.55,1.05,103.58,107.61,9.84,1.01,103.53
T3,8.399,100.64,9.95,0.99,105.73,93.65,10.36,0.99,101.76,95.8,10.7,1.07,104.36,99.16,11.05,1.06,99.56
T4,8.683,107.86,9.46,0.93,107.61,107.48,10.7,1.12,108.66,107.28,10.45,1.07,108.03,108.04,9.73,1.13,92.48
T4,8.903,100.39,9.66,0.98,95.03,106.35,9.9,1.06,93.31,97.62,10.66,0.99,100.12,116.49,10.73,1.12,99.35
T4,9.154,100.56,10.82,1.05,109.32,104.88,10.56,1.02,104.56,104.04,11.01,1.0,97.3,108.57,9.78,1.16,103.71
T3,9.83,98.49,11.05,1.05,100.92,94.96,11.49,1.03,108.8,113.29,10.87,1.08,96.75,104.28,10.54,0.99,105.7
T3,10.754,104.43,10.71,0.99,94.92,102.28,11.5,0.94,100.27,108.55,10.37,1.12,100.15,101.2,10.83,0.98,97.79
T3,11.075,106.9,11.57,1.01,107.74,92.25,10.58,1.09,108.6,107.19,11.66,1.03,98.57,100.76,10.12,0.98,100.98
T1,11.186,111.49,9.94,1.04,95.78,100.2,11.24,0.97,114.83,110.9,10.9,1.08,102.2,94.43,10.09,1.1,105.29
T1,11.421,106.87,10.24,0.92,101.64,104.7,10.76,0.95,102.66,108.12,11.13,1.02,103.02,93.09,10.52,1.06,109.12
T2,11.578,112.3,10.71,1.13,108.52,93.64,11.16,0.98,112.42,98.3,9.19,1.0,103.99,101.89,9.96,1.08,109.89
T2,11.636,100.88,9.24,1.05,108.72,92.45,10.49,1.02,107.68,101.92,10.12,1.09,108.06,96.06,11.31,1.09,101.09
T2,11.76,106.95,9.56,1.08,106.13,94.35,10.71,1.03,115.97,106.16,9.77,1.11,104.01,98.44,10.2,1.01,117.44
T2,12.287,97.46,10.42,1.0,110.99,102.64,11.56,0.98,113.05,97.91,10.57,1.04,115.94,100.92,10.52,1.02,108.64
T2,13.125,100.54,10.6,1.02,100.9,105.18,11.62,0.97,101.65,99.12,9.82,1.05,106.66,103.08,11.14,1.03,117.44
T4,13.566,93.78,10.84,1.01,99.64,107.5,9.93,1.09,106.54,104.91,10.71,1.01,97.9,111.9,9.59,1.05,95.58
T1,13.779,108.39,11.08,0.99,110.39,98.54,9.71,1.11,102.0,96.95,10.51,0.92,107.59,102.43,9.62,0.96,112.54
T2,13.808,102.3,9.85,0.97,111.54,93.73,11.11,1.03,111.69,112.89,9.93,1.09,101.1,99.03,10.06,1.09,115.49
T4,13.991,94.47,10.05,0.92,110.65,109.71,9.93,1.14,92.38,105.53,10.32,1.0,100.88,102.81,9.83,1.13,99.43
T4,14.346,97.66,10.03,0.96,105.65,113.15,10.52,1.08,97.31,105.95,10.15,1.03,95.95,113.52,9.72,1.12,99.14
T1,14.389,104.44,11.17,1.03,99.31,101.57,10.46,1.1,104.74,97.19,10.52,0.93,110.39,106.12,11.15,1.06,104.34
T4,14.747,92.68,10.64,0.98,109.76,105.63,10.18,1.09,105.8,94.09,9.72,0.99,105.88,103.96,9.43,1.01,103.86
T4,14.927,92.83,10.26,1.01,109.38,113.02,10.2,1.02,98.71,104.99,11.12,1.03,97.9,103.6,9.79,1.09,106.31
T2,15.333,97.66,10.74,1.04,102.36,101.18,11.46,1.07,109.6,105.36,10.1,1.13,115.61,108.91,10.29,0.94,100.04
T3,15.578,107.77,11.08,1.02,96.43,93.29,10.15,1.1,103.11,100.1,11.64,1.13,111.28,100.38,11.58,0.95,105.22
T1,15.885,110.26,11.63,1.08,106.26,97.99,11.25,1.06,112.13,111.75,10.54,0.94,100.25,96.4,11.25,0.98,117.42
T1,15.909,106.72,10.89,0.97,102.21,107.44,10.06,1.0,102.13,103.42,10.0,0.93,106.63,98.31,9.98,1.07,110.68
T3,16.133,98.48,11.06,0.99,103.8,102.19,11.0,0.95,98.26,107.52,11.55,0.99,101.21,102.44,10.87,0.94,107.39
T1,16.431,111.09,10.0,0.92,103.42,102.39,10.73,0.95,108.84,103.22,10.18,0.96,98.14,108.19,10.38,0.99,116.02
T1,16.493,102.02,11.46,0.98,108.08,101.62,9.6,0.95,110.03,111.21,11.41,1.05,102.15,103.9,10.92,1.06,100.98
T2,16.601,105.15,9.65,1.05,111.13,97.22,10.56,1.02,104.8,103.51,10.7,0.99,102.01,107.12,10.43,1.01,109.71
T1,16.846,95.91,10.76,1.0,107.69,96.95,9.71,1.0,118.5,100.06,10.51,0.97,104.91,106.53,9.53,1.0,104.64
T2,17.096,96.52,10.38,1.12,113.99,106.22,10.24,1.07,106.93,101.15,10.54,1.06,112.08,104.24,11.29,0.99,114.1
T3,17.487,112.1,10.43,1.13,106.59,95.48,11.13,1.0,98.61,110.96,10.65,1.02,103.46,107.3,11.32,0.98,95.19
T3,17.812,100.16,11.59,1.04,97.02,104.77,11.68,0.95,103.02,98.81,11.07,0.97,95.56,108.61,10.1,1.03,98.98
T4,18.088,97.78,9.59,0.95,108.85,112.24,10.13,1.16,93.65,92.89,9.96,1.05,109.98,104.42,10.52,1.06,106.49
T4,18.405,107.13,10.53,0.97,101.53,113.69,10.96,1.1,107.9,93.86,10.68,1.02,101.44,103.46,10.38,1.04,104.01
T2,18.438,100.41,10.12,1.02,99.36,95.42,10.14,1.0,110.58,98.46,10.32,1.1,103.85,96.38,10.34,0.97,117.4
T3,18.883,105.06,10.12,1.07,96.88,103.7,11.74,0.99,101.27,106.97,11.24,1.1,103.75,93.14,11.79,1.11,92.3
T3,19.033,111.65,9.98,1.06,98.76,99.11,10.83,0.99,108.62,109.19,11.61,1.11,111.35,105.39,11.55,1.09,103.42
