task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.034,96.36,11.6,1.01,100.68,105.35,10.69,1.03,96.62,112.07,11.29,1.0,110.6,97.92,11.26,0.95,97.41
T2,0.469,99.66,9.92,1.05,111.13,98.17,11.42,0.94,105.84,103.39,10.85,1.03,106.39,95.72,10.27,0.97,117.66
T3,0.706,108.28,10.01,1.04,99.06,104.49,10.35,0.97,93.88,100.01,11.73,0.98,98.23,105.19,11.09,1.06,92.85
T1,1.958,111.78,10.7,1.03,98.24,99.26,10.28,1.09,108.84,100.96,10.98,1.0,101.69,93.51,9.74,1.01,100.7
T4,2.171,105.91,10.04,0.98,101.12,103.57,9.71,1.14,95.35,93.0,11.03,1.02,98.6,110.14,10.02,1.06,99.23
T1,2.425,110.17,10.78,0.96,108.62,99.26,10.69,1.1,115.62,110.83,10.65,1.01,96.86,109.47,9.69,0.94,109.98
T3,2.577,107.34,10.86,1.03,99.96,104.8,11.67,0.93,94.2,98.65,9.93,1.07,96.42,107.81,11.62,1.06,98.59
T3,3.107,97.13,11.03,1.15,102.66,101.77,10.94,1.05,93.2,100.12,10.58,1.05,104.36,101.77,10.1,1.09,107.97
T1,3.235,102.72,10.1,0.96,100.31,98.43,9.62,1.0,111.18,106.02,11.37,1.08,97.58,107.31,10.73,1.0,108.26
T2,3.479,100.58,9.8,0.97,108.8,92.65,10.71,0.94,117.39,98.2,10.34,1.09,115.33,98.71,10.7,0.92,104.43
T4,3.724,96.32,10.45,1.06,108.85,116.05,10.98,1.09,105.68,97.0,10.8,0.95,100.64,115.54,10.81,1.15,96.59
T3,4.105,106.26,10.32,1.04,97.31,105.35,11.34,1.09,101.35,111.24,11.72,1.15,105.53,100.34,11.82,1.07,104.61
T4,4.277,98.77,10.38,0.93,96.97,113.88,9.94,1.17,97.81,96.87,9.54,1.05,103.14,110.16,9.86,1.02,92.61
T3,4.449,101.88,11.06,1.07,95.17,101.47,10.97,0.97,102.65,107.72,11.78,1.1,100.05,108.49,10.07,1.03,104.69
T2,4.796,99.49,9.32,1.02,114.71,101.3,11.69,1.02,114.64,112.78,10.09,1.05,110.28,97.85,11.02,1.05,103.88
T4,4.929,92.51,10.15,1.0,110.38,101.24,10.44,1.08,106.71,99.82,10.46,1.0,108.56,101.09,9.95,1.0,102.61
T4,4.929,101.19,10.58,0.99,97.02,116.49,9.96,1.16,107.7,98.4,10.23,0.96,103.21,106.26,10.48,1.17,100.89
T3,5.232,106.26,11.19,1.13,109.3,96.76,10.9,1.07,106.74,99.78,11.53,1.0,100.22,103.59,10.91,0.96,106.74
T3,5.491,109.77,10.93,0.99,111.47,94.5,10.9,0.94,94.17,108.06,10.34,1.01,96.97,95.12,11.01,0.94,103.12
T2,5.709,95.33,10.53,1.0,114.87,95.67,10.57,0.97,109.85,104.73,10.1,1.0,97.99,108.06,11.69,0.96,113.55
T3,5.766,97.84,10.09,1.07,106.46,95.19,11.49,1.06,108.47,96.72,10.04,0.98,95.68,101.8,10.28,0.95,96.8
T2,5.879,97.82,10.75,1.07,103.71,96.71,10.1,1.04,102.76,104.36,9.88,0.96,106.13,99.77,10.2,1.06,105.85
T2,6.048,110.24,10.42,1.13,107.43,109.24,10.6,1.02,105.97,110.58,9.46,0.96,115.94,109.15,10.58,1.09,104.35
T2,6.108,106.19,10.54,1.08,103.03,102.68,10.36,0.98,109.17,98.78,9.19,1.02,108.72,109.17,10.91,0.99,118.41
T1,6.35,97.64,11.24,1.01,101.59,93.35,9.67,1.05,118.15,109.52,10.42,0.99,98.4,96.5,9.54,0.98,108.89
T4,6.87,103.84,10.8,1.03,101.48,98.73,10.59,1.0,108.05,100.86,10.99,0.99,101.36,109.62,10.67,1.01,91.82
T4,7.306,107.73,9.73,0.96,100.99,100.67,10.24,1.04,101.02,101.03,10.87,0.96,98.6,101.84,9.53,1.17,107.23
T1,7.685,106.1,10.71,1.06,108.96,95.89,9.96,1.05,108.55,100.13,11.22,1.08,111.95,110.3,9.81,0.98,116.52
T4,7.973,93.16,10.37,0.97,99.27,105.57,10.09,1.1,107.29,92.83,10.88,1.02,100.33,113.83,10.25,1.09,96.48
T2,8.119,107.7,9.18,0.95,114.37,102.07,9.9,1.01,112.54,107.29,10.87,1.05,111.06,104.1,11.14,1.0,118.05
T4,8.555,93.4,10.04,1.08,100.38,110.34,11.0,1.1,94.53,103.08,9.53,1.03,109.33,108.56,10.86,1.09,99.15
T3,8.833,107.19,10.1,1.15,97.8,105.83,10.67,0.97,108.68,96.57,10.83,1.09,111.04,97.25,11.26,1.07,106.4
T2,9.038,112.27,9.87,1.1,101.61,93.73,11.73,1.0,100.71,109.78,10.08,1.03,99.34,93.85,10.38,0.99,112.25
T1,9.379,103.26,11.13,1.05,111.38,99.41,9.9,1.09,103.83,102.24,10.67,0.96,112.56,97.13,9.81,1.09,104.76
T1,9.485,112.18,10.8,1.06,100.38,102.52,9.76,1.0,100.95,97.56,11.0,0.96,104.8,96.46,10.26,1.02,101.83
T3,9.871,100.43,10.18,0.97,100.54,98.69,11.19,1.09,108.44,108.67,11.39,1.11,96.19,100.34,11.2,1.08,98.02
T3,9.889,107.17,11.7,1.06,110.96,102.8,10.98,1.06,93.9,99.55,10.54,1.08,101.76,100.32,10.53,1.06,104.38
T2,10.27,105.59,9.32,0.97,108.88,102.97,9.89,1.01,103.92,105.0,9.19,1.08,111.49,98.39,11.29,1.08,113.82
T2,10.291,111.54,9.44,0.97,99.26,107.65,10.72,1.06,106.93,95.74,9.9,1.11,101.66,93.64,10.17,1.08,101.57
T4,11.345,104.26,10.68,0.95,96.7,111.35,10.71,1.0,96.72,103.95,10.98,1.06,100.11,102.26,10.29,1.12,93.87
T1,12.123,95.16,11.51,1.02,95.73,100.18,10.68,1.04,115.58,102.18,11.32,0.93,98.76,99.85,11.19,1.04,110.46
T4,12.61,106.23,10.87,1.07,105.07,111.56,10.82,0.99,101.86,101.15,10.26,0.97,102.76,102.28,10.76,1.08,99.78
T1,13.062,103.95,11.62,1.0,102.18,96.4,10.78,1.09,104.32,98.41,11.21,1.08,101.57,105.93,10.55,0.94,105.69
T2,13.794,112.36,9.63,1.04,106.02,108.43,11.05,0.95,115.48,110.1,9.91,1.0,107.04,108.37,11.72,1.07,108.04
T1,13.97,95.89,11.21,0.98,103.57,99.55,10.52,1.12,111.45,101.06,11.09,0.93,111.83,102.38,9.88,1.07,101.87
T1,14.066,104.17,11.19,1.03,99.72,92.89,10.65,1.06,112.78,94.98,11.51,0.98,107.42,107.9,9.98,0.98,117.17
T4,14.444,109.56,9.7,1.07,108.47,106.02,10.88,1.1,98.91,101.8,9.54,1.01,105.91,98.96,9.28,1.01,93.26
T1,14.49,99.41,11.17,1.06,109.03,93.31,9.87,1.0,106.05,96.93,10.67,0.95,110.78,99.55,10.67,1.05,104.18
T4,14.789,96.12,10.43,0.99,101.41,106.02,9.94,1.08,101.47,97.9,11.1,0.99,106.58,107.56,9.38,1.1,98.83
T3,15.442,101.7,11.53,1.05,98.85,102.56,11.7,1.1,93.33,102.64,10.34,1.05,104.29,99.42,10.5,1.07,100.83
T1,15.577,110.85,10.03,0.96,99.42,101.04,9.67,1.06,109.78,100.98,11.22,1.05,109.0,94.38,9.7,1.07,109.34
T2,15.58,106.05,10.76,1.07,98.0,104.14,11.25,0.95,115.65,97.52,10.9,0.99,105.64,93.68,10.27,1.09,99.65
T2,15.819,106.78,9.18,1.01,101.05,93.02,11.39,1.07,115.5,104.03,9.79,1.04,106.43,108.77,10.13,1.08,117.46
T2,16.02,95.57,9.85,1.09,111.02,109.38,11.26,1.01,106.13,100.3,10.48,0.95,105.38,100.78,11.39,1.01,111.49
T1,16.16,96.64,9.81,0.96,102.06,108.07,10.22,0.94,118.61,97.3,10.27,1.06,98.16,99.01,10.05,1.03,103.76
T2,16.222,111.4,10.82,1.04,116.48,99.0,11.1,1.04,117.65,106.18,10.76,1.0,102.96,99.06,10.34,1.06,100.96
T2,16.585,112.56,10.7,1.09,110.88,99.13,10.04,0.94,112.97,95.2,9.5,0.97,105.05,96.38,11.5,1.05,102.26
T4,16.592,101.58,10.96,1.04,110.62,114.69,10.47,1.04,93.86,108.91,9.52,0.98,101.62,109.42,10.15,1.14,93.31
T3,16.771,106.37,10.37,0.98,94.06,105.85,10.98,1.02,92.78,110.61,9.99,1.07,94.54,104.98,10.03,1.03,101.6
T1,16.961,103.34,11.41,0.95,100.74,109.12,10.49,1.05,108.9,108.22,11.02,1.0,106.99,93.97,10.92,0.95,104.34
T4,17.185,109.64,9.39,1.07,96.64,112.86,9.72,1.03,104.74,97.71,10.46,0.99,104.39,113.36,10.71,1.05,93.13
T2,17.329,99.91,9.78,1.07,106.5,101.97,11.61,0.99,109.09,110.9,9.53,0.96,100.46,92.42,10.39,1.07,103.85
T4,17.527,101.38,10.58,1.09,105.67,113.02,9.49,1.0,94.83,108.78,9.4,1.03,98.29,114.19,10.65,1.04,98.17
T2,17.895,100.63,10.13,1.09,109.51,93.31,10.59,0.98,117.55,106.94,9.43,1.02,114.87,108.86,11.53,1.06,104.68
