task_type,m1_1,m2_1,m3_1,m4_1
T2,0.917,5.023,27.287,45.06
T2,1.046,4.706,28.881,48.325
T2,1.026,5.38,29.28,42.137
T1,0.039,0.184,1.218,1.858
T2,0.96,5.038,30.533,47.579
T4,3.534,15.609,98.693,162.674
T3,1.382,8.156,41.276,67.96
T4,3.115,15.74,95.144,162.299
T2,0.909,5.055,28.945,42.568
T2,0.968,5.224,30.312,44.705
T3,1.456,7.808,43.861,73.081
T2,0.934,5.069,31.25,43.358
T1,0.037,0.184,1.1,1.783
T1,0.039,0.203,1.169,1.765
T1,0.041,0.201,1.18,1.913
T4,3.106,16.65,102.049,140.034
T4,3.165,17.479,89.756,151.254
T2,1.003,4.888,28.863,48.614
T4,3.09,16.262,104.473,152.696
T2,0.97,4.725,27.145,47.037
T3,1.518,6.989,43.333,63.489
T3,1.372,7.117,47.355,71.804
T4,3.347,18.003,104.075,145.062
T1,0.041,0.207,1.065,1.73
T3,1.526,7.525,42.083,66.042
T1,0.039,0.191,1.237,1.702
T4,3.562,15.708,100.975,142.956
T3,1.556,7.185,46.603,63.375
T3,1.466,7.22,46.973,67.762
T1,0.041,0.196,1.184,1.628
T2,0.961,4.941,31.197,41.957
T3,1.58,8.098,46.913,69.488
T3,1.396,8.033,46.242,64.83
T2,1.025,5.345,27.371,45.178
T1,0.041,0.181,1.099,1.63
T1,0.038,0.189,1.11,1.825
T3,1.585,6.961,43.549,68.469
T2,1.038,4.824,28.394,42.959
T4,3.34,16.534,97.152,148.912
T4,3.288,18.154,94.29,145.841
T2,0.915,5.056,29.214,48.091
T3,1.551,8.094,40.675,73.04
T4,3.287,15.737,104.273,155.869
T4,3.275,17.36,98.31,150.744
T2,1.019,5.268,29.755,47.037
T4,3.202,15.604,92.354,153.08
T3,1.425,7.754,42.326,68.623
T2,0.941,4.631,27.969,44.615
T3,1.594,7.217,43.688,67.729
T2,1.068,5.328,31.128,46.352
T1,0.04,0.192,1.128,1.651
T4,3.105,15.711,94.654,151.761
T3,1.583,7.819,46.219,66.763
T1,0.04,0.204,1.059,1.619
T2,0.974,5.017,31.712,41.802
T3,1.394,7.834,48.309,63.603
T3,1.566,7.614,48.303,72.976
T4,3.07,15.955,103.996,160.575
T3,1.577,7.333,41.117,66.051
T4,3.47,17.7,104.296,160.484
T4,3.267,17.687,103.53,138.986
T2,0.907,4.907,28.775,43.642
T1,0.039,0.181,1.249,1.841
T1,0.038,0.211,1.088,1.911
T2,1.005,5.079,31.048,41.914
T1,0.039,0.183,1.139,1.845
T2,1.048,5.382,28.604,43.114
T4,3.018,16.376,100.473,160.461
T4,3.077,16.514,102.441,137.778
T4,3.258,16.143,100.26,148.692
T4,3.262,17.365,89.591,155.813
T2,0.928,5.035,29.685,45.3
T3,1.526,7.026,42.251,70.291
T1,0.036,0.192,1.146,1.905
T3,1.483,7.271,43.608,63.889
T2,0.939,4.746,26.978,41.614
T2,0.989,4.637,27.154,42.571
T4,3.4,15.582,100.562,158.115
T3,1.575,7.724,45.891,70.874
T3,1.516,7.639,42.747,64.327
T2,1.003,4.836,29.708,41.286
T2,1.069,5.14,29.831,41.832
T3,1.518,7.542,48.088,71.583
T3,1.618,8.09,48.05,70.815
T3,1.591,8.234,45.927,70.253
T4,3.134,16.097,101.709,156.006
T3,1.392,8.25,41.6,64.82
T3,1.428,8.02,40.868,70.727
T4,3.045,15.68,105.524,146.011
T2,0.94,5.009,27.544,45.624
T3,1.47,7.526,46.753,71.642
T3,1.581,7.277,46.201,73.134
T1,0.038,0.181,1.153,1.676
T4,3.546,17.001,100.769,160.708
T1,0.036,0.184,1.17,1.761
T4,3.482,16.94,92.143,154.127
T4,3.308,15.545,90.716,162.659
T3,1.384,6.967,42.7,66.143
T4,3.509,17.138,92.25,162.014
T3,1.483,7.96,47.656,69.432
T2,1.068,5.024,27.111,43.932
T3,1.525,8.053,46.587,68.396
T3,1.383,7.713,46.263,66.7
T2,1.022,5.368,30.047,46.941
T2,0.993,5.433,29.07,44.005
T3,1.475,7.998,48.26,72.944
T1,0.04,0.205,1.184,1.874
T2,1.022,5.427,27.817,43.626
T2,0.962,5.354,29.807,41.06
T2,0.96,5.015,27.427,47.762
T3,1.493,7.505,40.855,71.877
T4,3.345,15.332,95.751,143.246
T1,0.041,0.203,1.194,1.912
T1,0.039,0.214,1.214,1.644
T2,1.056,5.235,28.712,42.744
T3,1.472,7.86,47.699,72.154
T2,0.927,4.941,29.582,45.893
T4,3.132,17.196,89.624,153.62
T2,0.979,5.07,26.96,45.426
T1,0.036,0.204,1.169,1.869
T3,1.471,7.699,41.525,73.486
T1,0.04,0.194,1.244,1.844
T1,0.037,0.181,1.095,1.855
T2,0.944,5.262,29.125,41.615
T1,0.036,0.21,1.135,1.65
T1,0.041,0.19,1.168,1.634
T1,0.036,0.182,1.137,1.839
T4,3.481,15.629,91.021,151.944
T4,3.034,17.01,97.288,137.612
T1,0.04,0.181,1.211,1.69
T4,3.566,17.539,92.325,142.812
T1,0.038,0.194,1.165,1.795
T1,0.038,0.2,1.191,1.863
T1,0.038,0.186,1.139,1.905
T4,3.276,17.438,92.905,151.802
T2,1.037,4.606,29.746,47.116
T1,0.038,0.181,1.238,1.918
T1,0.041,0.187,1.055,1.769
T3,1.566,6.985,47.211,71.724
T1,0.038,0.2,1.234,1.772
T2,0.948,5.203,30.036,46.695
T1,0.037,0.19,1.067,1.787
T1,0.036,0.209,1.106,1.885
T4,3.036,16.77,105.515,162.024
T4,3.491,16.005,101.581,148.289
T3,1.483,7.947,47.08,62.65
T2,0.914,4.811,26.827,47.341
T1,0.042,0.184,1.217,1.823
T1,0.037,0.191,1.115,1.799
T2,0.983,5.41,28.091,42.555
T4,3.197,15.559,92.713,151.69
T3,1.516,7.4,43.925,67.365
T3,1.463,8.115,48.27,67.306
T2,1.001,5.079,29.447,47.65
T1,0.036,0.194,1.053,1.856
T2,1.016,4.755,28.536,46.205
T3,1.382,7.699,41.449,63.547
T2,0.93,4.68,29.99,45.436
T2,1.052,4.716,28.772,42.585
T3,1.398,7.13,44.231,63.872
T2,0.938,4.7,28.89,43.28
T4,3.401,15.399,92.626,138.75
T4,3.345,16.042,90.998,159.471
T4,3.111,15.784,92.326,159.42
T4,3.343,16.386,98.259,137.421
T3,1.37,7.375,47.55,72.238
T3,1.467,7.234,40.789,69.397
T3,1.46,7.125,46.661,69.426
T3,1.48,8.25,40.644,68.926
T2,0.927,4.873,31.628,47.079
T4,3.051,17.066,100.586,149.554
T3,1.486,7.927,46.2,66.276
T3,1.484,6.979,44.075,64.812
T2,1.065,4.925,26.934,45.384
T1,0.037,0.2,1.232,1.786
T4,3.085,17.021,97.899,149.898
T3,1.612,8.185,47.204,67.423
T2,0.96,4.72,28.457,41.841
T1,0.042,0.198,1.19,1.654
T3,1.401,7.887,48.09,71.084
T3,1.469,7.675,41.414,68.198
T1,0.042,0.209,1.201,1.615
T4,3.212,18.038,95.402,137.074
T2,0.999,5.249,29.007,46.704
T4,3.338,15.629,100.756,147.078
T4,3.485,16.724,91.005,156.763
T3,1.481,7.329,45.672,64.416
T2,0.907,4.696,31.786,45.743
T1,0.036,0.183,1.171,1.622
T2,0.983,4.988,28.379,45.344
T4,3.307,17.999,97.851,137.972
T3,1.42,7.325,42.691,64.699
T3,1.585,8.079,43.704,69.427
T4,3.297,18.157,94.58,139.514
T3,1.595,8.014,47.135,72.645
T4,3.212,15.622,96.807,160.276
T2,0.982,5.114,30.447,43.243
T4,3.379,15.817,103.081,162.512
T3,1.464,7.86,42.546,72.899
T2,0.977,5.072,28.643,45.686
T3,1.61,7.959,47.674,73.589
T4,3.488,17.97,94.715,154.777
T3,1.499,7.737,42.666,67.115
T4,3.326,16.934,105.015,147.435
T3,1.617,7.565,47.606,62.987
T3,1.527,7.6,42.045,71.303
T3,1.616,7.148,41.117,73.828
T4,3.096,15.695,97.886,149.541
T4,3.39,17.058,103.776,160.273
T2,0.943,5.353,29.539,48.08
T1,0.04,0.2,1.19,1.841
T3,1.437,7.165,42.417,66.767
