task_type,arrival_time
T1,1.776
T2,6.004
T2,9.561
T2,12.187
T1,15.832
T4,22.865
T1,24.119
T4,24.67
T1,26.672
T3,28.797
T4,28.945
T3,29.724
T1,30.846
T4,32.14
T1,32.5
T2,33.842
T2,35.905
T1,36.735
T1,37.16
T1,40.01
T3,41.611
T1,49.167
T3,53.65
T3,60.574
T2,62.724
T2,63.189
T4,66.082
T3,67.56
T2,77.448
T2,78.367
T2,79.884
T1,84.562
T3,89.798
T3,90.729
T2,91.149
T1,96.67
T4,100.268
T4,107.216
T1,109.398
T3,109.535
T1,111.6
T3,113.941
T1,118.448
T1,120.797
T4,124.623
T2,125.1
T1,136.388
T2,142.141
T4,142.496
T1,153.447
T4,153.946
T1,154.869
T2,165.03
T4,167.553
T3,175.197
T2,178.663
T1,180.899
T1,181.836
T4,185.644
T3,189.654
T1,189.806
T1,190.658
T2,191.64
T4,191.949
T2,193.276
T1,196.829
T4,198.268
T1,201.691
T3,203.841
T2,206.42
T1,208.398
T2,209.729
T1,214.821
T3,215.923
T4,216.104
T1,217.805
T2,218.494
T2,218.772
T2,219.079
T2,219.3
T4,220.574
T4,224.959
T2,227.044
T2,227.851
T3,230.431
T3,230.486
T4,237.813
T4,248.073
T4,248.593
T2,249.632
T3,250.303
T4,255.246
T3,257.447
T3,258.6
T4,262.953
T3,268.868
T4,269.634
T1,272.66
T4,272.748
T4,275.256
T1,277.513
T1,283.144
T2,284.983
T4,286.881
T3,290.873
T4,295.905
T2,302.661
T4,304.024
T1,307.971
T3,308.925
T4,314.829
T2,318.122
T4,318.736
T3,330.195
T2,331.229
T1,335.029
T3,338.11
T3,344.495
T4,354.558
T3,362.24
T1,368.653
T3,369.847
T4,371.075
T2,372.208
T3,372.697
T4,375.77
T1,376.102
T2,379.32
T3,383.643
T4,388.498
T3,391.414
T3,395.877
T1,398.925
T2,403.221
T3,406.444
T1,406.489
T4,407.371
T4,407.835
T2,412.346
T1,415.715
T4,419.274
T2,420.257
T3,425.545
T1,428.127
T2,434.229
T4,434.952
T4,435.206
T4,435.241
T2,435.302
T2,435.634
T3,443.828
T4,444.665
T2,449.602
T3,452.3
T2,454.132
T2,454.741
T4,458.546
T2,458.612
T4,462.492
T4,465.657
T3,467.043
T3,468.324
T4,468.37
T3,468.748
T2,470.496
T1,471.534
T1,475.499
T3,477.099
T3,480.7
T4,481.059
T4,483.389
T3,485.006
T3,487.131
T1,487.131
T4,487.367
T2,489.966
T2,490.7
T4,496.253
T2,496.392
T2,508.233
T3,513.157
T3,514.164
T1,514.584
T1,515.066
T3,519.173
T4,519.305
T3,519.899
T4,520.857
T3,522.701
T1,522.939
T3,523.866
T3,524.144
T2,525.114
T3,525.198
T4,528.791
T4,529.238
T1,534.919
T1,538.092
T4,539.83
T2,544.166
T2,546.129
T2,558.054
T1,561.148
T4,563.156
T2,564.991
T1,565.617
T4,573.603
T2,578.035
T3,579.229
T4,579.541
T4,583.393
T3,589.988
T2,590.63
T2,592.707
T4,593.188
T1,593.813
T3,601.532
T2,602.145
T1,603.449
T4,608.057
T3,613.839
T1,614.676
T1,615.607
T4,616.451
T2,616.81
T2,619.211
T3,623.961
T3,625.46
T1,628.271
T3,630.996
T1,632.691
T1,633.877
T1,639.606
T4,645.967
T3,648.593
T4,648.898
T1,655.496
T3,656.463
T4,659.792
T3,659.957
T2,660.149
T1,663.175
T1,665.999
T3,666.904
T3,668.592
T1,670.527
T2,672.708
T4,673.281
T1,675.405
T1,677.152
T3,677.346
T2,680.833
T1,681.567
T1,682.171
T2,686.467
T3,686.544
T2,687.191
T1,688.526
T3,689.389
T3,695.621
T1,698.18
T2,698.96
T1,700.087
T4,703.71
T1,704.778
T1,705.462
T4,708.771
T3,709.608
T1,712.762
T2,713.026
T3,720.703
T1,728.879
T2,728.979
T1,731.99
T3,735.031
T3,740.369
T3,742.236
T2,743.033
T4,745.92
T2,749.754
T4,749.996
T3,750.094
T3,752.764
T3,761.645
T2,764.937
T3,765.375
T1,766.582
T1,766.863
T2,770.31
T4,770.966
T3,775.175
T3,776.28
T1,778.527
T1,778.73
T2,779.621
T1,782.388
T3,782.452
T1,785.801
T2,790.467
T1,802.401
T3,803.089
T2,803.518
T2,805.09
T3,806.766
T3,807.701
T3,809.169
T4,810.537
T1,815.431
T3,816.412
T3,817.213
T2,823.289
T3,828.808
T2,829.99
T4,830.214
T3,835.458
T4,835.97
T1,839.42
T4,840.285
T1,841.345
T1,842.208
T4,846.2
T1,846.638
T4,850.17
T4,850.461
T1,860.108
T1,864.587
T4,866.013
T3,866.552
T4,866.686
T3,867.557
T2,867.876
T4,871.174
T1,872.148
T2,873.201
T3,873.283
T4,873.414
T4,885.908
T3,886.059
T2,890.057
T2,891.137
T4,891.615
T4,897.859
T4,901.614
T4,905.149
T1,909.585
T4,915.475
T2,916.449
T3,916.918
T3,922.194
T2,928.783
T2,929.225
T2,935.308
T1,936.271
T4,937.587
T1,939.369
T1,942.893
T1,944.462
