task_type,arrival_time
T2,3.702
T2,3.742
T4,6.338
T2,8.034
T2,10.611
T4,11.34
T2,17.442
T4,30.731
T1,34.925
T1,37.359
T4,38.28
T4,39.383
T4,41.617
T4,43.734
T1,47.288
T1,48.658
T1,49.372
T1,51.347
T4,53.639
T3,58.024
T2,58.185
T1,65.818
T2,66.358
T3,67.614
T4,72.278
T4,73.838
T4,75.668
T2,76.001
T1,77.092
T4,79.754
T4,86.874
T2,89.384
T2,90.143
T1,90.152
T4,93.646
T3,94.3
T2,97.33
T2,97.425
T3,97.727
T3,99.335
T2,105.471
T4,111.74
T3,112.437
T4,115.58
T3,116.553
T4,118.267
T3,118.942
T1,121.077
T2,122.916
T2,125.683
T1,126.725
T1,130.552
T4,132.294
T1,133.598
T4,137.002
T3,137.617
T2,139.028
T4,140.126
T2,148.69
T3,150.888
T4,153.998
T2,155.732
T2,157.717
T1,160.91
T2,160.985
T3,161.296
T3,166.671
T4,167.169
T1,171.382
T1,174.686
T4,175.073
T2,177.139
T2,180.203
T1,180.945
T1,181.364
T2,181.5
T4,185.637
T2,185.838
T1,190.953
T3,193.165
T1,194.723
T2,196.237
T4,196.349
T4,197.505
T3,201.415
T4,203.753
T4,203.872
T3,210.682
T2,211.023
T1,214.666
T4,216.623
T3,219.844
T1,225.673
T1,226.194
T1,226.687
T1,228.67
T4,229.97
T4,232.174
T4,235.325
T2,237.876
T1,241.464
T2,247.395
T2,249.216
T2,252.384
T4,265.296
T4,267.916
T3,268.965
T1,273.496
T2,278.022
T1,278.132
T1,278.595
T2,280.879
T1,281.249
T4,288.954
T3,292.244
T2,295.636
T3,296.739
T1,297.154
T3,303.851
T2,309.703
T2,311.424
T4,313.484
T4,314.8
T3,317.424
T4,319.275
T1,321.104
T4,324.129
T4,324.348
T2,324.502
T1,328.413
T3,328.954
T3,330.737
T4,331.839
T4,336.466
T1,345.548
T2,346.593
T2,346.68
T4,348.822
T2,350.346
T3,352.808
T2,355.994
T1,357.485
T1,359.521
T1,361.233
T4,362.298
T3,362.948
T1,366.015
T4,369.197
T2,369.349
T2,372.185
T3,375.903
T2,378.825
T3,380.992
T4,381.839
T3,382.375
T4,382.438
T3,384.74
T3,387.967
T1,390.447
T1,392.405
T4,393.412
T2,398.834
T2,406.241
T2,406.493
T3,407.064
T3,412.995
T1,415.641
T3,418.663
T4,419.867
T4,424.558
T3,425.858
T4,427.58
T3,428.477
T4,428.695
T2,429.473
T4,429.883
T3,430.808
T4,430.854
T3,433.876
T4,433.935
T3,436.123
T3,437.063
T1,438.96
T2,439.968
T1,440.363
T4,442.044
T3,448.647
T1,450.014
T4,450.699
T2,454.749
T3,458.442
T4,459.656
T2,466.599
T3,467.24
T2,467.91
T4,468.593
T3,470.289
T4,471.97
T3,473.949
T1,474.371
T2,475.094
T2,475.61
T3,476.387
T4,478.637
T1,479.671
T3,479.887
T4,483.502
T4,484.417
T3,485.331
T4,492.602
T2,495.523
T3,500.474
T2,507.208
T1,507.306
T2,508.016
T1,509.024
T1,511.209
T4,515.935
T1,517.9
T4,521.254
T4,522.005
T3,524.086
T1,525.201
T1,527.446
T3,531.573
T1,532.909
T3,534.401
T3,534.423
T2,537.598
T1,540.66
T4,546.192
T1,548.428
T2,554.204
T2,557.186
T1,558.413
T1,560.145
T3,563.347
T3,568.376
T4,572.436
T3,574.14
T2,575.372
T4,579.267
T2,580.385
T4,581.776
T3,586.166
T3,592.034
T4,592.954
T1,596.904
T2,596.977
T2,597.921
T2,598.852
T2,600.327
T3,601.049
T3,602.482
T2,606.807
T4,607.477
T4,607.648
T2,611.4
T1,614.045
T4,614.793
T3,619.829
T3,622.275
T3,630.276
T4,630.844
T3,632.604
T2,634.966
T1,638.638
T1,640.679
T2,641.718
T2,643.131
T3,643.63
T1,643.789
T4,647.21
T3,648.431
T2,650.444
T2,651.367
T2,651.424
T3,655.991
T2,656.575
T2,656.971
T2,658.476
T2,659.079
T1,659.66
T2,662.479
T1,666.315
T4,667.589
T3,668.628
T1,670.239
T3,670.853
T2,673.286
T4,675.207
T3,675.557
T2,675.736
T3,678.956
T4,687.636
T3,688.246
T2,689.73
T1,693.444
T3,695.023
T2,695.653
T1,697.217
T2,698.954
T2,702.278
T1,707.312
T4,710.366
T1,712.348
T2,712.378
T4,714.124
T3,715.695
T4,716.485
T4,718.989
T1,719.689
T4,719.872
T3,720.085
T3,721.318
T3,728.11
T3,728.76
T1,732.288
T2,736.357
T3,738.553
T1,740.327
T3,741.0
T4,744.762
T2,756.072
T2,757.087
T3,763.293
T3,764.313
T1,765.299
T2,768.798
T3,769.568
T1,777.452
T2,778.28
T2,782.33
T2,785.092
T4,812.061
T4,812.983
T4,816.746
T4,821.728
T3,822.651
T2,823.47
T2,825.788
T4,825.873
T3,832.087
T4,835.929
T4,837.826
T4,839.191
T3,840.649
T3,842.876
T3,850.276
T1,850.494
T4,852.223
T3,856.931
T1,863.961
T1,868.794
T4,871.685
T2,875.904
T1,885.801
T1,887.996
T2,888.837
T2,889.38
T4,889.797
T1,891.588
T4,893.465
T1,893.64
T2,895.637
T1,897.136
T3,897.341
T2,898.161
T2,900.457
T3,900.599
T1,903.645
T2,904.495
T1,908.597
T4,909.318
T4,909.7
T3,910.219
T2,914.021
T4,924.335
T1,926.836
T1,929.235
T1,929.867
T4,931.549
T4,931.587
T2,937.323
T1,938.19
T1,938.25
T1,941.11
T2,946.393
T3,949.375
T3,955.24
T3,955.746
T3,956.884
T4,958.14
T1,959.728
T2,960.113
T2,963.521
T4,963.699
T2,973.595
T2,974.209
T1,974.892
T2,977.535
T4,979.456
T1,979.601
T3,988.395
T2,988.78
T4,988.979
T2,994.413
T2,997.586
T4,1002.372
T3,1007.872
T3,1013.088
T3,1013.949
T3,1015.287
T4,1017.321
T2,1017.956
T3,1022.4
T4,1024.352
T3,1025.609
T4,1026.581
T4,1029.064
T3,1030.136
T3,1032.588
T2,1042.53
T4,1045.124
T3,1045.686
T4,1050.928
T4,1056.532
T2,1063.904
T2,1064.605
T2,1070.74
T1,1076.607
T4,1077.654
T2,1077.663
T1,1079.514
T4,1079.985
T2,1085.648
T3,1085.658
T3,1086.556
T3,1089.254
T4,1089.852
T1,1090.051
T4,1090.108
T1,1092.409
T4,1095.037
T1,1095.042
T3,1096.994
T4,1097.474
T1,1101.445
T4,1106.783
T3,1110.984
T4,1112.545
T1,1121.13
T2,1121.26
T4,1122.753
T2,1123.6
T1,1125.712
T4,1127.639
T1,1128.256
T3,1134.571
T1,1134.667
T2,1141.199
T2,1148.47
T1,1148.99
T1,1149.654
T1,1151.565
T3,1157.514
T1,1158.386
T2,1162.584
T3,1163.772
T2,1173.12
T3,1176.402
T1,1184.704
T3,1193.361
T1,1197.465
T1,1199.204
T1,1199.335
T3,1204.19
T1,1206.329
T1,1211.043
T3,1221.342
T3,1221.935
T1,1224.212
T3,1225.732
T1,1230.571
T3,1232.387
T1,1234.031
T1,1234.549
T1,1242.253
T3,1259.355
T3,1262.568
T3,1272.76
T1,1273.04
T1,1273.251
T1,1273.466
T3,1274.372
T1,1281.495
T1,1290.114
T1,1293.073
T3,1293.26
T1,1328.868
