task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,0.38,2.581,1.548,3.654,0.803,2.361,1.949,3.932,0.758
2,1.135,2.276,2.122,3.637,0.756,2.597,1.681,3.82,0.983
1,1.619,2.335,1.583,4.343,0.808,2.473,1.546,3.605,0.637
1,1.833,2.557,1.703,3.908,0.695,2.254,1.758,4.836,0.765
2,2.576,1.871,1.711,4.106,0.956,2.381,1.795,3.63,1.0
2,2.586,1.89,2.108,4.433,0.986,1.99,1.985,4.999,0.873
2,2.616,2.227,1.979,4.914,0.771,2.027,1.831,4.933,0.868
1,2.671,2.624,1.885,4.624,0.816,2.574,1.905,4.926,0.746
2,3.415,2.313,1.812,3.744,0.777,2.195,1.982,4.42,0.964
2,4.582,2.063,1.575,3.824,0.926,1.973,1.532,3.972,1.003
2,4.85,1.892,1.902,4.886,0.904,2.645,1.725,4.98,0.795
2,4.914,2.109,1.992,4.21,0.99,1.871,1.886,4.98,0.725
2,5.266,2.143,1.656,4.638,0.924,2.469,1.908,3.679,0.74
2,5.92,2.302,1.98,4.338,0.722,2.314,1.714,4.64,0.913
1,6.292,2.251,1.598,3.785,0.704,2.077,1.504,4.108,0.861
1,7.337,2.6,1.52,4.067,0.676,2.01,1.814,4.901,0.743
2,7.402,1.908,2.091,4.085,0.801,2.056,1.561,4.999,0.745
2,7.446,1.882,1.966,5.069,0.873,2.628,1.728,4.131,0.729
1,7.507,2.232,1.73,4.571,0.659,1.867,1.874,3.785,0.735
2,7.897,2.063,1.821,3.797,0.775,2.605,1.861,4.62,0.826
1,8.23,2.565,1.618,4.784,0.759,2.2,1.501,4.386,0.716
1,8.323,2.059,1.586,4.557,0.619,2.429,1.555,3.999,0.674
2,8.411,2.136,1.999,3.637,0.81,2.166,1.677,4.549,0.76
2,8.648,2.143,1.772,4.743,1.015,2.558,1.929,4.673,0.774
1,9.598,2.068,1.465,4.926,0.806,2.332,1.806,3.693,0.707
1,9.96,1.995,1.981,4.564,0.859,1.897,1.776,4.93,0.751
1,10.069,2.095,1.99,4.645,0.611,1.901,1.942,3.763,0.848
2,10.205,2.118,1.794,4.826,0.91,2.169,2.084,3.922,0.998
1,10.92,2.467,1.784,4.067,0.801,1.964,1.98,4.843,0.79
1,11.07,2.483,1.647,4.032,0.854,2.574,1.952,4.16,0.738
2,11.508,2.408,1.746,5.06,0.822,2.169,1.892,4.504,0.818
2,11.986,2.642,1.54,4.656,0.87,1.897,1.812,3.855,0.75
1,12.015,2.167,1.852,4.388,0.765,1.891,1.873,3.939,0.691
2,12.697,2.177,1.626,4.451,0.732,1.979,1.917,4.196,0.916
2,14.731,2.403,1.531,4.514,0.766,2.287,1.781,3.725,0.813
1,15.874,2.404,1.61,3.672,0.665,2.082,1.638,4.605,0.633
1,15.897,2.15,1.671,4.128,0.83,2.374,1.574,4.996,0.658
1,15.988,2.327,1.579,4.021,0.648,2.407,1.962,4.059,0.629
1,16.575,2.338,1.408,4.431,0.825,2.618,1.48,4.214,0.772
2,16.713,2.537,1.942,4.963,0.74,2.319,2.125,5.097,0.995
1,16.884,2.479,1.442,4.891,0.742,2.223,1.51,4.005,0.847
2,17.021,2.352,1.98,4.088,0.996,2.157,1.965,4.466,0.861
2,17.341,2.604,2.105,4.304,0.98,2.585,2.032,4.86,0.763
1,17.496,2.183,1.475,4.915,0.678,2.166,1.478,4.13,0.839
1,17.52,1.853,1.876,3.8,0.841,1.858,1.433,4.843,0.822
1,18.326,1.874,1.523,4.167,0.657,1.991,1.667,5.042,0.76
1,18.53,2.466,1.771,4.361,0.861,2.034,1.958,5.037,0.672
2,18.772,1.914,1.768,4.99,0.737,2.011,1.671,5.127,0.72
1,19.198,2.354,1.654,4.225,0.853,2.111,1.653,5.078,0.807
2,19.934,2.182,1.585,3.848,0.938,2.636,1.92,4.723,0.987
2,20.157,2.208,1.609,4.902,0.778,2.176,1.774,4.504,0.738
1,20.456,2.11,1.42,4.533,0.757,1.921,1.672,3.733,0.647
2,20.6,2.552,1.869,4.907,0.763,2.348,1.887,3.987,0.746
2,20.933,2.014,2.02,4.964,0.966,2.643,2.14,4.033,0.766
1,21.379,1.98,1.966,3.964,0.847,2.51,1.762,4.618,0.799
2,22.657,2.301,1.834,4.123,0.751,1.876,2.104,4.614,0.93
2,22.811,1.891,1.739,4.727,0.953,1.89,2.059,5.131,1.017
2,23.303,2.364,1.897,4.98,0.746,1.912,1.825,4.227,0.858
2,23.303,2.059,1.747,3.831,0.724,2.056,1.987,5.034,0.845
1,23.375,2.477,1.609,4.905,0.676,2.014,1.867,3.877,0.758
1,23.415,2.277,1.457,5.098,0.672,2.36,1.698,3.659,0.729
2,23.521,2.318,1.553,3.954,0.929,2.155,2.059,4.477,0.831
2,23.566,2.151,1.609,4.37,0.76,2.329,1.609,4.014,0.719
2,23.754,2.484,2.133,4.956,0.905,1.952,1.873,4.96,0.74
1,24.053,2.59,1.659,4.997,0.746,2.12,1.859,4.719,0.623
1,24.136,2.569,1.974,3.693,0.678,2.183,1.651,4.373,0.837
2,24.35,2.341,1.621,4.536,0.747,2.262,1.574,4.987,1.016
1,24.451,1.983,1.608,3.664,0.765,2.305,1.918,4.068,0.837
2,24.556,2.333,1.843,3.803,0.847,2.585,1.791,3.731,0.862
2,24.985,2.144,2.059,3.731,0.889,2.099,1.82,4.466,0.753
1,25.33,1.996,1.631,4.169,0.806,2.175,1.719,3.693,0.756
1,25.566,2.177,1.554,4.006,0.684,2.574,1.491,4.389,0.76
1,26.157,1.912,1.577,4.611,0.625,2.351,1.432,4.02,0.798
