task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
1,0.463,2.257,1.482,4.763,0.68,2.455,1.842,4.076,0.848
2,0.65,2.264,2.081,3.782,0.863,1.943,1.635,4.838,1.014
2,0.68,2.287,1.781,3.691,0.815,2.249,1.844,4.739,0.905
1,1.442,2.153,1.735,4.901,0.64,2.418,1.857,4.76,0.619
2,1.712,2.265,1.585,4.902,0.726,2.409,2.011,3.624,0.852
2,1.747,2.368,2.088,4.233,0.866,2.265,1.588,3.722,0.787
2,1.98,2.065,1.908,4.729,0.923,2.213,1.585,3.635,0.839
1,2.02,2.461,1.916,5.11,0.618,2.197,1.703,3.861,0.846
2,2.734,2.364,1.847,4.181,0.803,2.298,1.582,3.671,0.763
1,3.003,2.174,1.458,3.86,0.698,2.301,1.446,3.625,0.653
1,3.188,1.876,1.582,4.597,0.613,2.467,1.939,3.674,0.637
1,3.403,2.131,1.463,4.803,0.621,1.986,1.467,4.775,0.863
1,3.481,2.146,1.463,3.746,0.644,1.907,1.865,3.786,0.76
1,4.139,2.24,1.967,4.175,0.79,2.555,1.518,4.355,0.793
1,4.154,1.882,1.899,4.263,0.815,2.327,1.916,4.993,0.783
1,4.52,2.435,1.774,4.616,0.712,2.011,1.984,3.633,0.66
1,4.96,1.877,1.856,4.196,0.768,2.431,1.871,3.8,0.765
1,5.006,2.042,1.842,3.691,0.854,2.108,1.892,4.411,0.612
1,5.134,2.476,1.907,4.689,0.612,1.949,1.687,3.72,0.83
2,5.309,2.258,1.716,4.65,0.787,2.554,2.097,3.639,0.951
1,5.457,2.193,1.598,5.044,0.755,2.395,1.893,3.861,0.623
1,5.643,2.384,1.714,3.717,0.74,2.505,1.405,4.98,0.76
2,5.933,2.048,1.791,4.933,0.83,2.268,2.078,5.057,0.995
1,5.999,2.27,1.616,4.348,0.752,2.571,1.859,4.076,0.616
2,6.467,1.979,1.74,4.089,0.847,2.614,1.978,4.79,0.982
1,6.597,1.936,1.543,4.719,0.796,2.257,1.638,3.893,0.835
1,7.72,1.92,1.408,3.807,0.691,1.988,1.455,3.839,0.644
2,7.771,1.88,1.839,4.695,0.75,2.084,1.995,3.67,0.982
1,7.875,2.058,1.837,4.585,0.693,1.906,1.559,4.681,0.736
2,7.936,1.929,1.94,4.279,0.825,2.502,1.659,3.782,0.874
2,8.095,1.891,2.022,3.707,0.744,1.972,1.583,3.972,0.969
2,8.51,1.922,1.604,4.59,0.988,2.428,2.132,3.894,0.81
2,9.061,2.062,1.784,4.275,0.947,2.179,1.935,3.854,1.017
2,9.332,2.509,1.904,3.627,0.799,2.529,1.982,3.954,0.873
1,9.376,2.566,1.857,4.999,0.72,2.321,1.572,4.871,0.842
2,9.551,2.587,1.722,4.832,0.901,2.466,1.948,5.013,0.727
1,9.952,2.507,1.76,4.624,0.723,2.011,1.482,3.683,0.689
1,10.416,1.863,1.722,5.003,0.75,2.158,1.931,4.737,0.841
1,11.259,2.469,1.653,3.76,0.82,2.167,1.948,4.085,0.775
2,11.54,2.386,1.815,4.49,0.893,1.979,2.05,3.95,0.785
1,11.942,2.615,1.703,4.969,0.815,2.274,1.776,4.791,0.63
1,12.005,1.889,1.732,4.765,0.63,2.44,1.459,3.663,0.679
2,12.62,2.526,1.852,4.901,0.826,2.15,1.743,3.671,1.005
2,12.949,1.876,1.654,4.975,0.756,2.319,1.654,4.944,0.816
2,13.652,2.298,1.606,5.001,0.92,2.063,1.723,4.96,0.808
2,13.892,2.433,1.908,4.719,0.736,2.443,2.02,4.408,0.941
2,13.964,2.631,2.095,4.394,0.789,2.625,1.861,3.744,0.89
1,14.4,1.872,1.784,3.617,0.686,1.88,1.876,3.995,0.686
1,15.132,2.24,1.985,4.491,0.844,1.881,1.445,3.654,0.672
1,15.235,2.035,1.551,3.964,0.683,2.035,1.586,3.729,0.626
1,15.368,2.194,1.876,4.325,0.84,1.985,1.543,3.846,0.719
2,15.536,2.19,1.824,4.389,0.823,2.401,1.68,4.756,0.98
1,15.612,2.078,1.846,4.694,0.739,1.857,1.474,3.891,0.859
1,15.795,2.362,1.459,3.765,0.618,2.231,1.837,4.168,0.808
2,16.202,2.333,1.664,4.76,0.835,2.434,2.122,3.8,0.76
1,16.214,2.144,1.857,4.075,0.643,2.337,1.597,3.86,0.766
1,16.44,2.388,1.469,4.82,0.695,2.362,1.433,4.64,0.84
1,17.133,1.879,1.649,4.524,0.837,1.86,1.882,4.64,0.764
2,17.177,2.361,1.673,4.871,0.98,2.129,1.544,4.18,0.937
1,17.238,2.499,1.405,4.727,0.739,2.497,1.902,3.958,0.837
1,17.404,2.605,1.786,4.343,0.827,1.972,1.589,4.36,0.736
1,18.222,1.938,1.98,4.059,0.793,2.2,1.88,4.033,0.691
2,18.429,2.632,1.694,5.016,0.895,2.469,1.543,4.629,0.88
1,18.945,1.995,1.703,4.725,0.746,2.384,1.754,4.079,0.745
1,19.264,2.228,1.69,5.098,0.667,2.257,1.957,3.832,0.621
1,19.746,2.486,1.977,4.401,0.691,2.192,1.457,4.613,0.639
1,20.106,1.891,1.656,4.438,0.616,2.133,1.509,4.982,0.835
2,20.453,2.258,1.654,5.005,0.738,2.268,2.078,4.384,0.991
2,20.531,2.262,1.825,3.632,0.795,2.61,1.83,3.98,0.764
2,20.842,2.046,1.586,4.65,0.898,2.099,1.595,3.978,0.749
2,21.011,1.918,1.726,4.729,0.98,2.176,1.935,4.189,0.954
2,21.444,1.969,1.605,4.797,0.789,2.192,1.585,4.863,0.831
1,22.011,1.897,1.676,3.623,0.674,2.492,1.895,4.203,0.759
1,22.657,1.94,1.835,4.992,0.824,1.97,1.451,4.312,0.719
1,23.165,2.051,1.506,4.313,0.626,2.291,1.554,3.978,0.621
1,23.655,2.252,1.876,4.79,0.707,1.899,1.631,4.477,0.649
1,24.125,2.618,1.743,4.954,0.647,2.131,1.463,4.176,0.832
2,24.844,1.973,1.785,3.662,0.901,2.316,1.627,4.777,0.734
1,25.246,1.949,1.552,4.936,0.755,2.245,1.868,3.979,0.786
1,25.478,2.384,1.434,5.047,0.666,2.471,1.441,3.604,0.642
2,26.241,2.266,1.773,4.247,0.815,2.27,1.953,3.675,0.733
2,26.269,2.466,1.705,4.643,0.79,2.631,2.054,3.667,0.846
1,26.324,2.174,1.989,3.604,0.733,2.025,1.463,4.772,0.825
2,26.474,2.624,1.567,4.674,0.848,1.882,1.919,4.001,0.821
2,26.8,2.424,1.556,3.792,0.998,2.135,1.861,4.677,0.774
2,27.381,2.442,1.895,4.286,0.807,2.166,1.989,3.914,0.722
2,27.938,2.238,1.63,4.131,0.889,1.873,1.615,4.877,1.009
2,28.26,1.968,1.589,5.092,0.729,2.514,2.02,4.416,0.905
1,28.37,2.482,1.932,3.625,0.712,2.622,1.885,4.666,0.839
1,29.279,2.486,1.579,4.352,0.744,2.379,1.927,5.031,0.751
1,29.756,2.493,1.696,4.136,0.635,1.974,1.711,3.627,0.774
1,29.761,1.996,1.821,4.252,0.844,2.08,1.647,4.363,0.618
2,29.842,2.584,1.858,4.308,0.874,2.262,1.823,3.789,0.913
1,30.074,1.891,1.732,3.877,0.728,2.609,1.841,3.775,0.762
2,30.528,2.277,1.528,3.681,0.983,2.471,1.949,3.63,0.95
2,30.566,2.262,1.825,4.743,0.982,2.535,1.769,4.592,0.91
2,30.87,2.262,1.599,4.614,0.893,1.971,1.654,3.999,0.99
1,31.199,2.062,1.76,4.233,0.647,1.953,1.61,4.524,0.818
1,31.743,1.98,1.61,3.847,0.66,2.122,1.706,4.411,0.703
2,31.837,2.256,1.532,4.187,0.921,2.135,1.52,4.777,0.963
2,32.012,2.017,1.875,3.903,0.749,2.084,1.626,3.828,1.013
2,32.143,2.471,1.691,4.886,0.819,2.155,1.721,3.636,0.738
1,32.167,2.142,1.41,3.86,0.76,2.332,1.803,4.585,0.702
2,33.244,2.619,2.058,4.987,0.817,2.209,1.659,4.999,0.857
2,33.439,1.965,2.069,5.077,0.93,2.016,1.971,4.656,0.719
2,33.447,2.247,2.133,3.997,0.886,2.256,1.936,5.016,0.9
1,33.614,2.165,1.821,3.706,0.716,2.615,1.489,4.87,0.626
2,34.195,1.932,1.527,4.209,0.767,2.182,2.002,4.031,0.726
1,34.427,1.886,1.842,4.634,0.616,2.497,1.875,3.881,0.8
1,35.384,2.057,1.68,4.981,0.831,2.525,1.902,4.905,0.801
1,36.387,2.494,1.425,5.009,0.658,2.278,1.844,4.582,0.718
1,36.855,2.083,1.646,3.942,0.815,2.358,1.41,4.231,0.688
2,37.236,2.412,1.73,4.394,0.729,2.143,2.058,3.637,0.988
1,37.789,2.176,1.846,4.503,0.725,2.576,1.626,4.437,0.663
2,38.163,2.641,1.789,3.707,1.006,2.118,2.051,4.2,0.804
2,38.658,1.872,1.656,4.433,0.993,2.15,1.586,4.142,1.016
2,38.846,1.92,2.065,4.673,0.719,2.447,1.811,4.768,0.949
2,39.55,2.501,1.543,4.038,0.931,2.605,2.051,4.275,0.843
2,39.683,1.886,1.535,3.763,0.866,2.474,1.868,4.37,0.843
1,40.61,2.095,1.616,4.495,0.626,1.949,1.638,3.946,0.684
2,40.842,2.052,1.776,3.624,0.961,2.523,1.546,5.112,0.94
1,40.89,2.616,1.687,4.781,0.732,1.918,1.937,3.991,0.752
1,40.959,2.486,1.524,4.72,0.644,1.922,1.616,4.083,0.7
1,40.968,1.923,1.779,3.681,0.63,2.312,1.87,5.11,0.644
1,41.169,2.177,1.789,4.645,0.63,2.494,1.492,4.772,0.798
1,41.221,2.173,1.729,4.369,0.762,1.986,1.872,3.863,0.685
1,41.272,1.949,1.846,4.62,0.61,1.872,1.517,4.653,0.863
1,41.397,2.432,1.95,4.726,0.642,2.465,1.823,4.386,0.69
1,42.564,2.242,1.474,3.908,0.817,1.97,1.582,4.234,0.838
1,43.59,2.063,1.46,4.047,0.696,2.311,1.501,3.605,0.627
2,43.788,2.22,1.982,4.365,0.745,2.566,1.776,3.97,0.82
2,43.936,2.046,1.679,4.416,0.98,2.261,1.898,4.813,0.885
1,44.339,1.852,1.73,3.706,0.789,2.102,1.58,3.707,0.744
2,44.714,2.384,2.064,3.835,0.881,2.179,1.96,3.671,0.84
1,44.83,2.176,1.737,4.789,0.664,2.049,1.601,3.733,0.849
1,45.006,2.219,1.907,3.847,0.832,2.238,1.722,4.533,0.716
1,45.048,2.106,1.718,4.763,0.816,2.424,1.469,4.757,0.811
1,45.412,2.456,1.888,4.219,0.623,1.947,1.462,3.633,0.736
2,45.653,1.913,2.12,3.714,0.966,2.466,1.544,5.004,0.988
1,45.977,2.052,1.948,4.312,0.61,2.146,1.569,4.529,0.76
2,46.223,2.188,1.887,4.406,0.912,1.886,1.966,3.8,0.951
2,46.27,2.258,1.585,5.068,0.867,2.562,1.546,3.782,0.877
2,46.292,2.55,1.765,4.072,0.83,2.122,1.736,3.775,0.917
2,46.35,2.019,1.733,3.983,0.998,2.263,1.735,5.028,0.911
2,46.38,2.324,1.52,4.995,0.895,2.55,1.873,4.541,0.76
1,46.399,1.988,1.551,3.685,0.757,2.35,1.744,3.663,0.772
1,46.933,2.194,1.984,4.357,0.807,2.069,1.791,4.922,0.854
2,47.384,2.243,1.533,4.151,0.954,2.161,1.726,4.905,0.992
1,48.139,2.286,1.552,4.347,0.715,1.948,1.605,4.594,0.707
2,48.607,2.438,1.736,4.773,0.894,1.938,2.084,4.743,0.804
1,48.783,2.521,1.432,4.108,0.719,2.495,1.892,4.26,0.759
2,48.862,2.086,1.557,3.864,0.817,2.541,2.046,4.999,0.826
1,48.898,2.525,1.859,4.894,0.736,2.431,1.516,3.733,0.651
1,49.172,1.988,1.541,4.481,0.758,2.509,1.856,4.052,0.616
1,49.311,2.083,1.501,4.196,0.614,2.497,1.676,4.663,0.805
1,49.565,2.249,1.691,3.644,0.658,1.882,1.809,4.031,0.616
1,49.73,2.315,1.502,3.797,0.69,1.909,1.482,4.719,0.619
1,49.821,2.455,1.467,4.305,0.785,2.591,1.885,4.195,0.859
2,50.006,2.19,2.039,4.102,0.933,2.099,1.595,3.785,0.93
2,50.272,2.596,1.537,3.659,0.803,2.371,1.599,3.804,1.013
1,50.38,2.474,1.473,4.791,0.61,2.108,1.862,4.585,0.703
2,50.667,2.188,1.662,3.751,0.998,2.316,1.561,4.115,0.862
2,50.684,1.946,1.682,4.408,0.917,2.048,1.62,4.746,0.997
2,50.871,1.95,1.658,4.063,0.989,2.641,1.749,4.568,0.901
2,50.985,2.132,2.035,4.195,0.851,2.54,1.753,5.035,0.982
1,51.031,2.572,1.865,4.46,0.647,2.307,1.531,4.674,0.675
1,51.655,2.012,1.814,4.566,0.792,2.088,1.455,4.001,0.835
1,51.72,2.347,1.541,4.805,0.665,2.603,1.437,3.659,0.772
2,51.776,2.335,1.852,4.149,0.747,2.473,1.758,3.876,0.763
1,52.031,2.464,1.515,4.172,0.668,2.013,1.577,4.564,0.751
1,52.037,2.373,1.858,4.994,0.816,1.905,1.851,5.019,0.695
1,52.155,2.493,1.435,4.134,0.782,2.419,1.464,4.687,0.689
2,53.91,2.388,2.12,4.765,0.985,2.645,1.889,4.869,0.839
1,54.105,1.897,1.884,4.028,0.726,2.309,1.498,4.851,0.761
2,54.709,1.893,1.868,4.48,0.934,2.485,1.903,4.658,0.846
1,55.035,2.167,1.787,4.246,0.811,2.138,1.872,3.803,0.812
2,55.448,2.122,2.074,4.851,0.862,2.215,2.095,4.394,0.726
1,56.275,1.94,1.519,4.96,0.623,1.876,1.403,4.833,0.773
2,56.364,2.404,1.714,5.048,0.848,1.918,1.658,3.894,0.795
1,56.472,2.162,1.835,3.86,0.736,2.082,1.631,4.196,0.847
2,56.756,2.554,1.847,4.885,0.806,2.105,2.057,4.293,0.905
2,57.047,2.24,2.109,4.701,0.961,2.311,2.014,5.05,0.888
2,58.265,2.491,1.866,4.772,0.817,2.38,1.942,3.7,0.726
1,58.333,1.972,1.846,4.225,0.798,1.949,1.859,3.745,0.664
1,58.87,2.078,1.847,3.663,0.642,2.571,1.406,3.994,0.619
1,59.252,1.97,1.873,3.672,0.637,2.59,1.972,4.566,0.752
1,59.4,1.914,1.95,3.753,0.66,2.622,1.93,4.711,0.688
1,59.788,2.517,1.443,4.136,0.754,2.07,1.657,4.406,0.748
1,60.229,2.278,1.826,4.11,0.807,2.491,1.615,4.338,0.676
1,60.238,1.86,1.631,4.542,0.807,2.568,1.822,4.02,0.705
1,60.459,2.145,1.797,3.711,0.78,2.45,1.79,4.352,0.809
