task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.176,5.56,5.65,1.03,108.15,111.87,106.79,5.75,10.47,4.94,5.49,0.94,103.68,111.24,105.57,5.71,10.02
T4,0.494,5.85,4.94,0.95,98.6,102.29,101.84,4.99,10.19,5.71,5.03,0.96,106.17,99.82,99.71,5.41,10.28
T10,1.102,5.41,5.32,1.02,96.78,108.56,96.97,5.17,10.34,5.37,5.44,1.1,96.01,116.42,96.62,5.56,11.75
T7,5.513,5.15,5.55,1.07,100.94,104.39,105.58,5.4,11.38,4.93,4.89,1.1,100.28,106.0,99.92,4.75,11.22
T10,8.958,5.35,4.85,1.01,93.54,115.16,108.04,5.36,10.72,4.92,5.44,1.07,103.69,116.37,101.61,5.45,10.26
T9,9.022,4.97,5.43,1.01,116.95,104.29,103.7,5.1,9.71,5.65,5.4,0.92,109.16,108.18,98.85,5.11,10.09
T6,9.108,4.8,4.83,1.05,109.82,109.69,107.2,5.34,10.67,5.23,4.72,1.08,108.93,107.56,110.46,5.67,10.41
T9,9.546,5.52,4.97,1.03,112.79,111.65,104.22,4.88,10.07,5.11,5.14,0.93,114.3,103.47,94.13,5.29,10.88
T9,10.06,5.55,5.12,1.01,104.3,99.1,96.46,5.56,10.76,5.51,5.33,1.09,115.46,100.84,101.4,5.23,10.36
T1,10.509,4.87,5.13,1.08,112.53,103.11,110.57,5.14,10.1,4.76,5.27,1.12,107.18,107.33,103.86,5.1,9.39
T8,11.638,5.59,4.62,1.01,100.96,108.02,105.89,4.72,11.12,5.38,4.7,1.1,109.13,108.61,111.34,4.98,11.05
T4,11.918,5.69,5.25,0.97,106.52,101.76,109.4,4.82,11.49,5.78,5.64,1.03,110.39,108.32,98.2,5.39,11.19
T2,13.057,5.85,5.77,1.17,103.34,97.74,101.36,5.36,10.89,5.88,5.52,1.0,100.61,104.23,114.27,5.65,10.61
T7,13.316,5.5,4.83,1.12,103.25,97.94,108.36,5.16,11.64,5.2,5.64,1.0,105.94,100.83,102.71,4.84,10.71
T6,16.465,5.42,5.02,0.97,114.81,100.37,110.87,4.86,10.11,5.25,4.62,0.92,108.34,113.06,99.4,5.32,10.73
T1,17.55,4.75,5.03,1.07,116.01,93.61,104.6,5.66,9.82,4.91,5.07,1.05,102.52,107.18,98.45,5.79,9.37
T6,19.3,4.95,5.33,1.05,107.12,103.78,111.25,4.87,10.28,4.69,5.34,0.96,113.68,106.22,97.34,5.12,11.23
T8,20.108,5.65,4.75,1.09,101.42,94.48,106.75,4.98,11.21,5.37,4.79,1.05,111.22,104.52,107.22,5.4,9.79
T2,21.295,5.57,5.72,1.1,107.71,108.68,111.2,4.97,11.27,5.89,5.42,1.0,95.94,102.35,101.36,5.7,11.2
T3,22.393,5.74,5.6,1.02,110.7,97.64,105.99,5.33,10.42,5.81,5.08,0.98,108.7,99.98,111.5,5.69,11.63
T2,22.63,5.61,5.39,1.14,94.25,105.22,103.54,5.48,10.61,5.42,5.0,0.99,109.85,109.7,101.81,5.06,10.44
T6,23.417,5.2,5.27,0.94,106.4,110.59,112.58,5.54,9.94,5.15,4.99,1.07,103.51,108.85,112.18,4.83,10.8
T7,24.982,5.63,5.24,1.09,111.26,94.34,103.12,5.04,10.79,5.12,5.69,1.12,97.03,109.66,104.8,5.47,10.62
T3,25.746,5.79,5.78,0.99,109.14,105.53,110.3,5.82,10.92,5.46,5.83,0.97,105.6,97.81,106.76,5.57,11.61
T9,27.011,5.26,5.42,0.94,103.52,111.12,105.79,5.12,10.13,5.28,5.09,0.96,100.48,108.28,98.14,5.33,11.15
T2,27.698,5.38,5.12,1.03,93.24,98.16,106.66,5.11,10.65,5.34,5.9,1.13,109.94,108.56,102.32,5.71,9.87
T10,27.768,5.21,4.92,0.98,107.96,101.63,100.31,5.08,10.82,5.2,5.19,1.1,107.38,102.92,105.26,5.15,11.46
