task_type,m1_1,m2_1,m3_1,m4_1
T2,0.306,1.674,9.096,15.02
T2,0.349,1.569,9.627,16.108
T2,0.342,1.793,9.76,14.046
T1,0.013,0.061,0.406,0.619
T2,0.32,1.679,10.178,15.86
T4,1.178,5.203,32.898,54.225
T3,0.461,2.719,13.759,22.653
T4,1.038,5.247,31.715,54.1
T2,0.303,1.685,9.648,14.189
T2,0.323,1.742,10.104,14.902
T3,0.485,2.603,14.62,24.36
T2,0.311,1.69,10.417,14.453
T1,0.012,0.061,0.367,0.594
T1,0.013,0.068,0.39,0.588
T1,0.014,0.067,0.393,0.638
T4,1.035,5.55,34.016,46.678
T4,1.055,5.826,29.919,50.418
T2,0.334,1.63,9.621,16.205
T4,1.03,5.421,34.824,50.899
T2,0.323,1.575,9.048,15.679
T3,0.506,2.33,14.444,21.163
T3,0.457,2.372,15.785,23.935
T4,1.116,6.001,34.692,48.354
T1,0.014,0.069,0.355,0.577
T3,0.509,2.508,14.028,22.014
T1,0.013,0.064,0.412,0.567
T4,1.187,5.236,33.658,47.652
T3,0.519,2.395,15.534,21.125
T3,0.489,2.407,15.658,22.587
T1,0.014,0.065,0.395,0.543
T2,0.32,1.647,10.399,13.986
T3,0.527,2.699,15.638,23.162
T3,0.465,2.678,15.414,21.61
T2,0.342,1.782,9.124,15.059
T1,0.014,0.06,0.366,0.543
T1,0.013,0.063,0.37,0.608
T3,0.528,2.32,14.516,22.823
T2,0.346,1.608,9.465,14.32
T4,1.113,5.511,32.384,49.637
T4,1.096,6.051,31.43,48.614
T2,0.305,1.685,9.738,16.03
T3,0.517,2.698,13.558,24.347
T4,1.096,5.245,34.758,51.956
T4,1.091,5.787,32.77,50.248
T2,0.34,1.756,9.918,15.679
T4,1.067,5.201,30.785,51.027
T3,0.475,2.585,14.109,22.874
T2,0.314,1.544,9.323,14.872
T3,0.531,2.406,14.563,22.576
T2,0.356,1.776,10.376,15.451
T1,0.013,0.064,0.376,0.55
T4,1.035,5.237,31.551,50.587
T3,0.528,2.606,15.406,22.254
T1,0.013,0.068,0.353,0.54
T2,0.325,1.672,10.571,13.934
T3,0.465,2.611,16.103,21.201
T3,0.522,2.538,16.101,24.325
T4,1.023,5.318,34.665,53.525
T3,0.526,2.444,13.706,22.017
T4,1.156,5.9,34.765,53.495
T4,1.089,5.896,34.51,46.329
T2,0.302,1.636,9.592,14.547
T1,0.013,0.06,0.416,0.614
T1,0.013,0.07,0.363,0.637
T2,0.335,1.693,10.349,13.971
T1,0.013,0.061,0.38,0.615
T2,0.349,1.794,9.535,14.371
T4,1.006,5.459,33.491,53.487
T4,1.026,5.504,34.147,45.926
T4,1.086,5.381,33.42,49.564
T4,1.087,5.788,29.864,51.938
T2,0.31,1.678,9.895,15.1
T3,0.509,2.342,14.084,23.43
T1,0.012,0.064,0.382,0.635
T3,0.494,2.424,14.536,21.296
T2,0.313,1.582,8.993,13.871
T2,0.33,1.546,9.052,14.19
T4,1.133,5.194,33.521,52.705
T3,0.525,2.575,15.297,23.625
T3,0.505,2.546,14.249,21.442
T2,0.334,1.612,9.903,13.762
T2,0.356,1.713,9.944,13.944
T3,0.506,2.514,16.029,23.861
T3,0.539,2.697,16.017,23.605
T3,0.53,2.745,15.309,23.418
T4,1.045,5.365,33.903,52.002
T3,0.464,2.75,13.867,21.607
T3,0.476,2.673,13.623,23.576
T4,1.015,5.227,35.175,48.67
T2,0.313,1.67,9.181,15.208
T3,0.49,2.509,15.584,23.881
T3,0.527,2.426,15.4,24.378
T1,0.013,0.06,0.384,0.559
T4,1.182,5.667,33.59,53.569
T1,0.012,0.061,0.39,0.587
T4,1.161,5.646,30.714,51.376
T4,1.103,5.182,30.239,54.22
T3,0.461,2.322,14.233,22.048
T4,1.17,5.713,30.75,54.005
T3,0.494,2.653,15.885,23.144
T2,0.356,1.675,9.037,14.644
