task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.021,100.31,10.24,108.56,10.32,110.17,106.36,114.92,112.31,114.76,10.33,93.74,10.99,98.55,109.8,111.29,113.23
4,0.634,101.0,11.84,112.86,9.99,117.02,106.05,102.53,109.45,103.79,11.69,96.6,10.0,112.64,107.26,103.32,97.54
2,0.644,114.16,10.6,97.74,10.63,113.63,105.31,115.27,100.81,105.94,9.5,101.95,10.1,97.74,111.47,99.03,103.64
1,1.061,103.44,10.19,101.76,11.51,108.63,111.7,95.64,109.1,105.44,10.53,107.8,11.04,93.66,103.32,97.68,111.22
2,1.569,112.48,10.08,105.45,10.42,100.99,118.18,115.32,103.79,106.98,9.64,95.41,9.59,99.15,109.01,105.06,102.05
3,2.176,113.9,9.79,99.16,10.26,96.47,110.57,95.81,107.17,101.33,10.59,98.26,10.15,103.5,100.86,92.5,109.01
4,2.393,108.65,11.43,111.7,10.38,117.02,112.13,106.02,97.62,101.72,11.41,99.55,9.8,110.39,102.58,105.42,109.45
1,2.593,97.7,11.09,104.48,11.39,94.57,113.4,95.44,112.54,106.97,11.23,115.87,9.96,102.88,114.03,95.79,101.76
4,2.885,100.87,10.55,98.37,11.07,108.84,103.38,110.16,106.89,96.31,11.76,102.82,11.37,102.91,102.2,106.62,94.21
4,2.918,108.09,10.62,107.25,10.81,100.84,116.03,113.28,97.6,102.04,10.7,99.43,10.76,99.05,106.01,102.64,105.03
3,3.118,107.09,10.14,100.29,10.94,96.76,114.26,104.07,107.37,100.4,9.46,109.27,9.66,106.3,114.38,97.25,104.52
2,3.125,112.75,10.88,105.11,9.93,109.61,112.37,104.59,107.71,103.0,10.28,107.2,9.62,114.3,118.31,102.69,97.94
3,3.689,98.07,10.44,105.62,10.68,102.09,111.54,103.57,102.06,97.7,9.32,96.04,10.88,98.96,102.89,99.49,100.47
2,4.199,115.28,10.48,103.67,9.73,111.32,103.7,103.12,98.63,111.26,10.4,98.59,10.56,101.12,113.13,110.21,112.31
4,4.241,103.7,11.35,113.44,10.52,107.19,98.39,103.0,110.45,103.13,11.04,105.27,10.96,112.72,115.64,101.59,103.82
4,4.291,95.96,11.78,108.22,10.15,115.87,103.62,104.95,108.12,94.68,10.94,107.63,10.39,101.57,104.23,112.64,94.28
4,5.14,93.9,10.34,106.51,10.63,108.62,103.38,115.41,99.88,101.94,10.92,104.75,10.12,110.14,109.55,114.41,99.32
4,5.274,105.95,10.26,103.87,9.84,112.06,103.59,109.2,98.92,104.78,11.41,102.29,10.51,110.81,104.92,102.46,107.16
3,5.467,109.62,9.72,98.64,10.02,112.89,101.96,103.64,104.48,103.88,9.8,95.5,11.24,100.67,114.38,104.9,96.61
2,5.473,103.03,10.19,95.07,10.89,99.15,115.3,99.3,105.61,105.19,9.29,104.83,9.84,102.27,118.49,106.13,100.22
2,5.795,99.66,10.91,100.79,9.46,100.4,112.56,114.56,104.79,108.8,10.65,97.83,9.59,107.9,100.1,111.25,108.11
