task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
1,0.072,105.4,11.03,100.91,10.17,95.06,115.52,95.56,97.67,101.19,11.07,115.28,9.81,93.91,110.95,94.49,99.25
3,0.08,98.99,9.35,96.05,9.71,110.18,106.73,102.12,107.51,102.35,9.94,110.84,10.18,112.89,103.89,98.32,99.72
4,0.25,105.82,10.35,112.88,10.14,101.3,108.7,100.84,95.35,97.25,11.14,110.31,11.45,112.72,102.43,111.46,99.34
3,0.292,111.85,9.67,99.7,10.19,101.05,115.92,103.54,103.41,105.38,10.32,105.41,10.83,112.43,108.25,104.34,100.3
3,0.465,111.48,9.82,109.33,10.62,102.96,102.28,108.17,108.0,113.22,10.68,99.71,10.7,97.84,101.0,97.97,107.08
4,0.683,107.9,10.0,106.94,10.52,102.59,115.64,113.83,97.8,108.55,10.97,112.38,10.1,99.5,109.75,103.85,110.44
3,0.903,106.49,10.7,100.5,10.59,111.77,112.26,108.39,101.44,114.56,9.22,93.68,10.2,102.11,103.51,100.77,108.05
1,1.545,105.35,10.54,109.26,10.31,108.87,101.26,107.8,100.06,102.03,10.41,108.59,10.76,106.27,112.46,98.86,98.62
2,1.634,103.09,9.76,102.15,10.2,109.3,108.09,112.93,108.62,99.24,10.34,101.13,10.75,104.48,106.55,112.25,108.29
2,1.73,113.81,9.98,102.08,9.95,102.67,113.29,106.4,102.51,109.66,9.59,105.06,9.85,97.03,117.12,114.1,96.03
3,1.85,104.27,9.69,109.52,10.18,96.7,109.26,93.96,113.36,105.8,10.26,106.34,10.93,106.88,97.79,103.38,113.7
4,2.197,99.96,10.87,99.47,9.9,116.96,98.23,99.62,97.49,93.66,10.96,108.77,10.9,111.83,99.04,103.22,106.57
4,2.757,108.8,10.54,110.22,10.18,102.82,112.69,116.8,97.55,102.33,10.18,105.35,9.97,113.67,110.68,115.38,103.84
4,2.819,97.51,10.04,102.1,10.76,109.48,98.08,116.3,109.73,101.65,10.95,103.66,11.05,104.5,115.99,103.45,99.28
4,2.849,103.3,10.19,112.45,11.39,117.13,116.19,115.52,107.26,95.67,10.76,101.2,10.5,105.86,115.66,107.73,93.8
4,3.09,108.04,11.87,112.44,11.14,110.62,100.1,109.65,95.57,105.15,10.32,107.57,11.03,110.88,100.79,102.68,107.7
3,3.221,103.26,9.88,108.27,10.02,111.35,115.21,98.8,112.03,112.01,10.21,107.47,11.04,102.44,111.45,100.02,103.4
1,3.324,102.15,11.02,102.28,10.62,97.63,102.33,102.62,107.2,110.22,11.08,106.67,11.18,108.87,108.49,102.05,98.62
2,4.009,109.8,9.35,93.38,9.51,103.39,106.88,105.96,108.57,115.72,9.86,94.57,10.87,106.46,111.49,109.09,105.36
1,4.042,102.39,10.46,113.8,11.37,92.68,107.42,94.46,97.61,107.28,10.39,110.7,9.93,105.94,114.27,99.76,101.92
3,4.422,109.84,9.41,99.04,11.32,108.4,115.2,104.25,98.42,107.5,10.32,95.68,10.4,97.53,113.13,104.36,114.67
3,4.484,112.46,10.38,98.14,10.76,102.14,115.93,98.55,104.69,113.51,10.26,109.97,11.09,111.52,104.68,100.25,104.07
3,4.599,112.58,9.54,101.56,10.11,111.07,114.84,105.37,103.09,103.62,9.75,100.65,9.93,112.13,102.3,95.1,109.56
2,4.746,99.08,10.78,100.38,10.45,110.13,108.88,107.4,111.16,107.22,10.21,103.61,10.82,103.1,112.58,112.07,103.12
4,4.798,106.31,10.75,103.02,10.72,107.63,101.15,105.91,110.45,103.3,10.05,113.43,11.54,100.02,107.71,99.83,100.59
2,5.008,109.68,10.24,96.2,10.14,110.59,102.3,100.02,100.59,108.28,9.28,94.04,10.63,96.9,101.92,99.47,103.59
3,5.08,111.59,10.83,98.31,10.52,103.0,100.0,98.3,101.39,98.56,9.48,107.17,10.36,100.97,101.83,93.06,100.16
2,5.33,103.09,9.94,99.75,10.57,110.15,109.98,111.96,96.26,113.81,9.9,95.87,10.67,114.15,117.49,106.82,108.51
2,5.431,104.5,9.39,103.17,10.74,107.05,101.27,99.44,106.7,114.98,10.09,93.98,9.96,105.97,100.11,109.92,107.06
3,6.025,107.61,9.89,96.14,10.01,96.55,114.94,97.37,101.05,104.22,10.4,101.59,9.9,110.14,113.88,96.06,104.43
1,6.043,100.0,11.32,101.3,10.7,103.38,114.08,101.04,112.35,104.26,9.68,104.88,10.63,103.81,100.68,102.63,99.5
3,6.225,112.17,10.3,98.73,9.79,110.06,97.61,103.14,111.19,110.23,10.42,98.78,11.28,108.21,115.21,100.54,104.05
3,6.264,99.33,9.25,110.6,10.66,109.82,114.58,96.13,108.54,104.19,10.24,98.19,10.83,97.56,106.63,104.44,114.69
4,6.364,101.34,11.07,100.47,10.74,114.07,109.38,104.66,96.81,103.78,10.81,96.6,10.2,108.64,106.77,101.14,99.69
2,6.501,110.49,9.83,104.94,11.03,109.97,115.07,104.28,98.9,111.26,10.93,105.61,10.94,113.05,104.48,104.67,101.67
2,6.925,105.01,10.72,103.18,11.0,106.56,112.85,112.44,112.26,101.26,10.86,99.39,10.13,109.06,111.58,106.26,102.4
