task_type,m1_1,m2_1,m3_1,m4_1
T2,0.907,3.199,21.392,23.058
T2,1.035,2.996,22.643,24.728
T2,1.016,3.426,22.955,21.562
T1,0.66,2.012,16.428,16.363
T2,0.949,3.208,23.938,24.346
T4,2.278,6.474,50.403,54.225
T3,1.312,4.985,31.066,33.384
T4,2.008,6.529,48.591,54.1
T2,0.899,3.219,22.693,21.782
T2,0.957,3.327,23.765,22.876
T3,1.383,4.773,33.011,35.9
T2,0.924,3.228,24.5,22.186
T1,0.637,2.02,14.845,15.701
T1,0.666,2.222,15.768,15.537
T1,0.691,2.198,15.925,16.843
T4,2.002,6.906,52.118,46.678
T4,2.04,7.25,45.839,50.418
T2,0.993,3.113,22.629,24.876
T4,1.992,6.745,53.356,50.899
T2,0.959,3.008,21.281,24.069
T3,1.442,4.272,32.614,31.188
T3,1.304,4.35,35.641,35.273
T4,2.157,7.468,53.152,48.354
T1,0.694,2.266,14.367,15.233
T3,1.45,4.6,31.673,32.442
T1,0.669,2.095,16.692,14.989
T4,2.296,6.516,51.569,47.652
T3,1.478,4.392,35.075,31.132
T3,1.392,4.413,35.353,33.287
T1,0.704,2.146,15.974,14.335
T2,0.951,3.146,24.459,21.469
T3,1.501,4.95,35.309,34.135
T3,1.326,4.91,34.803,31.847
T2,1.014,3.404,21.458,23.118
T1,0.697,1.979,14.828,14.352
T1,0.656,2.067,14.981,16.07
T3,1.506,4.255,32.777,33.634
T2,1.027,3.072,22.26,21.982
T4,2.153,6.858,49.616,49.637
T4,2.119,7.53,48.155,48.614
T2,0.905,3.22,22.904,24.608
T3,1.473,4.948,30.614,35.88
T4,2.119,6.527,53.253,51.956
T4,2.111,7.201,50.208,50.248
T2,1.008,3.355,23.328,24.069
T4,2.064,6.472,47.166,51.027
T3,1.353,4.74,31.856,33.71
T2,0.931,2.949,21.927,22.83
T3,1.514,4.411,32.881,33.271
T2,1.057,3.392,24.404,23.718
T1,0.675,2.099,15.221,14.539
T4,2.001,6.517,48.34,50.587
T3,1.503,4.779,34.786,32.796
T1,0.673,2.237,14.291,14.253
T2,0.964,3.195,24.862,21.39
T3,1.325,4.788,36.359,31.244
T3,1.488,4.654,36.354,35.848
T4,1.979,6.618,53.112,53.525
T3,1.498,4.482,30.946,32.447
T4,2.236,7.342,53.265,53.495
T4,2.106,7.336,52.874,46.329
T2,0.898,3.125,22.56,22.332
T1,0.659,1.989,16.856,16.208
T1,0.651,2.317,14.682,16.826
T2,0.994,3.234,24.342,21.448
T1,0.667,2.002,15.371,16.244
T2,1.037,3.427,22.425,22.062
T4,1.945,6.793,51.312,53.487
T4,1.983,6.85,52.318,45.926
T4,2.1,6.696,51.204,49.564
T4,2.103,7.203,45.755,51.938
T2,0.919,3.206,23.273,23.18
T3,1.45,4.295,31.8,34.529
T1,0.607,2.109,15.464,16.772
T3,1.409,4.445,32.821,31.385
T2,0.929,3.022,21.15,21.294
T2,0.979,2.953,21.289,21.784
T4,2.191,6.463,51.358,52.705
T3,1.496,4.722,34.54,34.816
T3,1.44,4.67,32.173,31.6
T2,0.992,3.079,23.291,21.126
T2,1.057,3.273,23.387,21.405
T3,1.442,4.61,36.193,35.164
T3,1.537,4.945,36.164,34.787
T3,1.511,5.033,34.567,34.511
T4,2.02,6.677,51.943,52.002
T3,1.323,5.043,31.309,31.842
T3,1.357,4.902,30.758,34.744
T4,1.962,6.504,53.892,48.67
T2,0.93,3.19,21.594,23.346
T3,1.397,4.601,35.188,35.193
T3,1.502,4.448,34.773,35.926
T1,0.651,1.989,15.556,14.756
