task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T5,0.362,4.83,101.37,101.24,5.18,5.05,1.0,5.1,11.04,4.78,115.33,98.97,5.11,5.19,1.02,5.25,10.89
T6,0.83,5.23,119.08,101.43,5.27,4.69,1.07,5.18,9.83,5.39,106.18,101.69,5.28,4.94,1.15,5.48,10.81
T6,0.855,4.92,108.64,108.23,4.95,4.96,1.11,5.5,9.49,5.8,118.55,100.32,4.9,5.45,1.08,5.66,10.05
T2,1.111,4.98,102.55,100.63,5.5,5.42,0.99,5.33,10.16,5.15,111.65,102.46,5.17,4.93,1.08,5.46,10.59
T2,2.483,4.79,104.26,116.63,5.11,5.01,1.01,5.57,10.28,5.38,99.25,118.04,5.41,4.95,0.95,4.94,10.01
T2,3.397,5.22,112.24,104.81,4.79,5.44,1.08,5.49,10.77,4.97,106.27,111.14,5.09,5.27,0.94,5.24,9.6
T6,3.657,5.06,101.18,100.52,4.89,4.64,1.1,5.76,9.4,5.3,103.33,101.58,5.03,4.86,1.09,5.74,9.32
T8,3.683,5.29,96.01,106.15,5.0,5.21,0.99,4.74,10.43,5.22,105.86,103.0,5.02,4.85,0.97,5.13,9.89
T4,4.423,5.33,101.74,102.6,5.43,4.98,0.98,5.68,10.83,5.49,102.88,98.04,5.22,5.17,1.05,5.91,10.18
T2,4.624,4.99,102.63,115.36,5.54,5.51,1.06,5.6,9.8,5.52,110.92,106.91,5.01,4.89,0.95,5.09,10.57
T1,4.703,5.61,92.78,114.09,4.9,5.41,1.0,5.03,10.04,5.7,105.12,108.77,4.87,5.45,1.04,5.14,10.48
T4,6.813,5.34,112.93,98.2,4.91,5.74,1.04,5.46,10.59,4.93,99.62,97.34,5.4,5.89,1.09,5.65,10.9
T3,6.894,4.74,103.51,108.53,5.27,5.67,1.11,5.77,10.22,5.26,102.26,106.05,4.66,4.94,1.08,5.79,9.41
T7,7.33,5.62,107.8,94.65,5.2,4.99,1.12,5.42,10.11,5.13,107.8,106.85,5.46,5.79,1.12,5.31,11.29
T8,8.528,5.6,98.33,98.0,5.35,5.38,1.04,5.38,11.34,5.23,104.1,114.39,5.62,4.88,0.92,4.75,10.29
T1,8.991,4.99,97.67,100.55,5.24,4.67,1.02,5.0,10.55,5.58,100.56,96.89,4.94,5.0,1.04,5.47,10.6
T6,9.225,5.38,107.97,95.49,5.68,5.42,1.14,4.96,9.71,5.82,118.55,104.67,5.71,4.98,1.15,4.97,9.29
T10,10.285,5.18,98.12,103.93,4.98,5.32,1.07,5.03,10.4,4.75,102.4,107.99,5.52,5.07,1.05,5.48,9.48
T10,10.575,5.2,102.42,102.33,5.5,5.62,1.07,4.83,9.42,5.5,96.64,108.35,4.9,5.21,1.03,5.44,9.71
T4,10.896,5.71,104.39,108.03,4.74,5.57,1.1,5.37,10.14,5.14,97.74,100.46,5.38,5.75,0.96,5.71,10.65
T9,11.6,4.88,110.59,112.0,4.63,5.14,1.13,5.12,10.57,5.51,107.26,115.51,4.88,4.96,0.98,5.24,9.68
T5,15.488,5.31,116.17,108.98,4.96,5.54,1.07,5.07,11.24,4.7,115.91,97.57,4.97,5.68,1.06,5.12,10.02
T9,15.85,5.4,103.34,109.63,5.12,4.72,1.11,5.8,10.62,5.59,98.71,106.94,5.29,4.64,1.11,5.05,9.81
T9,16.122,5.54,100.25,101.46,4.92,5.47,1.01,5.24,10.48,4.89,112.0,116.72,5.29,5.09,1.02,4.96,10.52
T3,16.541,5.12,96.14,117.82,5.01,5.28,1.09,5.56,10.05,5.53,110.67,112.77,4.83,5.41,1.12,5.23,9.55
T2,18.397,4.83,109.45,116.38,5.48,5.27,0.97,5.29,10.3,5.26,97.68,102.3,4.69,5.2,0.95,5.14,10.18
T10,19.527,5.49,109.15,102.8,4.99,5.62,1.04,5.16,10.11,5.4,99.68,110.98,5.46,5.14,0.97,5.46,9.32
T3,20.105,4.76,96.52,101.63,4.76,5.06,1.02,5.26,9.62,5.49,99.43,111.49,5.45,4.91,1.06,5.62,10.51
T6,22.439,5.7,103.44,108.24,5.68,5.09,1.17,5.15,10.57,5.33,105.64,97.27,5.11,5.3,1.08,5.62,10.27
T3,23.126,5.41,104.13,115.91,5.31,5.58,1.08,5.47,9.81,5.24,111.76,109.77,5.1,5.77,0.99,5.35,9.73
T2,23.226,4.98,98.65,110.91,5.21,5.1,0.95,5.5,10.96,5.2,102.66,108.58,5.25,5.27,1.02,5.61,10.91
T8,25.81,5.28,106.79,102.46,5.7,5.41,1.02,4.99,10.76,4.96,107.04,97.31,5.18,5.57,0.99,5.36,9.69
T4,26.345,5.58,104.79,98.18,5.03,5.79,1.03,5.64,10.33,4.9,109.86,105.58,5.45,4.99,1.01,4.99,10.84
T7,26.516,5.53,107.89,100.04,5.38,5.72,1.02,5.03,11.34,5.0,107.84,106.43,4.89,5.43,1.0,5.68,11.05
T5,27.06,5.21,116.63,99.52,4.99,5.07,1.02,4.83,10.72,4.71,102.13,111.77,5.29,5.52,1.14,4.96,11.3
T3,27.188,5.08,96.71,106.76,4.71,5.3,1.06,5.45,9.44,5.07,106.45,113.32,4.88,5.05,1.04,5.12,10.03
T8,29.243,4.96,101.69,104.86,5.06,5.56,1.07,5.47,10.27,5.68,98.02,112.03,5.78,5.38,1.07,4.78,10.2
T8,29.39,5.38,102.34,114.21,5.02,4.97,0.93,5.02,10.94,5.66,95.55,106.18,5.0,5.54,1.08,5.36,10.29
T5,29.432,5.32,99.38,109.7,5.0,5.58,1.08,5.41,10.62,4.77,113.86,99.81,5.24,5.86,0.98,4.9,10.17
T9,31.047,5.42,100.33,108.69,5.3,5.47,1.02,5.54,9.64,5.34,99.66,106.53,5.07,5.2,1.04,5.13,10.33
T9,31.087,4.92,103.46,115.78,4.98,5.25,0.97,5.02,10.35,5.38,99.64,114.59,4.63,4.69,0.97,5.15,9.48
