task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
1,0.109,1.01,95.43,0.97,113.3,108.8,108.0,103.5,1.08,1.09,104.76,1.06,107.23,96.67,106.04,103.04,1.04
3,0.194,1.06,112.68,0.98,100.63,109.86,97.62,114.89,1.02,1.01,104.11,1.03,104.33,104.44,98.34,113.43,0.98
4,0.387,0.98,104.6,0.96,105.43,105.3,111.46,108.7,1.1,1.09,106.78,1.1,104.36,98.26,99.53,116.36,1.01
4,0.929,1.07,105.07,1.0,103.37,103.32,105.4,112.79,0.96,1.01,98.93,0.97,102.46,104.52,98.04,112.65,0.96
3,1.146,0.93,102.21,0.98,107.49,108.96,108.1,99.89,1.0,1.06,106.58,1.08,112.43,105.96,95.17,117.28,0.98
4,1.446,1.0,106.74,1.07,108.62,100.54,102.64,108.73,1.12,0.96,109.34,1.1,105.6,100.69,94.59,108.92,1.05
1,1.686,1.1,108.03,1.08,114.9,110.17,102.35,103.27,1.05,1.07,96.43,1.03,110.0,98.83,98.71,97.25,1.13
1,2.003,1.02,98.44,1.04,102.12,93.92,102.9,100.39,1.09,1.01,101.42,1.1,116.5,103.09,97.22,110.2,1.16
3,2.193,0.93,109.7,0.95,112.43,111.51,105.85,108.71,1.12,1.0,108.5,0.92,107.83,98.05,101.65,110.29,1.09
1,2.939,0.96,107.96,1.04,114.23,98.38,110.3,106.06,1.17,1.01,109.15,1.08,113.73,96.28,99.67,109.86,1.14
4,3.585,1.01,108.43,1.03,106.98,95.95,97.88,113.25,1.04,1.03,111.51,0.98,96.76,103.37,111.12,102.59,0.96
1,3.703,1.08,96.33,1.04,104.67,94.1,97.94,102.59,1.17,1.0,102.28,0.98,100.62,110.0,109.75,99.83,1.02
2,4.407,1.02,96.0,1.01,98.89,92.52,103.57,102.44,1.06,0.99,109.74,1.01,108.07,103.33,109.32,101.59,1.03
2,4.68,1.09,108.58,1.16,106.04,106.56,96.32,103.93,1.05,1.05,103.92,1.18,109.94,95.12,102.34,116.16,1.06
2,4.694,1.05,110.22,1.01,102.4,92.05,102.26,101.28,1.13,1.06,98.09,1.08,101.95,95.65,97.04,108.46,1.15
1,4.73,0.98,94.63,0.97,105.43,102.79,110.49,113.41,1.02,1.02,98.32,1.09,113.75,93.8,96.75,109.03,1.15
3,4.86,0.92,108.95,1.08,104.84,102.23,107.45,117.77,1.14,0.96,99.61,0.92,108.01,109.82,97.0,112.11,0.99
4,5.157,0.93,96.6,1.03,99.81,111.08,95.52,106.59,1.1,0.96,95.83,1.04,101.35,105.76,100.62,103.34,1.09
4,5.18,1.09,111.93,1.1,97.46,110.64,100.63,108.68,1.11,1.07,110.34,1.07,98.01,106.82,99.67,117.05,0.99
1,5.375,1.04,109.78,1.06,103.06,99.83,103.7,103.74,0.99,1.03,102.2,1.03,116.87,99.64,96.76,107.96,1.04
4,5.85,1.06,98.25,1.03,106.96,95.18,111.63,119.12,1.03,0.95,98.63,1.02,107.03,98.43,109.74,117.15,1.0
1,6.302,0.95,104.08,0.94,104.0,100.76,95.59,109.02,1.08,1.1,97.48,1.06,103.32,95.53,99.4,100.63,1.03
2,6.402,1.06,101.93,1.15,108.71,95.44,100.2,112.19,1.12,0.98,97.09,1.02,99.07,94.87,104.16,115.19,1.16
4,6.406,1.02,102.74,1.09,108.34,96.16,108.01,107.65,1.08,1.07,109.28,1.07,111.89,100.84,109.45,104.46,1.05
2,6.577,1.1,101.87,1.04,108.23,100.47,105.66,118.65,1.12,1.02,100.9,1.08,112.0,104.48,110.44,103.13,1.11
1,6.644,1.03,111.05,0.93,114.34,95.5,102.7,110.14,1.16,1.09,102.1,0.93,114.23,106.8,108.35,104.7,1.0
1,7.119,1.0,106.72,1.05,110.25,108.64,109.7,104.3,1.01,1.09,98.33,0.94,103.68,100.36,98.13,111.89,1.08
1,7.778,1.05,110.72,1.04,116.9,105.87,108.5,104.95,1.0,1.08,96.28,0.94,109.23,107.33,97.86,95.95,1.04
4,8.771,1.03,111.33,0.99,105.6,112.13,111.43,108.92,1.06,1.0,112.37,1.01,114.54,106.04,108.14,107.05,1.02
1,8.873,1.05,106.36,0.99,114.83,94.02,107.95,109.09,1.01,1.07,99.5,1.03,114.56,107.69,107.19,103.45,1.01
3,9.035,1.04,98.57,1.01,110.88,101.02,99.3,101.06,1.0,1.07,106.83,0.99,108.44,108.36,109.93,110.48,1.02
4,9.834,1.03,107.96,1.11,111.31,106.08,108.04,100.28,1.12,1.08,103.05,1.11,100.37,98.19,107.94,113.98,1.12
4,10.123,1.05,107.08,1.04,106.22,105.58,95.53,112.69,1.04,1.05,99.1,1.08,99.72,102.13,107.8,113.25,1.11
1,10.29,0.97,100.27,1.02,112.88,94.1,96.06,111.8,1.12,1.08,108.78,0.93,107.97,96.9,104.2,97.33,1.17
2,10.47,1.09,100.9,1.0,106.78,100.59,110.71,103.77,1.15,1.07,103.11,1.02,107.15,98.8,105.6,104.47,1.13
3,10.729,1.06,98.89,1.06,108.14,103.49,109.92,109.26,1.16,0.96,95.66,1.04,102.27,106.15,108.28,102.92,1.15
