task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
3,0.103,1.044,10.598,101.165,0.931,109.943,106.961,104.189,1.159,10.987,108.992,1.038,99.045,111.603,106.929
4,0.411,107.446,102.341,109.774,97.827,95.304,97.168,102.807,101.367,104.883,106.958,113.087,105.441,104.351,102.687
2,0.606,105.68,104.777,100.838,107.944,95.212,96.601,103.243,104.29,98.657,109.458,105.215,95.301,110.004,92.808
2,0.698,110.778,113.229,109.445,102.442,104.047,94.222,95.621,110.018,111.181,103.076,112.668,101.684,105.811,101.74
2,0.829,102.913,99.19,95.491,96.384,109.061,101.868,107.152,96.875,102.047,105.701,101.472,104.129,93.348,97.192
1,1.019,100.361,105.655,111.393,11.665,108.1,1.009,110.399,110.345,97.111,95.513,10.984,101.471,0.97,107.84
2,1.181,104.549,100.701,104.054,106.496,94.882,97.582,97.745,101.442,108.612,100.614,106.063,92.829,95.812,100.409
3,1.225,1.038,10.998,110.691,0.992,103.257,112.467,96.766,1.112,10.575,112.954,1.02,101.296,108.461,107.712
4,1.312,110.544,113.561,109.984,112.963,106.776,113.292,110.663,99.366,99.014,106.953,112.387,108.727,110.057,112.053
1,1.431,98.014,107.432,105.994,10.254,95.668,1.042,97.247,100.928,107.53,111.374,11.786,108.095,1.081,104.201
1,1.52,99.642,102.837,105.764,10.515,104.636,1.057,105.634,101.003,101.947,99.668,10.371,103.135,1.066,106.543
2,2.23,105.424,113.106,99.732,100.636,107.427,110.197,98.771,101.838,101.425,106.685,101.891,102.435,99.565,105.995
3,2.277,1.102,10.775,109.755,1.035,96.042,107.163,109.692,1.136,10.243,113.33,1.033,101.4,107.163,99.297
4,2.434,106.856,113.372,112.406,108.974,96.531,102.899,109.295,109.578,113.737,108.256,102.809,98.988,114.437,116.539
1,2.532,98.406,103.287,95.192,11.126,96.189,0.998,109.131,94.434,95.503,97.217,10.575,106.803,1.056,110.264
3,2.814,1.095,10.47,116.816,0.969,107.04,110.801,105.643,1.147,10.416,108.82,1.063,103.202,100.895,108.586
2,3.093,99.943,104.976,106.751,100.022,101.644,108.37,97.594,101.574,103.162,106.04,106.298,106.651,100.927,101.083
1,3.127,106.36,93.219,97.233,10.988,97.425,0.987,105.075,107.775,92.096,100.454,10.037,97.012,1.04,107.73
4,3.19,97.69,104.769,96.675,100.967,103.822,112.784,103.645,107.851,111.135,109.814,110.919,97.864,107.345,113.721
2,3.513,98.002,106.587,97.295,99.524,106.249,99.195,103.672,109.017,113.997,99.998,95.596,92.85,108.422,103.533
2,3.857,104.019,111.057,99.191,100.988,103.249,94.857,97.414,97.748,98.755,96.778,101.254,98.192,100.864,93.383
3,4.234,1.115,9.81,115.714,0.971,97.921,113.573,99.208,1.021,11.043,106.401,1.024,98.319,102.815,110.107
1,4.256,97.789,92.229,109.601,10.093,96.049,1.116,100.858,98.977,98.939,107.018,11.733,99.859,0.951,99.606
4,4.455,108.092,111.121,109.553,96.873,97.602,100.116,101.916,98.225,105.195,108.416,104.683,103.135,111.478,106.84
1,4.595,107.279,98.222,102.346,11.535,98.074,1.028,103.025,95.684,102.051,100.7,10.617,93.442,1.086,96.354
3,4.697,1.034,9.937,104.988,0.921,107.758,115.496,106.481,1.034,9.858,115.913,0.997,102.001,109.867,112.032
4,5.055,113.55,112.614,101.533,98.303,100.195,114.963,108.575,102.359,104.657,100.105,98.544,92.6,99.049,102.425
2,5.336,106.777,105.944,107.506,107.846,105.081,101.457,102.388,98.616,104.678,101.419,112.003,95.752,93.478,108.853
1,5.377,104.579,101.121,98.109,10.617,107.383,1.066,112.151,105.628,94.923,103.001,11.223,108.94,1.004,108.998
1,5.559,93.552,106.423,99.908,11.706,95.884,1.084,105.006,94.89,104.515,97.985,11.041,105.557,1.091,105.679
2,5.605,107.702,110.7,110.87,110.969,95.366,101.059,96.195,111.415,113.898,106.342,100.401,97.968,102.141,102.651
3,5.744,1.155,10.775,102.467,0.975,110.352,108.094,109.841,1.147,10.108,99.319,1.067,99.552,99.261,96.777
2,6.211,101.272,115.143,96.019,104.387,100.579,109.818,93.844,95.484,105.345,104.18,96.795,108.276,107.994,97.538
1,6.239,102.502,98.158,106.058,10.326,103.007,1.112,101.861,101.87,102.975,107.938,10.157,100.67,0.956,113.349
1,6.383,96.254,100.543,103.416,10.996,106.734,1.11,99.652,103.253,108.09,107.868,10.926,98.121,1.024,105.202
2,6.87,104.339,114.617,111.991,102.159,105.354,110.175,103.83,100.416,101.65,102.013,101.153,110.005,110.008,100.232
1,7.097,93.021,96.892,95.816,10.789,101.523,0.952,106.033,109.79,107.729,106.568,10.905,94.949,0.959,106.543
2,7.166,97.192,113.022,106.685,95.494,102.691,104.807,104.347,111.561,101.837,109.598,109.773,107.188,105.309,106.436
4,7.311,103.127,106.623,106.822,106.325,95.876,113.512,101.523,104.718,100.981,106.279,99.929,109.005,112.945,101.323
1,7.344,93.685,96.178,98.102,10.019,101.676,1.081,111.59,104.339,107.876,108.163,11.103,106.19,1.06,103.466
1,7.379,109.801,94.579,99.694,10.637,97.88,0.949,109.416,101.656,108.563,110.309,11.71,100.511,1.101,107.527
1,7.756,100.394,96.991,110.995,11.052,96.177,1.076,105.768,102.654,96.681,99.729,11.247,103.152,0.956,102.276
1,9.355,98.862,95.849,98.983,10.451,97.111,1.051,103.442,100.928,106.684,95.944,11.608,102.804,1.039,99.724
2,9.523,113.195,106.075,100.347,112.466,105.205,102.014,106.096,110.008,106.822,110.711,112.269,98.938,110.387,104.957
4,9.972,100.942,113.939,106.639,113.851,104.272,110.877,116.797,102.992,100.834,105.991,97.93,105.824,113.958,113.477
2,10.336,97.474,116.862,111.451,97.573,107.31,95.844,99.534,106.506,110.564,102.65,96.475,99.416,104.018,99.895
1,10.781,96.429,101.541,106.071,10.817,98.767,1.061,105.321,109.907,109.222,107.079,11.439,103.717,1.109,112.594
2,10.837,111.853,110.401,97.411,106.172,108.146,108.776,97.212,110.339,111.625,100.938,112.156,104.798,102.374,93.27
2,11.1,96.725,105.583,99.456,108.427,93.082,98.32,105.762,106.057,102.958,104.271,112.011,95.289,103.169,104.914
2,11.132,107.422,108.912,100.233,110.976,109.131,109.881,107.764,102.619,102.323,102.013,110.589,101.885,101.186,93.865
2,11.158,106.444,111.172,101.832,100.102,100.324,105.611,109.076,97.127,104.008,98.617,104.348,110.019,99.236,106.231
4,11.365,106.633,105.943,108.799,113.883,100.98,102.319,103.305,111.876,113.512,111.289,111.678,98.411,111.721,113.892
3,11.433,1.134,11.312,108.377,1.05,102.561,98.142,96.395,1.011,11.281,116.156,1.077,101.845,98.649,99.704
2,11.776,109.609,109.74,112.13,105.77,95.932,105.495,108.341,105.503,107.964,112.038,110.907,98.485,96.052,100.273
2,12.495,110.423,102.047,95.409,105.684,104.865,110.559,97.733,108.609,107.429,103.146,108.549,106.83,105.448,106.705
1,12.553,94.027,104.177,99.788,10.027,110.726,1.041,102.046,94.372,93.546,100.012,10.985,105.505,1.074,99.823
2,12.621,101.182,101.026,105.181,105.913,94.87,96.707,109.074,100.589,107.058,110.318,110.105,97.443,110.812,94.541
4,12.624,100.26,97.647,112.976,98.869,102.09,98.842,110.8,115.976,100.099,107.332,113.241,93.359,98.433,100.234
1,12.827,103.192,104.965,108.21,10.534,94.492,0.997,102.874,104.393,105.314,109.474,9.916,106.144,0.942,100.354
2,12.885,98.837,103.331,105.289,106.508,101.76,109.365,97.504,107.679,115.522,111.97,103.067,96.464,99.804,93.94
