task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.008,105.1,1.13,5.66,26.36,159.46,29.13,160.04,1.06,96.32,1.16,5.46,27.38,149.31,25.74,162.67,1.09
T2,0.013,105.52,1.08,5.56,26.85,157.23,24.18,148.21,0.99,102.84,1.09,5.46,27.26,169.68,25.96,138.88,1.02
T3,0.033,101.59,0.99,5.56,27.65,164.82,26.19,155.2,1.09,97.84,1.1,5.03,27.25,161.78,27.67,158.16,1.03
T9,0.042,111.6,1.09,5.55,26.01,162.04,27.38,155.24,0.99,101.0,0.94,5.43,28.5,146.62,28.58,151.78,1.02
T1,0.068,110.79,0.94,5.63,28.37,164.82,24.45,172.29,1.12,117.68,1.02,5.11,27.03,155.87,22.87,153.57,0.99
T6,0.07,103.84,1.1,5.17,27.13,165.46,24.06,175.73,1.08,107.56,1.04,5.12,27.02,159.01,28.09,163.28,1.09
T3,0.077,104.2,1.11,5.43,27.0,142.41,26.14,157.98,1.02,110.0,1.12,5.57,24.93,165.14,29.34,171.22,0.97
T7,0.112,99.66,1.16,5.27,27.21,158.13,26.22,161.06,1.03,110.47,1.15,5.55,24.96,144.47,24.7,165.61,1.05
T8,0.117,102.67,1.04,5.05,24.14,154.71,26.24,157.05,1.12,111.79,1.06,4.76,25.94,152.53,29.31,155.31,1.12
T5,0.128,108.44,1.01,5.35,28.0,151.85,24.44,159.13,1.12,117.51,1.05,5.21,26.47,145.79,27.63,163.6,1.03
T7,0.131,103.97,1.1,5.06,26.01,152.43,27.62,169.64,1.06,102.46,1.09,4.81,26.08,151.6,24.74,150.16,1.02
T2,0.134,105.02,1.07,4.94,23.92,148.25,26.85,146.92,0.98,110.74,1.14,4.97,25.1,162.89,24.95,157.56,1.08
T2,0.142,105.22,1.13,5.65,26.85,156.36,23.8,162.0,1.03,102.46,1.17,5.4,26.55,173.7,24.87,154.14,1.1
T5,0.145,114.85,0.96,5.25,25.57,145.59,27.87,144.55,1.02,115.26,1.07,5.72,23.96,144.66,28.54,148.66,1.1
T6,0.148,104.18,0.95,5.44,28.53,164.66,25.42,170.62,1.15,106.61,0.99,5.48,26.98,152.62,24.91,168.05,1.12
T1,0.157,110.04,1.0,5.04,27.56,151.61,25.94,153.22,1.04,111.47,1.01,5.41,28.88,172.97,23.22,160.21,1.07
T2,0.159,110.91,1.12,5.08,26.73,157.08,23.1,156.91,1.07,103.61,1.15,5.14,25.42,170.76,25.47,148.84,1.03
T6,0.18,111.09,1.05,5.45,28.89,161.56,25.99,171.0,1.05,95.78,1.06,5.38,26.0,144.55,24.98,173.0,1.06
T10,0.191,97.83,0.95,5.85,27.58,156.17,28.43,157.68,1.01,98.42,1.09,5.38,23.96,173.97,25.91,151.99,1.07
T5,0.204,114.11,0.99,5.28,24.94,159.18,27.5,157.93,1.03,109.95,1.03,5.54,28.02,164.52,26.41,151.02,1.06
T5,0.215,107.29,1.11,5.33,25.23,155.28,26.9,162.45,0.96,107.86,1.03,5.33,26.65,142.3,24.55,151.33,1.08
T4,0.243,102.09,1.09,5.4,26.1,170.7,27.28,163.63,1.06,102.88,1.06,5.45,26.77,154.9,28.0,165.13,1.11
T1,0.248,103.37,1.05,5.11,26.63,154.64,26.66,169.47,1.07,115.29,0.99,5.53,26.7,149.1,27.14,146.05,1.08
T10,0.256,100.18,1.11,5.05,27.62,147.11,29.33,137.43,1.16,102.5,1.03,5.85,26.95,162.86,29.52,152.28,1.04
