task_type,arrival_time,est_m1,est_m2,est_m3,ext_m1-1,ext_m2-1,ext_m3-1
T2,0.666,101.63,10.11,1.01,98.61,10.07,1.01
T1,1.988,99.5,101.22,10.04,98.33,100.23,10.02
T1,2.184,100.31,99.53,9.99,101.17,101.51,9.95
T3,3.852,101.59,0.99,9.99,100.48,0.99,10.0
T3,4.481,101.01,1.01,10.08,100.81,1.0,9.85
T2,5.216,101.4,10.02,0.99,99.93,9.9,1.0
T1,8.406,98.35,98.7,10.13,98.32,100.36,10.1
T3,19.542,99.94,1.01,9.87,101.67,0.98,9.96
T3,20.134,98.53,0.98,9.99,100.04,0.99,9.9
T1,21.314,101.6,100.17,10.01,101.54,100.76,9.91
T3,21.785,101.31,1.0,9.97,99.51,0.99,9.96
T2,22.235,98.76,10.02,1.0,98.37,10.14,1.01
T2,22.526,99.58,9.95,1.01,99.18,10.02,1.01
T2,25.601,101.66,10.17,0.99,100.88,10.16,1.01
T2,26.295,99.01,10.01,1.01,101.64,10.09,0.99
T1,26.764,100.28,98.4,10.11,101.66,100.43,10.13
T2,31.094,100.65,10.11,1.0,101.21,10.06,1.01
T1,33.409,98.6,101.52,9.97,98.66,101.32,10.08
T1,33.537,99.1,99.39,10.12,100.35,101.34,9.94
T3,34.132,98.84,1.01,10.16,99.95,1.02,9.88
T3,36.956,99.11,0.99,10.01,98.29,1.01,10.06
T1,40.219,100.82,101.45,10.01,98.31,101.52,10.1
T2,45.633,99.37,10.15,0.99,99.32,10.15,1.0
T2,50.544,101.44,9.85,1.01,99.54,9.99,1.0
T3,51.679,100.29,0.99,9.99,101.29,1.0,10.1
T2,62.225,100.18,9.92,0.98,99.7,10.07,0.99
T2,63.186,101.37,9.85,0.99,101.0,10.1,1.01
T1,68.659,99.14,99.41,10.05,100.29,100.0,10.12
T3,84.936,99.33,1.01,9.93,100.14,0.99,10.03
T1,87.683,98.6,98.53,9.87,98.54,98.46,10.15
T2,90.126,101.17,9.91,1.0,99.5,9.86,1.0
T2,92.032,101.09,9.91,0.99,100.72,10.0,1.02
T3,92.171,98.31,1.0,9.92,99.39,1.01,9.93
T2,94.648,99.64,10.04,0.99,101.72,9.99,1.01
T3,97.556,100.99,0.99,9.95,101.34,1.01,9.96
T1,100.775,101.09,99.67,10.06,101.6,98.29,10.11
T1,101.927,101.02,101.69,10.07,98.44,99.46,9.99
T3,101.993,100.41,0.99,10.02,100.33,0.99,9.83
T2,103.782,99.43,10.13,1.01,98.4,9.93,0.99
T3,104.741,98.94,1.01,9.89,100.43,0.99,9.85
T3,109.827,98.82,0.99,9.96,98.42,0.98,9.91
T3,118.576,100.18,1.02,10.06,101.56,1.01,9.95
T3,119.537,99.04,0.99,9.98,99.83,0.99,9.99
T1,124.361,100.18,101.32,9.93,98.32,100.18,10.07
T2,130.354,101.12,10.07,1.0,100.76,10.04,0.98
T3,135.813,98.58,0.98,9.98,100.55,1.0,9.92
T3,140.851,100.11,1.0,9.9,98.64,0.99,9.85
T1,143.821,101.21,98.76,9.97,99.62,101.08,9.84
