task_type,m1_1,m2_1,m3_1,m4_1
T2,2.449,7.546,28.329,30.535
T2,2.796,7.069,29.985,32.747
T2,2.742,8.082,30.399,28.553
T1,1.956,5.21,23.878,23.784
T2,2.564,7.569,31.7,32.241
T4,4.645,11.534,50.403,54.225
T3,3.147,10.445,36.534,39.26
T4,4.094,11.631,48.591,54.1
T2,2.429,7.594,30.052,28.846
T2,2.585,7.848,31.471,30.294
T3,3.317,9.999,38.822,42.219
T2,2.496,7.615,32.445,29.381
T1,1.889,5.23,21.577,22.822
T1,1.973,5.754,22.919,22.583
T1,2.049,5.691,23.148,24.482
T4,4.082,12.303,52.118,46.678
T4,4.159,12.916,45.839,50.418
T2,2.681,7.344,29.966,32.943
T4,4.061,12.017,53.356,50.899
T2,2.59,7.098,28.182,31.874
T3,3.458,8.951,38.354,36.677
T3,3.126,9.115,41.914,41.481
T4,4.398,13.303,53.152,48.354
T1,2.058,5.867,20.882,22.141
T3,3.477,9.637,37.248,38.152
T1,1.983,5.425,24.262,21.787
T4,4.682,11.608,51.569,47.652
T3,3.545,9.201,41.249,36.612
T3,3.339,9.246,41.576,39.146
T1,2.085,5.557,23.218,20.837
T2,2.567,7.423,32.39,28.431
T3,3.6,10.37,41.523,40.143
T3,3.18,10.288,40.929,37.453
T2,2.739,8.03,28.417,30.614
T1,2.066,5.124,21.552,20.861
T1,1.943,5.352,21.775,23.357
T3,3.611,8.915,38.546,39.554
T2,2.772,7.247,29.479,29.11
T4,4.39,12.218,49.616,49.637
T4,4.321,13.415,48.155,48.614
T2,2.444,7.596,30.331,32.588
T3,3.533,10.366,36.002,42.195
T4,4.321,11.628,53.253,51.956
T4,4.304,12.828,50.208,50.248
T2,2.722,7.914,30.892,31.874
T4,4.208,11.531,47.166,51.027
T3,3.245,9.93,37.463,39.644
T2,2.513,6.956,29.038,30.233
T3,3.631,9.242,38.669,39.127
T2,2.855,8.003,32.318,31.41
T1,2.001,5.435,22.124,21.133
T4,4.08,11.61,48.34,50.587
T3,3.605,10.013,40.908,38.569
T1,1.996,5.793,20.772,20.717
T2,2.603,7.537,32.924,28.326
T3,3.176,10.032,42.759,36.744
T3,3.568,9.751,42.753,42.158
T4,4.035,11.789,53.112,53.525
T3,3.592,9.391,36.393,38.158
T4,4.56,13.079,53.265,53.495
T4,4.294,13.069,52.874,46.329
T2,2.424,7.372,29.875,29.573
T1,1.953,5.151,24.5,23.559
T1,1.928,5.999,21.341,24.457
T2,2.685,7.63,32.235,28.402
T1,1.976,5.185,22.343,23.61
T2,2.8,8.085,29.697,29.216
T4,3.967,12.101,51.312,53.487
T4,4.044,12.203,52.318,45.926
T4,4.283,11.928,51.204,49.564
T4,4.288,12.832,45.755,51.938
T2,2.481,7.564,30.819,30.697
T3,3.476,8.998,37.397,40.607
T1,1.8,5.46,22.476,24.378
T3,3.379,9.312,38.598,36.909
T2,2.509,7.129,28.009,28.199
T2,2.642,6.966,28.192,28.848
T4,4.468,11.514,51.358,52.705
T3,3.589,9.892,40.619,40.944
T3,3.453,9.783,37.836,37.162
T2,2.679,7.265,30.844,27.977
T2,2.855,7.721,30.971,28.347
T3,3.457,9.659,42.563,41.354
T3,3.686,10.36,42.529,40.91
T3,3.624,10.545,40.651,40.585
T4,4.119,11.894,51.943,52.002
T3,3.172,10.565,36.82,37.447
T3,3.253,10.271,36.172,40.859
T4,4.002,11.587,53.892,48.67
T2,2.512,7.525,28.596,30.916
T3,3.349,9.638,41.381,41.388
T3,3.601,9.319,40.893,42.25
T1,1.93,5.149,22.611,21.448
T4,4.661,12.563,51.464,53.569
T1,1.831,5.213,22.946,22.542
T4,4.576,12.517,47.058,51.376
T4,4.348,11.487,46.329,54.22
T3,3.153,8.922,37.794,38.211
T4,4.612,12.664,47.113,54.005
T3,3.378,10.194,42.181,40.111
T2,2.855,7.547,28.147,29.77
T3,3.474,10.313,41.235,39.513
T3,3.15,9.878,40.948,38.532
T2,2.73,8.064,31.196,31.809
T2,2.653,8.161,30.181,29.82
T3,3.361,10.243,42.715,42.14
T1,2.042,5.826,23.208,23.981
T2,2.729,8.153,28.88,29.563
T2,2.571,8.044,30.946,27.824
T2,2.565,7.534,28.475,32.365
T3,3.401,9.612,36.161,41.523
T4,4.396,11.329,48.901,47.749
T1,2.057,5.767,23.411,24.468
T1,1.948,6.072,23.806,21.044
T2,2.82,7.864,29.809,28.965
T3,3.353,10.066,42.219,41.683
T2,2.475,7.422,30.713,31.098
T4,4.116,12.707,45.772,51.207
T2,2.616,7.616,27.991,30.782
T1,1.827,5.786,22.927,23.917
T3,3.351,9.86,36.754,42.453
T1,2.009,5.503,24.398,23.599
T1,1.849,5.125,21.471,23.738
T2,2.521,7.904,30.238,28.2
T1,1.812,5.958,22.257,21.115
T1,2.086,5.384,22.907,20.911
T1,1.831,5.171,22.286,23.538
T4,4.576,11.549,46.485,50.648
T4,3.988,12.57,49.686,45.871
T1,2.035,5.133,23.75,21.631
T4,4.686,12.96,47.151,47.604
T1,1.915,5.503,22.84,22.97
T1,1.905,5.67,23.363,23.842
T1,1.903,5.272,22.34,24.386
T4,4.306,12.886,47.448,50.601
T2,2.771,6.92,30.883,31.928
T1,1.93,5.132,24.284,24.549
T1,2.077,5.317,20.683,22.643
T3,3.566,8.946,41.787,41.435
T1,1.919,5.665,24.191,22.68
T2,2.532,7.816,31.184,31.642
T1,1.852,5.387,20.914,22.872
T1,1.835,5.929,21.682,24.132
T4,3.989,12.392,53.887,54.008
T4,4.588,11.827,51.878,49.43
T3,3.377,10.177,41.671,36.193
T2,2.442,7.227,27.852,32.08
T1,2.1,5.23,23.859,23.338
T1,1.846,5.416,21.858,23.025
T2,2.627,8.127,29.165,28.837
T4,4.202,11.497,47.349,50.563
T3,3.453,9.477,38.878,38.917
T3,3.333,10.393,42.724,38.882
T2,2.675,7.629,30.573,32.289
T1,1.831,5.496,20.646,23.756
T2,2.714,7.142,29.626,31.31
T3,3.147,9.86,36.687,36.711
T2,2.484,7.031,31.136,30.789
T2,2.811,7.084,29.872,28.857
T3,3.184,9.13,39.149,36.899
T2,2.507,7.06,29.995,29.328
T4,4.47,11.379,47.305,46.25
T4,4.397,11.854,46.473,53.157
T4,4.089,11.663,47.151,53.14
T4,4.394,12.108,50.182,45.807
T3,3.121,9.444,42.087,41.732
T3,3.342,9.264,36.103,40.091
T3,3.324,9.124,41.3,40.107
T3,3.37,10.566,35.974,39.818
T2,2.475,7.321,32.837,31.902
T4,4.01,12.61,51.37,49.851
T3,3.385,10.151,40.892,38.287
T3,3.379,8.937,39.011,37.442
T2,2.846,7.398,27.963,30.754
T1,1.876,5.675,24.15,22.863
T4,4.054,12.578,49.998,49.966
T3,3.672,10.482,41.781,38.95
