task_type,m1_1,m2_1,m3_1,m4_1
T2,10.344,29.716,92.596,99.803
T2,11.806,27.84,98.007,107.034
T2,11.581,31.828,99.36,93.328
T1,8.568,21.277,80.934,80.614
T2,10.827,29.805,103.613,105.382
T4,18.003,41.691,151.21,162.674
T3,12.767,39.515,114.717,123.278
T4,15.871,42.041,145.772,162.299
T2,10.256,29.904,98.224,94.283
T2,10.917,30.907,102.863,99.017
T3,13.456,37.83,121.902,132.569
T2,10.542,29.99,106.047,96.032
T1,8.271,21.36,73.134,77.353
T1,8.639,23.497,77.684,76.545
T1,8.973,23.239,78.458,82.979
T4,15.823,44.471,156.353,140.034
T4,16.121,46.684,137.517,151.254
T2,11.321,28.919,97.946,107.674
T4,15.742,43.436,160.067,152.696
T2,10.94,27.951,92.115,104.181
T3,14.031,33.863,120.432,115.168
T3,12.682,34.483,131.612,130.252
T4,17.049,48.086,159.456,145.062
T1,9.012,23.96,70.778,75.045
T3,14.106,36.458,116.96,119.799
T1,8.687,22.153,82.235,73.846
T4,18.147,41.956,154.707,142.956
T3,14.382,34.812,129.522,114.962
T3,13.547,34.98,130.55,122.92
T1,9.132,22.694,78.697,70.624
T2,10.84,29.233,105.867,92.928
T3,14.604,39.233,130.384,126.05
T3,12.903,38.921,128.519,117.602
T2,11.567,31.622,92.881,100.064
T1,9.048,20.925,73.051,70.708
T1,8.511,21.857,73.804,79.169
T3,14.649,33.726,121.035,124.202
T2,11.707,28.54,96.353,95.148
T4,17.015,44.162,148.849,148.912
T4,16.749,48.489,144.464,145.841
T2,10.321,29.912,99.137,106.515
T3,14.333,39.216,113.048,132.494
T4,16.747,42.031,159.759,155.869
T4,16.682,46.367,150.623,150.744
T2,11.494,31.167,100.971,104.182
T4,16.312,41.678,141.498,153.08
T3,13.165,37.568,117.636,124.482
T2,10.613,27.394,94.91,98.816
T3,14.73,34.966,121.421,122.859
T2,12.055,31.518,105.631,102.663
T1,8.765,22.194,74.987,71.63
T4,15.817,41.963,145.021,151.761
T3,14.626,37.882,128.454,121.107
T1,8.741,23.659,70.406,70.219
T2,10.992,29.68,107.612,92.585
T3,12.886,37.955,134.263,115.376
T3,14.475,36.89,134.245,132.377
T4,15.641,42.613,159.335,160.575
T3,14.572,35.529,114.275,119.816
T4,17.675,47.275,159.794,160.484
T4,16.644,47.24,158.621,138.986
T2,10.237,29.03,97.648,96.661
T1,8.553,21.034,83.04,79.85
T1,8.444,24.499,72.334,82.896
T2,11.34,30.046,105.361,92.834
T1,8.652,21.172,75.729,80.026
T2,11.823,31.839,97.066,95.493
T4,15.377,43.739,153.937,160.461
T4,15.676,44.106,156.953,137.778
T4,16.6,43.116,153.611,148.692
T4,16.62,46.381,137.265,155.813
T2,10.476,29.787,100.734,100.335
T3,14.104,34.042,117.427,127.507
T1,7.883,22.297,76.182,82.628
T3,13.708,35.229,121.199,115.894
T2,10.596,28.075,91.547,92.17
T2,11.16,27.431,92.147,94.289
T4,17.32,41.617,154.073,158.115
T3,14.559,37.425,127.544,128.565
T3,14.008,37.013,118.805,116.689
T2,11.313,28.611,100.814,91.442
T2,12.056,30.407,101.23,92.652
T3,14.025,36.541,133.649,129.851
T3,14.955,39.196,133.543,128.457
T3,14.702,39.896,127.644,127.438
T4,15.966,42.993,155.83,156.006
T3,12.867,39.971,115.616,117.583
T3,13.199,38.857,113.582,128.298
T4,15.511,41.88,161.676,146.011
T2,10.608,29.634,93.468,101.05
T3,13.589,36.465,129.939,129.959
T3,14.611,35.256,128.405,132.665
T1,8.452,21.028,76.637,72.696
T4,18.065,45.408,154.391,160.708
T1,8.02,21.29,77.773,76.405
T4,17.737,45.244,141.174,154.127
T4,16.852,41.519,138.988,162.659
T3,12.791,33.755,118.674,119.982
T4,17.878,45.774,141.339,162.014
T3,13.704,38.568,132.449,125.95
T2,12.055,29.722,91.999,97.304
T3,14.096,39.017,129.479,124.07
T3,12.779,37.369,128.577,120.993
T2,11.531,31.756,101.964,103.969
T2,11.203,32.138,98.647,97.466
T3,13.634,38.753,134.127,132.32
T1,8.944,23.79,78.663,81.281
T2,11.527,32.106,94.396,96.627
T2,10.856,31.676,101.147,90.943
T2,10.83,29.668,93.072,105.787
T3,13.799,36.364,113.547,130.384
T4,17.04,40.949,146.702,143.246
T1,9.008,23.549,79.349,82.933
T1,8.529,24.798,80.689,71.326
T2,11.911,30.971,97.432,94.673
T3,13.604,38.082,132.567,130.887
T2,10.454,29.23,100.386,101.646
T4,15.954,45.928,137.315,153.62
T2,11.046,29.99,91.488,100.612
T1,8.002,23.63,77.71,81.065
T3,13.595,37.302,115.408,133.303
T1,8.796,22.475,82.694,79.986
T1,8.099,20.927,72.775,80.458
T2,10.648,31.127,98.834,92.173
T1,7.938,24.33,75.439,71.568
T1,9.134,21.988,77.642,70.875
T1,8.018,21.116,75.536,79.779
