task_type,m1_1,m2_1,m3_1,m4_1
T2,21.775,50.607,108.854,117.327
T2,24.854,47.411,115.216,125.827
T2,24.379,54.202,116.806,109.715
T1,19.584,39.346,103.313,102.904
T2,22.793,50.758,121.806,123.885
T4,32.238,60.395,151.21,162.674
T3,24.793,62.078,124.407,133.691
T4,28.42,60.902,145.772,162.299
T2,21.59,50.927,115.471,110.837
T2,22.982,52.634,120.924,116.403
T3,26.131,59.431,132.198,143.766
T2,22.192,51.072,124.668,112.894
T1,18.906,39.499,93.356,98.742
T1,19.747,43.45,99.164,97.71
T1,20.51,42.973,100.152,105.923
T4,28.334,64.422,156.353,140.034
T4,28.869,67.628,137.517,151.254
T2,23.831,49.249,115.144,126.58
T4,28.188,62.923,160.067,152.696
T2,23.03,47.6,108.289,122.474
T3,27.248,53.198,130.605,124.895
T3,24.628,54.173,142.729,141.253
T4,30.53,69.659,159.456,145.062
T1,20.601,44.306,90.348,95.795
T3,27.394,57.275,126.839,129.918
T1,19.856,40.965,104.973,94.266
T4,32.495,60.779,154.707,142.956
T3,27.93,54.689,140.462,124.672
T3,26.308,54.953,141.577,133.302
T1,20.873,41.965,100.458,90.153
T2,22.82,49.783,124.456,109.245
T3,28.36,61.635,141.397,136.696
T3,25.057,61.144,139.374,127.535
T2,24.351,53.851,109.189,117.633
T1,20.682,38.695,93.25,90.259
T1,19.454,40.418,94.211,101.06
T3,28.447,52.984,131.259,134.693
T2,24.644,48.604,113.271,111.855
T4,30.468,63.975,148.849,148.912
T4,29.992,70.243,144.464,145.841
T2,21.727,50.94,116.544,125.218
T3,27.834,61.608,122.596,143.685
T4,29.989,60.888,159.759,155.869
T4,29.872,67.169,150.623,150.744
T2,24.197,53.077,118.701,122.475
T4,29.21,60.376,141.498,153.08
T3,25.566,59.02,127.571,134.996
T2,22.342,46.653,111.575,116.167
T3,28.604,54.931,131.677,133.236
T2,25.378,53.675,124.178,120.69
T1,20.035,41.041,95.722,91.436
T4,28.323,60.79,145.021,151.761
T3,28.404,59.513,139.303,131.336
T1,19.982,43.75,89.874,89.634
T2,23.139,50.545,126.507,108.842
T3,25.025,59.627,145.603,125.121
T3,28.11,57.954,145.584,143.558
T4,28.008,61.731,159.335,160.575
T3,28.298,55.815,123.927,129.936
T4,31.651,68.484,159.794,160.484
T4,29.804,68.433,158.621,138.986
T2,21.551,49.437,114.794,113.633
T1,19.551,38.896,106.002,101.93
T1,19.302,45.303,92.335,105.817
T2,23.872,51.169,123.861,109.134
T1,19.776,39.152,96.668,102.154
T2,24.889,54.222,114.109,112.26
T4,27.535,63.362,153.937,160.461
T4,28.072,63.894,156.953,137.778
T4,29.725,62.459,153.611,148.692
T4,29.761,67.189,137.265,155.813
T2,22.053,50.728,118.422,117.952
T3,27.39,53.479,127.345,138.277
T1,18.019,41.232,97.247,105.475
T3,26.621,55.345,131.435,125.683
T2,22.305,47.812,107.622,108.353
T2,23.492,46.715,108.327,110.845
T4,31.016,60.288,154.073,158.115
T3,28.273,58.794,138.317,139.424
T3,27.202,58.147,128.84,126.545
T2,23.816,48.724,118.515,107.498
T2,25.38,51.784,119.004,108.92
T3,27.235,57.405,144.937,140.819
T3,29.042,61.577,144.822,139.307
T3,28.551,62.676,138.426,138.202
T4,28.59,62.281,155.83,156.006
T3,24.988,62.794,125.382,127.515
T3,25.632,61.045,123.176,139.135
