task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.05,1.08,10.09,1.09,11.65,10.36,1.16,100.49,0.95,1.0,10.47,1.01,10.03,10.25,1.05,101.78,0.92
T1,0.199,1.12,10.61,1.05,10.78,10.06,1.16,107.6,1.07,1.12,11.12,1.14,11.13,9.91,1.05,103.71,1.01
T4,0.205,1.16,10.75,1.16,9.87,10.79,1.14,105.2,1.11,1.14,10.01,1.11,11.05,11.26,1.08,103.61,1.01
T1,0.218,1.11,10.41,1.01,10.1,9.96,1.11,109.4,1.05,1.03,10.69,1.08,10.68,9.84,1.06,98.03,1.13
T3,0.289,1.01,10.38,1.03,9.96,10.11,1.06,107.96,1.01,1.05,11.3,1.13,11.02,10.4,1.1,95.83,1.05
T3,0.336,0.93,11.51,1.01,11.62,10.2,1.14,107.94,0.92,1.09,10.54,1.05,11.57,11.14,1.05,100.96,1.01
T2,0.391,1.02,10.63,0.97,11.66,10.24,1.08,106.07,1.0,0.92,10.24,0.94,10.51,10.18,1.04,106.51,1.08
T4,0.694,1.03,9.72,1.13,11.28,9.79,1.09,96.84,1.13,1.01,10.39,1.14,11.21,11.27,1.14,108.29,1.03
T1,0.841,1.16,9.93,1.0,10.6,10.5,1.04,99.92,1.16,1.14,10.77,1.12,11.18,10.42,1.13,112.53,1.08
T3,1.466,1.02,11.37,1.1,11.34,11.5,1.15,94.79,1.08,1.04,11.2,1.08,11.52,10.97,1.05,95.24,1.08
T3,1.51,0.97,11.0,1.1,11.78,11.36,1.07,100.56,1.08,0.97,11.22,1.09,11.01,10.82,1.14,105.06,0.94
T3,1.634,1.03,9.9,1.12,10.62,10.85,1.05,103.4,1.06,0.96,11.02,1.08,9.98,10.02,1.05,98.45,1.09
T2,1.668,0.94,10.04,1.01,11.03,10.35,1.11,115.53,1.07,0.93,10.58,1.06,11.55,9.49,1.15,111.84,0.94
T2,1.689,1.0,10.2,1.08,10.7,10.73,1.13,100.5,0.92,1.07,10.09,1.09,11.29,9.45,1.1,100.1,1.07
T2,1.92,1.06,10.01,1.09,9.86,10.88,1.16,113.36,1.06,1.02,10.28,0.98,10.55,9.35,1.19,113.08,0.99
T2,1.972,0.95,10.62,1.03,10.4,9.55,1.17,117.54,0.99,1.07,10.12,1.07,10.43,9.66,1.13,116.95,0.95
