#, task_type_id, arrival_time,	estimated_time_t2xlarge,	estimated_time_g3sxlarge,	estimated_time_CLOUD,	execution_time_t2xlarge,	execution_time_g3sxlarge,	execution_time_CLOUD
1,	3,	18.487,			11.132,			1.32,			1.32,			5.965,			1.692,			2.525
2,	2,	79.396,			21.911,			0.099,			0.099,			23.81,			0.099,			0.099
3,	2,	100.04,			22.624,			0.099,			0.099,			22.357,			0.1,			0.099
4,	2,	105.469,			22.27,			0.099,			0.099,			21.526,			0.099,			0.099
5,	3,	107.469,			2.227,			0.863,			0.863,			10.397,			2.295,			1.776
6,	3,	109.195,			10.361,			2.574,			2.574,			1.484,			3.335,			2.006
7,	2,	133.503,			21.937,			0.099,			0.099,			24.61,			0.099,			0.099
8,	2,	146.974,			24.088,			0.099,			0.099,			24.051,			0.099,			0.1
9,	2,	162.617,			22.594,			0.099,			0.099,			23.713,			0.099,			0.099
10,	2,	175.979,			24.774,			0.099,			0.099,			23.355,			0.099,			0.099
11,	2,	186.349,			22.945,			0.099,			0.099,			22.099,			0.099,			0.1
12,	2,	191.355,			24.009,			0.099,			0.099,			24.813,			0.099,			0.099
13,	2,	197.515,			21.645,			0.1,			0.1,			22.262,			0.099,			0.1
14,	2,	199.877,			21.735,			0.099,			0.099,			22.157,			0.099,			0.099
15,	2,	204.583,			21.939,			0.099,			0.099,			23.935,			0.099,			0.099
16,	2,	230.032,			24.811,			0.099,			0.099,			22.439,			0.099,			0.099
17,	2,	230.722,			21.716,			0.099,			0.099,			22.227,			0.099,			0.099
18,	2,	230.853,			22.322,			0.099,			0.099,			21.635,			0.099,			0.099
19,	2,	234.633,			24.05,			0.099,			0.099,			22.624,			0.099,			0.099
20,	2,	238.524,			22.607,			0.099,			0.099,			23.199,			0.099,			0.099
21,	2,	243.573,			21.639,			0.099,			0.099,			22.896,			0.099,			0.099
22,	2,	244.621,			23.634,			0.099,			0.099,			23.055,			0.099,			0.099
23,	2,	247.94,			24.326,			0.1,			0.1,			23.357,			0.099,			0.099
24,	2,	259.183,			21.596,			0.099,			0.099,			23.295,			0.099,			0.1
25,	2,	266.312,			21.706,			0.099,			0.099,			21.983,			0.099,			0.099
26,	2,	266.679,			22.223,			0.099,			0.099,			21.544,			0.099,			0.099
27,	2,	272.238,			22.801,			0.099,			0.099,			23.606,			0.099,			0.099
28,	2,	274.371,			21.876,			0.1,			0.1,			22.768,			0.099,			0.099
29,	2,	274.728,			21.833,			0.099,			0.099,			21.699,			0.099,			0.099
30,	3,	286.03,			11.326,			1.211,			1.211,			13.011,			1.197,			0.533
31,	3,	288.206,			4.456,			1.255,			1.255,			4.501,			0.935,			2.412
32,	2,	288.328,			22.902,			0.1,			0.1,			21.645,			0.099,			0.099
33,	3,	288.998,			6.317,			2.705,			2.705,			6.086,			0.943,			1.154
34,	3,	289.481,			4.935,			2.992,			2.992,			6.844,			0.747,			0.754
35,	3,	290.387,			1.969,			1.107,			1.107,			5.965,			1.915,			0.677
36,	3,	291.015,			7.338,			0.733,			0.733,			2.814,			0.784,			2.119
37,	3,	291.097,			1.616,			1.217,			1.217,			3.038,			2.766,			2.992
38,	3,	291.264,			3.029,			0.699,			0.699,			11.869,			1.293,			0.818
39,	3,	293.248,			3.626,			1.446,			1.446,			3.263,			2.998,			2.71
40,	3,	293.36,			5.219,			1.447,			1.447,			9.016,			0.856,			0.72
41,	3,	294.088,			3.52,			3.105,			3.105,			2.234,			1.548,			0.629
42,	3,	294.217,			5.607,			3.336,			3.336,			4.488,			1.117,			2.139
43,	2,	295.483,			22.316,			0.099,			0.099,			23.472,			0.099,			0.099
44,	2,	295.928,			21.932,			0.1,			0.1,			24.476,			0.099,			0.099
45,	2,	300.443,			23.666,			0.099,			0.099,			21.554,			0.1,			0.1
46,	2,	306.609,			21.835,			0.099,			0.099,			22.741,			0.099,			0.099
47,	2,	314.62,			24.837,			0.099,			0.099,			22.936,			0.099,			0.1
48,	2,	314.775,			21.628,			0.099,			0.099,			24.458,			0.1,			0.1
49,	2,	315.343,			23.816,			0.099,			0.099,			24.558,			0.099,			0.099
50,	2,	319.912,			23.548,			0.099,			0.099,			22.375,			0.099,			0.099
51,	2,	325.289,			22.352,			0.099,			0.099,			22.145,			0.099,			0.099
52,	2,	325.667,			22.229,			0.099,			0.099,			23.895,			0.099,			0.099
53,	2,	326.511,			24.26,			0.099,			0.099,			22.28,			0.099,			0.1
54,	3,	331.881,			3.688,			0.551,			0.551,			1.977,			2.896,			1.641
55,	3,	332.025,			3.263,			0.533,			0.533,			5.985,			0.735,			0.656
56,	3,	332.426,			1.9,			1.043,			1.043,			2.688,			0.961,			1.584
57,	2,	332.697,			22.834,			0.099,			0.099,			22.077,			0.099,			0.099
58,	3,	333.676,			1.955,			0.699,			0.699,			8.024,			3.112,			0.6
59,	3,	333.801,			3.263,			3.425,			3.425,			6.228,			1.301,			1.717
60,	3,	334.612,			2.15,			2.458,			2.458,			6.025,			2.653,			1.95
61,	2,	334.927,			22.088,			0.099,			0.099,			21.942,			0.1,			0.1
