#, task_type_id, arrival_time,	estimated_time_t2xlarge,	estimated_time_g3sxlarge,	estimated_time_CLOUD,	execution_time_t2xlarge,	execution_time_g3sxlarge,	execution_time_CLOUD
1,	1,	57.586,			2.261,			0.988,			0.988,			1.293,			1.107,			1.24
2,	2,	61.364,			23.14,			0.099,			0.099,			22.601,			0.1,			0.099
3,	1,	74.059,			1.308,			0.978,			0.978,			1.102,			0.856,			0.619
4,	1,	80.332,			1.417,			1.191,			1.191,			1.324,			0.897,			0.94
5,	1,	82.468,			1.524,			0.948,			0.948,			1.271,			1.189,			0.868
6,	2,	86.973,			25.09,			0.099,			0.099,			23.091,			0.099,			0.099
7,	1,	94.393,			1.091,			0.865,			0.865,			1.321,			0.874,			0.956
8,	1,	120.248,			1.778,			0.85,			0.85,			1.363,			0.73,			1.245
9,	3,	125.084,			5.491,			1.723,			1.723,			6.82,			1.9,			0.941
10,	3,	131.503,			2.085,			1.011,			1.011,			4.287,			2.845,			2.779
11,	1,	138.646,			1.287,			0.634,			0.634,			1.298,			0.734,			0.958
12,	2,	172.594,			23.784,			0.1,			0.1,			24.038,			0.099,			0.099
13,	2,	174.793,			22.306,			0.099,			0.099,			23.138,			0.099,			0.099
14,	2,	184.309,			22.684,			0.099,			0.099,			22.498,			0.099,			0.099
15,	2,	187.494,			22.089,			0.1,			0.1,			21.659,			0.099,			0.099
16,	2,	189.872,			25.098,			0.099,			0.099,			21.938,			0.099,			0.099
17,	2,	191.023,			24.088,			0.099,			0.099,			22.492,			0.099,			0.099
18,	2,	203.677,			24.101,			0.099,			0.099,			22.305,			0.099,			0.1
19,	1,	204.108,			1.024,			0.94,			0.94,			1.325,			1.228,			0.897
20,	2,	206.147,			22.793,			0.099,			0.099,			21.913,			0.099,			0.099
21,	1,	207.23,			2.072,			0.998,			0.998,			1.297,			1.257,			1.4
22,	1,	207.818,			1.412,			1.583,			1.583,			1.759,			0.913,			0.925
23,	2,	208.557,			22.741,			0.099,			0.099,			24.127,			0.099,			0.099
