#, task_type_id, arrival_time,	estimated_time_t2xlarge,	estimated_time_g3sxlarge,	estimated_time_CLOUD,	execution_time_t2xlarge,	execution_time_g3sxlarge,	execution_time_CLOUD
1,	1,	0.0,			1.239,			0.976,			0.976,			1.438,			0.627,			0.903
2,	2,	1.146,			21.751,			0.099,			0.099,			21.947,			0.099,			0.099
3,	2,	3.691,			22.113,			0.099,			0.099,			22.768,			0.099,			0.099
4,	2,	4.408,			23.461,			0.099,			0.099,			23.027,			0.1,			0.1
5,	2,	6.45,			24.184,			0.099,			0.099,			22.4,			0.099,			0.099
6,	2,	8.325,			22.442,			0.099,			0.099,			22.817,			0.099,			0.099
7,	2,	8.621,			21.962,			0.099,			0.099,			22.225,			0.1,			0.099
8,	2,	9.738,			24.74,			0.099,			0.099,			21.748,			0.099,			0.099
9,	2,	10.857,			24.33,			0.099,			0.099,			22.851,			0.099,			0.099
10,	2,	11.655,			22.995,			0.099,			0.099,			23.562,			0.099,			0.099
11,	2,	14.609,			23.275,			0.099,			0.099,			23.295,			0.099,			0.099
12,	2,	16.814,			25.174,			0.099,			0.099,			23.584,			0.099,			0.099
13,	2,	17.643,			22.668,			0.1,			0.1,			21.903,			0.099,			0.099
14,	2,	18.465,			22.453,			0.099,			0.099,			24.616,			0.099,			0.099
15,	2,	19.12,			23.461,			0.099,			0.099,			22.028,			0.099,			0.099
16,	2,	19.441,			23.432,			0.099,			0.099,			22.308,			0.1,			0.099
17,	2,	19.604,			22.406,			0.1,			0.1,			24.802,			0.099,			0.099
18,	2,	21.589,			21.681,			0.099,			0.099,			22.147,			0.099,			0.099
19,	2,	22.24,			21.937,			0.099,			0.099,			21.756,			0.099,			0.099
20,	2,	24.023,			22.701,			0.099,			0.099,			21.778,			0.099,			0.099
21,	2,	24.304,			21.851,			0.099,			0.099,			23.205,			0.1,			0.099
22,	2,	25.047,			21.725,			0.1,			0.1,			22.397,			0.099,			0.099
23,	2,	26.073,			24.704,			0.099,			0.099,			23.674,			0.099,			0.099
24,	2,	27.207,			21.756,			0.099,			0.099,			21.59,			0.099,			0.099
25,	2,	29.473,			24.242,			0.099,			0.099,			23.562,			0.1,			0.099
26,	2,	31.248,			21.506,			0.099,			0.099,			23.41,			0.099,			0.099
27,	2,	35.257,			21.425,			0.099,			0.099,			21.801,			0.099,			0.099
28,	2,	35.858,			22.884,			0.099,			0.099,			23.538,			0.099,			0.099
29,	2,	36.254,			22.131,			0.099,			0.099,			24.54,			0.1,			0.099
30,	2,	38.727,			24.247,			0.1,			0.1,			22.133,			0.099,			0.099
31,	2,	39.855,			22.196,			0.1,			0.1,			22.557,			0.099,			0.099
32,	2,	39.948,			22.926,			0.099,			0.099,			22.872,			0.099,			0.099
33,	2,	40.097,			22.045,			0.099,			0.099,			23.578,			0.099,			0.1
34,	2,	42.64,			23.634,			0.099,			0.099,			24.098,			0.099,			0.099
35,	2,	42.847,			23.592,			0.099,			0.099,			21.841,			0.099,			0.099
36,	2,	43.227,			21.787,			0.099,			0.099,			24.374,			0.099,			0.099
37,	2,	45.701,			23.246,			0.099,			0.099,			23.942,			0.099,			0.099
38,	2,	46.072,			23.526,			0.1,			0.1,			24.757,			0.099,			0.099
39,	2,	46.544,			22.023,			0.099,			0.099,			21.934,			0.099,			0.099
40,	2,	49.593,			24.211,			0.099,			0.099,			21.843,			0.1,			0.099
41,	2,	54.279,			21.838,			0.099,			0.099,			21.662,			0.099,			0.099
42,	2,	55.089,			22.09,			0.099,			0.099,			23.044,			0.099,			0.099
43,	2,	56.468,			21.895,			0.099,			0.099,			23.773,			0.099,			0.099
44,	2,	56.89,			22.371,			0.099,			0.099,			24.574,			0.099,			0.1
45,	2,	58.04,			22.196,			0.1,			0.1,			25.25,			0.099,			0.099
46,	2,	58.401,			24.721,			0.099,			0.099,			23.449,			0.1,			0.099
47,	2,	59.996,			22.242,			0.099,			0.099,			22.614,			0.099,			0.099
48,	2,	63.898,			21.977,			0.099,			0.099,			24.108,			0.099,			0.099
49,	2,	64.729,			21.744,			0.1,			0.1,			23.361,			0.099,			0.099
50,	2,	64.803,			23.127,			0.099,			0.099,			21.596,			0.099,			0.099
51,	2,	65.275,			22.589,			0.1,			0.1,			23.598,			0.099,			0.099
52,	2,	70.161,			22.216,			0.099,			0.099,			23.666,			0.099,			0.099
53,	2,	70.706,			23.89,			0.099,			0.099,			21.827,			0.099,			0.099
54,	2,	71.968,			22.036,			0.1,			0.1,			21.961,			0.099,			0.099
55,	2,	73.993,			23.448,			0.1,			0.1,			24.877,			0.099,			0.099
56,	2,	74.641,			22.648,			0.099,			0.099,			23.767,			0.099,			0.099
57,	2,	76.824,			22.662,			0.099,			0.099,			21.6,			0.099,			0.099
58,	2,	77.573,			21.391,			0.099,			0.099,			22.259,			0.099,			0.099
59,	2,	78.29,			23.246,			0.099,			0.099,			21.989,			0.099,			0.099
60,	2,	78.634,			21.866,			0.099,			0.099,			24.071,			0.1,			0.099
61,	2,	80.097,			24.125,			0.1,			0.1,			22.878,			0.099,			0.099
62,	2,	81.492,			22.87,			0.099,			0.099,			21.664,			0.099,			0.099
63,	2,	82.682,			22.566,			0.099,			0.099,			22.373,			0.099,			0.099
64,	2,	83.263,			22.129,			0.099,			0.099,			22.482,			0.1,			0.099
65,	2,	83.986,			23.072,			0.099,			0.099,			23.863,			0.099,			0.1
66,	1,	85.146,			1.258,			0.901,			0.901,			1.442,			0.827,			1.268
67,	1,	86.131,			1.514,			1.141,			1.141,			1.87,			0.992,			0.91
68,	1,	86.657,			1.232,			0.818,			0.818,			1.268,			0.902,			0.935
69,	2,	90.415,			22.517,			0.099,			0.099,			23.446,			0.099,			0.099
70,	2,	91.601,			21.887,			0.099,			0.099,			23.005,			0.1,			0.099
71,	2,	94.925,			24.038,			0.099,			0.099,			22.594,			0.099,			0.099
72,	2,	95.992,			22.063,			0.1,			0.1,			24.543,			0.099,			0.099
73,	2,	96.507,			24.605,			0.099,			0.099,			22.624,			0.099,			0.099
74,	2,	96.847,			22.352,			0.099,			0.099,			24.476,			0.099,			0.099
75,	2,	97.405,			22.942,			0.099,			0.099,			21.814,			0.1,			0.099
76,	1,	97.628,			2.069,			1.241,			1.241,			1.09,			0.865,			1.214
77,	2,	101.907,			22.071,			0.099,			0.099,			22.813,			0.099,			0.099
78,	2,	101.974,			21.73,			0.099,			0.099,			21.681,			0.099,			0.1
79,	2,	103.108,			23.086,			0.099,			0.099,			23.61,			0.099,			0.099
80,	2,	103.613,			21.971,			0.099,			0.099,			21.438,			0.099,			0.1
81,	2,	103.621,			23.635,			0.099,			0.099,			22.252,			0.099,			0.099
82,	1,	104.253,			1.204,			0.611,			0.611,			1.28,			1.444,			0.969
83,	2,	104.865,			23.322,			0.099,			0.099,			22.029,			0.099,			0.1
84,	2,	106.25,			22.739,			0.099,			0.099,			22.017,			0.099,			0.099
85,	2,	108.317,			24.193,			0.099,			0.099,			24.54,			0.099,			0.099
86,	2,	109.028,			22.371,			0.099,			0.099,			22.927,			0.099,			0.099
87,	2,	111.667,			24.73,			0.099,			0.099,			23.922,			0.099,			0.099
88,	2,	113.038,			23.197,			0.099,			0.099,			22.377,			0.099,			0.1
89,	2,	114.679,			21.839,			0.099,			0.099,			22.24,			0.099,			0.099
90,	2,	117.043,			24.0,			0.099,			0.099,			24.227,			0.099,			0.099
91,	2,	117.285,			22.026,			0.099,			0.099,			21.815,			0.099,			0.1
92,	2,	121.003,			23.979,			0.099,			0.099,			24.069,			0.099,			0.099
93,	2,	122.45,			22.397,			0.099,			0.099,			21.584,			0.099,			0.099
94,	2,	125.049,			24.002,			0.099,			0.099,			24.648,			0.1,			0.099
95,	1,	128.263,			1.105,			0.953,			0.953,			1.506,			1.183,			0.928
96,	2,	131.682,			24.872,			0.099,			0.099,			22.113,			0.099,			0.099
97,	1,	135.459,			1.281,			0.919,			0.919,			1.253,			1.398,			1.4
98,	2,	137.104,			22.495,			0.099,			0.099,			23.472,			0.099,			0.099
99,	2,	138.152,			22.316,			0.099,			0.099,			21.504,			0.099,			0.099
100,	1,	138.818,			1.3,			1.128,			1.128,			1.027,			0.839,			0.86
101,	2,	138.917,			22.702,			0.099,			0.099,			21.677,			0.1,			0.099
102,	2,	142.139,			23.329,			0.099,			0.099,			23.39,			0.099,			0.099
103,	1,	142.441,			1.966,			0.623,			0.623,			1.225,			0.587,			0.619
104,	2,	147.338,			21.473,			0.099,			0.099,			23.917,			0.099,			0.099
105,	2,	148.656,			23.784,			0.099,			0.099,			23.081,			0.099,			0.099
106,	1,	148.66,			2.038,			1.213,			1.213,			2.027,			1.096,			0.873
107,	2,	150.142,			21.902,			0.099,			0.099,			24.73,			0.099,			0.099
108,	2,	151.724,			24.502,			0.099,			0.099,			22.738,			0.099,			0.1
109,	2,	152.379,			22.387,			0.099,			0.099,			23.241,			0.1,			0.099
110,	2,	154.235,			23.74,			0.099,			0.099,			22.473,			0.099,			0.099
111,	3,	154.607,			5.47,			0.988,			0.988,			13.021,			3.009,			1.255
112,	3,	154.608,			3.845,			2.911,			2.911,			4.42,			0.784,			2.232
113,	3,	155.099,			3.029,			1.399,			1.399,			2.572,			1.707,			3.424
114,	2,	155.142,			21.961,			0.099,			0.099,			21.83,			0.099,			0.099
115,	3,	155.182,			4.287,			0.982,			0.982,			4.516,			1.124,			2.142
116,	3,	155.23,			11.812,			1.54,			1.54,			3.791,			0.796,			1.098
117,	3,	155.526,			7.584,			2.954,			2.954,			4.501,			2.956,			1.549
118,	3,	155.622,			12.713,			2.23,			2.23,			12.444,			1.301,			2.067
119,	3,	155.709,			7.46,			1.106,			1.106,			1.969,			2.0,			1.444
120,	2,	155.939,			21.684,			0.099,			0.099,			22.212,			0.099,			0.1
121,	3,	155.969,			5.624,			1.106,			1.106,			4.166,			3.113,			1.232
122,	3,	156.315,			2.023,			0.766,			0.766,			5.064,			1.352,			1.062
123,	3,	156.343,			4.179,			1.776,			1.776,			10.601,			1.435,			3.132
124,	3,	156.356,			8.781,			0.541,			0.541,			4.287,			1.646,			1.953
