#, task_type_id, arrival_time,	estimated_time_t2xlarge,	estimated_time_g3sxlarge,	estimated_time_CLOUD,	execution_time_t2xlarge,	execution_time_g3sxlarge,	execution_time_CLOUD
1,	1,	0.0,			1.242,			0.676,			0.676,			0.989,			1.264,			0.619
2,	2,	3.435,			23.836,			0.099,			0.099,			22.614,			0.099,			0.099
3,	2,	5.427,			22.205,			0.099,			0.099,			21.893,			0.099,			0.099
4,	2,	7.58,			22.014,			0.099,			0.099,			22.529,			0.099,			0.099
5,	2,	7.808,			25.205,			0.099,			0.099,			24.269,			0.1,			0.099
6,	2,	8.002,			23.89,			0.099,			0.099,			25.157,			0.099,			0.099
7,	2,	8.499,			24.148,			0.1,			0.1,			23.66,			0.099,			0.099
8,	2,	9.553,			21.951,			0.099,			0.099,			22.28,			0.099,			0.099
9,	2,	10.6,			21.958,			0.099,			0.099,			24.988,			0.099,			0.099
10,	2,	12.205,			22.37,			0.099,			0.099,			23.498,			0.099,			0.099
11,	2,	13.985,			23.853,			0.099,			0.099,			22.519,			0.099,			0.099
12,	1,	15.61,			1.224,			0.612,			0.612,			1.426,			0.847,			0.876
13,	2,	15.907,			23.228,			0.099,			0.099,			23.631,			0.099,			0.099
14,	2,	17.234,			21.771,			0.099,			0.099,			22.268,			0.099,			0.099
15,	2,	17.935,			21.858,			0.099,			0.099,			21.923,			0.1,			0.099
16,	2,	20.126,			21.665,			0.099,			0.099,			23.813,			0.099,			0.099
17,	2,	20.752,			22.566,			0.099,			0.099,			23.288,			0.099,			0.099
18,	2,	21.011,			23.055,			0.099,			0.099,			21.771,			0.099,			0.099
19,	2,	24.671,			23.149,			0.099,			0.099,			24.558,			0.099,			0.099
20,	2,	25.225,			21.762,			0.099,			0.099,			21.902,			0.099,			0.099
21,	2,	25.639,			22.932,			0.099,			0.099,			24.79,			0.099,			0.099
22,	2,	26.209,			22.943,			0.1,			0.1,			21.631,			0.099,			0.099
23,	2,	26.789,			23.631,			0.1,			0.1,			22.73,			0.099,			0.099
24,	2,	27.893,			24.247,			0.099,			0.099,			21.931,			0.099,			0.099
25,	2,	31.57,			22.003,			0.099,			0.099,			22.11,			0.099,			0.099
26,	2,	31.726,			21.716,			0.1,			0.1,			22.932,			0.1,			0.099
27,	2,	33.153,			23.074,			0.099,			0.099,			21.457,			0.099,			0.099
28,	2,	34.363,			24.253,			0.099,			0.099,			22.95,			0.099,			0.099
29,	2,	35.333,			21.96,			0.1,			0.1,			21.518,			0.099,			0.1
30,	2,	35.744,			23.303,			0.1,			0.1,			22.836,			0.099,			0.099
31,	2,	36.701,			23.104,			0.099,			0.099,			22.63,			0.099,			0.099
32,	2,	38.245,			22.794,			0.099,			0.099,			21.708,			0.099,			0.099
33,	2,	38.504,			22.015,			0.099,			0.099,			22.648,			0.099,			0.099
34,	2,	40.507,			23.791,			0.099,			0.099,			22.358,			0.099,			0.099
35,	2,	40.991,			23.349,			0.099,			0.099,			22.122,			0.099,			0.1
36,	2,	41.223,			21.387,			0.099,			0.099,			21.425,			0.099,			0.099
37,	2,	45.764,			23.113,			0.099,			0.099,			23.141,			0.099,			0.099
38,	2,	46.5,			22.132,			0.099,			0.099,			22.985,			0.099,			0.099
39,	2,	47.45,			22.003,			0.099,			0.099,			21.414,			0.099,			0.099
40,	2,	47.837,			22.729,			0.099,			0.099,			24.607,			0.099,			0.099
41,	2,	48.149,			22.52,			0.099,			0.099,			22.322,			0.099,			0.1
42,	2,	49.235,			22.914,			0.1,			0.1,			21.571,			0.099,			0.099
43,	2,	50.708,			22.2,			0.099,			0.099,			21.852,			0.099,			0.099
44,	2,	55.541,			22.016,			0.099,			0.099,			21.684,			0.099,			0.099
45,	2,	58.381,			21.398,			0.1,			0.1,			23.39,			0.099,			0.099
46,	2,	60.048,			23.683,			0.1,			0.1,			21.738,			0.099,			0.099
47,	2,	62.575,			22.482,			0.099,			0.099,			22.492,			0.099,			0.099
48,	2,	62.998,			22.947,			0.099,			0.099,			22.009,			0.099,			0.099
49,	2,	64.71,			21.772,			0.099,			0.099,			22.086,			0.099,			0.099
50,	2,	65.319,			21.414,			0.1,			0.1,			23.11,			0.099,			0.099
