#, task_type_id, arrival_time,	estimated_time_t2xlarge,	estimated_time_g3sxlarge,	estimated_time_CLOUD,	execution_time_t2xlarge,	execution_time_g3sxlarge,	execution_time_CLOUD
1,	1,	56.231,			1.287,			0.666,			0.666,			1.316,			0.969,			0.837
2,	2,	65.818,			22.791,			0.099,			0.099,			21.811,			0.099,			0.099
3,	2,	115.54,			23.749,			0.099,			0.099,			23.147,			0.099,			0.099
4,	2,	120.838,			23.007,			0.099,			0.099,			22.016,			0.099,			0.099
5,	2,	140.055,			22.308,			0.099,			0.099,			21.869,			0.099,			0.099
6,	2,	148.399,			21.992,			0.099,			0.099,			24.047,			0.099,			0.099
7,	2,	164.894,			22.791,			0.099,			0.099,			21.786,			0.099,			0.099
8,	2,	175.606,			22.979,			0.099,			0.099,			22.452,			0.099,			0.1
9,	2,	190.6,			24.475,			0.099,			0.099,			22.668,			0.099,			0.099
10,	2,	213.637,			22.313,			0.099,			0.099,			21.515,			0.099,			0.1
11,	2,	216.496,			21.633,			0.099,			0.099,			23.091,			0.099,			0.099
12,	2,	221.587,			21.947,			0.099,			0.099,			24.269,			0.099,			0.099
13,	2,	235.731,			22.088,			0.099,			0.099,			23.277,			0.099,			0.099
14,	2,	235.787,			24.148,			0.099,			0.099,			22.352,			0.099,			0.099
15,	2,	237.099,			22.801,			0.099,			0.099,			21.666,			0.099,			0.099
16,	2,	259.432,			23.619,			0.099,			0.099,			22.24,			0.099,			0.099
17,	2,	268.379,			24.047,			0.099,			0.099,			22.337,			0.099,			0.099
18,	2,	272.277,			23.141,			0.099,			0.099,			21.555,			0.099,			0.1
19,	2,	274.772,			22.371,			0.099,			0.099,			23.645,			0.099,			0.1
20,	2,	275.085,			22.018,			0.099,			0.099,			21.614,			0.099,			0.099
21,	2,	276.175,			23.272,			0.099,			0.099,			21.895,			0.099,			0.099
22,	2,	278.677,			21.928,			0.1,			0.1,			22.313,			0.099,			0.099
23,	1,	279.217,			2.01,			1.191,			1.191,			0.943,			0.746,			1.444
24,	2,	287.1,			21.704,			0.099,			0.099,			23.141,			0.099,			0.099
25,	2,	290.176,			24.524,			0.099,			0.099,			21.78,			0.099,			0.099
26,	2,	290.447,			21.506,			0.099,			0.099,			21.731,			0.099,			0.099
27,	2,	293.882,			23.191,			0.099,			0.099,			21.627,			0.099,			0.099
28,	2,	298.768,			21.71,			0.099,			0.099,			24.297,			0.099,			0.099
29,	2,	309.838,			23.598,			0.099,			0.099,			22.668,			0.1,			0.1
30,	2,	312.118,			21.953,			0.099,			0.099,			23.318,			0.099,			0.1
31,	2,	312.273,			22.21,			0.099,			0.099,			22.475,			0.099,			0.1
32,	2,	318.429,			24.681,			0.1,			0.1,			22.33,			0.1,			0.099
33,	2,	320.245,			22.254,			0.099,			0.099,			21.595,			0.1,			0.099
34,	2,	320.988,			25.003,			0.099,			0.099,			22.017,			0.1,			0.099
35,	2,	321.542,			21.744,			0.1,			0.1,			21.926,			0.099,			0.099
36,	2,	323.136,			23.139,			0.099,			0.099,			22.377,			0.099,			0.099
37,	2,	324.548,			22.978,			0.099,			0.099,			21.765,			0.099,			0.099
38,	2,	325.699,			22.74,			0.099,			0.099,			21.807,			0.099,			0.099
39,	2,	326.748,			24.687,			0.099,			0.099,			23.069,			0.099,			0.099
40,	2,	327.409,			21.775,			0.1,			0.1,			24.149,			0.1,			0.099
41,	2,	329.804,			24.926,			0.099,			0.099,			21.492,			0.099,			0.099
42,	2,	331.217,			21.473,			0.1,			0.1,			22.959,			0.099,			0.099
43,	2,	335.693,			21.773,			0.099,			0.099,			23.511,			0.099,			0.1
44,	2,	337.203,			21.929,			0.099,			0.099,			24.346,			0.1,			0.099
45,	2,	337.231,			21.951,			0.099,			0.099,			22.484,			0.099,			0.099
46,	2,	337.403,			23.069,			0.099,			0.099,			22.231,			0.099,			0.099
